aware,past,appreciate,resp,landcontrol,Cluster,id
-0.27377877799617,0.251060592892704,0.277409011173474,0.00348355721932048,-0.24921426452377302,1,6967500969
-0.249872655858451,0.21886079689841104,-0.15458838407550599,0.0430828466116051,0.16834386280850303,1,6966018516
-0.30903357044496005,-0.7259151496555241,-0.235558600221277,-0.0737864061458599,0.4645221228037561,2,6954002510
-0.252322751505304,0.227540887354783,-0.208272521772267,-0.0849347041709959,-0.1820313960274,1,6954000142
-0.307019394158646,0.17224331146583702,-0.0917972794038498,-0.14853799925532502,0.28189329274267305,1,6952091365
-0.21203395550756102,0.20773156051734198,-0.0508014885847387,0.21360175594485503,0.0524825829143678,1,6950969532
-0.28239778434127194,0.242390001304313,-0.131463679432305,-0.14889273400247197,-0.257975755642665,1,6950966877
-0.220873619173925,-0.315826959691287,0.22177003830207198,-0.142315131343478,-0.29872930840184597,1,6950963846
-0.301740293189875,0.24897488807188198,0.174453417752275,-0.0801136945102878,0.983267733290879,1,6949522020
-0.273844517245157,0.239567638348835,0.334038356935443,-0.0774722427378655,0.0909725494020965,1,6949520595
-0.308226713195415,-0.0318567047009383,-0.216938824417375,-0.0682826029071679,-0.0637632757050203,1,6949519165
-0.30417812278885603,-0.6882252704995339,-0.10767086071120402,0.14820154875873098,-0.000645586991365404,2,6949517026
-0.30402120276221195,-0.685684001230465,-0.009342364233893759,0.0285955394129583,-0.28799926557989697,2,6949515466
-0.0575160828182497,-0.0017675994894319,0.14649988665511401,0.218637806101481,-0.43505402611922706,3,6949513982
0.208591145115845,0.250863765285095,0.25345499246962,0.11305930343239698,-0.42517181417091293,3,6949512250
-0.304927255466134,0.197509897021424,0.032755032755544,-0.146766894199788,0.239789504701035,1,6949510004
-0.109839810157475,0.20994143029014498,0.0202442026423184,0.0473430191423747,0.11488867800933,1,6949508507
-0.250667837023897,0.171790446830936,-0.10699686553312199,-0.0833910082178534,0.18162932152023498,1,6949506509
-0.139539581587597,0.23116199864235898,-0.0498537108447088,-0.0641462282070184,0.25513836508568105,1,6949504595
-0.0980470339333264,0.18179571288734198,0.339153740697345,-0.035893503622188995,0.0457247246201294,3,6949502871
-0.19020502122364003,0.18157548459224898,-0.10647293554470401,-0.147300400626825,0.5111225666654791,1,6949501136
0.323974581038631,0.212458632197905,0.12128221048659,0.158093920245173,-0.34255971033400995,3,6949498386
-0.202643510738116,-0.725647620838628,-0.23132577700191104,-0.0833418588465673,-0.465382121118756,2,6949496064
-0.281818204449939,0.18171996950597602,-0.0944996600241204,-0.14827456747401002,0.17691570245184698,1,6949493789
-0.283824091015181,0.156568393595919,-0.21388340101813,-0.149970909331969,1.0621814081972,1,6949491780
-0.0957628607352299,0.247475389764481,0.0946917740193023,-0.0786767709582726,-0.0151292656408679,1,6949489833
-0.16327685235467002,0.245302180987528,-0.007575986838363779,-0.14563791968148498,0.19362161777017198,1,6949488002
-0.27562020770490697,0.24150357557549998,-0.15240468590457,-0.0026670599088765,-0.091291622377005,1,6949485959
-0.136183077181548,-0.7254950243918701,-0.228432008946068,-0.08247006764560601,0.20172429543489,2,6949478309
-0.30659654715104806,0.160490367390287,-0.0406464151154238,-0.18226899629163298,-0.10891400762682599,1,6949476839
-0.27877944207031896,-0.6851032977056719,0.011533977170028999,0.0009006041591271831,-0.206075773938812,2,6949474644
-0.131308090208439,0.19988605402521398,0.13781299366276098,-0.0784400021686238,0.0881224965302483,1,6949471920
-0.30917456483897804,-0.725892221414565,-0.23596426857976102,-0.0847392742804483,0.24835268352329398,2,6949467324
-0.30903211786108004,0.205039742645944,-0.213697314877197,-0.150349486420672,0.270641694231673,1,6949465030
-0.198201886178678,-0.7083198070934961,-0.025734637838597,0.00140695107336931,-0.167012214525885,2,6949463084
-0.18792303806421398,0.196023605977943,-0.0302961148561144,-0.0644235642082605,-0.144391321510962,1,6949461204
-0.27255687919346305,0.22848329568474302,-0.12560927704675998,0.211748217378198,0.0474980956618702,1,6949458706
