"WLD","CC","NM","ASC_obs"
339.154667125963,154.893995436523,169.406964479245,119.656970274342
312.483727561961,128.157195298318,142.686514216108,92.8761679878257
314.587540330142,130.19855656096,144.772145035644,94.9119649813563
284.080246345891,99.6133576552906,114.324197010538,64.326676919194
290.877437306481,106.34126355154,121.157657594611,71.1698938960827
304.963892192025,120.440825485541,135.198024971225,85.2989339424381
302.780356993328,118.321293614074,133.039076695134,83.1586164199255
297.017955847638,112.50865170618,127.238164462364,77.3749627595535
257.873236934366,73.444280091369,88.1015531685884,38.1445103942482
