County,dfl08,dfl10,dfl12,dfl14,dfl16,dfl18,dfl08to18,dflmean
Koochiching,0.5370576984379981,0.5514386255433658,0.616303998284918,0.5778366705928544,0.4573241061130334,0.5129032258064516,0.5724547538258756,0.5421440541297703
Lac Qui Parle,0.5257773589985193,0.6557184750733138,0.6422814087962152,0.5893562231759657,0.4911003236245955,0.4749785307205871,0.588319113224701,0.5632020533981995
Lake,0.603783910562114,0.5677526841910403,0.6459061218289534,0.6035062684741617,0.5452283489846698,0.5753134381070104,0.6219544464572859,0.5902484620246583
Lake Of The Woods,0.4122661614965664,0.597926267281106,0.5411522633744856,0.4952120383036936,0.38891487371375116,0.3518883878241263,0.4725543891678077,0.46455999866562153
Le Sueur,0.46771671560962585,0.3644194427353432,0.5583252833211602,0.514731460496495,0.3923391071680045,0.4422875454489431,0.5040713025520557,0.456636592463262
Lincoln,0.485550139275766,0.6120651695288419,0.5639381797366915,0.5564534231200898,0.42375824939215007,0.43579891130323406,0.523250880150457,0.5129273453927955
Lyon,0.45890769499214795,0.5532551460028722,0.5690982457144492,0.5023667547796151,0.43364526659412406,0.4416671051939168,0.5138020240243397,0.49315670221285424
Mahnomen,0.6024772143024071,0.773109243697479,0.7043226739514703,0.6394784718010915,0.5811491935483871,0.5629139072847682,0.654648235238231,0.6439084507642672
Marshall,0.46862745098039216,0.739450441609421,0.6176731793960923,0.5824175824175825,0.43629049793433355,0.3984061204972904,0.5435855379438089,0.5404775454725186
Martin,0.4175755361895319,0.4081004870546014,0.47726624631665665,0.41431670281995664,0.3156695721077655,0.37778112752487186,0.4314755431396851,0.40178494533556397
Mcleod,0.39293378063892165,0.486889503225266,0.5077697145621674,0.45979166666666665,0.3615166145981255,0.3824605855855856,0.45530900551735815,0.4318936442127888
Meeker,0.4265818114738978,0.531460545849035,0.537910968868199,0.5005941938769736,0.36764642595860053,0.37930421082056365,0.4776307571306299,0.45724969280787825
Mille Lacs,0.457348363758728,0.4308640663194813,0.529482615561682,0.48823109843081314,0.3751876953045737,0.3961312026913373,0.4797816891498514,0.4462075070111025
Morrison,0.405356900988758,0.38231098430813126,0.46867346297963197,0.4420532505717086,0.29612715734535316,0.31161612479953343,0.41404643569369387,0.38435631349885274
Mower,0.5979143195539763,0.6310621392699198,0.6736053757789624,0.611920874544508,0.5164259500414349,0.5387304905741989,0.621142998271178,0.5949431916271667
Murray,0.47501410039481107,0.5131237381021055,0.5497722350832649,0.5178412132024978,0.3922365154592643,0.4624160223095449,0.503379297665012,0.48506730409191473
Nicollet,0.5318081044463604,0.6003184713375797,0.6254305996992939,0.594298914701652,0.5296680009418413,0.5767034000806344,0.6016706269492788,0.5763712485345603
Nobles,0.4760680621863141,0.4654394513625699,0.5317169555015848,0.48408579830479154,0.39953754411585735,0.4378548179547347,0.4895435684647303,0.4657837715709754
Norman,0.5934646804420951,0.7921770051363097,0.7014876751004452,0.6717927111860122,0.5703883495145631,0.537762579384465,0.6542295764521564,0.6445121667939817
Olmsted,0.48474459074015386,0.5104144547613073,0.574174117815283,0.5294171498321636,0.5196880857564053,0.5517209752804701,0.5543186333187567,0.5283598956976305
Otter Tail,0.4108097274184928,0.5424836601307189,0.5105239190074751,0.4550548788959385,0.40245533196926003,0.3927589541343547,0.46280460776534327,0.4523477452593734
Pennington,0.48004168002564923,0.6505757307351638,0.6123767975440297,0.5604606525911708,0.47282864771477934,0.4474950884086444,0.5496244223409155,0.5372964328365729
Pine,0.5108208227724703,0.45949367088607596,0.5602886639270321,0.5220748869582889,0.4223203074464442,0.4421715903383407,0.5210178250999071,0.4861949903881087
Pipestone,0.4118759034804848,0.38870431893687707,0.43580665024630544,0.41430741610274824,0.3206056616194865,0.33242239506691895,0.40003259162691474,0.38395372424213686
Polk,0.48718039395975526,0.6859800406937312,0.6155098522757201,0.5528899154811276,0.4655687557800384,0.4299631618658737,0.5475700094722269,0.5395153533427077
Pope,0.5024799042243886,0.6493563168230416,0.6092837898518186,0.5438069594034797,0.46078106900546084,0.45136559655007186,0.5525508446306211,0.5361789393097102
Ramsey,0.6413189014807176,0.6465601417823258,0.717802050807452,0.6871984734831993,0.6931192405391875,0.7315105881640513,0.7182379590547442,0.6862515660428222
Red Lake,0.498342259627646,0.7539267015706806,0.6534090909090909,0.6063792499123729,0.47958321599549425,0.48647783645383263,0.5884410834496528,0.5796863924115195
Redwood,0.4177530394023729,0.5451607110791884,0.5366606170598911,0.47815853888156656,0.3903843485500208,0.36593591905564926,0.4760131475566837,0.45567552900478153
Renville,0.4851181999430362,0.5643218711817071,0.5921094495704741,0.5585625952146249,0.4208705279911425,0.4267986964151416,0.5377409657936588,0.5079635567193544
Rice,0.5464156917934735,0.44344836589929937,0.5954117621366644,0.5627673199139743,0.506926126843511,0.5536098963582068,0.5775001974506068,0.5347631938241882
Rock,0.4134989200863931,0.4111986001749781,0.4547550432276657,0.3985447329254176,0.35390455531453363,0.36473263506063947,0.41560472960450723,0.3994390811316045
Roseau,0.3845296167247387,0.6056383149127023,0.5302979896392757,0.4522359657469077,0.36929765886287624,0.3360025753490805,0.44924328008013137,0.4463336868725969
Scott,0.4142399389029088,0.5894014673388918,0.4626622027809682,0.37734096529624167,0.41483348440966006,0.46933770069525327,0.459008804248418,0.4546359599039873
Sherburne,0.3901280025874187,0.31609524415325574,0.47231815803244376,0.38468733760609736,0.29991728701406123,0.37474418760693795,0.40858106308667064,0.37298170283336907
Sibley,0.3921807256408306,0.3786670182609269,0.5171055644607282,0.483149961015334,0.352312925170068,0.3855262631515782,0.4525207897012595,0.41815707628324433
St. Louis,0.6480287196726103,0.5103903670615654,0.6810819881397223,0.6316205836193587,0.5907143792439066,0.6397280827354159,0.667165074193836,0.6169273534120965
Stearns,0.4432389502272711,0.4664836694911883,0.5471733474937416,0.4843303968814267,0.3687448591318537,0.43335373998219057,0.4861766847424364,0.4572208272012786
Steele,0.4541026164571362,0.5286121464591098,0.5586235883191404,0.5033172249979523,0.4190241334404699,0.47216706272990655,0.5123308883915064,0.48930779540061925
Stevens,0.49001655790396415,0.6266471449487555,0.6043894203714125,0.5215818664094526,0.5202709335427506,0.4694267135954185,0.5561905968825244,0.5387221061286257
Swift,0.5614205526770294,0.6790425012212995,0.6591545448337089,0.6128911607031542,0.4860661726333368,0.46364105208870554,0.5994114225096671,0.577035997359539
Todd,0.4371387617330189,0.5958295790964088,0.5479102956167177,0.4995033015835914,0.3561811505507956,0.34251798172083714,0.47458725376316474,0.46318017838356157
Traverse,0.5092874965345162,0.690734055354994,0.6522731595967282,0.6017461383478845,0.5107558139534883,0.4727961432506887,0.5922613548172512,0.5729321345063833
Wabasha,0.4813862705893554,0.5177540238358521,0.5305709954522486,0.4478973900835939,0.3889824955536834,0.44426676453625547,0.4918447462080132,0.4684763233418315
Wadena,0.39855239855239855,0.40422173998816335,0.4539068908941756,0.40895553045085753,0.3131153701615934,0.32655346146669156,0.4054088447285906,0.38421756525231326
Waseca,0.4480177756987487,0.5320539563343067,0.5646198103491139,0.5285691922354414,0.39992358495715297,0.4300083822296731,0.5102466479059758,0.4838654503007395
Washington,0.48534201954397393,0.48003594150210693,0.5647186066460299,0.5029620235095175,0.49563046192259674,0.547285388077149,0.5441881862326312,0.5126624068668957
Watonwan,0.49734013679296496,0.5635002581311306,0.6033681374200067,0.5533453887884268,0.44451450189155106,0.4390986988257696,0.5474074485516706,0.516861186974975
Wilkin,0.42159383033419023,0.6133620689655173,0.5617417677642981,0.513453903837671,0.44112478031634444,0.4221676389315321,0.5080698627308198,0.4955739983582588
Winona,0.5659631634282154,0.5527025442607574,0.6053160070880095,0.5631801889866406,0.5293391490412311,0.5631528022427866,0.5868052329813712,0.56327564250794
Wright,0.3887118365936866,0.3781447789296976,0.4706932552162158,0.3819777372047824,0.30912701443519436,0.3936912304101367,0.4160147288577585,0.3870576421316189
Yellow Medicine,0.5049585104229913,0.6041070964387835,0.6071106530980291,0.574399794582103,0.43728135932033985,0.4140393343419062,0.548234289280904,0.5236494580340255
