,original,weight,Subbasin
538,14847.4,0.478369405803041,304
539,9205.51,0.3911228321077697,305
540,14330.6,0.6088771678922302,305
541,0.00651599,5.714769831162833e-07,306
542,1718.3,0.15070141299920803,306
543,9683.71,0.8492980155238089,306
544,553.506,0.021829143274373856,307
545,8627.88,0.3402659206478425,307
546,16174.9,0.6379049360777836,307
547,23244.0,1.0,308
548,7143.72,0.2670208145351136,309
549,19609.7,0.7329791854648864,309
550,17225.1,1.0,310
551,7.075760000000002,0.0003316180754845856,311
552,21330.0,0.9996683819245155,311
553,8922.33,0.42597776231969303,312
554,12023.2,0.574022237680307,312
555,71.2015,0.002525932702730254,313
556,28117.0,0.9974740672972697,313
557,292.72,0.008117622328674964,314
558,35767.1,0.991882377671325,314
559,17370.3,1.0,315
560,20537.3,1.0,316
561,15516.5,1.0,317
562,12.8171,0.001344982396944348,318
563,9516.75,0.9986550176030556,318
564,4216.4,0.22824786579259343,319
565,14256.5,0.7717521342074065,319
566,8928.51,1.0,320
567,13502.4,0.44590926203575887,321
568,16778.2,0.5540907379642411,321
569,3461.17,0.38090925098496686,322
570,5625.43,0.6190907490150331,322
571,3137.3,0.3052412410854146,323
572,7140.8,0.6947587589145854,323
573,57.1981,0.003198700461284146,324
574,4745.47,0.2653818409704182,324
575,13079.0,0.7314194585682977,324
576,1473.28,0.07610750764029946,325
577,17884.6,0.9238924923597006,325
578,3215.03,0.09693276245544226,326
579,12733.5,0.3839134722619615,326
580,17219.1,0.5191537652825963,326
581,11259.7,1.0,327
582,6237.14,0.264433048259114,328
583,17349.7,0.735566951740886,328
584,3871.42,0.13284802681516397,329
585,25270.3,0.867151973184836,329
586,270.556,0.009294724204113732,330
587,28838.0,0.9907052757958863,330
588,22306.1,1.0,331
589,594.139,0.03302324498198848,332
590,17397.4,0.9669767550180116,332
591,4893.98,0.4133125353120168,333
592,6946.89,0.5866874646879833,333
593,291.261,0.011085707034535595,334
594,25982.3,0.9889142929654645,334
595,16019.9,0.45395012751487673,335
596,19270.1,0.5460498724851233,335
597,1948.53,0.11750569729526975,336
598,6293.42,0.37952338710309647,336
599,8340.48,0.5029709156016338,336
600,7597.93,0.25339838107692303,337
601,22386.2,0.746601618923077,337
602,38897.4,1.0,338
603,37574.1,1.0,339
604,30678.5,1.0,340
605,24103.1,1.0,341
606,17425.1,1.0,342
607,29614.7,1.0,343
608,3824.78,0.3190978314282306,344
609,8161.45,0.6809021685717694,344
610,9437.35,0.4052913097720241,345
611,13848.0,0.594708690227976,345
612,14064.5,0.3747964728172959,346
613,23461.2,0.6252035271827042,346
614,31691.8,1.0,347
615,41.1378,0.0013736530042679884,348
616,29906.6,0.998626346995732,348
617,17841.2,1.0,349
618,25132.9,1.0,350
619,149.666,0.009754570862363088,351
620,15193.5,0.9902454291376369,351
621,4.11415,0.00026792132021212305,352
622,15351.7,0.9997320786797879,352
623,792.648,0.04876199044160457,353
624,15462.8,0.9512380095583954,353
625,3065.72,0.1551789504267811,354
626,4699.61,0.23788230732591517,354
627,11990.7,0.6069387422473038,354
628,5560.92,0.18996676814770683,355
629,23712.2,0.8100332318522931,355
630,5671.73,0.4559088910485037,356
631,6768.76,0.5440911089514963,356
632,3018.25,0.11373163742282395,357
633,23520.1,0.886268362577176,357
634,8632.74,0.2720109248776024,358
635,23104.0,0.7279890751223976,358
636,229.321,0.012863501577724139,359
637,2695.24,0.15118643295792886,359
638,14902.7,0.8359500654643471,359
639,6014.98,0.45528468822924323,360
640,7196.49,0.5447153117707568,360
641,1454.29,0.07395776704287423,361
642,18209.5,0.9260422329571257,361
643,0.0221849,1.705595422682085e-06,362
644,260.607,0.02003570475047939,362
645,12746.5,0.9799625896540979,362
646,2530.02,0.23252813062646996,363
647,8350.47,0.76747186937353,363
648,13247.8,0.3957567827546856,364
649,20226.8,0.6042432172453144,364
650,10867.0,0.2784860731336667,365
651,28154.7,0.7215139268663334,365
652,535.4630000000002,0.017614266179591154,366
653,4319.53,0.14209263981027515,366
654,25544.4,0.8402930940101336,366
655,30598.4,1.0,367
656,17365.6,1.0,368
657,27087.0,1.0,369
658,93.14,0.00952543610522774,370
659,3197.55,0.32701372362326564,370
660,6487.34,0.6634608402715066,370
661,2474.72,0.09904854608299726,371
662,10281.4,0.411504219345109,371
663,12228.8,0.48944723457189376,371
664,18017.9,1.0,372
665,5030.08,0.26371561528121185,373
666,14043.8,0.7362843847187883,373
667,11081.8,1.0,374
668,19984.1,1.0,375
669,25250.2,1.0,376
670,3632.43,0.11637953820862727,377
671,27579.5,0.8836204617913728,377
672,9189.35,0.47844626730845824,378
673,10017.3,0.5215537326915417,378
674,14751.8,0.4745648208615758,379
675,16333.1,0.5254351791384241,379
676,54.5535,0.001600388832865835,380
677,34033.1,0.9983996111671342,380
678,306.7940000000001,0.010532725316326107,381
679,28820.9,0.9894672746836738,381
680,481.73,0.02565009107691194,382
681,18299.1,0.974349908923088,382
682,859.712,0.022714192079328042,383
683,36989.4,0.977285807920672,383
684,566.194,0.01661563657725528,384
685,1172.58,0.034410755214216326,384
686,4477.9,0.1314093032234383,384
687,27859.3,0.81756430498509,384
688,25038.9,1.0,385
689,14256.9,1.0,386
690,2671.77,0.12772118054742224,387
691,18247.0,0.8722788194525778,387
692,3601.37,0.2354632251551668,388
693,4414.83,0.2886485171786806,388
694,7278.63,0.47588825766615256,388
695,4371.94,0.3216849695564998,389
696,9218.81,0.6783150304435002,389
697,82.4891,0.007981660770762044,390
698,4677.78,0.4526228692064197,390
699,5574.56,0.5393954700228184,390
700,14824.2,1.0,391
701,46.0979,0.002276901869045714,392
702,7797.89,0.38515920064933284,392
703,12401.9,0.6125638974816213,392
704,29148.0,1.0,393
705,12892.0,1.0,394
706,29882.8,1.0,395
707,7846.76,1.0,396
708,943.703,0.06101789841887397,397
709,14522.3,0.938982101581126,397
710,11443.0,1.0,398
711,503.069,0.03799422823725901,399
712,12737.6,0.962005771762741,399
713,19389.7,1.0,400
714,5376.77,0.40876607727431,401
715,7776.89,0.5912339227256901,401
716,556.86,0.03486836543970545,402
717,4860.79,0.30436339842270205,402
718,10552.7,0.6607682361375925,402
719,4334.29,0.2661638917017567,403
720,11950.0,0.7338361082982432,403
