"MEAN","CI_L","CI_U"
-326.790324386373,-523.244086786244,-140.159259140064
-326.790324386373,-523.244086786244,-140.159259140064
-326.790324386373,-523.244086786244,-140.159259140064
-326.790324386373,-523.244086786244,-140.159259140064
-326.790324386373,-523.244086786244,-140.159259140064
-326.790324386373,-523.244086786244,-140.159259140064
-326.790324386373,-523.244086786244,-140.159259140064
-326.790324386373,-523.244086786244,-140.159259140064
-326.790324386373,-523.244086786244,-140.159259140064
-326.790324386373,-523.244086786244,-140.159259140064
-326.790324386373,-523.244086786244,-140.159259140064
-326.790324386373,-523.244086786244,-140.159259140064
-326.790324386373,-523.244086786244,-140.159259140064
-326.790324386373,-523.244086786244,-140.159259140064
-326.790324386373,-523.244086786244,-140.159259140064
-326.790324386373,-523.244086786244,-140.159259140064
53.9333769555482,-18.6878572847624,123.496359510337
53.9333769555482,-18.6878572847624,123.496359510337
53.9333769555482,-18.6878572847624,123.496359510337
53.9333769555482,-18.6878572847624,123.496359510337
53.9333769555482,-18.6878572847624,123.496359510337
53.9333769555482,-18.6878572847624,123.496359510337
53.9333769555482,-18.6878572847624,123.496359510337
53.9333769555482,-18.6878572847624,123.496359510337
53.9333769555482,-18.6878572847624,123.496359510337
53.9333769555482,-18.6878572847624,123.496359510337
53.9333769555482,-18.6878572847624,123.496359510337
53.9333769555482,-18.6878572847624,123.496359510337
53.9333769555482,-18.6878572847624,123.496359510337
53.9333769555482,-18.6878572847624,123.496359510337
53.9333769555482,-18.6878572847624,123.496359510337
53.9333769555482,-18.6878572847624,123.496359510337
119.648134930372,0.813804305689616,233.19085831062
119.648134930372,0.813804305689616,233.19085831062
119.648134930372,0.813804305689616,233.19085831062
119.648134930372,0.813804305689616,233.19085831062
119.648134930372,0.813804305689616,233.19085831062
119.648134930372,0.813804305689616,233.19085831062
119.648134930372,0.813804305689616,233.19085831062
119.648134930372,0.813804305689616,233.19085831062
119.648134930372,0.813804305689616,233.19085831062
119.648134930372,0.813804305689616,233.19085831062
119.648134930372,0.813804305689616,233.19085831062
119.648134930372,0.813804305689616,233.19085831062
119.648134930372,0.813804305689616,233.19085831062
119.648134930372,0.813804305689616,233.19085831062
119.648134930372,0.813804305689616,233.19085831062
119.648134930372,0.813804305689616,233.19085831062
-235.223953070053,-423.364339257579,-37.3158704514339
-235.223953070053,-423.364339257579,-37.3158704514339
-235.223953070053,-423.364339257579,-37.3158704514339
-235.223953070053,-423.364339257579,-37.3158704514339
-235.223953070053,-423.364339257579,-37.3158704514339
-235.223953070053,-423.364339257579,-37.3158704514339
-235.223953070053,-423.364339257579,-37.3158704514339
-235.223953070053,-423.364339257579,-37.3158704514339
-235.223953070053,-423.364339257579,-37.3158704514339
-235.223953070053,-423.364339257579,-37.3158704514339
-235.223953070053,-423.364339257579,-37.3158704514339
-235.223953070053,-423.364339257579,-37.3158704514339
-235.223953070053,-423.364339257579,-37.3158704514339
-235.223953070053,-423.364339257579,-37.3158704514339
-235.223953070053,-423.364339257579,-37.3158704514339
-235.223953070053,-423.364339257579,-37.3158704514339
-60.9502686501172,-143.172648519356,19.359138871656
-60.9502686501172,-143.172648519356,19.359138871656
-60.9502686501172,-143.172648519356,19.359138871656
-60.9502686501172,-143.172648519356,19.359138871656
-60.9502686501172,-143.172648519356,19.359138871656
-60.9502686501172,-143.172648519356,19.359138871656
-60.9502686501172,-143.172648519356,19.359138871656
-60.9502686501172,-143.172648519356,19.359138871656
-60.9502686501172,-143.172648519356,19.359138871656
-60.9502686501172,-143.172648519356,19.359138871656
-60.9502686501172,-143.172648519356,19.359138871656
-60.9502686501172,-143.172648519356,19.359138871656
-60.9502686501172,-143.172648519356,19.359138871656
-60.9502686501172,-143.172648519356,19.359138871656
-60.9502686501172,-143.172648519356,19.359138871656
-60.9502686501172,-143.172648519356,19.359138871656
11.5559670414811,-62.8469355405513,79.6383531419463
11.5559670414811,-62.8469355405513,79.6383531419463
11.5559670414811,-62.8469355405513,79.6383531419463
11.5559670414811,-62.8469355405513,79.6383531419463
11.5559670414811,-62.8469355405513,79.6383531419463
11.5559670414811,-62.8469355405513,79.6383531419463
11.5559670414811,-62.8469355405513,79.6383531419463
11.5559670414811,-62.8469355405513,79.6383531419463
11.5559670414811,-62.8469355405513,79.6383531419463
11.5559670414811,-62.8469355405513,79.6383531419463
11.5559670414811,-62.8469355405513,79.6383531419463
11.5559670414811,-62.8469355405513,79.6383531419463
11.5559670414811,-62.8469355405513,79.6383531419463
11.5559670414811,-62.8469355405513,79.6383531419463
11.5559670414811,-62.8469355405513,79.6383531419463
11.5559670414811,-62.8469355405513,79.6383531419463
81.7128678793052,-1.05833788522824,164.887073960296
81.7128678793052,-1.05833788522824,164.887073960296
81.7128678793052,-1.05833788522824,164.887073960296
81.7128678793052,-1.05833788522824,164.887073960296
81.7128678793052,-1.05833788522824,164.887073960296
81.7128678793052,-1.05833788522824,164.887073960296
81.7128678793052,-1.05833788522824,164.887073960296
81.7128678793052,-1.05833788522824,164.887073960296
81.7128678793052,-1.05833788522824,164.887073960296
81.7128678793052,-1.05833788522824,164.887073960296
81.7128678793052,-1.05833788522824,164.887073960296
81.7128678793052,-1.05833788522824,164.887073960296
81.7128678793052,-1.05833788522824,164.887073960296
81.7128678793052,-1.05833788522824,164.887073960296
81.7128678793052,-1.05833788522824,164.887073960296
81.7128678793052,-1.05833788522824,164.887073960296
27.0083947241509,-63.956456742309,112.864748163841
27.0083947241509,-63.956456742309,112.864748163841
27.0083947241509,-63.956456742309,112.864748163841
27.0083947241509,-63.956456742309,112.864748163841
