Names	Betas
wetland 	-1.93218
pay     	0.00415937
cc	-0.452572
nm      	-0.730013
asc     	-2.51887
dems18  	4.4796
costtax 	-0.00100582
incfarm1	0.483388
incfarm23	0.558496
incfarm4	0.399474
incfarm5	0.400511
incfarm6	2.12413
farmsi2 	0.397877
farmsi3 	0.0694512
farmsi4	0.291112
fscaware	0.0972197
fscpast 	0.601931
fscapp  	1.18511
fsresp	-0.0269148
fsinfo	0.704992
fsconcern	0.33781
plake	-0.000141059
clake	0.127801
