0.0556162	-4.22E-05	-0.00453172	0.00505302	0.00267416	-0.00677297	5.29E-06	-7.08E-05	-0.00218497	-0.000534343	-0.000832497	-0.00465735	0.00131597	0.00121349	0.00181722	0.000414921	-0.000212853	-0.00109946	0.00439123	-0.000262344	-0.000610529	4.81E-06	0.000647307
-4.22E-05	1.10E-07	1.14E-06	-2.31E-05	-2.47E-05	2.04E-05	-7.15E-09	6.17E-06	7.22E-06	4.35E-06	5.51E-06	1.51E-05	1.20E-06	8.22E-07	2.68E-07	2.54E-06	2.81E-06	5.30E-06	-3.96E-06	6.13E-07	1.29E-06	-1.26E-08	3.94E-07
-0.00453172	1.14E-06	0.0154697	-0.00214175	0.00284423	-0.0109817	4.66E-07	-0.00168118	-0.00194812	-0.00244038	-0.00211109	-0.00251283	1.72E-05	-0.000136473	-0.000546987	0.000416861	-0.00165774	-0.000916336	-0.00218443	-0.000205147	-9.57E-05	1.12E-07	-0.0020273
0.00505302	-2.31E-05	-0.00214175	0.0195399	0.00506718	-0.0116927	3.56E-06	-0.00245325	-0.00232986	-0.000729869	-0.000650385	-0.00492406	0.000132821	0.00120382	-0.000578072	-0.000485076	-0.00102282	-0.00181802	1.55E-05	0.00121416	-0.000137435	3.66E-06	0.000525917
0.00267416	-2.47E-05	0.00284423	0.00506718	0.164146	-0.198141	-3.15E-05	-0.0298917	-0.0375487	-0.0308676	-0.0331982	-0.0396171	-0.00633844	-0.0135726	-0.0107552	0.00333075	-0.0128785	-0.00449426	-0.00992199	-0.00968914	0.0021069	7.42E-07	-0.00145369
-0.00677297	2.04E-05	-0.0109817	-0.0116927	-0.198141	0.41822	-5.02E-05	0.00511401	0.0129456	0.00478136	0.00510649	0.0141275	-0.00158464	-0.00145837	0.00229363	-0.000176686	0.00923543	-0.0125343	0.0184164	0.00992679	-0.000105823	-3.71E-07	0.0022406
5.29E-06	-7.15E-09	4.66E-07	3.56E-06	-3.15E-05	-5.02E-05	1.06E-07	-1.56E-06	-1.28E-06	-6.30E-07	2.52E-06	-2.68E-06	4.20E-06	4.24E-06	7.16E-06	-5.34E-06	1.01E-05	5.47E-06	-4.18E-06	3.22E-06	-4.34E-07	7.70E-10	-4.80E-08
-7.08E-05	6.17E-06	-0.00168118	-0.00245325	-0.0298917	0.00511401	-1.56E-06	0.0345099	0.0288649	0.0279089	0.0275714	0.0295734	9.12E-05	0.00345414	0.000270127	0.00126548	-0.000500763	0.00846371	0.00250664	0.000195262	-0.00200698	-7.60E-07	0.000163612
-0.00218497	7.22E-06	-0.00194812	-0.00232986	-0.0375487	0.0129456	-1.28E-06	0.0288649	0.0365824	0.0309336	0.0301233	0.0360126	-0.00223739	0.00664996	-0.000581512	0.000478729	0.00411809	0.00887149	0.00402754	0.00295999	-0.00250647	-6.55E-07	0.000399511
-0.000534343	4.35E-06	-0.00244038	-0.000729869	-0.0308676	0.00478136	-6.30E-07	0.0279089	0.0309336	0.0352849	0.0288438	0.0314436	-0.00220594	0.00526084	-0.000815325	0.00153588	0.000564701	0.00855851	0.00463956	0.00012307	-0.00197835	-5.96E-07	0.000489232
