Index,3statesMRB,3statesM_1,3statesM_2,WLD,CC,NM,ASC_obs,Subbasin,Area_acre,inter_acre,Unnamed: 0,original,weight,WLD_w,CC_w,NM_w,ASC_w
77,1222,Grant,South Dakota,236.8262788,52.14586221,67.11797534,17.2225039,51,26605,21654.1,77,21654.1,0.8139051064848625,192.75411766512775,42.44178353477501,54.62766286615108,14.017483870665458
78,1218,Deuel,South Dakota,304.9638922,120.4408255,135.198025,85.29893394,52,16223,7565.13,78,7565.13,0.4663163857618455,142.20965999856904,56.163530445333116,63.04505438013963,39.77629058423921
79,1222,Grant,South Dakota,236.8262788,52.14586221,67.11797534,17.2225039,52,16223,8658.04,79,8658.04,0.5336836142381545,126.39030441655683,27.829392211797597,35.819763659798525,9.191368127582711
80,1222,Grant,South Dakota,236.8262788,52.14586221,67.11797534,17.2225039,53,25060,393.095,80,393.095,0.01568628155178444,3.7149236881181986,0.8179746763866164,1.052831458368965,0.2701570452021056
81,1218,Deuel,South Dakota,304.9638922,120.4408255,135.198025,85.29893394,53,25060,24666.7,81,24666.7,0.9843137184482156,300.18014272382277,118.55155680087766,133.07727071460482,83.9609108461501
82,1218,Deuel,South Dakota,304.9638922,120.4408255,135.198025,85.29893394,54,16807,4327.57,82,4327.57,0.2574866260842971,78.52412368011329,31.01190180080258,34.81168331051045,21.96333470879794
83,1222,Grant,South Dakota,236.8262788,52.14586221,67.11797534,17.2225039,54,16807,12479.4,83,12479.4,0.7425133739157027,175.84667930368886,38.71900008529044,49.835994320094336,12.787939478065347
84,1072,Lac qui Parle,Minnesota,215.75047430000004,31.10794552,46.10084389,-3.950041518,55,14911,3933.21,84,3933.21,0.26377537436599713,56.909662128123955,8.205509975295044,12.160267355673142,-1.0419236801716816
85,1222,Grant,South Dakota,236.8262788,52.14586221,67.11797534,17.2225039,55,14911,10978.0,85,10978.0,0.7362246256340029,174.357338449824,38.39106788391955,49.41390626800374,12.679631486257655
86,1072,Lac qui Parle,Minnesota,215.75047430000004,31.10794552,46.10084389,-3.950041518,56,31420,1773.07,86,1773.07,0.056431307859300936,12.175081436013496,1.7554620505094813,2.6015309141301626,-0.2229060089592784
87,1222,Grant,South Dakota,236.8262788,52.14586221,67.11797534,17.2225039,56,31420,29646.9,87,29646.9,0.943568692140699,223.46186215186458,49.2032030060388,63.33042021069549,16.250615480311087
88,1072,Lac qui Parle,Minnesota,215.75047430000004,31.10794552,46.10084389,-3.950041518,57,11014,451.173,88,451.173,0.040962576467824974,8.837695301483258,1.2742615971199334,1.8884093430753868,-0.16180387773215843
89,1222,Grant,South Dakota,236.8262788,52.14586221,67.11797534,17.2225039,57,11014,10563.1,89,10563.1,0.9590374235321748,227.12526424506453,50.009833341742194,64.36865014276964,16.517025767028834
90,1222,Grant,South Dakota,236.8262788,52.14586221,67.11797534,17.2225039,58,21022,1739.37,90,1739.37,0.08274176123971122,19.595423415758884,4.3146404806187,5.553459490475106,1.4250203056437953
91,1072,Lac qui Parle,Minnesota,215.75047430000004,31.10794552,46.10084389,-3.950041518,58,21022,19282.3,91,19282.3,0.9172582387602888,197.89890006811498,28.534019319126216,42.28637887190442,-3.6232081258306974
92,1072,Lac qui Parle,Minnesota,215.75047430000004,31.10794552,46.10084389,-3.950041518,59,13343,13342.6,92,13342.6,1.0,215.75047430000004,31.10794552,46.10084389,-3.950041518
93,1222,Grant,South Dakota,236.8262788,52.14586221,67.11797534,17.2225039,60,9253,1310.08,93,1310.08,0.14157761870180172,33.52930059851299,7.382686996844071,9.50240312072345,2.438321090244493
94,1072,Lac qui Parle,Minnesota,215.75047430000004,31.10794552,46.10084389,-3.950041518,60,9253,7943.36,94,7943.36,0.8584223812981984,185.2050359148218,26.70375667057302,39.5739961919103,-3.39080404610831
95,1222,Grant,South Dakota,236.8262788,52.14586221,67.11797534,17.2225039,61,27449,391.0,95,391.0,0.014244599074647528,3.3734953918466974,0.7427969005832634,0.9560686494203796,0.24532766311705342
96,1058,Big Stone,Minnesota,231.9748276,47.26910078,62.24772744,12.28486201,61,27449,12342.6,96,12342.6,0.4496557251630297,104.30880932404679,21.254821789035233,27.990047021783823,5.523958535634304
97,1072,Lac qui Parle,Minnesota,215.75047430000004,31.10794552,46.10084389,-3.950041518,61,27449,14715.4,97,14715.4,0.5360996757623229,115.66375931779739,16.676959506904005,24.714647461798464,-2.117615977047514
98,1072,Lac qui Parle,Minnesota,215.75047430000004,31.10794552,46.10084389,-3.950041518,62,31307,31306.5,98,31306.5,1.0,215.75047430000004,31.10794552,46.10084389,-3.950041518
99,1090,Swift,Minnesota,233.7713403,49.17832665,64.02132331,14.08271563,63,32282,597.8430000000002,99,597.8430000000002,0.018519481678911584,4.329324053740455,0.9107571193942043,1.18564172409922,0.2608045940991068
100,1058,Big Stone,Minnesota,231.9748276,47.26910078,62.24772744,12.28486201,63,32282,31684.0,100,31684.0,0.9814805183210884,227.6787740302931,46.393701534126166,61.09493179212104,12.057352733077847
101,1058,Big Stone,Minnesota,231.9748276,47.26910078,62.24772744,12.28486201,64,24851,3055.64,101,3055.64,0.12295823434351234,28.523215213836675,5.812125170914342,7.6538706579186035,1.510524941903292
102,1090,Swift,Minnesota,233.7713403,49.17832665,64.02132331,14.08271563,64,24851,21795.4,102,21795.4,0.8770417656564876,205.02722905659562,43.1314464371475,56.149374435467244,12.351129781373414
103,1090,Swift,Minnesota,233.7713403,49.17832665,64.02132331,14.08271563,65,39166,1950.07,103,1950.07,0.04978990690132275,11.639453269734439,2.4485843054663397,3.187615727304384,0.7011771001355027
104,1072,Lac qui Parle,Minnesota,215.75047430000004,31.10794552,46.10084389,-3.950041518,65,39166,14198.3,104,14198.3,0.3625162353951657,78.21304972795745,11.277135300788311,16.712304375543027,-1.4319541807599656
105,1058,Big Stone,Minnesota,231.9748276,47.26910078,62.24772744,12.28486201,65,39166,23017.6,105,23017.6,0.5876938577035115,136.330181322351,27.779760187574265,36.582607072490326,7.219737946012214
106,1072,Lac qui Parle,Minnesota,215.75047430000004,31.10794552,46.10084389,-3.950041518,66,23281,23280.9,106,23280.9,1.0,215.75047430000004,31.10794552,46.10084389,-3.950041518
107,1090,Swift,Minnesota,233.7713403,49.17832665,64.02132331,14.08271563,67,12455,5414.18,107,5414.18,0.4347017606682655,101.62081322219025,21.377905181474084,27.830181963169267,6.121781279351501
108,1061,Chippewa,Minnesota,245.3499519,60.7537017,75.58256866,25.66624544,67,12455,7040.75,108,7040.75,0.5652982393317345,138.69589582919576,34.343960603895404,42.72669298766794,14.50908335748816
109,1090,Swift,Minnesota,233.7713403,49.17832665,64.02132331,14.08271563,68,39847,6888.27,109,6888.27,0.17286679865396049,40.41130321470658,8.50129989114425,11.067161206189876,2.434433967312192
110,1072,Lac qui Parle,Minnesota,215.75047430000004,31.10794552,46.10084389,-3.950041518,68,39847,10160.6,110,10160.6,0.2549886102611296,55.01391360493657,7.9321717962237335,11.755190115376388,-1.0072155971485828
111,1061,Chippewa,Minnesota,245.3499519,60.7537017,75.58256866,25.66624544,68,39847,22798.4,111,22798.4,0.5721445910849099,140.37564790252782,34.75990181604109,43.24415783912283,14.684803501953734
112,1080,Otter Tail,Minnesota,255.00106180000003,70.18700388,85.26984466,35.23543561,69,36698,36697.6,112,36697.6,1.0,255.00106180000003,70.18700388,85.26984466,35.23543561
113,1080,Otter Tail,Minnesota,255.00106180000003,70.18700388,85.26984466,35.23543561,70,16354,16354.1,113,16354.1,1.0,255.00106180000003,70.18700388,85.26984466,35.23543561
114,1080,Otter Tail,Minnesota,255.00106180000003,70.18700388,85.26984466,35.23543561,71,13939,13939.0,114,13939.0,1.0,255.00106180000003,70.18700388,85.26984466,35.23543561
115,1066,Grant,Minnesota,236.8262788,52.14586221,67.11797534,17.2225039,72,18465,4886.91,115,4886.91,0.2646535584834482,62.676917426813205,13.800587994064065,17.763011011935323,4.557996943130064
116,1080,Otter Tail,Minnesota,255.00106180000003,70.18700388,85.26984466,35.23543561,72,18465,13578.4,116,13578.4,0.7353464415165519,187.51412337757236,51.61176354386643,62.70287683940016,25.910252191099097
117,1066,Grant,Minnesota,236.8262788,52.14586221,67.11797534,17.2225039,73,38329,1169.13,117,1169.13,0.030502865619944208,7.223880157507842,1.5905982276277568,2.047290582478749,0.525335722100665
118,1065,Douglas,Minnesota,253.15591490000003,68.34691791,83.41991768,33.36805272,73,38329,15665.9,118,15665.9,0.4087268674274751,103.47162406781348,27.935221655677093,34.09596163440425,13.63841966040044
119,1080,Otter Tail,Minnesota,255.00106180000003,70.18700388,85.26984466,35.23543561,73,38329,21493.5,119,21493.5,0.5607702669525808,142.99701349877756,39.35878490238943,47.816793552993296,19.758984633210172
120,1080,Otter Tail,Minnesota,255.00106180000003,70.18700388,85.26984466,35.23543561,74,12830,29.8216,120,29.8216,0.002324331870719585,0.5927070950090746,0.1631378900286032,0.19819541755454625,0.0818988459670108
121,1065,Douglas,Minnesota,253.15591490000003,68.34691791,83.41991768,33.36805272,74,12830,2873.83,121,2873.83,0.22398981476614485,56.70434648540493,15.309013482497809,18.68521190895025,7.474103947859756
122,1066,Grant,Minnesota,236.8262788,52.14586221,67.11797534,17.2225039,74,12830,9926.53,122,9926.53,0.7736858533631357,183.2291416121939,40.34451590330033,51.928228026933795,13.324807626921432
123,1080,Otter Tail,Minnesota,255.00106180000003,70.18700388,85.26984466,35.23543561,75,15955,15954.8,123,15954.8,1.0,255.00106180000003,70.18700388,85.26984466,35.23543561
124,1066,Grant,Minnesota,236.8262788,52.14586221,67.11797534,17.2225039,76,17799,5161.09,124,5161.09,0.2899702169092219,68.67256743343987,15.120746975952098,19.46221386784761,4.99401319160292
125,1080,Otter Tail,Minnesota,255.00106180000003,70.18700388,85.26984466,35.23543561,76,17799,12637.6,125,12637.6,0.7100297830907779,181.05834859777207,49.834863140707995,60.54412930812413,25.018208703277374
126,1065,Douglas,Minnesota,253.15591490000003,68.34691791,83.41991768,33.36805272,77,27158,22.3489,126,22.3489,0.0008229229711821133,0.20832781766183425,0.05624424875763719,0.0686481665129929,0.027459337086903797
127,1066,Grant,Minnesota,236.8262788,52.14586221,67.11797534,17.2225039,77,27158,27135.6,127,27135.6,0.999177077028818,236.63138901499593,52.102950182135295,67.06274241631348,17.208331105919417
128,1066,Grant,Minnesota,236.8262788,52.14586221,67.11797534,17.2225039,78,32800,32799.9,128,32799.9,1.0,236.8262788,52.14586221,67.11797534,17.2225039
129,1089,Stevens,Minnesota,222.4095129,37.91125157,52.66306618,2.746698187,79,35666,14381.3,129,14381.3,0.4032181639250497,89.67955543100267,15.286505250156058,21.23470485176298,1.1075185998184027
130,1066,Grant,Minnesota,236.8262788,52.14586221,67.11797534,17.2225039,79,35666,21285.0,130,21285.0,0.5967818360749503,141.33362149306208,31.119703393395163,40.054788557038435,10.278077499249992
131,1089,Stevens,Minnesota,222.4095129,37.91125157,52.66306618,2.746698187,80,42154,42154.4,131,42154.4,1.0,222.4095129,37.91125157,52.66306618,2.746698187
132,1058,Big Stone,Minnesota,231.9748276,47.26910078,62.24772744,12.28486201,81,29818,712.818,132,712.818,0.02390585355995385,5.54555625820114,1.1300082011573802,1.4880850566205608,0.29368011221530027
133,1089,Stevens,Minnesota,222.4095129,37.91125157,52.66306618,2.746698187,81,29818,29104.9,133,29104.9,0.9760941464400462,217.09262365427196,37.00495074169301,51.404110631882766,2.681036022368187
134,1089,Stevens,Minnesota,222.4095129,37.91125157,52.66306618,2.746698187,82,14025,14025.4,134,14025.4,1.0,222.4095129,37.91125157,52.66306618,2.746698187
135,1089,Stevens,Minnesota,222.4095129,37.91125157,52.66306618,2.746698187,83,22590,22590.2,135,22590.2,1.0,222.4095129,37.91125157,52.66306618,2.746698187
136,1089,Stevens,Minnesota,222.4095129,37.91125157,52.66306618,2.746698187,84,25864,25864.1,136,25864.1,1.0,222.4095129,37.91125157,52.66306618,2.746698187
137,1058,Big Stone,Minnesota,231.9748276,47.26910078,62.24772744,12.28486201,85,13467,80.4364,137,80.4364,0.005972985481505588,1.3855822773295619,0.2823376526827645,0.371804772255837,0.07337730242802955
138,1090,Swift,Minnesota,233.7713403,49.17832665,64.02132331,14.08271563,85,13467,377.263,138,377.26300000000003,0.02801451111324279,6.548989810792012,1.377706778467109,1.7935260733525047,0.3945203935212729
139,1089,Stevens,Minnesota,222.4095129,37.91125157,52.66306618,2.746698187,85,13467,13009.0,139,13009.0,0.9660125034052516,214.8503703376716,36.622743036361975,50.87318039753824,2.6533447917225357
140,1090,Swift,Minnesota,233.7713403,49.17832665,64.02132331,14.08271563,86,24867,4699.91,140,4699.91,0.1889988498998689,44.18251445625087,9.294647176850074,12.099956474657668,2.6616170575369074
141,1089,Stevens,Minnesota,222.4095129,37.91125157,52.66306618,2.746698187,86,24867,5568.49,141,5568.49,0.22392731045465145,49.80356404322611,8.489364600039782,11.792698769982715,0.6150607376455772
142,1058,Big Stone,Minnesota,231.9748276,47.26910078,62.24772744,12.28486201,86,24867,14599.0,142,14599.0,0.5870738396454795,136.18635274023015,27.750452491503733,36.544012357406075,7.212121109725583
