"id","aware","past","appreciate","resp","concern","value","landcontrol"
6967500969,-0.27377877799617,0.251060592892704,0.277409011173474,0.00348355721932048,0.963726897041689,0.238775316981531,-0.249214264523773
6966018516,-0.249872655858451,0.218860796898411,-0.154588384075506,0.0430828466116051,-1.20314611113854,0.264208816341387,0.168343862808503
6954002510,-0.30903357044496,-0.725915149655524,-0.235558600221277,-0.0737864061458599,0.908237260194384,-0.236568253760083,0.464522122803756
6954000142,-0.252322751505304,0.227540887354783,-0.208272521772267,-0.0849347041709959,0.47819738733997,0.211344018464104,-0.1820313960274
6952091365,-0.307019394158646,0.172243311465837,-0.0917972794038498,-0.148537999255325,-1.4620049867195,-0.099549087964492,0.281893292742673
6950969532,-0.212033955507561,0.207731560517342,-0.0508014885847387,0.213601755944855,0.0942629495674654,-0.169504815883178,0.0524825829143678
6950966877,-0.282397784341272,0.242390001304313,-0.131463679432305,-0.148892734002472,0.611432388050166,0.0474216005021718,-0.257975755642665
6950963846,-0.220873619173925,-0.315826959691287,0.221770038302072,-0.142315131343478,0.965018451526752,-0.150740862741456,-0.298729308401846
6949522020,-0.301740293189875,0.248974888071882,0.174453417752275,-0.0801136945102878,-1.62179745410258,0.139178731951794,0.983267733290879
6949520595,-0.273844517245157,0.239567638348835,0.334038356935443,-0.0774722427378655,-1.31642050091027,-0.292426915069439,0.0909725494020965
6949519165,-0.308226713195415,-0.0318567047009383,-0.216938824417375,-0.0682826029071679,-0.267053187827414,-0.191105065233999,-0.0637632757050203
6949517026,-0.304178122788856,-0.688225270499534,-0.107670860711204,0.148201548758731,0.240839823531986,-0.577693697883468,-0.000645586991365404
6949515466,-0.304021202762212,-0.685684001230465,-0.00934236423389376,0.0285955394129583,0.728640549573683,-0.324639318454661,-0.287999265579897
6949513982,-0.0575160828182497,-0.0017675994894319,0.146499886655114,0.218637806101481,0.944357771658612,-0.207549443447392,-0.435054026119227
6949512250,0.208591145115845,0.250863765285095,0.25345499246962,0.113059303432397,1.79130191586129,-0.106661343437472,-0.425171814170913
6949510004,-0.304927255466134,0.197509897021424,0.032755032755544,-0.146766894199788,-0.199952376448164,0.330051013280801,0.239789504701035
6949508507,-0.109839810157475,0.209941430290145,0.0202442026423184,0.0473430191423747,0.49702084116909,-0.213063289829061,0.11488867800933
6949506509,-0.250667837023897,0.171790446830936,-0.106996865533122,-0.0833910082178534,-0.154732993087206,0.052132447487878,0.181629321520235
6949504595,-0.139539581587597,0.231161998642359,-0.0498537108447088,-0.0641462282070184,-0.333622687244094,-0.25370981535164,0.255138365085681
