"F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","id"
-203.459861805797,-0.356098948433856,0.931689687708044,-8.20271015040152,-5.12111057501115,-7.52711135489318,6.63903255368127,-35.1262989663042,-1.17402385917044,7.81118302086299,3.78876532873225,6967500969
-673.310307678276,0.715495109436346,1.75407002080094,-28.9707170104305,-10.4038744640039,-28.4812297532493,22.322552812544,-119.610595843079,0.166666877917541,26.0024331035487,11.6127641386236,6966018516
1941.26151808195,4.77731305940048,-5.83112993162748,85.3736583798549,31.3103071027086,81.5675005098002,-64.6681030219453,341.279013024484,2.56180449697558,-78.7453440560335,-33.2701475027732,6954002510
-329.344616522967,-0.665962490971461,1.49017082818029,-14.0138102091967,-5.74924671916784,-14.2438322118498,11.3355423513919,-58.0237963920469,-0.21167356241683,13.7726191966195,5.92190033650164,6954000142
-1260.71141392537,-1.9899709039989,4.73642403462894,-55.9759496667699,-18.9213183300459,-53.1180881007321,42.0211858121358,-223.043498549736,-2.16695578970896,49.779719368679,20.892121650537,6952091365
-769.309375871963,-0.611640967778997,3.14941959700243,-34.2638617433372,-11.7259705837349,-33.6107508637768,27.596020320056,-136.329186483839,-0.911041043068801,31.4475971164779,12.8206276904237,6950969532
-724.814702230237,-1.99978049416959,1.31484465121678,-31.5886037651772,-10.8401277739769,-30.7433824548034,23.6876552874881,-127.75231751669,-0.614985338260026,29.9244159514378,13.5090942622985,6950966877
314.482850696471,-1.06726263773201,-0.833426140139343,13.2419149023437,4.43147420030215,13.9967300583239,-11.5819005043242,55.3467338933352,0.702993379116559,-12.1505782983471,-5.00313854582633,6950963846
41.4286414222866,1.99615111289218,0.439024425189012,2.30714396429829,2.47926765951849,1.43295516714799,-0.985562200291454,7.93819812659103,-1.66097307886603,-3.97276639143175,-2.33634628817823,6949522020
-329.424836561904,-1.55676417714832,1.64980035953384,-15.8324892566251,-5.30046190387316,-14.9048894583838,11.5258999876991,-57.5545268734078,-0.436899745615208,12.1902846316067,5.30386278232078,6949520595
-11090.1805273162,-18.0140652932658,38.5143193060772,-491.375210791639,-169.950002791427,-470.396536817337,377.638863972692,-1955.98553318609,-14.6627911500001,448.965623521371,188.104268003255,6949519165
2066.09374606155,2.83103872775367,-6.75683662028382,90.2230291084099,31.598622589821,88.3163708063843,-70.1860508732329,364.062855619988,2.44343644759655,-83.2147273681525,-35.1655226770242,6949517026
2042.85388948439,2.31079466937575,-6.91505546969906,89.5382732371394,30.924466092747,87.42158413905,-70.2802645004152,360.070520262329,3.11503090270309,-81.3442358191864,-34.1741601360793,6949515466
-10952.4958617514,-18.8239528230843,37.9919646192816,-484.765131910899,-168.881928021705,-463.382202000316,371.608906658554,-1930.30881449578,-14.3340340479014,444.742029825855,185.571501288627,6949513982
