Subbasin,WLD_w,CC_w,NM_w,ASC_w
133,249.3057614,64.54149024,79.63110527,29.54370587
134,251.1200411321106,66.47166332141899,81.39555188520683,31.41686902480778
135,239.95943590000002,55.29384572,70.2707165,20.31938607
136,239.95943590000002,55.29384572,70.2707165,20.31938607
137,239.95943590000002,55.29384572,70.2707165,20.31938607
138,240.5957695551593,55.9234607958954,70.90800763647137,20.94741310957747
139,236.06716906848192,51.40379403856736,66.35596391013556,16.40265868490202
140,247.44848373437915,62.70322818940955,77.77077892825459,27.70952289321287
141,232.77239523709287,48.09730888580883,63.036345247114966,13.060876709957958
142,239.95943590000002,55.29384572,70.2707165,20.31938607
143,239.95943590000002,55.29384572,70.2707165,20.31938607
144,237.1327823204748,52.468800833349455,67.42773324625938,17.474968674599175
145,231.49945441493014,46.83867894304777,61.76186141311348,11.806238694882552
146,249.3057614,64.54149024,79.63110527,29.54370587
147,248.56687516371406,63.80644624984558,78.88941393530196,28.806800407400782
148,249.3057614,64.54149024,79.63110527,29.54370587
149,248.14528831688605,63.38705167613324,78.46622658147233,28.38634373202799
150,249.3057614,64.54149024,79.63110527,29.54370587
151,229.14529,44.48585432,59.39409691,9.437279774
152,240.5330583135572,55.814405657247775,70.82509760392227,20.794520259701553
153,230.44152158067203,45.775345430310274,60.695249487938035,10.730036474127736
154,247.68573635898306,62.92988941186071,78.00492998629761,27.92802372077822
155,249.30662921788846,64.54237099364175,79.63196959441666,29.54458096941209
156,230.169958,45.42902496,60.46463069,10.45861018
157,230.169958,45.42902496,60.46463069,10.45861018
158,230.169958,45.42902496,60.46463069,10.45861018
159,235.75815869539122,51.07048764959393,66.02998677863684,16.056986470203107
160,238.6683616401216,54.00842818300806,68.92829279169429,18.972488624392888
161,230.169958,45.42902496,60.46463069,10.45861018
162,230.169958,45.42902496,60.46463069,10.45861018
163,243.72308769155114,59.07125331698849,74.00241967315947,24.047851876906943
164,253.2315336790008,68.6705378818352,83.4717830072486,33.57355134925074
165,264.7659424119461,80.25613144365967,95.01777029649861,45.14572300406209
166,243.06998685671186,58.45200596171048,73.3119241310718,23.38212879197709
167,245.34995189999998,60.7537017,75.58256866,25.66624544
168,245.34995189999998,60.7537017,75.58256866,25.66624544
169,250.13022962325533,65.55536165860369,80.36747563116383,30.462125169328715
170,266.00825780126985,81.50441243300804,96.26088018121975,46.39197650624915
171,245.98255631951983,61.22637116338119,76.29691225375404,26.229043406583312
172,243.1735493223871,58.44116597809654,73.47561293960018,23.427932756504145
173,249.29352915494087,64.52932160323935,79.61882658659962,29.53150641660481
174,261.68120438308165,77.10140242975275,91.95672989655961,42.0229863999448
175,267.1064237,82.60749044,97.36010955,47.49372663
176,243.86468383824098,59.10170082611633,74.17415349592515,24.116139298017114
177,252.52966865152933,67.88636345915754,82.80860472806648,32.84701905477842
178,265.31970535268323,80.80906589830927,95.57537384876589,45.702236274813494
179,267.1064237,82.60749044,97.36010955,47.49372663
180,267.1064237,82.60749044,97.36010955,47.49372663
181,267.1064237,82.60749044,97.36010955,47.49372663
182,267.1064237,82.60749044,97.36010955,47.49372663
183,267.0956363037012,82.59663754616615,97.34932188364624,47.48291715400371
184,267.1064237,82.60749044,97.36010955,47.49372663
185,267.1064237,82.60749044,97.36010955,47.49372663
186,267.1064237,82.60749044,97.36010955,47.49372663
187,239.72785923252002,55.04617793568352,69.98843160013003,20.047264934681863
188,224.4535290104214,39.69514149203215,54.70636709291932,4.753185200924878
189,256.70785441153964,72.14578444660964,86.96127994054788,37.07387349710791
190,253.01113290093812,68.42661765447484,83.26446588507959,33.369585518143694
191,254.2223838008545,69.41046166464825,84.48914939971922,34.447373709658166
192,253.37497464798915,68.56537681366049,83.63954492921094,33.58975237181777
193,253.15591490000003,68.34691791,83.41991768,33.36805272
194,253.15591490000003,68.34691791,83.41991768,33.36805272
195,246.53036295128493,61.77353590031903,76.80560213878422,26.817191954191152
196,252.93829472225656,68.13101128480176,83.20266656871559,33.152885818394964
197,244.16705520088192,59.435773948817655,74.44049752890008,24.459851392093583
198,251.04804901944976,66.26299019765624,81.31174912925879,31.269536683344516
199,244.27340842900406,59.56592554251388,74.5362359590017,24.525134599921575
200,235.15785716700765,50.53865311321877,65.4169829225361,15.445522768651923
201,246.75944669681888,62.02417375303288,77.02270086621787,27.000276315268255
202,248.32368771011244,63.5703857270049,78.58712495044489,28.55750081781646
203,243.81392250000002,59.11259891,74.07683194,24.06796447
204,243.81392250000002,59.11259891,74.07683194,24.06796447
205,243.81392250000002,59.11259891,74.07683194,24.06796447
206,243.81392250000002,59.11259891,74.07683194,24.06796447
207,243.81392250000002,59.11259891,74.07683194,24.06796447
208,243.46739739644792,58.767785588517945,73.73048505723521,23.72305017727356
209,231.66450134084423,46.95963356836245,61.9473154524778,11.956715277885113
210,234.30258628299998,49.70136402046075,64.553907843446,14.61035416376868
211,233.32816341730205,48.71694718599022,63.58364582487259,13.636742494657055
212,233.7713403,49.17832665,64.02132331,14.08271563
213,233.7713403,49.17832665,64.02132331,14.08271563
214,245.96957995954597,61.24341081648119,76.23274168689812,26.213952579618663
215,243.81392250000002,59.11259891,74.07683194,24.06796447
216,243.81392250000002,59.11259891,74.07683194,24.06796447
217,243.81392250000002,59.11259891,74.07683194,24.06796447
218,235.31359019316528,50.703943271954074,65.56555832859316,15.61616077887008
219,239.88287051312614,55.22394358927794,70.14072005246288,20.159354959996506
220,231.2372698304006,46.65526013702517,61.494681843616135,11.540164566687963
221,243.81392250000002,59.11259891,74.07683194,24.06796447
222,239.77675729191546,55.117377815904554,70.03551570441549,20.05160288809237
223,226.74209999119796,42.205661786977664,56.99563073425522,7.066568666228385
224,233.8500536575803,49.25619107860299,64.1001379844216,14.160979610997964
225,233.7713403,49.17832665,64.02132331,14.08271563
226,230.26464089764843,45.527596763434296,60.558138664231556,10.55389048539537
227,230.169958,45.42902496,60.46463069,10.45861018
228,230.94363430311375,46.23119941781267,61.229571233335506,11.236701218938903
229,245.34995189999998,60.7537017,75.58256866,25.66624544
230,239.84749903522942,55.2527869267066,70.08836868213538,20.1614553158378
231,238.04276076034938,53.44855312730819,68.28633725477289,18.355950448024373
232,233.7713403,49.17832665,64.02132331,14.08271563
233,233.7713403,49.17832665,64.02132331,14.08271563
234,233.7713403,49.17832665,64.02132331,14.08271563
235,233.7713403,49.17832665,64.02132331,14.08271563
236,234.33056065578774,49.73739068785388,64.57970491578567,14.642173524038554
237,245.34995189999998,60.7537017,75.58256866,25.66624544
238,244.27036949525575,59.674421069125785,74.50460547339556,24.5862044644735
239,245.34995189999998,60.7537017,75.58256866,25.66624544
240,236.69347599565734,52.099645525937305,66.93907622292159,17.00609255193701
241,245.31407632456714,60.71783615280696,75.54674689276399,25.630354625813155
242,241.00185813994347,56.40682335534434,71.24099641442807,21.316304753995
243,245.34995189999998,60.7537017,75.58256866,25.66624544
244,245.34995189999998,60.7537017,75.58256866,25.66624544
245,244.9339406070838,60.27771649407583,75.21719151343716,25.28653913020018
246,241.04155608879768,56.378358531406676,71.34297700223196,21.392155866994543
247,230.40761143042852,45.74745734350899,60.66371081442087,10.707534134600234
248,239.95943590000002,55.29384572,70.2707165,20.31938607
249,239.95943590000002,55.29384572,70.2707165,20.31938607
250,239.95943590000002,55.29384572,70.2707165,20.31938607
251,232.70560958310864,48.04414766940724,62.97498458087005,13.019973822091064
252,229.14529,44.48585432,59.39409691,9.437279774
253,229.14529,44.48585432,59.39409691,9.437279774
254,229.14529,44.48585432,59.39409691,9.437279774
255,230.21677209978697,45.556726622522866,60.47176899845194,10.515495493666101
256,229.14529,44.48585432,59.39409691,9.437279774
257,229.14529,44.48585432,59.39409691,9.437279774
258,229.14529,44.48585432,59.39409691,9.437279774
259,228.12016271089985,43.43945533706842,58.36978864508729,8.413841447692702
260,225.88304841080497,41.155920254926784,56.134461684712434,6.180412936530022
261,224.41052857648728,39.6528451994094,54.663118318306225,4.7103191728460585
262,238.87596683165162,54.11416487330533,69.17088202800943,19.13981000391795
263,230.9550433990683,46.1951166796934,61.22684949270163,11.2385553803711
264,224.37746239999998,39.61909289,54.63007856,4.677307475
265,229.1839038156113,44.50553686025747,59.436174147572224,9.475044336460808
266,224.67674283288932,39.91830246974503,54.93023213632091,4.975844750890932
267,224.37746239999998,39.61909289,54.63007856,4.677307475
268,224.37746239999998,39.61909289,54.63007856,4.677307475
269,267.1064237,82.60749044,97.36010955,47.49372663
270,267.1064237,82.60749044,97.36010955,47.49372663
271,266.82633975976154,82.3257059218647,97.08001859805374,47.213069412530146
272,224.37746239999998,39.61909289,54.63007856,4.677307475
273,224.37746239999998,39.61909289,54.63007856,4.677307475
274,224.37746239999998,39.61909289,54.63007856,4.677307475
275,267.1064237,82.60749044,97.36010955,47.49372663
276,267.1064237,82.60749044,97.36010955,47.49372663
277,266.66216293293246,82.15770149346613,96.9162278516885,47.04604501325606
278,224.37746239999998,39.61909289,54.63007856,4.677307475
279,266.8419095095959,82.34137020611757,97.095588737666,47.22867103060752
280,245.57396751281394,60.944296235400614,75.82711431266252,25.91719770213131
281,230.53015350198567,45.81717570196244,60.78273335897156,10.820259249205714
282,252.80753419289158,68.21919802983805,83.06165837367305,33.14914232529486
283,233.3528734865829,48.660771810998554,63.60543547088756,13.638368169115251
284,238.78596683502857,54.102156016143354,69.04213040064904,19.058699453134956
285,267.1064237,82.60749044,97.36010955,47.49372663
286,265.7794249760935,81.2086096453908,96.04126108136894,46.15663426968625
287,258.3034264137299,73.60994208616107,88.57539842048055,38.62313639928987
288,260.3290069479242,75.74651830815945,90.58837474254481,40.6646048438141
289,257.4818565046319,72.74942590389762,87.75817030725982,37.79530506833011
290,243.13949741652272,58.42804542374509,73.40253731184883,23.395207498178976
291,247.80246857668166,63.06334210637558,78.0726235964526,28.04113943230913
292,246.4260917406812,61.69513395249032,76.69414654154501,26.66979204629167
293,221.97045929008704,37.25353724164283,52.24653560151167,2.2385970377480096
294,224.18113285880384,39.47137200798352,54.45356894294915,4.451236302336221
295,236.26113519999998,51.59050599,66.51367963,16.54197999
296,236.43540878365974,51.764523300885855,66.69096033912581,16.718308145084873
297,247.80336069999998,63.06422888,78.07351703,28.04202823
298,247.80336069999998,63.06422888,78.07351703,28.04202823
299,247.78168746988368,63.042721125193886,78.05194054581165,28.02056165506662
300,239.00744182989618,54.33342232649592,69.30751865651773,19.321236605879836
301,239.4442679,54.76895783,69.75173792,19.76263974
302,239.4442679,54.76895783,69.75173792,19.76263974
303,237.10140131756677,52.429536479514226,67.36844470711827,17.392152294829156
304,242.83353478491557,58.130696038667935,73.12005666924705,23.113876579996106
305,244.53428092000195,59.82010855402898,74.81902991363361,24.804119266552743
306,241.7402112874932,57.05697515066609,72.04524226224203,22.067026124542856
307,242.62253785399503,57.924355772252696,72.9169542802217,22.91500838109539
308,247.80336069999998,63.06422888,78.07351703,28.04202823
309,250.65399987510943,65.93999151436219,80.94956148147455,31.013593870023648
310,247.80336069999998,63.06422888,78.07351703,28.04202823
311,254.74156534630595,70.01343439354613,85.03277528215825,35.11615450871545
312,251.78621395180613,67.05339714297888,82.06845603407285,32.10290684185675
313,229.14315533140478,44.48370737760458,59.392104895380626,9.43546401163789
314,229.10669481223638,44.4464582706983,59.35553255781421,9.398748174277406
315,229.14529,44.48585432,59.39409691,9.437279774
316,229.14529,44.48585432,59.39409691,9.437279774
317,229.14529,44.48585432,59.39409691,9.437279774
318,229.13878818978708,44.47921759530609,59.38760029440039,9.43078867593541
319,228.53275822798813,43.86980064645565,58.82249893576439,8.916256445263878
320,228.35313140000002,43.68914101,58.65487607,8.76346475
321,226.15021671364008,41.43393093649044,56.42473931958041,6.499328607913217
322,227.32974909030213,42.63264040054019,57.580006524480126,7.624730084102849
323,225.8331778781388,41.10501489398774,56.08463099604706,6.130624568756996
324,225.65586656997607,40.924062194707766,55.90762804760806,5.953978397116406
325,224.74069496407242,39.98986263699079,54.99302091986189,5.039941590184772
326,218.3771429776197,33.6261721935178,48.65253445375629,-1.3293421613311254
327,224.37746239999998,39.61909289,54.63007856,4.677307475
328,222.91232400639382,38.22218373936762,53.21346602668201,3.2817377657834665
329,210.50279050229872,25.753006922872736,40.80255798361719,-9.221126193502725
330,207.95941111570116,23.197403420738826,38.258896880218536,-11.78363399905308
331,207.7670709,23.00413877,38.06653536,-11.97742078
332,208.30991829380665,23.54713527566691,38.60785169551949,-11.433124408190519
333,217.47855981651338,32.71829528369559,47.750633787480844,-2.2400097830361214
334,207.95041553763662,23.187533769598947,38.249362888537355,-11.793586755567178
335,223.32308899197722,38.610548616496494,53.59693798245796,3.592429476513554
336,226.92292813341913,42.19731063964109,57.18105506546537,7.210322395647546
337,227.388214801946,42.652074473396745,57.640812789006254,7.683246116531679
338,236.26113519999998,51.59050599,66.51367963,16.54197999
339,224.37746239999998,39.61909289,54.63007856,4.677307475
340,224.37746239999998,39.61909289,54.63007856,4.677307475
341,224.37746239999998,39.61909289,54.63007856,4.677307475
342,224.37746239999998,39.61909289,54.63007856,4.677307475
343,224.37746239999998,39.61909289,54.63007856,4.677307475
344,228.17440692440601,43.44407126027683,58.4270001660006,8.468181230771826
345,231.44794143810088,46.74177514527017,61.70051492059963,11.736481833220273
346,231.80681685326564,47.10330023256229,62.059388169587784,12.094783458170278
347,236.26113519999998,51.59050599,66.51367963,16.54197999
348,236.27694382448047,51.606220790976714,66.52951237633751,16.557730847071145
352,233.4853054,48.75917288,63.73888813,13.769783800000003
353,249.2349133,64.64948977,79.50543648,29.58845986
354,237.920431255987,53.233922711623805,68.17878445572084,18.22435940890697
355,233.4853054,48.75917288,63.73888813,13.769783800000003
358,233.4853054,48.75917288,63.73888813,13.769783800000003
359,233.4853054,48.75917288,63.73888813,13.769783800000003
360,233.4853054,48.75917288,63.73888813,13.769783800000003
361,233.4853054,48.75917288,63.73888813,13.769783800000003
362,233.4853054,48.75917288,63.73888813,13.769783800000003
363,232.33888747995937,47.629988690860905,62.59051809781282,12.628356404187175
364,230.5052978833374,45.82396285535923,60.753806278081115,10.802748690215331
365,232.11189852284787,47.40641198554354,62.363142625546104,12.402355563076053
366,233.38419076073393,48.659578264499146,63.63760131345718,13.669109327490087
367,233.4853054,48.75917288,63.73888813,13.769783800000003
368,233.4853054,48.75917288,63.73888813,13.769783800000003
369,233.4853054,48.75917288,63.73888813,13.769783800000003
370,249.2349133,64.64948977,79.50543648,29.58845986
371,249.2349133,64.64948977,79.50543648,29.58845986
372,249.2349133,64.64948977,79.50543648,29.58845986
373,245.08249608723884,60.459974336395724,75.34855288200443,25.417832681742603
374,249.2349133,64.64948977,79.50543648,29.58845986
375,249.2349133,64.64948977,79.50543648,29.58845986
376,249.2349133,64.64948977,79.50543648,29.58845986
377,247.40277689485757,62.80098482636781,77.67132940896153,27.74828882369877
378,241.7014219534799,57.04869325847054,71.9638420280381,22.021931222076628
379,240.9606407366138,56.3012938084714,71.22226401881723,21.27790139128081
380,233.5107318504867,48.784826493612925,63.76434192945411,13.795321755367436
381,234.43726184661477,49.68850493024494,64.66430647967047,14.696369898613812
382,234.6632126499832,49.91694973139289,64.89092117302454,14.923762718427792
383,248.895004774664,64.30582940534856,79.16452923342624,29.24638204083447
384,246.11030690027548,61.502704862500245,76.37569290927016,26.451632781903662
385,249.2349133,64.64948977,79.50543648,29.58845986
386,249.2349133,64.64948977,79.50543648,29.58845986
387,247.22440519882394,62.62101953502994,77.4927658543866,27.569134898360197
388,240.86661066684803,56.20527479930538,71.15071644315503,21.187150845620934
389,246.08596382209967,61.471630229316354,76.36837015461668,26.428197193678074
390,244.69409732864446,60.06857188637434,74.98137832011325,25.032182167196712
391,239.4442679,54.76895783,69.75173792,19.76263974
392,235.81351738078985,51.1072562802344,66.0878691806796,16.111191793315733
393,239.4442679,54.76895783,69.75173792,19.76263974
394,239.4442679,54.76895783,69.75173792,19.76263974
395,207.7670709,23.00413877,38.06653536,-11.97742078
396,207.7670709,23.00413877,38.06653536,-11.97742078
397,209.46175013303116,24.714027362351427,39.7597300952704,-10.27329309191497
398,235.5558567,51.04232258,65.83097886,15.96629764
399,234.49981564631594,49.97680379889155,64.77586287257562,14.904368772128862
400,207.7670709,23.00413877,38.06653536,-11.97742078
401,219.12474131239964,34.46374168205885,49.41425672955663,-0.5564272110308623
402,234.7994905991405,50.22977743126923,65.06863851008276,15.16535910619067
403,228.1575768392865,43.57764484613131,58.43917971237521,8.526769669687061
404,235.5558567,51.04232258,65.83097886,15.96629764
405,235.5558567,51.04232258,65.83097886,15.96629764
406,235.5558567,51.04232258,65.83097886,15.96629764
407,213.52851549707464,28.817291017332444,43.822933071837376,-6.183854027145191
408,222.4785245282044,37.79011883086033,52.754483523554526,2.7787043935320654
409,244.41917630922205,59.859061578001544,74.69131856857481,24.792752640159165
410,236.4176924197562,51.899628977068105,66.69252482547313,16.82454878441807
411,235.5558567,51.04232258,65.83097886,15.96629764
412,235.5558567,51.04232258,65.83097886,15.96629764
413,249.2349133,64.64948977,79.50543648,29.58845986
414,245.86093958678265,61.29324776056102,76.13259711676608,26.22851928869902
415,242.3346658974388,57.78550617781184,72.60750898156141,22.716912192317864
416,245.23721507395953,60.66903109985145,75.5099800150167,25.605364548751304
417,235.77501824836278,51.25236599093693,66.05196362270901,16.180269920696777
418,235.6728240634102,51.154423558308046,65.94891927993677,16.080495471247918
419,239.22475829995068,54.55858084794183,69.53040221014751,19.548327648721852
420,236.06836332761526,51.4406724953508,66.32707886773177,16.384630284162753
421,235.5558567,51.04232258,65.83097886,15.96629764
422,235.82244522419003,51.24953066341295,66.08903321829634,16.183900059595594
423,237.91744111362385,53.305613007106885,68.21220024113767,18.271928548357145
424,239.4442679,54.76895783,69.75173792,19.76263974
425,239.4442679,54.76895783,69.75173792,19.76263974
426,237.48144136506426,52.82250756308572,67.75136470577054,17.80537545219436
427,239.90441913822693,55.24286308349005,70.17852770100222,20.22079724968883
428,247.35532380590558,62.688336979019866,77.65133401247081,27.692889954193028
429,248.2538855293784,63.58590234031532,78.55136584507167,28.58824630713617
430,250.55257459999999,65.88204253,80.85381573,30.87873544
431,249.8095066399169,65.1386549551629,80.11116443905567,30.135146450339903
432,239.98647428085317,55.31139742930472,70.29364026316365,20.305226308906555
433,249.0213474803754,64.35080803647345,79.32185690524682,29.346323362201176
434,250.257140907625,65.58648176315542,80.55854769959508,30.583094593367207
435,240.11835869632978,55.44333857203543,70.42545072555819,20.4372032000178
436,228.79006300804605,44.13451255282878,59.035650713243896,9.09498048222904
437,233.1245185458958,48.45568225673991,63.38057692025662,13.429839471977415
438,243.4325405411129,58.74857328497367,73.72547362042198,23.747322175695977
439,239.4442679,54.76895783,69.75173792,19.76263974
440,239.4442679,54.76895783,69.75173792,19.76263974
441,233.4853054,48.75917288,63.73888813,13.769783800000003
442,233.4853054,48.75917288,63.73888813,13.769783800000003
443,235.55453995660645,50.84605540297502,65.82683491086193,15.85078776735378
444,233.09295775493422,48.37272327056046,63.3458723982006,13.379144101394445
445,233.41203272072622,48.687001685285175,63.66549068253765,13.696830087374206
446,233.4853054,48.75917288,63.73888813,13.769783800000003
447,233.4853054,48.75917288,63.73888813,13.769783800000003
448,233.95380710614415,49.23167031602761,64.21162652790126,14.240950254322602
449,233.9700421266655,49.24804380084012,64.22800836278148,14.25727761653831
450,239.42114126783986,54.74563395677539,69.72840215218345,19.739381567975414
451,237.42866075825893,52.73616009624217,67.71790351024492,17.735568209999737
452,239.4442679,54.76895783,69.75173792,19.76263974
453,250.55257459999999,65.88204253,80.85381573,30.87873544
454,250.66707388257993,65.99496839492939,80.96804116406625,30.994558932204136
455,249.9430497255333,65.27225548147486,80.24463264150464,30.26878317462888
456,239.5943130083927,54.919067477079615,69.90169889185415,19.912790058068783
457,242.22377559823013,57.54505951543987,72.52909252420567,22.547623912506925
458,239.4442679,54.76895783,69.75173792,19.76263974
459,239.4442679,54.76895783,69.75173792,19.76263974
460,254.74384390000003,70.01571656,85.03506075,35.1184777
461,254.74384390000003,70.01571656,85.03506075,35.1184777
462,254.98859757245444,70.25881305096553,85.27982008898479,35.363384897101696
463,254.74384390000003,70.01571656,85.03506075,35.1184777
464,262.7539977,78.01929828,93.03441559,43.10819449
465,259.599000884426,74.86747866251561,89.87931816205881,39.9566709840251
466,262.7539977,78.01929828,93.03441559,43.10819449
467,262.7539977,78.01929828,93.03441559,43.10819449
468,260.03194902084795,75.29644259787105,90.31049859809016,40.36511150511326
469,260.0098087869717,75.27429580010237,90.28834316798256,40.34280018522665
470,258.08479233582625,73.34870864130633,88.36200545729389,38.40290839959964
471,247.80336069999998,63.06422888,78.07351703,28.04202823
472,248.07103342134954,63.33198095800643,78.34137347192888,28.3117693603023
473,258.22147059581056,73.48542742215399,88.49877752814156,38.54064282449741
474,262.7539977,78.01929828,93.03441559,43.10819449
475,262.7539977,78.01929828,93.03441559,43.10819449
476,262.6779678112882,77.94333077142767,92.95848820165806,43.03235858303124
477,247.82695476853112,63.08786035809585,78.097182693453,28.06608451382652
478,254.83130493623412,70.09970407330476,85.11620733504921,35.17440892099988
479,271.08675546480276,86.25780635211817,101.37608457355444,51.466387783288724
480,263.62543297023177,78.98926753687698,93.89475526672342,43.994358434982786
481,260.3107861123746,75.57854709650252,90.59112608872971,40.66767261357111
482,246.74199550218654,62.02342075861799,77.02190277187881,27.113819771447286
483,249.70358190748445,64.98202473723873,79.98358362171541,30.07214579104864
484,261.06321075137515,76.33021401615653,91.34357472243728,41.41926891458154
485,262.7539977,78.01929828,93.03441559,43.10819449
486,262.7539977,78.01929828,93.03441559,43.10819449
487,262.7539977,78.01929828,93.03441559,43.10819449
488,262.75512267924626,78.02041312890377,93.03554108975277,43.10932139048895
489,269.631013576996,84.89238147712652,99.91789959948314,50.016348051747634
490,308.33608034929915,123.57529833505347,138.65933799369725,88.89646943643199
491,292.7092003664949,107.95734184134737,123.01773287760032,73.19866276244153
492,308.4377117336034,123.67573248728483,138.76095115732613,88.99783530382976
493,274.1956205475948,89.46825356015957,104.50499675107655,54.579309158894795
494,271.8055539801082,86.99780945516031,102.10196585716915,52.19003707092522
495,262.35497698458073,77.57531608134283,92.6463700473279,42.73438495818425
496,276.76308295539746,91.88586745260989,107.05480959422408,57.15152858455609
497,284.72616989999995,99.79503782,115.01808090000002,65.11961047
