"respondentid","FA1","FA2"
6967500969,1.00615080109167,-0.252983681826667
6966018516,-1.20048701823084,-0.207511697383424
6954002510,NA,NA
6954000142,0.528531816002351,-0.252465116878443
6952091365,-1.53346775167705,-0.302044204685858
6950969532,0.153723596046003,-0.189893700083877
6950966877,0.631366739333959,-0.287341900428988
6950963846,NA,NA
6949522020,-1.67497666239932,-0.285255254058255
6949520595,-1.41070112059839,-0.247645599971318
6949519165,-0.244172025420979,-0.309963666776519
6949517026,0.288579345004847,-0.291802705875662
6949515466,0.72535262578363,-0.292852567105777
6949513982,1.06171412299111,-0.0421104397749776
6949512250,1.88591788590549,0.219546273115893
6949510004,-0.248762030900862,-0.303667448095585
6949508507,0.555442387618611,-0.107182419916257
6949506509,-0.184461860486792,-0.249862439977186
6949504595,-0.313364067826927,-0.122833933646153
6949502871,0.810919636105197,-0.0693514923583396
6949501136,-0.896644588241034,-0.204006106877669
6949498386,-0.526939712943848,0.316562321105348
6949496064,NA,NA
6949493789,0.136213922951432,-0.272011606271711
6949491780,-1.03136850127002,-0.288754169905854
6949489833,1.1714620191156,-0.0932318314673286
6949488002,-1.18242994812807,-0.171370396978193
6949485959,0.222964287957875,-0.276645189857404
6949478309,0.800288561738568,-0.148749148906856
6949476839,NA,NA
6949474644,0.803591455086946,-0.27348518400369
6949471920,0.334512736611156,-0.0989894304570955
6949467324,0.0288757468593898,-0.307402748187063
6949465030,-0.0261312970064787,-0.314988884958926
6949463084,0.593412076372823,-0.177705470777341
6949461204,0.072637403739963,-0.184230033304013
6949458706,0.143118741252452,-0.255889106857938
6949455558,0.570191804125357,-0.305537703858975
6949418183,NA,NA
6949416279,NA,NA
6949408889,-1.14312880822435,-0.26332661632083
6949405911,0.236789974368816,-0.0862591455634608
6949403352,-0.469129558178113,-0.281332800745795
6949399112,NA,NA
6949394536,-0.0327691750833685,-0.318016582773508
6949392066,0.78010225858095,-0.286949871402531
6949389471,-0.0122814535522974,-0.271418618473989
6949385903,NA,NA
6948985749,-0.963652785822142,-0.312098238556211
6948796897,NA,NA
6948796210,1.12016303474682,0.0128266288053057
6948795512,1.53191078060871,0.0490806428701207
6948794673,-1.3433529452917,-0.300441681911042
6948793617,NA,NA
6948792859,-1.06305180661601,-0.313144582070369
6948790989,-0.294566725215993,-0.280191179279065
6948790357,NA,NA
6948788893,0.650536367531014,0.141721541118857
6948788159,-0.966424633872307,-0.142707539368506
6948756355,-0.0733255078702165,-0.282690362459114
6948754791,NA,NA
6948752656,0.169279313968096,-0.191718491097314
6948751048,-0.433709975450164,-0.264865563256015
6948748993,-0.47594617215147,-0.161882635082259
6948747287,-0.187072711257976,-0.213980893355686
6948745823,0.868392877286458,-0.0638024360941369
6948744309,0.490151134829122,-0.231848713614551
6948742656,0.511717716306486,0.13551754951095
6948731395,0.0943832869640776,-0.220147928813977
6948722483,0.202305282232337,-0.285231824458029
6948718920,NA,NA
6948716744,-0.963989174504098,-0.303187896151688
6948714093,-0.58927462519248,-0.288862535076605
6948712233,1.04315238752758,-0.270510505303469
