0.0563383	-4.25E-05	-0.00459267	0.00511169	0.0014925	-0.00577294	4.99E-06	0.000192394	-0.00150532	-8.86E-05	-0.000611092	-0.00400908	0.00153268	0.00171252	0.00191354	-0.000666075	-5.59E-05	-0.000416156	0.0044809	4.94E-06	0.000698293
-4.25E-05	1.10E-07	1.10E-06	-2.30E-05	-2.33E-05	1.91E-05	-6.45E-09	5.88E-06	5.92E-06	3.40E-06	4.42E-06	1.37E-05	1.18E-06	3.47E-08	5.34E-07	1.59E-06	2.58E-06	5.62E-06	-3.24E-06	-1.29E-08	3.32E-07
-0.00459267	1.10E-06	0.0155236	-0.00237967	0.00269137	-0.0106741	6.22E-07	-0.00184585	-0.00199272	-0.00254576	-0.00226289	-0.00265811	-8.00E-05	-0.000224803	-0.000497478	-7.62E-05	-0.00163535	-0.00093507	-0.00257793	5.68E-08	-0.00204267
0.00511169	-2.30E-05	-0.00237967	0.0195008	0.00496971	-0.0114375	3.20E-06	-0.00231713	-0.00208831	-0.000488113	-0.000404619	-0.00452733	0.000181073	0.00141772	-0.000700157	-5.19E-05	-0.00103378	-0.00156615	-6.27E-05	3.70E-06	0.000557812
0.0014925	-2.33E-05	0.00269137	0.00496971	0.160424	-0.193621	-2.96E-05	-0.0308678	-0.0373379	-0.0322804	-0.0335004	-0.0389935	-0.0070665	-0.0133226	-0.0103194	0.00197645	-0.0122234	-0.00458083	-0.013052	6.45E-07	-0.00141536
-0.00577294	1.91E-05	-0.0106741	-0.0114375	-0.193621	0.412093	-5.27E-05	0.0067903	0.0123115	0.00605787	0.00475691	0.0138932	-0.000450598	-0.00178994	0.00212807	0.00025732	0.00836489	-0.0113485	0.0222913	-3.91E-07	0.0021394
4.99E-06	-6.45E-09	6.22E-07	3.20E-06	-2.96E-05	-5.27E-05	1.05E-07	-1.41E-06	-8.76E-07	3.20E-07	3.74E-06	-3.16E-06	4.34E-06	4.25E-06	6.47E-06	-4.53E-07	9.79E-06	3.67E-06	-4.64E-06	7.08E-10	-5.92E-08
0.000192394	5.88E-06	-0.00184585	-0.00231713	-0.0308678	0.0067903	-1.41E-06	0.0343605	0.0288453	0.0278205	0.0273013	0.0296524	0.000200127	0.00330285	0.00045572	-0.00198131	-0.0002156	0.00896511	0.00336659	-7.24E-07	0.000181673
-0.00150532	5.92E-06	-0.00199272	-0.00208831	-0.0373379	0.0123115	-8.76E-07	0.0288453	0.0365969	0.0311259	0.0300211	0.0359525	-0.00221951	0.0066897	-0.000484772	-0.00252029	0.00431469	0.00982679	0.00610948	-4.89E-07	0.000425403
-8.86E-05	3.40E-06	-0.00254576	-0.000488113	-0.0322804	0.00605787	3.20E-07	0.0278205	0.0311259	0.0353963	0.0286954	0.0317391	-0.00200552	0.00536605	-0.000513	-0.00207497	0.000919984	0.00943659	0.00592852	-4.26E-07	0.00055197
