id,PROBY  ,          
6967500969,0.5307019,
6967500969,0.4692981,
6967500969,0.282804,
6967500969,0.717196,
6967500969,0.62609,
6967500969,0.37391,
6967500969,0.234725,
6967500969,0.765275,
6967500969,0.4772427,
6967500969,0.5227573,
6967500969,0.6831407,
6967500969,0.3168593,
6967500969,0.4430487,
6967500969,0.5569513,
6967500969,0.3297776,
6967500969,0.6702224,
6966018516,0.6571708,
6966018516,0.3428292,
6966018516,0.565667,
6966018516,0.434333,
6966018516,0.7490322,
6966018516,0.2509678,
6966018516,0.5121818,
6966018516,0.4878182,
6966018516,0.6150582,
6966018516,0.3849418,
6966018516,0.838646,
6966018516,0.161354,
6966018516,0.6942882,
6966018516,0.3057118,
6966018516,0.5203164,
6966018516,0.4796836,
6954002510,0.7548938,
6954002510,0.2451062,
6954002510,0.7746699,
6954002510,0.2253301,
6954002510,0.8250527,
6954002510,0.1749473,
6954002510,0.7156726,
6954002510,0.2843274,
6954002510,0.7236359,
6954002510,0.2763641,
6954002510,0.9159916,
6954002510,0.0840084,
6954002510,0.8499778,
6954002510,0.1500222,
6954002510,0.656445,
6954002510,0.343555,
6954000142,0.6908545,
6954000142,0.3091455,
6954000142,0.6405271,
6954000142,0.3594729,
6954000142,0.7736954,
6954000142,0.2263046,
6954000142,0.5761725,
6954000142,0.4238275,
6954000142,0.6506576,
6954000142,0.3493424,
6954000142,0.8648489,
6954000142,0.1351511,
6954000142,0.7525057,
6954000142,0.2474943,
6954000142,0.5626108,
6954000142,0.4373892,
6952091365,0.6315467,
6952091365,0.3684533,
6952091365,0.5067919,
6952091365,0.4932081,
6952091365,0.7175407,
6952091365,0.2824593,
6952091365,0.4338481,
6952091365,0.5661519,
6952091365,0.5856289,
6952091365,0.4143711,
6952091365,0.8028615,
6952091365,0.1971385,
6952091365,0.6472793,
6952091365,0.3527207,
6952091365,0.4677716,
6952091365,0.5322284,
6950969532,0.5874481,
6950969532,0.4125519,
6950969532,0.4015013,
6950969532,0.5984987,
6950969532,0.6654652,
6950969532,0.3345348,
