0.0365129	4.44E-05	-0.00108514	-0.00246096	-0.00758609	0.00215858	1.77E-06	0.00223787	0.00519196	0.00386808	0.00613687	0.00389909	0.00500113	0.00677155	0.00561043	0.00769155	0.00634151	-1.54E-05	0.000286322
4.44E-05	4.99E-07	2.40E-06	-1.51E-05	-0.000123811	7.85E-06	2.56E-09	3.06E-05	1.91E-05	1.92E-05	3.56E-05	2.48E-05	2.44E-05	4.64E-05	6.73E-05	5.74E-05	6.53E-05	4.85E-08	1.90E-06
-0.00108514	2.40E-06	0.0155792	0.0017831	-0.00293918	-0.000884484	-1.25E-06	-0.00175815	-0.000132366	-0.00101712	0.000221672	-0.00125464	-0.00170103	-0.00163257	-0.00138113	-0.000272703	-0.00218119	2.47E-07	-0.00153178
-0.00246096	-1.51E-05	0.0017831	0.0145085	-0.00583623	-0.00196766	3.59E-06	-0.00214176	-0.000843537	-0.000479616	-0.00501955	0.000316332	-0.00191836	-0.00226884	-0.00166284	-0.00100147	-0.0024427	1.50E-05	-0.000205856
-0.00758609	-0.000123811	-0.00293918	-0.00583623	0.538096	0.00304606	-0.000185551	-0.076382	-0.0811786	-0.0785834	-0.0776587	-0.0795332	-0.0839901	-0.266042	-0.250046	-0.277361	-0.256075	-0.000532389	-0.00224378
0.00215858	7.85E-06	-0.000884484	-0.00196766	0.00304606	0.0113365	-1.44E-05	0.000881854	0.000219593	-9.99E-07	3.84E-05	0.000715533	0.00189905	-0.000453619	0.00166278	-0.000905626	0.00145026	-2.03E-05	0.000112785
1.77E-06	2.56E-09	-1.25E-06	3.59E-06	-0.000185551	-1.44E-05	2.01E-07	2.73E-06	3.26E-06	6.56E-06	-7.07E-06	5.91E-06	-3.03E-06	5.82E-05	4.22E-05	5.60E-05	4.94E-05	2.22E-07	9.90E-07
0.00223787	3.06E-05	-0.00175815	-0.00214176	-0.076382	0.000881854	2.73E-06	0.0795263	0.0680292	0.0669442	0.068432	0.0671741	0.0684555	0.00805153	0.00588498	0.0123192	0.00598607	5.46E-07	0.00021645
0.00519196	1.91E-05	-0.000132366	-0.000843537	-0.0811786	0.000219593	3.26E-06	0.0680292	0.0955172	0.0720052	0.0740832	0.0710105	0.0751216	0.0125696	-0.0027623	0.0226687	0.00618437	-2.85E-06	-0.000143856
0.00386808	1.92E-05	-0.00101712	-0.000479616	-0.0785834	-9.99E-07	6.56E-06	0.0669442	0.0720052	0.082338	0.0705574	0.0693213	0.0713826	0.00832452	0.00256256	0.0176382	0.00475811	-5.30E-06	0.000267867
0.00613687	3.56E-05	0.000221672	-0.00501955	-0.0776587	3.84E-05	-7.07E-06	0.068432	0.0740832	0.0705574	0.197085	0.0704098	0.0745694	0.00569647	0.00145164	0.0186553	0.00261679	2.72E-05	8.34E-05
0.00389909	2.48E-05	-0.00125464	0.000316332	-0.0795332	0.000715533	5.91E-06	0.0671741	0.0710105	0.0693213	0.0704098	0.0864265	0.071069	0.0069036	0.00427425	0.0166676	0.00401207	1.05E-06	6.94E-05
0.00500113	2.44E-05	-0.00170103	-0.00191836	-0.0839901	0.00189905	-3.03E-06	0.0684555	0.0751216	0.0713826	0.0745694	0.071069	0.0827785	0.0140224	0.0052432	0.0238749	0.00730887	1.37E-05	0.000422482
0.00677155	4.64E-05	-0.00163257	-0.00226884	-0.266042	-0.000453619	5.82E-05	0.00805153	0.0125696	0.00832452	0.00569647	0.0069036	0.0140224	0.230586	0.205134	0.213484	0.208417	9.67E-05	0.000279123
0.00561043	6.73E-05	-0.00138113	-0.00166284	-0.250046	0.00166278	4.22E-05	0.00588498	-0.0027623	0.00256256	0.00145164	0.00427425	0.0052432	0.205134	0.220735	0.205213	0.205589	8.97E-05	0.000330424
0.00769155	5.74E-05	-0.000272703	-0.00100147	-0.277361	-0.000905626	5.60E-05	0.0123192	0.0226687	0.0176382	0.0186553	0.0166676	0.0238749	0.213484	0.205213	0.239019	0.209102	0.000103536	0.000369297
0.00634151	6.53E-05	-0.00218119	-0.0024427	-0.256075	0.00145026	4.94E-05	0.00598607	0.00618437	0.00475811	0.00261679	0.00401207	0.00730887	0.208417	0.205589	0.209102	0.211652	8.44E-05	0.000592094
-1.54E-05	4.85E-08	2.47E-07	1.50E-05	-0.000532389	-2.03E-05	2.22E-07	5.46E-07	-2.85E-06	-5.30E-06	2.72E-05	1.05E-06	1.37E-05	9.67E-05	8.97E-05	0.000103536	8.44E-05	1.74E-06	5.82E-06
0.000286322	1.90E-06	-0.00153178	-0.000205856	-0.00224378	0.000112785	9.90E-07	0.00021645	-0.000143856	0.000267867	8.34E-05	6.94E-05	0.000422482	0.000279123	0.000330424	0.000369297	0.000592094	5.82E-06	0.000549389
