0.0291643	-3.26E-05	0.000445808	0.000911768	0.00841147	-0.00182975	-8.23E-06	-0.00342158	-0.00657657	-0.00466754	-0.00471979	-0.00767895	-0.000230026	-0.000805584	-0.00231822	-0.000262501	-0.00410586	0.00220253	1.08E-06	-0.00021962
-3.26E-05	4.76E-07	-1.34E-06	-1.52E-05	-5.80E-05	9.87E-06	2.18E-08	3.09E-05	3.00E-05	2.74E-05	2.02E-05	4.04E-05	-1.29E-05	-7.94E-06	2.23E-05	4.12E-06	6.21E-06	-2.09E-05	-3.04E-08	2.51E-06
0.000445808	-1.34E-06	0.0179857	0.00151637	-0.00317106	-0.00123719	-1.50E-06	-0.00320187	-0.00328981	-0.00332219	-0.00238398	-0.00177433	-0.000248575	0.00160206	1.53E-05	-0.00302748	-0.00020722	-0.00205001	2.44E-06	-0.00198819
0.000911768	-1.52E-05	0.00151637	0.012039	-0.000719406	-0.00213836	-2.22E-06	-0.00199783	-0.00284771	-0.00101157	-0.000799189	-0.00675134	0.000478041	0.00184604	-0.000753762	-0.00292592	-0.00288966	-0.00288988	8.85E-07	-0.000188939
0.00841147	-5.80E-05	-0.00317106	-0.000719406	0.11994	-0.00151157	-8.04E-05	-0.0679774	-0.0742636	-0.0724507	-0.0717865	-0.0735786	-0.00906128	-0.0169886	0.00120866	-0.00661425	-0.00264867	0.0125255	2.83E-06	-0.000678634
-0.00182975	9.87E-06	-0.00123719	-0.00213836	-0.00151157	0.0109974	-1.01E-05	0.00136296	0.00211379	0.000509057	0.000405082	0.000683108	-0.00104994	-0.00202519	0.00108468	0.00152035	-0.00183545	0.00257694	-1.08E-06	0.000196284
-8.23E-06	2.18E-08	-1.50E-06	-2.22E-06	-8.04E-05	-1.01E-05	1.84E-07	-4.98E-06	-4.96E-06	2.23E-07	2.31E-06	-1.04E-05	4.34E-06	2.30E-06	-7.65E-06	5.83E-06	-9.64E-06	-2.15E-05	3.99E-10	6.61E-07
-0.00342158	3.09E-05	-0.00320187	-0.00199783	-0.0679774	0.00136296	-4.98E-06	0.0799356	0.0706364	0.0691379	0.0681076	0.0719029	0.00311213	0.00778186	0.00440248	-0.00020714	0.00997299	-0.00469164	-2.75E-06	0.000492263
-0.00657657	3.00E-05	-0.00328981	-0.00284771	-0.0742636	0.00211379	-4.96E-06	0.0706364	0.0837653	0.0735068	0.0715223	0.0840728	0.00567896	0.0144326	0.0013539	0.0074433	0.0119054	-0.00528499	-2.95E-06	0.000640661
-0.00466754	2.74E-05	-0.00332219	-0.00101157	-0.0724507	0.000509057	2.23E-07	0.0691379	0.0735068	0.0837488	0.0697678	0.0748248	0.00435421	0.0111872	0.00377237	0.000957861	0.0114292	-0.00499006	-3.69E-06	0.000727688
-0.00471979	2.02E-05	-0.00238398	-0.000799189	-0.0717865	0.000405082	2.31E-06	0.0681076	0.0715223	0.0697678	0.0880465	0.0731079	0.00243684	0.0105855	0.0044434	0.000129047	0.0113996	-0.0106852	-1.39E-06	0.000187183
-0.00767895	4.04E-05	-0.00177433	-0.00675134	-0.0735786	0.000683108	-1.04E-05	0.0719029	0.0840728	0.0748248	0.0731079	0.204694	0.00151474	0.0123336	-0.00268487	0.0201548	0.0242947	-0.012526	-2.69E-06	0.000285597
-0.000230026	-1.29E-05	-0.000248575	0.000478041	-0.00906128	-0.00104994	4.34E-06	0.00311213	0.00567896	0.00435421	0.00243684	0.00151474	0.0250904	0.00804893	-0.000835614	-0.00156693	-0.0082658	0.0102438	-9.78E-07	-0.000168341
-0.000805584	-7.94E-06	0.00160206	0.00184604	-0.0169886	-0.00202519	2.30E-06	0.00778186	0.0144326	0.0111872	0.0105855	0.0123336	0.00804893	0.0317265	-0.000384978	-0.00131689	-0.00655876	0.00819064	1.13E-07	-0.000188231
-0.00231822	2.23E-05	1.53E-05	-0.000753762	0.00120866	0.00108468	-7.65E-06	0.00440248	0.0013539	0.00377237	0.0044434	-0.00268487	-0.000835614	-0.000384978	0.0300663	-0.00245247	-0.0125126	-0.0162225	-1.58E-06	-0.000209179
-0.000262501	4.12E-06	-0.00302748	-0.00292592	-0.00661425	0.00152035	5.83E-06	-0.00020714	0.0074433	0.000957861	0.000129047	0.0201548	-0.00156693	-0.00131689	-0.00245247	0.0266487	-0.00289219	-1.29E-05	-6.30E-07	0.000460391
-0.00410586	6.21E-06	-0.00020722	-0.00288966	-0.00264867	-0.00183545	-9.64E-06	0.00997299	0.0119054	0.0114292	0.0113996	0.0242947	-0.0082658	-0.00655876	-0.0125126	-0.00289219	0.0753593	-0.0114411	4.05E-07	-0.000121578
0.00220253	-2.09E-05	-0.00205001	-0.00288988	0.0125255	0.00257694	-2.15E-05	-0.00469164	-0.00528499	-0.00499006	-0.0106852	-0.012526	0.0102438	0.00819064	-0.0162225	-1.29E-05	-0.0114411	0.135199	-5.14E-07	0.000287565
1.08E-06	-3.04E-08	2.44E-06	8.85E-07	2.83E-06	-1.08E-06	3.99E-10	-2.75E-06	-2.95E-06	-3.69E-06	-1.39E-06	-2.69E-06	-9.78E-07	1.13E-07	-1.58E-06	-6.30E-07	4.05E-07	-5.14E-07	5.70E-09	-5.98E-07
-0.00021962	2.51E-06	-0.00198819	-0.000188939	-0.000678634	0.000196284	6.61E-07	0.000492263	0.000640661	0.000727688	0.000187183	0.000285597	-0.000168341	-0.000188231	-0.000209179	0.000460391	-0.000121578	0.000287565	-5.98E-07	0.000696709
