Region,income1,income23,income4,income5,income6,income7
Northeast,0.0,0.2245508982035928,0.25748502994011974,0.2506415739948674,0.15782720273738238,0.10949529512403763
Northwest,0.0,0.11230558096980787,0.1763494967978042,0.19464775846294602,0.2644098810612992,0.2522872827081427
Southcentral,0.0,0.08990457056755399,0.1791394609074167,0.247446844131927,0.2727272727272727,0.21078185166582958
Southeast,0.0,0.06942277691107644,0.1609464378575143,0.2311492459698388,0.26001040041601664,0.2784711388455538
Southwest,0.0,0.054815801154016866,0.15667998224589436,0.2643142476697736,0.3044829116733245,0.2197070572569907
Westcentral,0.0,0.07349710405432394,0.17355702017175953,0.2792091072498502,0.2650289594567605,0.20870780906730577
