3.05E-02,-1.80E-05,1.08E-03,1.55E-03,1.69E-03,-1.56E-03,1.96E-06,-3.10E-03,-4.97E-03,-4.03E-03,-0.00325046,-0.00559487,-0.00194235,0.000266503,-0.00260438,-0.00234153,0.00173031,0.000664095,0.00241186,5.49E-07,-0.000177617
-1.80E-05,1.99E-07,-6.99E-06,-3.93E-06,-1.93E-05,2.39E-06,7.35E-10,1.39E-05,1.13E-05,1.33E-05,-2.53E-08,1.31E-05,1.13E-06,-1.41E-08,1.81E-06,1.48E-05,-8.22E-08,-1.63E-05,-8.08E-06,-1.74E-08,2.02E-06
0.00108068,-6.99E-06,1.87E-02,0.00233412,-0.00385124,-0.00156451,1.12E-06,-0.00453482,-3.86E-03,-0.00350659,-0.00279097,-0.00376498,-0.000156329,-0.000306645,0.00171823,-0.000511556,-0.00278185,0.000599267,-0.00160981,2.88E-06,-0.00199822
0.00154596,-3.93E-06,0.00233412,0.0124348,-0.00636248,-0.00183085,4.35E-06,-0.0011202,-7.55E-04,0.000537046,0.00113526,-0.00459115,-0.000276743,6.25E-05,0.000978489,-0.000795235,-0.00158196,0.00117799,-0.00284556,2.73E-07,-0.000271288
0.00169365,-1.93E-05,-3.85E-03,-0.00636248,0.125484,-0.000638205,-9.06E-05,-0.0670299,-7.54E-02,-0.0732673,-0.0725611,-0.0710798,-0.00914511,0.0024184,-0.0166261,0.00242097,-0.00727288,-0.00568512,0.00898549,1.05E-06,-0.000395172
-1.56E-03,2.39E-06,-1.56E-03,-1.83E-03,-6.38E-04,1.06E-02,-1.07E-05,1.48E-03,1.85E-03,3.71E-04,0.000144521,0.000225535,-0.000586987,-5.82E-05,-0.00195146,0.00075165,0.00136667,-0.00278293,0.00260669,-6.33E-07,0.000213812
1.96E-06,7.35E-10,1.12E-06,4.35E-06,-9.06E-05,-1.07E-05,2.04E-07,-8.48E-06,-4.82E-06,-1.65E-06,1.64E-06,-1.35E-05,2.56E-06,-9.41E-06,1.61E-06,-8.95E-06,7.86E-06,-1.50E-06,-1.47E-05,1.25E-09,2.73E-07
-0.00310084,1.39E-05,-0.00453482,-0.0011202,-0.0670299,0.0014788,-8.48E-06,0.0818557,7.20E-02,0.0710451,0.0696132,0.0725616,0.0037537,0.000505059,0.00733302,0.00474048,-0.00075947,0.00834182,-0.00485586,-1.99E-06,0.000494642
-0.00496619,1.13E-05,-0.00385566,-0.000754992,-0.0753875,0.00185009,-4.82E-06,0.0719739,8.50E-02,0.075377,0.0729647,0.0838051,0.0059021,-0.00241867,0.0143983,0.00122216,0.00702396,0.0110037,-0.00516869,-2.05E-06,0.000588225
-0.0040319,1.33E-05,-3.51E-03,0.000537046,-0.0732673,0.000371385,-1.65E-06,0.0710451,7.54E-02,0.0857249,0.0717567,0.075969,0.00441051,-0.00207944,0.0113854,0.00404445,0.000432943,0.0112298,-0.00585837,-3.05E-06,0.000620256
