0.029397	-2.08E-05	-0.00214185	0.00124736	0.0128383	-0.0129786	-3.64E-06	-0.00102551	-0.00260409	-0.00155334	-0.00399997	-0.00246016	-0.00255456	-0.0027504	-0.00152018	-0.00301747	-0.00165793	-1.27E-05
-2.08E-05	6.50E-08	6.20E-07	-1.09E-05	-2.47E-05	1.71E-05	2.39E-11	3.73E-06	3.49E-06	1.55E-06	8.72E-06	4.01E-06	3.60E-06	3.61E-06	4.14E-06	4.98E-06	3.77E-06	2.68E-07
-0.00214185	6.20E-07	0.0116575	-0.000372944	0.000414761	-0.00647096	1.27E-07	-0.000728737	0.00029477	-0.000442011	-0.00180431	-0.000853918	-0.000633831	-0.000357231	-0.000795523	0.000337866	-0.000970593	-0.000921386
0.00124736	-1.09E-05	-0.000372944	0.0149243	0.0039237	-0.0102828	3.19E-06	-0.00155718	-0.00156044	-0.00122805	-0.00308148	-0.000590381	-0.00186797	-0.00109354	-0.000888134	-0.00101044	-0.00135895	-7.79E-05
0.0128383	-2.47E-05	0.000414761	0.0039237	0.182728	-0.170752	-4.13E-05	-0.0285629	-0.0354178	-0.0309988	-0.025237	-0.032134	-0.0315222	-0.0426616	-0.0368473	-0.047445	-0.0412144	-0.00041676
-0.0129786	1.71E-05	-0.00647096	-0.0102828	-0.170752	0.357596	-4.53E-05	0.0113157	0.0150095	0.0105858	0.0148967	0.0126549	0.0141004	-0.00533267	-0.00203791	-0.00515138	-0.00139492	0.000722543
-3.64E-06	2.39E-11	1.27E-07	3.19E-06	-4.13E-05	-4.53E-05	9.73E-08	-3.30E-07	1.24E-07	1.19E-06	-1.12E-05	2.53E-06	-3.93E-06	2.08E-05	1.49E-05	1.97E-05	1.88E-05	5.20E-08
-0.00102551	3.73E-06	-0.000728737	-0.00155718	-0.0285629	0.0113157	-3.30E-07	0.028182	0.0223151	0.0217744	0.0224627	0.0217231	0.0222177	0.00124675	0.000927722	0.00390304	0.000912226	-9.51E-05
-0.00260409	3.49E-06	0.00029477	-0.00156044	-0.0354178	0.0150095	1.24E-07	0.0223151	0.0345419	0.024426	0.0248673	0.0236897	0.025512	0.00508455	-0.00113348	0.0101796	0.00271919	-9.38E-05
-0.00155334	1.55E-06	-0.000442011	-0.00122805	-0.0309988	0.0105858	1.19E-06	0.0217744	0.024426	0.0286431	0.0235951	0.0229052	0.0240497	0.00298373	0.000225362	0.00760175	0.00148295	6.12E-05
-0.00399997	8.72E-06	-0.00180431	-0.00308148	-0.025237	0.0148967	-1.12E-05	0.0224627	0.0248673	0.0235951	0.109099	0.0233164	0.0252112	-0.000893148	-0.00189847	0.00553979	-0.00144721	0.00011122
-0.00246016	4.01E-06	-0.000853918	-0.000590381	-0.032134	0.0126549	2.53E-06	0.0217231	0.0236897	0.0229052	0.0233164	0.031076	0.0235291	0.00179284	0.000281142	0.00608219	0.000632597	0.000158293
-0.00255456	3.60E-06	-0.000633831	-0.00186797	-0.0315222	0.0141004	-3.93E-06	0.0222177	0.025512	0.0240497	0.0252112	0.0235291	0.0291385	0.00394005	0.000357042	0.00891205	0.00128575	0.000131492
-0.0027504	3.61E-06	-0.000357231	-0.00109354	-0.0426616	-0.00533267	2.08E-05	0.00124675	0.00508455	0.00298373	-0.000893148	0.00179284	0.00394005	0.0412336	0.0310423	0.0348961	0.0327525	-0.000172335
-0.00152018	4.14E-06	-0.000795523	-0.000888134	-0.0368473	-0.00203791	1.49E-05	0.000927722	-0.00113348	0.000225362	-0.00189847	0.000281142	0.000357042	0.0310423	0.0384721	0.0306274	0.0306887	-0.000109949
-0.00301747	4.98E-06	0.000337866	-0.00101044	-0.047445	-0.00515138	1.97E-05	0.00390304	0.0101796	0.00760175	0.00553979	0.00608219	0.00891205	0.0348961	0.0306274	0.0470894	0.0327871	-6.63E-05
-0.00165793	3.77E-06	-0.000970593	-0.00135895	-0.0412144	-0.00139492	1.88E-05	0.000912226	0.00271919	0.00148295	-0.00144721	0.000632597	0.00128575	0.0327525	0.0306887	0.0327871	0.0339859	1.77E-06
-1.27E-05	2.68E-07	-0.000921386	-7.79E-05	-0.00041676	0.000722543	5.20E-08	-9.51E-05	-9.38E-05	6.12E-05	0.00011122	0.000158293	0.000131492	-0.000172335	-0.000109949	-6.63E-05	1.77E-06	0.000366451
