Subbasin,CountyID,County,Area_acre,Inter_acre,WLD,CC,NM,ASC_obs,Subbasin,original,weight
382,19,Martin,18781,481,249.2349133,64.64948977,79.50543648,29.58845986,382,481,0.025616446
383,13,Jackson,37849,860,234.2801241,49.52963273,64.50670703,14.5382293,383,860,0.022729075
383,19,Martin,37849,36977,249.2349133,64.64948977,79.50543648,29.58845986,383,36977,0.977270925
384,6,Cottonwood,34076,566,207.7670709,23.00413877,38.06653536,-11.97742078,384,566,0.016614807
384,13,Jackson,34076,4478,234.2801241,49.52963273,64.50670703,14.5382293,384,4478,0.131450713
384,19,Martin,34076,27852,249.2349133,64.64948977,79.50543648,29.58845986,384,27852,0.817589385
384,37,Watonwan,34076,1170,235.5558567,51.04232258,65.83097886,15.96629764,384,1170,0.034345095
385,19,Martin,25039,25028,249.2349133,64.64948977,79.50543648,29.58845986,385,25028,1
386,19,Martin,14257,14250,249.2349133,64.64948977,79.50543648,29.58845986,386,14250,1
387,9,Faribault,20919,2669,233.4853054,48.75917288,63.73888813,13.7697838,387,2669,0.127654486
387,19,Martin,20919,18239,249.2349133,64.64948977,79.50543648,29.58845986,387,18239,0.872345514
388,2,Blue Earth,15295,7271,239.4442679,54.76895783,69.75173792,19.76263974,388,7271,0.475664006
388,9,Faribault,15295,3602,233.4853054,48.75917288,63.73888813,13.7697838,388,3602,0.235640455
388,19,Martin,15295,4413,249.2349133,64.64948977,79.50543648,29.58845986,388,4413,0.288695538
389,2,Blue Earth,13591,4369,239.4442679,54.76895783,69.75173792,19.76263974,389,4369,0.321628386
389,19,Martin,13591,9215,249.2349133,64.64948977,79.50543648,29.58845986,389,9215,0.678371614
390,2,Blue Earth,10335,4675,239.4442679,54.76895783,69.75173792,19.76263974,390,4675,0.452565344
390,19,Martin,10335,5572,249.2349133,64.64948977,79.50543648,29.58845986,390,5572,0.539399806
390,37,Watonwan,10335,83,235.5558567,51.04232258,65.83097886,15.96629764,390,83,0.00803485
391,2,Blue Earth,14824,14816,239.4442679,54.76895783,69.75173792,19.76263974,391,14816,1
392,2,Blue Earth,20246,7784,239.4442679,54.76895783,69.75173792,19.76263974,392,7784,0.384699021
392,9,Faribault,20246,12404,233.4853054,48.75917288,63.73888813,13.7697838,392,12404,0.613027577
392,19,Martin,20246,46,249.2349133,64.64948977,79.50543648,29.58845986,392,46,0.002273401
393,2,Blue Earth,29148,29131,239.4442679,54.76895783,69.75173792,19.76263974,393,29131,1
394,2,Blue Earth,12892,12884,239.4442679,54.76895783,69.75173792,19.76263974,394,12884,1
395,6,Cottonwood,29883,29879,207.7670709,23.00413877,38.06653536,-11.97742078,395,29879,1
396,6,Cottonwood,7847,7845,207.7670709,23.00413877,38.06653536,-11.97742078,396,7845,1
397,6,Cottonwood,15466,14520,207.7670709,23.00413877,38.06653536,-11.97742078,397,14520,0.939015715
397,37,Watonwan,15466,943,235.5558567,51.04232258,65.83097886,15.96629764,397,943,0.060984285
398,37,Watonwan,11443,11439,235.5558567,51.04232258,65.83097886,15.96629764,398,11439,1
399,6,Cottonwood,13241,503,207.7670709,23.00413877,38.06653536,-11.97742078,399,503,0.038002418
399,37,Watonwan,13241,12733,235.5558567,51.04232258,65.83097886,15.96629764,399,12733,0.961997582
400,6,Cottonwood,19390,19387,207.7670709,23.00413877,38.06653536,-11.97742078,400,19387,1
401,6,Cottonwood,13154,7776,207.7670709,23.00413877,38.06653536,-11.97742078,401,7776,0.591285834
401,37,Watonwan,13154,5375,235.5558567,51.04232258,65.83097886,15.96629764,401,5375,0.408714166
402,3,Brown,15970,4825,236.2611352,51.59050599,66.51367963,16.54197999,402,4825,0.302223614
402,6,Cottonwood,15970,557,207.7670709,23.00413877,38.06653536,-11.97742078,402,557,0.034888819
402,37,Watonwan,15970,10583,235.5558567,51.04232258,65.83097886,15.96629764,402,10583,0.662887567
403,6,Cottonwood,16284,4334,207.7670709,23.00413877,38.06653536,-11.97742078,403,4334,0.26623257
403,37,Watonwan,16284,11945,235.5558567,51.04232258,65.83097886,15.96629764,403,11945,0.73376743
404,37,Watonwan,23668,23660,235.5558567,51.04232258,65.83097886,15.96629764,404,23660,1
405,37,Watonwan,22353,22346,235.5558567,51.04232258,65.83097886,15.96629764,405,22346,1
406,37,Watonwan,17091,17084,235.5558567,51.04232258,65.83097886,15.96629764,406,17084,1
407,6,Cottonwood,33431,26495,207.7670709,23.00413877,38.06653536,-11.97742078,407,26495,0.792670157
407,37,Watonwan,33431,6930,235.5558567,51.04232258,65.83097886,15.96629764,407,6930,0.207329843
408,6,Cottonwood,26971,12957,207.7670709,23.00413877,38.06653536,-11.97742078,408,12957,0.480529595
408,13,Jackson,26971,5929,234.2801241,49.52963273,64.50670703,14.5382293,408,5929,0.219885774
408,19,Martin,26971,1097,249.2349133,64.64948977,79.50543648,29.58845986,408,1097,0.040683875
408,37,Watonwan,26971,6981,235.5558567,51.04232258,65.83097886,15.96629764,408,6981,0.258900757
409,19,Martin,19916,12900,249.2349133,64.64948977,79.50543648,29.58845986,409,12900,0.647948164
409,37,Watonwan,19916,7009,235.5558567,51.04232258,65.83097886,15.96629764,409,7009,0.352051836
410,19,Martin,27786,1750,249.2349133,64.64948977,79.50543648,29.58845986,410,1750,0.063004032
410,37,Watonwan,27786,26026,235.5558567,51.04232258,65.83097886,15.96629764,410,26026,0.936995968
411,37,Watonwan,8785,8782,235.5558567,51.04232258,65.83097886,15.96629764,411,8782,1
412,37,Watonwan,20427,20418,235.5558567,51.04232258,65.83097886,15.96629764,412,20418,1
413,19,Martin,11275,11270,249.2349133,64.64948977,79.50543648,29.58845986,413,11270,1
414,19,Martin,12253,9227,249.2349133,64.64948977,79.50543648,29.58845986,414,9227,0.753347485
414,37,Watonwan,12253,3021,235.5558567,51.04232258,65.83097886,15.96629764,414,3021,0.246652515
415,19,Martin,10706,5303,249.2349133,64.64948977,79.50543648,29.58845986,415,5303,0.495561163
415,37,Watonwan,10706,5398,235.5558567,51.04232258,65.83097886,15.96629764,415,5398,0.504438837
416,2,Blue Earth,13089,349,239.4442679,54.76895783,69.75173792,19.76263974,416,349,0.0266738
416,19,Martin,13089,9161,249.2349133,64.64948977,79.50543648,29.58845986,416,9161,0.700168144
416,37,Watonwan,13089,3574,235.5558567,51.04232258,65.83097886,15.96629764,416,3574,0.273158056
417,2,Blue Earth,10260,578,239.4442679,54.76895783,69.75173792,19.76263974,417,578,0.05636275
417,37,Watonwan,10260,9677,235.5558567,51.04232258,65.83097886,15.96629764,417,9677,0.94363725
418,2,Blue Earth,25809,776,239.4442679,54.76895783,69.75173792,19.76263974,418,776,0.030081017
418,37,Watonwan,25809,25021,235.5558567,51.04232258,65.83097886,15.96629764,418,25021,0.969918983
419,2,Blue Earth,12459,11750,239.4442679,54.76895783,69.75173792,19.76263974,419,11750,0.94354774
419,37,Watonwan,12459,703,235.5558567,51.04232258,65.83097886,15.96629764,419,703,0.05645226
420,3,Brown,33192,24111,236.2611352,51.59050599,66.51367963,16.54197999,420,24111,0.726672694
420,37,Watonwan,33192,9069,235.5558567,51.04232258,65.83097886,15.96629764,420,9069,0.273327306
421,37,Watonwan,11699,11695,235.5558567,51.04232258,65.83097886,15.96629764,421,11695,1
422,3,Brown,18400,6952,236.2611352,51.59050599,66.51367963,16.54197999,422,6952,0.377990431
422,37,Watonwan,18400,11440,235.5558567,51.04232258,65.83097886,15.96629764,422,11440,0.622009569
423,2,Blue Earth,27978,16982,239.4442679,54.76895783,69.75173792,19.76263974,423,16982,0.60728079
423,3,Brown,27978,9,236.2611352,51.59050599,66.51367963,16.54197999,423,9,0.000321842
423,37,Watonwan,27978,10973,235.5558567,51.04232258,65.83097886,15.96629764,423,10973,0.392397368
424,2,Blue Earth,12054,12047,239.4442679,54.76895783,69.75173792,19.76263974,424,12047,1
425,2,Blue Earth,16881,16872,239.4442679,54.76895783,69.75173792,19.76263974,425,16872,1
426,10,Freeborn,33156,16401,228.5530317,43.90104446,58.79821579,8.858981006,426,16401,0.495034862
426,32,Steele,33156,8417,241.969325,57.30831039,72.25652334,22.32610421,426,8417,0.254052096
426,36,Waseca,33156,8313,250.5525746,65.88204253,80.85381573,30.87873544,426,8313,0.250913042
427,10,Freeborn,32027,15490,228.5530317,43.90104446,58.79821579,8.858981006,427,15490,0.484017123
427,36,Waseca,32027,16513,250.5525746,65.88204253,80.85381573,30.87873544,427,16513,0.515982877
428,32,Steele,33261,12380,241.969325,57.30831039,72.25652334,22.32610421,428,12380,0.372498872
428,36,Waseca,33261,20855,250.5525746,65.88204253,80.85381573,30.87873544,428,20855,0.627501128
429,32,Steele,15509,4150,241.969325,57.30831039,72.25652334,22.32610421,429,4150,0.267811048
429,36,Waseca,15509,11346,250.5525746,65.88204253,80.85381573,30.87873544,429,11346,0.732188952
430,36,Waseca,14073,14063,250.5525746,65.88204253,80.85381573,30.87873544,430,14063,1
431,2,Blue Earth,34783,2325,239.4442679,54.76895783,69.75173792,19.76263974,431,2325,0.066893
431,36,Waseca,34783,32432,250.5525746,65.88204253,80.85381573,30.87873544,431,32432,0.933107
432,2,Blue Earth,10435,9919,239.4442679,54.76895783,69.75173792,19.76263974,432,9919,0.951189106
432,36,Waseca,10435,509,250.5525746,65.88204253,80.85381573,30.87873544,432,509,0.048810894
433,2,Blue Earth,30427,2791,239.4442679,54.76895783,69.75173792,19.76263974,433,2791,0.091794113
433,10,Freeborn,30427,707,228.5530317,43.90104446,58.79821579,8.858981006,433,707,0.023252754
433,36,Waseca,30427,26907,250.5525746,65.88204253,80.85381573,30.87873544,433,26907,0.884953133
434,2,Blue Earth,27092,720,239.4442679,54.76895783,69.75173792,19.76263974,434,720,0.026595745
434,36,Waseca,27092,26352,250.5525746,65.88204253,80.85381573,30.87873544,434,26352,0.973404255
435,2,Blue Earth,15666,14705,239.4442679,54.76895783,69.75173792,19.76263974,435,14705,0.939316512
435,36,Waseca,15666,950,250.5525746,65.88204253,80.85381573,30.87873544,435,950,0.060683488
436,9,Faribault,20011,961,233.4853054,48.75917288,63.73888813,13.7697838,436,961,0.048057209
436,10,Freeborn,20011,19036,228.5530317,43.90104446,58.79821579,8.858981006,436,19036,0.951942791
437,9,Faribault,25186,4673,233.4853054,48.75917288,63.73888813,13.7697838,437,4673,0.18567966
437,10,Freeborn,25186,16312,228.5530317,43.90104446,58.79821579,8.858981006,437,16312,0.648150356
437,36,Waseca,25186,4182,250.5525746,65.88204253,80.85381573,30.87873544,437,4182,0.166169985
438,2,Blue Earth,26673,8282,239.4442679,54.76895783,69.75173792,19.76263974,438,8282,0.310722593
438,9,Faribault,26673,5729,233.4853054,48.75917288,63.73888813,13.7697838,438,5729,0.214939596
438,36,Waseca,26673,12643,250.5525746,65.88204253,80.85381573,30.87873544,438,12643,0.47433781
439,2,Blue Earth,20978,20964,239.4442679,54.76895783,69.75173792,19.76263974,439,20964,1
440,2,Blue Earth,21971,21957,239.4442679,54.76895783,69.75173792,19.76263974,440,21957,1
441,9,Faribault,13332,13323,233.4853054,48.75917288,63.73888813,13.7697838,441,13323,1
442,9,Faribault,15274,15265,233.4853054,48.75917288,63.73888813,13.7697838,442,15265,1
443,2,Blue Earth,23684,8219,239.4442679,54.76895783,69.75173792,19.76263974,443,8219,0.347247454
443,9,Faribault,23684,15450,233.4853054,48.75917288,63.73888813,13.7697838,443,15450,0.652752546
444,9,Faribault,14581,13411,233.4853054,48.75917288,63.73888813,13.7697838,444,13411,0.920452986
444,10,Freeborn,14581,1159,228.5530317,43.90104446,58.79821579,8.858981006,444,1159,0.079547014
445,9,Faribault,11587,11406,233.4853054,48.75917288,63.73888813,13.7697838,445,11406,0.985144239
445,10,Freeborn,11587,172,228.5530317,43.90104446,58.79821579,8.858981006,445,172,0.014855761
446,9,Faribault,13365,13356,233.4853054,48.75917288,63.73888813,13.7697838,446,13356,1
447,9,Faribault,22639,22624,233.4853054,48.75917288,63.73888813,13.7697838,447,22624,1
448,2,Blue Earth,20758,1631,239.4442679,54.76895783,69.75173792,19.76263974,448,1631,0.078621355
448,9,Faribault,20758,19114,233.4853054,48.75917288,63.73888813,13.7697838,448,19114,0.921378645
449,2,Blue Earth,16447,1337,239.4442679,54.76895783,69.75173792,19.76263974,449,1337,0.081345826
449,9,Faribault,16447,15099,233.4853054,48.75917288,63.73888813,13.7697838,449,15099,0.918654174
450,2,Blue Earth,26299,26180,239.4442679,54.76895783,69.75173792,19.76263974,450,26180,0.996119017
450,9,Faribault,26299,102,233.4853054,48.75917288,63.73888813,13.7697838,450,102,0.003880983
451,2,Blue Earth,17373,11490,239.4442679,54.76895783,69.75173792,19.76263974,451,11490,0.661752001
451,9,Faribault,17373,5873,233.4853054,48.75917288,63.73888813,13.7697838,451,5873,0.338247999
452,2,Blue Earth,23644,23630,239.4442679,54.76895783,69.75173792,19.76263974,452,23630,1
453,36,Waseca,13624,13614,250.5525746,65.88204253,80.85381573,30.87873544,453,13614,1
454,16,Le Sueur,15495,423,254.7438439,70.01571656,85.03506075,35.1184777,454,423,0.027318522
454,36,Waseca,15495,15061,250.5525746,65.88204253,80.85381573,30.87873544,454,15061,0.972681478
455,2,Blue Earth,25423,1394,239.4442679,54.76895783,69.75173792,19.76263974,455,1394,0.054871088
455,36,Waseca,25423,24011,250.5525746,65.88204253,80.85381573,30.87873544,455,24011,0.945128912
456,2,Blue Earth,22373,22056,239.4442679,54.76895783,69.75173792,19.76263974,456,22056,0.986492531
456,36,Waseca,22373,302,250.5525746,65.88204253,80.85381573,30.87873544,456,302,0.013507469
457,2,Blue Earth,12530,9754,239.4442679,54.76895783,69.75173792,19.76263974,457,9754,0.779011261
457,16,Le Sueur,12530,970,254.7438439,70.01571656,85.03506075,35.1184777,457,970,0.077469851
457,36,Waseca,12530,1797,250.5525746,65.88204253,80.85381573,30.87873544,457,1797,0.143518888
458,2,Blue Earth,14315,14305,239.4442679,54.76895783,69.75173792,19.76263974,458,14305,1
459,2,Blue Earth,27622,27604,239.4442679,54.76895783,69.75173792,19.76263974,459,27604,1
460,16,Le Sueur,35229,35204,254.7438439,70.01571656,85.03506075,35.1184777,460,35204,1
461,16,Le Sueur,10470,10462,254.7438439,70.01571656,85.03506075,35.1184777,461,10462,1
462,16,Le Sueur,34815,34506,254.7438439,70.01571656,85.03506075,35.1184777,462,34506,0.991836735
462,29,Scott,34815,284,284.7261699,99.79503782,115.0180809,65.11961047,462,284,0.008163265
463,16,Le Sueur,15358,15348,254.7438439,70.01571656,85.03506075,35.1184777,463,15348,1
464,30,Sibley,11427,11421,262.7539977,78.01929828,93.03441559,43.10819449,464,11421,1
465,30,Sibley,20403,16443,262.7539977,78.01929828,93.03441559,43.10819449,465,16443,0.806306085
465,20,McLeod,20403,3950,246.4654281,61.74713187,76.74532655,26.83755684,465,3950,0.193693915
466,30,Sibley,13014,13007,262.7539977,78.01929828,93.03441559,43.10819449,466,13007,1
467,30,Sibley,18540,18529,262.7539977,78.01929828,93.03441559,43.10819449,467,18529,1
468,22,Nicollet,24650,4486,247.8033607,63.06422888,78.07351703,28.04202823,468,4486,0.182069077
468,30,Sibley,24650,20153,262.7539977,78.01929828,93.03441559,43.10819449,468,20153,0.817930923
469,22,Nicollet,19012,3488,247.8033607,63.06422888,78.07351703,28.04202823,469,3488,0.183549966
469,30,Sibley,19012,15515,262.7539977,78.01929828,93.03441559,43.10819449,469,15515,0.816450034
470,22,Nicollet,10755,3357,247.8033607,63.06422888,78.07351703,28.04202823,470,3357,0.312308122
470,30,Sibley,10755,7392,262.7539977,78.01929828,93.03441559,43.10819449,470,7392,0.687691878
471,22,Nicollet,19790,19780,247.8033607,63.06422888,78.07351703,28.04202823,471,19780,1
472,22,Nicollet,29507,28963,247.8033607,63.06422888,78.07351703,28.04202823,472,28963,0.982096233
472,30,Sibley,29507,528,262.7539977,78.01929828,93.03441559,43.10819449,472,528,0.017903767
473,22,Nicollet,14285,4328,247.8033607,63.06422888,78.07351703,28.04202823,473,4328,0.303166153
473,30,Sibley,14285,9948,262.7539977,78.01929828,93.03441559,43.10819449,473,9948,0.696833847
474,30,Sibley,28845,28832,262.7539977,78.01929828,93.03441559,43.10819449,474,28832,1
475,30,Sibley,26900,26885,262.7539977,78.01929828,93.03441559,43.10819449,475,26885,1
476,16,Le Sueur,20768,197,254.7438439,70.01571656,85.03506075,35.1184777,476,197,0.009491689
476,30,Sibley,20768,20558,262.7539977,78.01929828,93.03441559,43.10819449,476,20558,0.990508311
477,16,Le Sueur,21782,74,254.7438439,70.01571656,85.03506075,35.1184777,477,74,0.003399485
477,22,Nicollet,21782,21694,247.8033607,63.06422888,78.07351703,28.04202823,477,21694,0.996600515
478,16,Le Sueur,20645,12561,254.7438439,70.01571656,85.03506075,35.1184777,478,12561,0.608841064
478,22,Nicollet,20645,4203,247.8033607,63.06422888,78.07351703,28.04202823,478,4203,0.203722553
478,30,Sibley,20645,3867,262.7539977,78.01929828,93.03441559,43.10819449,478,3867,0.187436382
479,16,Le Sueur,19402,5889,254.7438439,70.01571656,85.03506075,35.1184777,479,5889,0.303728918
479,30,Sibley,19402,4000,262.7539977,78.01929828,93.03441559,43.10819449,479,4000,0.206302543
479,29,Scott,19402,9500,284.7261699,99.79503782,115.0180809,65.11961047,479,9500,0.489968539
480,30,Sibley,38835,20532,262.7539977,78.01929828,93.03441559,43.10819449,480,20532,0.528929878
480,20,McLeod,38835,2217,246.4654281,61.74713187,76.74532655,26.83755684,480,2217,0.05711268
480,27,Renville,38835,16069,267.1064237,82.60749044,97.36010955,47.49372663,480,16069,0.413957442
481,30,Sibley,11032,9373,262.7539977,78.01929828,93.03441559,43.10819449,481,9373,0.850004534
481,20,McLeod,11032,1654,246.4654281,61.74713187,76.74532655,26.83755684,481,1654,0.149995466
482,30,Sibley,20859,354,262.7539977,78.01929828,93.03441559,43.10819449,482,354,0.016979232
482,20,McLeod,20859,20495,246.4654281,61.74713187,76.74532655,26.83755684,482,20495,0.983020768
483,30,Sibley,13664,2715,262.7539977,78.01929828,93.03441559,43.10819449,483,2715,0.198799151
483,20,McLeod,13664,10942,246.4654281,61.74713187,76.74532655,26.83755684,483,10942,0.801200849
484,30,Sibley,8290,7425,262.7539977,78.01929828,93.03441559,43.10819449,484,7425,0.896197948
484,20,McLeod,8290,860,246.4654281,61.74713187,76.74532655,26.83755684,484,860,0.103802052
485,30,Sibley,13304,13296,262.7539977,78.01929828,93.03441559,43.10819449,485,13296,1
486,30,Sibley,10951,10944,262.7539977,78.01929828,93.03441559,43.10819449,486,10944,1
487,30,Sibley,17803,17792,262.7539977,78.01929828,93.03441559,43.10819449,487,17792,1
488,30,Sibley,19545,19532,262.7539977,78.01929828,93.03441559,43.10819449,488,19532,0.999948805
488,29,Scott,19545,1,284.7261699,99.79503782,115.0180809,65.11961047,488,1,5.12E-05
489,30,Sibley,28458,24137,262.7539977,78.01929828,93.03441559,43.10819449,489,24137,0.848699015
489,4,Carver,28458,4277,308.5818775,123.8209267,138.9053074,89.1430145,489,4277,0.150386779
489,20,McLeod,28458,26,246.4654281,61.74713187,76.74532655,26.83755684,489,26,0.000914205
490,4,Carver,12391,12334,308.5818775,123.8209267,138.9053074,89.1430145,490,12334,0.996042962
490,20,McLeod,12391,49,246.4654281,61.74713187,76.74532655,26.83755684,490,49,0.003957038
491,30,Sibley,25361,8778,262.7539977,78.01929828,93.03441559,43.10819449,491,8778,0.346354167
491,4,Carver,25361,16566,308.5818775,123.8209267,138.9053074,89.1430145,491,16566,0.653645833
492,4,Carver,19209,19079,308.5818775,123.8209267,138.9053074,89.1430145,492,19079,0.99395676
492,29,Scott,19209,116,284.7261699,99.79503782,115.0180809,65.11961047,492,116,0.00604324
493,16,Le Sueur,22643,4757,254.7438439,70.01571656,85.03506075,35.1184777,493,4757,0.210244851
493,28,Rice,22643,17869,279.3739798,94.64681523,109.6881903,59.76007894,493,17869,0.789755149
494,16,Le Sueur,37489,14712,254.7438439,70.01571656,85.03506075,35.1184777,494,14712,0.392728438
494,28,Rice,37489,8019,279.3739798,94.64681523,109.6881903,59.76007894,494,8019,0.214062625
494,29,Scott,37489,14730,284.7261699,99.79503782,115.0180809,65.11961047,494,14730,0.393208937
495,16,Le Sueur,14735,10987,254.7438439,70.01571656,85.03506075,35.1184777,495,10987,0.74614601
495,29,Scott,14735,3738,284.7261699,99.79503782,115.0180809,65.11961047,495,3738,0.25385399
496,16,Le Sueur,28079,7452,254.7438439,70.01571656,85.03506075,35.1184777,496,7452,0.265592701
496,29,Scott,28079,20606,284.7261699,99.79503782,115.0180809,65.11961047,496,20606,0.734407299
497,29,Scott,13439,13429,284.7261699,99.79503782,115.0180809,65.11961047,497,13429,1
498,28,Rice,27901,8047,279.3739798,94.64681523,109.6881903,59.76007894,498,8047,0.288629842
498,29,Scott,27901,19833,284.7261699,99.79503782,115.0180809,65.11961047,498,19833,0.711370158
499,29,Scott,31094,31070,284.7261699,99.79503782,115.0180809,65.11961047,499,31070,1
500,30,Sibley,29418,15330,262.7539977,78.01929828,93.03441559,43.10819449,500,15330,0.521481784
500,29,Scott,29418,14067,284.7261699,99.79503782,115.0180809,65.11961047,500,14067,0.478518216
501,30,Sibley,26655,933,262.7539977,78.01929828,93.03441559,43.10819449,501,933,0.035027782
501,4,Carver,26655,5650,308.5818775,123.8209267,138.9053074,89.1430145,501,5650,0.212118937
501,29,Scott,26655,20053,284.7261699,99.79503782,115.0180809,65.11961047,501,20053,0.752853281
502,4,Carver,20240,20226,308.5818775,123.8209267,138.9053074,89.1430145,502,20226,1
503,4,Carver,10763,10634,308.5818775,123.8209267,138.9053074,89.1430145,503,10634,0.988749419
503,12,Hennepin,10763,121,316.0608639,130.9146465,146.4298378,96.4046469,503,121,0.011250581
504,4,Carver,9892,9885,308.5818775,123.8209267,138.9053074,89.1430145,504,9885,1
505,4,Carver,12209,12200,308.5818775,123.8209267,138.9053074,89.1430145,505,12200,1
506,4,Carver,10276,10186,308.5818775,123.8209267,138.9053074,89.1430145,506,10186,0.992014024
506,29,Scott,10276,82,284.7261699,99.79503782,115.0180809,65.11961047,506,82,0.007985976
507,4,Carver,32966,15252,308.5818775,123.8209267,138.9053074,89.1430145,507,15252,0.463009623
507,12,Hennepin,32966,1250,316.0608639,130.9146465,146.4298378,96.4046469,507,1250,0.037946632
507,29,Scott,32966,16439,284.7261699,99.79503782,115.0180809,65.11961047,507,16439,0.499043745
508,4,Carver,8393,3880,308.5818775,123.8209267,138.9053074,89.1430145,508,3880,0.462675888
508,12,Hennepin,8393,4252,316.0608639,130.9146465,146.4298378,96.4046469,508,4252,0.507035535
508,29,Scott,8393,254,284.7261699,99.79503782,115.0180809,65.11961047,508,254,0.030288576
509,4,Carver,20607,1287,308.5818775,123.8209267,138.9053074,89.1430145,509,1287,0.062503035
509,12,Hennepin,20607,19131,316.0608639,130.9146465,146.4298378,96.4046469,509,19131,0.929095236
509,29,Scott,20607,173,284.7261699,99.79503782,115.0180809,65.11961047,509,173,0.008401729
510,29,Scott,29867,29844,284.7261699,99.79503782,115.0180809,65.11961047,510,29844,1
511,12,Hennepin,10775,1652,316.0608639,130.9146465,146.4298378,96.4046469,511,1652,0.153431782
511,29,Scott,10775,9115,284.7261699,99.79503782,115.0180809,65.11961047,511,9115,0.846568218
512,7,Dakota,30259,4111,329.3001736,144.5313955,159.6314604,109.8281529,512,4111,0.135963752
512,29,Scott,30259,26125,284.7261699,99.79503782,115.0180809,65.11961047,512,26125,0.864036248
513,7,Dakota,31580,34,329.3001736,144.5313955,159.6314604,109.8281529,513,34,0.00107745
513,12,Hennepin,31580,31499,316.0608639,130.9146465,146.4298378,96.4046469,513,31499,0.998193687
513,29,Scott,31580,23,284.7261699,99.79503782,115.0180809,65.11961047,513,23,0.000728863
514,7,Dakota,19746,17782,329.3001736,144.5313955,159.6314604,109.8281529,514,17782,0.901267106
514,12,Hennepin,19746,1043,316.0608639,130.9146465,146.4298378,96.4046469,514,1043,0.052863659
514,29,Scott,19746,905,284.7261699,99.79503782,115.0180809,65.11961047,514,905,0.045869235
515,7,Dakota,40812,28497,329.3001736,144.5313955,159.6314604,109.8281529,515,28497,0.698815567
515,12,Hennepin,40812,12282,316.0608639,130.9146465,146.4298378,96.4046469,515,12282,0.301184433

