Subbasin,CountyID,County,Area_acre,Inter_acre,WLD,CC,NM,ASC_obs,Subbasin,original,weight
209,14,Kandiyohi,26679,19223,230.169958,45.42902496,60.46463069,10.45861018,209,19223,0.720583274
209,25,Pope,26679,1297,243.8139225,59.11259891,74.07683194,24.06796447,209,1297,0.04861866
209,34,Swift,26679,6157,233.7713403,49.17832665,64.02132331,14.08271563,209,6157,0.230798066
210,14,Kandiyohi,24106,320,230.169958,45.42902496,60.46463069,10.45861018,210,320,0.013274153
210,25,Pope,24106,1390,243.8139225,59.11259891,74.07683194,24.06796447,210,1390,0.057659601
210,34,Swift,24106,22397,233.7713403,49.17832665,64.02132331,14.08271563,210,22397,0.929066246
211,14,Kandiyohi,37899,4664,230.169958,45.42902496,60.46463069,10.45861018,211,4664,0.123057439
211,34,Swift,37899,33237,233.7713403,49.17832665,64.02132331,14.08271563,211,33237,0.876942561
212,34,Swift,11719,11720,233.7713403,49.17832665,64.02132331,14.08271563,212,11720,1
213,34,Swift,7094,7095,233.7713403,49.17832665,64.02132331,14.08271563,213,7095,1
214,8,Douglas,30752,7096,253.1559149,68.34691791,83.41991768,33.36805272,214,7096,0.23074922
214,25,Pope,30752,23656,243.8139225,59.11259891,74.07683194,24.06796447,214,23656,0.76925078
215,25,Pope,23784,23784,243.8139225,59.11259891,74.07683194,24.06796447,215,23784,1
216,25,Pope,26338,26338,243.8139225,59.11259891,74.07683194,24.06796447,216,26338,1
217,25,Pope,43160,43164,243.8139225,59.11259891,74.07683194,24.06796447,217,43164,1
218,25,Pope,37743,5797,243.8139225,59.11259891,74.07683194,24.06796447,218,5797,0.15357105
218,34,Swift,37743,31951,233.7713403,49.17832665,64.02132331,14.08271563,218,31951,0.84642895
219,25,Pope,28867,17571,243.8139225,59.11259891,74.07683194,24.06796447,219,17571,0.608561632
219,34,Swift,28867,11302,233.7713403,49.17832665,64.02132331,14.08271563,219,11302,0.391438368
220,25,Pope,16781,6923,243.8139225,59.11259891,74.07683194,24.06796447,220,6923,0.412427023
220,33,Stevens,16781,9863,222.4095129,37.91125157,52.66306618,2.746698187,220,9863,0.587572977
221,25,Pope,12512,12515,243.8139225,59.11259891,74.07683194,24.06796447,221,12515,1
222,25,Pope,34113,22624,243.8139225,59.11259891,74.07683194,24.06796447,222,22624,0.663013217
222,33,Stevens,34113,1961,222.4095129,37.91125157,52.66306618,2.746698187,222,1961,0.05746857
222,34,Swift,34113,9538,233.7713403,49.17832665,64.02132331,14.08271563,222,9538,0.279518214
223,25,Pope,35284,2939,243.8139225,59.11259891,74.07683194,24.06796447,223,2939,0.083264867
223,33,Stevens,35284,24435,222.4095129,37.91125157,52.66306618,2.746698187,223,24435,0.692268465
223,34,Swift,35284,7923,233.7713403,49.17832665,64.02132331,14.08271563,223,7923,0.224466669
224,25,Pope,24234,190,243.8139225,59.11259891,74.07683194,24.06796447,224,190,0.00783796
224,34,Swift,24234,24051,233.7713403,49.17832665,64.02132331,14.08271563,224,24051,0.99216204
225,34,Swift,15897,15901,233.7713403,49.17832665,64.02132331,14.08271563,225,15901,1
226,14,Kandiyohi,30433,29629,230.169958,45.42902496,60.46463069,10.45861018,226,29629,0.97370929
226,34,Swift,30433,800,233.7713403,49.17832665,64.02132331,14.08271563,226,800,0.02629071
227,14,Kandiyohi,15065,15062,230.169958,45.42902496,60.46463069,10.45861018,227,15062,1
228,5,Chippewa,34612,237,245.3499519,60.7537017,75.58256866,25.66624544,228,237,0.00684793
228,14,Kandiyohi,34612,27936,230.169958,45.42902496,60.46463069,10.45861018,228,27936,0.807188882
228,34,Swift,34612,6436,233.7713403,49.17832665,64.02132331,14.08271563,228,6436,0.185963189
229,5,Chippewa,26865,26866,245.3499519,60.7537017,75.58256866,25.66624544,229,26866,1
230,5,Chippewa,17174,9013,245.3499519,60.7537017,75.58256866,25.66624544,230,9013,0.524774381
230,34,Swift,17174,8162,233.7713403,49.17832665,64.02132331,14.08271563,230,8162,0.475225619
231,5,Chippewa,40793,15051,245.3499519,60.7537017,75.58256866,25.66624544,231,15051,0.368906101
231,34,Swift,40793,25748,233.7713403,49.17832665,64.02132331,14.08271563,231,25748,0.631093899
232,34,Swift,38965,38973,233.7713403,49.17832665,64.02132331,14.08271563,232,38973,1
233,34,Swift,29691,29702,233.7713403,49.17832665,64.02132331,14.08271563,233,29702,1
234,34,Swift,11404,11408,233.7713403,49.17832665,64.02132331,14.08271563,234,11408,1
235,34,Swift,21817,21827,233.7713403,49.17832665,64.02132331,14.08271563,235,21827,1
236,5,Chippewa,16411,793,245.3499519,60.7537017,75.58256866,25.66624544,236,793,0.048297704
236,34,Swift,16411,15626,233.7713403,49.17832665,64.02132331,14.08271563,236,15626,0.951702296
237,5,Chippewa,18283,18286,245.3499519,60.7537017,75.58256866,25.66624544,237,18286,1
238,5,Chippewa,16031,14539,245.3499519,60.7537017,75.58256866,25.66624544,238,14539,0.906760634
238,34,Swift,16031,1495,233.7713403,49.17832665,64.02132331,14.08271563,238,1495,0.093239366
239,5,Chippewa,32663,32672,245.3499519,60.7537017,75.58256866,25.66624544,239,32672,1
240,5,Chippewa,23901,6034,245.3499519,60.7537017,75.58256866,25.66624544,240,6034,0.252373583
240,34,Swift,23901,17875,233.7713403,49.17832665,64.02132331,14.08271563,240,17875,0.747626417
241,5,Chippewa,25165,25096,245.3499519,60.7537017,75.58256866,25.66624544,241,25096,0.996901565
241,34,Swift,25165,78,233.7713403,49.17832665,64.02132331,14.08271563,241,78,0.003098435
242,5,Chippewa,19401,12121,245.3499519,60.7537017,75.58256866,25.66624544,242,12121,0.624471922
242,34,Swift,19401,7289,233.7713403,49.17832665,64.02132331,14.08271563,242,7289,0.375528078
243,5,Chippewa,11037,11040,245.3499519,60.7537017,75.58256866,25.66624544,243,11040,1
244,5,Chippewa,12968,12973,245.3499519,60.7537017,75.58256866,25.66624544,244,12973,1
245,17,Lincoln,36106,3442,239.9594359,55.29384572,70.2707165,20.31938607,245,3442,0.095264454
245,18,Lyon,36106,8622,229.14529,44.48585432,59.39409691,9.437279774,245,8622,0.238631646
245,21,Murray,36106,10066,228.3531314,43.68914101,58.65487607,8.76346475,245,10066,0.278597326
245,24,Pipestone,36106,14001,267.8004805,83.15411974,98.08475516,48.14708642,245,14001,0.387506573
246,17,Lincoln,32167,25543,239.9594359,55.29384572,70.2707165,20.31938607,246,25543,0.79348265
246,18,Lyon,32167,3887,229.14529,44.48585432,59.39409691,9.437279774,246,3887,0.120748035
246,24,Pipestone,32167,2761,267.8004805,83.15411974,98.08475516,48.14708642,246,2761,0.085769314
247,17,Lincoln,15299,1787,239.9594359,55.29384572,70.2707165,20.31938607,247,1787,0.116728722
247,18,Lyon,15299,13522,229.14529,44.48585432,59.39409691,9.437279774,247,13522,0.883271278
248,17,Lincoln,14783,14797,239.9594359,55.29384572,70.2707165,20.31938607,248,14797,1
249,17,Lincoln,13198,13209,239.9594359,55.29384572,70.2707165,20.31938607,249,13209,1
250,17,Lincoln,17475,17489,239.9594359,55.29384572,70.2707165,20.31938607,250,17489,1
251,17,Lincoln,16633,5480,239.9594359,55.29384572,70.2707165,20.31938607,251,5480,0.329227996
251,18,Lyon,16633,11165,229.14529,44.48585432,59.39409691,9.437279774,251,11165,0.670772004
252,18,Lyon,27071,27085,229.14529,44.48585432,59.39409691,9.437279774,252,27085,1
253,18,Lyon,11960,11964,229.14529,44.48585432,59.39409691,9.437279774,253,11964,1
254,18,Lyon,12996,13001,229.14529,44.48585432,59.39409691,9.437279774,254,13001,1
255,17,Lincoln,28182,2794,239.9594359,55.29384572,70.2707165,20.31938607,255,2794,0.099081528
255,18,Lyon,28182,25405,229.14529,44.48585432,59.39409691,9.437279774,255,25405,0.900918472
256,18,Lyon,10868,10873,229.14529,44.48585432,59.39409691,9.437279774,256,10873,1
257,18,Lyon,15656,15665,229.14529,44.48585432,59.39409691,9.437279774,257,15665,1
258,18,Lyon,20339,20348,229.14529,44.48585432,59.39409691,9.437279774,258,20348,1
259,18,Lyon,14507,11391,229.14529,44.48585432,59.39409691,9.437279774,259,11391,0.784990697
259,26,Redwood,14507,3120,224.3774624,39.61909289,54.63007856,4.677307475,259,3120,0.215009303
260,18,Lyon,11468,3622,229.14529,44.48585432,59.39409691,9.437279774,260,3622,0.315780296
260,26,Redwood,11468,7848,224.3774624,39.61909289,54.63007856,4.677307475,260,7848,0.684219704
261,18,Lyon,27248,189,229.14529,44.48585432,59.39409691,9.437279774,261,189,0.006935271
261,26,Redwood,27248,27063,224.3774624,39.61909289,54.63007856,4.677307475,261,27063,0.993064729
262,26,Redwood,14636,6124,224.3774624,39.61909289,54.63007856,4.677307475,262,6124,0.418391747
262,38,Yellow Medicine,14636,8513,249.3057614,64.54149024,79.63110527,29.54370587,262,8513,0.581608253
263,26,Redwood,13943,10264,224.3774624,39.61909289,54.63007856,4.677307475,263,10264,0.736139999
263,38,Yellow Medicine,13943,3679,249.3057614,64.54149024,79.63110527,29.54370587,263,3679,0.263860001
264,26,Redwood,14049,14049,224.3774624,39.61909289,54.63007856,4.677307475,264,14049,1
265,18,Lyon,23193,18812,229.14529,44.48585432,59.39409691,9.437279774,265,18812,0.810897021
265,26,Redwood,23193,3512,224.3774624,39.61909289,54.63007856,4.677307475,265,3512,0.151385836
265,38,Yellow Medicine,23193,875,249.3057614,64.54149024,79.63110527,29.54370587,265,875,0.037717143
266,26,Redwood,18405,18187,224.3774624,39.61909289,54.63007856,4.677307475,266,18187,0.98799435
266,38,Yellow Medicine,18405,221,249.3057614,64.54149024,79.63110527,29.54370587,266,221,0.01200565
267,26,Redwood,15027,15028,224.3774624,39.61909289,54.63007856,4.677307475,267,15028,1
268,26,Redwood,22130,22130,224.3774624,39.61909289,54.63007856,4.677307475,268,22130,1
269,27,Renville,18969,18965,267.1064237,82.60749044,97.36010955,47.49372663,269,18965,1
270,27,Renville,16824,16819,267.1064237,82.60749044,97.36010955,47.49372663,270,16819,1
271,26,Redwood,7935,52,224.3774624,39.61909289,54.63007856,4.677307475,271,52,0.006554897
271,27,Renville,7935,7881,267.1064237,82.60749044,97.36010955,47.49372663,271,7881,0.993445103
272,26,Redwood,17905,17903,224.3774624,39.61909289,54.63007856,4.677307475,272,17903,1
273,26,Redwood,14364,14361,224.3774624,39.61909289,54.63007856,4.677307475,273,14361,1
274,26,Redwood,13745,13742,224.3774624,39.61909289,54.63007856,4.677307475,274,13742,1
275,27,Renville,17229,17224,267.1064237,82.60749044,97.36010955,47.49372663,275,17224,1
276,27,Renville,13046,13042,267.1064237,82.60749044,97.36010955,47.49372663,276,13042,1
277,22,Nicollet,14300,329,247.8033607,63.06422888,78.07351703,28.04202823,277,329,0.02301504
277,27,Renville,14300,13966,267.1064237,82.60749044,97.36010955,47.49372663,277,13966,0.97698496
278,26,Redwood,21573,21570,224.3774624,39.61909289,54.63007856,4.677307475,278,21570,1
279,26,Redwood,12927,80,224.3774624,39.61909289,54.63007856,4.677307475,279,80,0.006190513
279,27,Renville,12927,12843,267.1064237,82.60749044,97.36010955,47.49372663,279,12843,0.993809487
280,26,Redwood,14883,7499,224.3774624,39.61909289,54.63007856,4.677307475,280,7499,0.503931187
280,27,Renville,14883,7382,267.1064237,82.60749044,97.36010955,47.49372663,280,7382,0.496068813
281,3,Brown,12726,6559,236.2611352,51.59050599,66.51367963,16.54197999,281,6559,0.515482553
281,26,Redwood,12726,6157,224.3774624,39.61909289,54.63007856,4.677307475,281,6157,0.483888714
281,27,Renville,12726,8,267.1064237,82.60749044,97.36010955,47.49372663,281,8,0.000628733
282,3,Brown,21303,5267,236.2611352,51.59050599,66.51367963,16.54197999,282,5267,0.247311828
282,22,Nicollet,21303,1115,247.8033607,63.06422888,78.07351703,28.04202823,282,1115,0.052354792
282,26,Redwood,21303,2821,224.3774624,39.61909289,54.63007856,4.677307475,282,2821,0.132459971
282,27,Renville,21303,12094,267.1064237,82.60749044,97.36010955,47.49372663,282,12094,0.567873409
283,3,Brown,28506,21523,236.2611352,51.59050599,66.51367963,16.54197999,283,21523,0.755272485
283,26,Redwood,28506,6974,224.3774624,39.61909289,54.63007856,4.677307475,283,6974,0.244727515
284,3,Brown,26963,21287,236.2611352,51.59050599,66.51367963,16.54197999,284,21287,0.789752912
284,22,Nicollet,26963,5530,247.8033607,63.06422888,78.07351703,28.04202823,284,5530,0.205164354
284,27,Renville,26963,137,267.1064237,82.60749044,97.36010955,47.49372663,284,137,0.005082734
285,27,Renville,14510,14505,267.1064237,82.60749044,97.36010955,47.49372663,285,14505,1
286,30,Sibley,14758,4498,262.7539977,78.01929828,93.03441559,43.10819449,286,4498,0.304887142
286,27,Renville,14758,10255,267.1064237,82.60749044,97.36010955,47.49372663,286,10255,0.695112858
287,22,Nicollet,10727,3758,247.8033607,63.06422888,78.07351703,28.04202823,287,3758,0.350494311
287,30,Sibley,10727,5019,262.7539977,78.01929828,93.03441559,43.10819449,287,5019,0.468102966
287,27,Renville,10727,1945,267.1064237,82.60749044,97.36010955,47.49372663,287,1945,0.181402723
288,3,Brown,14152,52,236.2611352,51.59050599,66.51367963,16.54197999,288,52,0.003675691
288,22,Nicollet,14152,4884,247.8033607,63.06422888,78.07351703,28.04202823,288,4884,0.345232205
288,27,Renville,14152,9211,267.1064237,82.60749044,97.36010955,47.49372663,288,9211,0.651092104
289,22,Nicollet,23631,8442,247.8033607,63.06422888,78.07351703,28.04202823,289,8442,0.357393844
289,30,Sibley,23631,14793,262.7539977,78.01929828,93.03441559,43.10819449,289,14793,0.626264764
289,27,Renville,23631,386,267.1064237,82.60749044,97.36010955,47.49372663,289,386,0.016341391
290,3,Brown,30728,12411,236.2611352,51.59050599,66.51367963,16.54197999,290,12411,0.404069673
290,22,Nicollet,30728,18304,247.8033607,63.06422888,78.07351703,28.04202823,290,18304,0.595930327
291,3,Brown,12945,1,236.2611352,51.59050599,66.51367963,16.54197999,291,1,7.73E-05
291,22,Nicollet,12945,12938,247.8033607,63.06422888,78.07351703,28.04202823,291,12938,0.999922714
292,3,Brown,15578,1858,236.2611352,51.59050599,66.51367963,16.54197999,292,1858,0.119324385
292,22,Nicollet,15578,13713,247.8033607,63.06422888,78.07351703,28.04202823,292,13713,0.880675615
293,3,Brown,34933,17411,236.2611352,51.59050599,66.51367963,16.54197999,293,17411,0.498468321
293,6,Cottonwood,34933,17518,207.7670709,23.00413877,38.06653536,-11.97742078,293,17518,0.501531679
294,3,Brown,16781,9665,236.2611352,51.59050599,66.51367963,16.54197999,294,9665,0.576051973
294,6,Cottonwood,16781,7113,207.7670709,23.00413877,38.06653536,-11.97742078,294,7113,0.423948027
295,3,Brown,21297,21289,236.2611352,51.59050599,66.51367963,16.54197999,295,21289,1
296,2,Blue Earth,35285,1931,239.4442679,54.76895783,69.75173792,19.76263974,296,1931,0.054749079
296,3,Brown,35285,33339,236.2611352,51.59050599,66.51367963,16.54197999,296,33339,0.945250921
297,22,Nicollet,26890,26876,247.8033607,63.06422888,78.07351703,28.04202823,297,26876,1
298,22,Nicollet,17472,17462,247.8033607,63.06422888,78.07351703,28.04202823,298,17462,1
299,2,Blue Earth,6174,16,239.4442679,54.76895783,69.75173792,19.76263974,299,16,0.002592773
299,22,Nicollet,6174,6155,247.8033607,63.06422888,78.07351703,28.04202823,299,6155,0.997407227
300,2,Blue Earth,30351,26200,239.4442679,54.76895783,69.75173792,19.76263974,300,26200,0.863688808
300,3,Brown,30351,4009,236.2611352,51.59050599,66.51367963,16.54197999,300,4009,0.132157574
300,37,Watonwan,30351,126,235.5558567,51.04232258,65.83097886,15.96629764,300,126,0.004153618
301,2,Blue Earth,13929,13921,239.4442679,54.76895783,69.75173792,19.76263974,301,13921,1
302,2,Blue Earth,10284,10278,239.4442679,54.76895783,69.75173792,19.76263974,302,10278,1
303,2,Blue Earth,37783,9969,239.4442679,54.76895783,69.75173792,19.76263974,303,9969,0.26397458
303,3,Brown,37783,27796,236.2611352,51.59050599,66.51367963,16.54197999,303,27796,0.73602542
304,2,Blue Earth,31038,14838,239.4442679,54.76895783,69.75173792,19.76263974,304,14838,0.478321137
304,3,Brown,31038,2611,236.2611352,51.59050599,66.51367963,16.54197999,304,2611,0.084168789
304,22,Nicollet,31038,13572,247.8033607,63.06422888,78.07351703,28.04202823,304,13572,0.437510074
305,2,Blue Earth,23536,9199,239.4442679,54.76895783,69.75173792,19.76263974,305,9199,0.39108069
305,22,Nicollet,23536,14323,247.8033607,63.06422888,78.07351703,28.04202823,305,14323,0.60891931
306,2,Blue Earth,11402,9685,239.4442679,54.76895783,69.75173792,19.76263974,306,9685,0.849934182
306,16,Le Sueur,11402,1710,254.7438439,70.01571656,85.03506075,35.1184777,306,1710,0.150065818
306,22,Nicollet,11402,0,247.8033607,63.06422888,78.07351703,28.04202823,306,0,0
307,2,Blue Earth,25356,16163,239.4442679,54.76895783,69.75173792,19.76263974,307,16163,0.637870476
307,16,Le Sueur,25356,552,254.7438439,70.01571656,85.03506075,35.1184777,307,552,0.021784601
307,22,Nicollet,25356,8624,247.8033607,63.06422888,78.07351703,28.04202823,307,8624,0.340344923
308,22,Nicollet,23244,23230,247.8033607,63.06422888,78.07351703,28.04202823,308,23230,1
309,2,Blue Earth,26753,7147,239.4442679,54.76895783,69.75173792,19.76263974,309,7147,0.267317475
309,16,Le Sueur,26753,19589,254.7438439,70.01571656,85.03506075,35.1184777,309,19589,0.732682525
310,22,Nicollet,17225,17214,247.8033607,63.06422888,78.07351703,28.04202823,310,17214,1
311,16,Le Sueur,21337,21315,254.7438439,70.01571656,85.03506075,35.1184777,311,21315,0.999671701
311,22,Nicollet,21337,7,247.8033607,63.06422888,78.07351703,28.04202823,311,7,0.000328299
312,16,Le Sueur,20946,12012,254.7438439,70.01571656,85.03506075,35.1184777,312,12012,0.573858208
312,22,Nicollet,20946,8920,247.8033607,63.06422888,78.07351703,28.04202823,312,8920,0.426141792
313,18,Lyon,28188,28127,229.14529,44.48585432,59.39409691,9.437279774,313,28127,0.997305251
313,21,Murray,28188,76,228.3531314,43.68914101,58.65487607,8.76346475,313,76,0.002694749
314,18,Lyon,36060,35780,229.14529,44.48585432,59.39409691,9.437279774,314,35780,0.991905079
314,21,Murray,36060,0,228.3531314,43.68914101,58.65487607,8.76346475,314,0,0
314,26,Redwood,36060,292,224.3774624,39.61909289,54.63007856,4.677307475,314,292,0.008094921
315,18,Lyon,17370,17378,229.14529,44.48585432,59.39409691,9.437279774,315,17378,1
316,18,Lyon,20537,20546,229.14529,44.48585432,59.39409691,9.437279774,316,20546,1
317,18,Lyon,15517,15522,229.14529,44.48585432,59.39409691,9.437279774,317,15522,1
318,18,Lyon,9530,9520,229.14529,44.48585432,59.39409691,9.437279774,318,9520,0.998636316
318,26,Redwood,9530,13,224.3774624,39.61909289,54.63007856,4.677307475,318,13,0.001363684
319,18,Lyon,18473,4190,229.14529,44.48585432,59.39409691,9.437279774,319,4190,0.226756142
319,21,Murray,18473,14288,228.3531314,43.68914101,58.65487607,8.76346475,319,14288,0.773243858
320,21,Murray,8929,8931,228.3531314,43.68914101,58.65487607,8.76346475,320,8931,1
321,21,Murray,30281,13505,228.3531314,43.68914101,58.65487607,8.76346475,321,13505,0.445900882
321,26,Redwood,30281,16782,224.3774624,39.61909289,54.63007856,4.677307475,321,16782,0.554099118
322,18,Lyon,9087,5628,229.14529,44.48585432,59.39409691,9.437279774,322,5628,0.619210034
322,26,Redwood,9087,3461,224.3774624,39.61909289,54.63007856,4.677307475,322,3461,0.380789966
323,18,Lyon,10278,3139,229.14529,44.48585432,59.39409691,9.437279774,323,3139,0.305320494
323,26,Redwood,10278,7142,224.3774624,39.61909289,54.63007856,4.677307475,323,7142,0.694679506
324,18,Lyon,17882,4748,229.14529,44.48585432,59.39409691,9.437279774,324,4748,0.265473861
324,21,Murray,17882,57,228.3531314,43.68914101,58.65487607,8.76346475,324,57,0.003187028
324,26,Redwood,17882,13080,224.3774624,39.61909289,54.63007856,4.677307475,324,13080,0.731339111
325,18,Lyon,19358,1475,229.14529,44.48585432,59.39409691,9.437279774,325,1475,0.076184081
325,26,Redwood,19358,17886,224.3774624,39.61909289,54.63007856,4.677307475,325,17886,0.923815919
326,6,Cottonwood,33168,12753,207.7670709,23.00413877,38.06653536,-11.97742078,326,12753,0.384450742
326,21,Murray,33168,3217,228.3531314,43.68914101,58.65487607,8.76346475,326,3217,0.09697938
326,26,Redwood,33168,17202,224.3774624,39.61909289,54.63007856,4.677307475,326,17202,0.518569878
327,26,Redwood,11260,11260,224.3774624,39.61909289,54.63007856,4.677307475,327,11260,1
328,6,Cottonwood,23587,6235,207.7670709,23.00413877,38.06653536,-11.97742078,328,6235,0.264295706
328,21,Murray,23587,17356,228.3531314,43.68914101,58.65487607,8.76346475,328,17356,0.735704294
329,6,Cottonwood,29142,25271,207.7670709,23.00413877,38.06653536,-11.97742078,329,25271,0.867108153
329,21,Murray,29142,3873,228.3531314,43.68914101,58.65487607,8.76346475,329,3873,0.132891847
330,6,Cottonwood,29109,28840,207.7670709,23.00413877,38.06653536,-11.97742078,330,28840,0.990656774
330,21,Murray,29109,272,228.3531314,43.68914101,58.65487607,8.76346475,330,272,0.009343226
331,6,Cottonwood,22306,22307,207.7670709,23.00413877,38.06653536,-11.97742078,331,22307,1
332,6,Cottonwood,17992,17404,207.7670709,23.00413877,38.06653536,-11.97742078,332,17404,0.967318808
332,26,Redwood,17992,588,224.3774624,39.61909289,54.63007856,4.677307475,332,588,0.032681192
333,6,Cottonwood,11841,4918,207.7670709,23.00413877,38.06653536,-11.97742078,333,4918,0.415336543
333,26,Redwood,11841,6923,224.3774624,39.61909289,54.63007856,4.677307475,333,6923,0.584663457
334,6,Cottonwood,26274,25983,207.7670709,23.00413877,38.06653536,-11.97742078,334,25983,0.988962052
334,26,Redwood,26274,290,224.3774624,39.61909289,54.63007856,4.677307475,334,290,0.011037948
335,3,Brown,35290,19264,236.2611352,51.59050599,66.51367963,16.54197999,335,19264,0.545938899
335,6,Cottonwood,35290,16022,207.7670709,23.00413877,38.06653536,-11.97742078,335,16022,0.454061101
336,3,Brown,16582,6291,236.2611352,51.59050599,66.51367963,16.54197999,336,6291,0.379433052
336,6,Cottonwood,16582,1960,207.7670709,23.00413877,38.06653536,-11.97742078,336,1960,0.118214717
336,26,Redwood,16582,8329,224.3774624,39.61909289,54.63007856,4.677307475,336,8329,0.502352232
337,3,Brown,29984,7596,236.2611352,51.59050599,66.51367963,16.54197999,337,7596,0.253352011
337,26,Redwood,29984,22386,224.3774624,39.61909289,54.63007856,4.677307475,337,22386,0.746647989
338,3,Brown,38897,38889,236.2611352,51.59050599,66.51367963,16.54197999,338,38889,1
339,26,Redwood,37574,37578,224.3774624,39.61909289,54.63007856,4.677307475,339,37578,1
340,26,Redwood,30679,30679,224.3774624,39.61909289,54.63007856,4.677307475,340,30679,1
341,26,Redwood,24103,24103,224.3774624,39.61909289,54.63007856,4.677307475,341,24103,1
342,26,Redwood,17425,17423,224.3774624,39.61909289,54.63007856,4.677307475,342,17423,1
343,26,Redwood,29615,29611,224.3774624,39.61909289,54.63007856,4.677307475,343,29611,1
344,3,Brown,11986,3829,236.2611352,51.59050599,66.51367963,16.54197999,344,3829,0.319509346
344,26,Redwood,11986,8155,224.3774624,39.61909289,54.63007856,4.677307475,344,8155,0.680490654
345,3,Brown,23285,13851,236.2611352,51.59050599,66.51367963,16.54197999,345,13851,0.594974227
345,26,Redwood,23285,9429,224.3774624,39.61909289,54.63007856,4.677307475,345,9429,0.405025773
346,3,Brown,37526,23454,236.2611352,51.59050599,66.51367963,16.54197999,346,23454,0.625173259
346,26,Redwood,37526,14062,224.3774624,39.61909289,54.63007856,4.677307475,346,14062,0.374826741
347,3,Brown,31692,31681,236.2611352,51.59050599,66.51367963,16.54197999,347,31681,1
348,3,Brown,29948,29894,236.2611352,51.59050599,66.51367963,16.54197999,348,29894,0.998630366
348,22,Nicollet,29948,41,247.8033607,63.06422888,78.07351703,28.04202823,348,41,0.001369634
352,9,Faribault,15356,3,233.4853054,48.75917288,63.73888813,13.7697838,352,3,1
353,19,Martin,16255,789,249.2349133,64.64948977,79.50543648,29.58845986,353,789,1
354,9,Faribault,19756,11980,233.4853054,48.75917288,63.73888813,13.7697838,354,11980,0.718397697
354,19,Martin,19756,4696,249.2349133,64.64948977,79.50543648,29.58845986,354,4696,0.281602303
355,9,Faribault,29273,5550,233.4853054,48.75917288,63.73888813,13.7697838,355,5550,1
358,9,Faribault,31737,8614,233.4853054,48.75917288,63.73888813,13.7697838,358,8614,1
359,9,Faribault,17827,228,233.4853054,48.75917288,63.73888813,13.7697838,359,228,1
360,9,Faribault,13211,7172,233.4853054,48.75917288,63.73888813,13.7697838,360,7172,1
361,9,Faribault,19664,18187,233.4853054,48.75917288,63.73888813,13.7697838,361,18187,1
362,9,Faribault,13007,12738,233.4853054,48.75917288,63.73888813,13.7697838,362,12738,1
363,9,Faribault,10880,8345,233.4853054,48.75917288,63.73888813,13.7697838,363,8345,0.767568065
363,10,Freeborn,10880,2527,228.5530317,43.90104446,58.79821579,8.858981006,363,2527,0.232431935
364,9,Faribault,33475,13240,233.4853054,48.75917288,63.73888813,13.7697838,364,13240,0.395814649
364,10,Freeborn,33475,20210,228.5530317,43.90104446,58.79821579,8.858981006,364,20210,0.604185351
365,9,Faribault,39022,28136,233.4853054,48.75917288,63.73888813,13.7697838,365,28136,0.721546905
365,10,Freeborn,39022,10858,228.5530317,43.90104446,58.79821579,8.858981006,365,10858,0.278453095
366,9,Faribault,30399,25514,233.4853054,48.75917288,63.73888813,13.7697838,366,25514,0.979499386
366,10,Freeborn,30399,534,228.5530317,43.90104446,58.79821579,8.858981006,366,534,0.020500614
367,9,Faribault,30598,30578,233.4853054,48.75917288,63.73888813,13.7697838,367,30578,1
368,9,Faribault,17366,17354,233.4853054,48.75917288,63.73888813,13.7697838,368,17354,1
369,9,Faribault,27087,27070,233.4853054,48.75917288,63.73888813,13.7697838,369,27070,1
370,19,Martin,9778,6477,249.2349133,64.64948977,79.50543648,29.58845986,370,6477,1
371,19,Martin,24985,12219,249.2349133,64.64948977,79.50543648,29.58845986,371,12219,1
372,19,Martin,18018,18009,249.2349133,64.64948977,79.50543648,29.58845986,372,18009,1
373,9,Faribault,19074,5026,233.4853054,48.75917288,63.73888813,13.7697838,373,5026,0.263652101
373,19,Martin,19074,14037,249.2349133,64.64948977,79.50543648,29.58845986,373,14037,0.736347899
374,19,Martin,11082,11077,249.2349133,64.64948977,79.50543648,29.58845986,374,11077,1
375,19,Martin,19984,19975,249.2349133,64.64948977,79.50543648,29.58845986,375,19975,1
376,19,Martin,25250,25241,249.2349133,64.64948977,79.50543648,29.58845986,376,25241,1
377,9,Faribault,31212,3629,233.4853054,48.75917288,63.73888813,13.7697838,377,3629,0.116329017
377,19,Martin,31212,27567,249.2349133,64.64948977,79.50543648,29.58845986,377,27567,0.883670983
378,9,Faribault,19207,9182,233.4853054,48.75917288,63.73888813,13.7697838,378,9182,0.478328819
378,19,Martin,19207,10014,249.2349133,64.64948977,79.50543648,29.58845986,378,10014,0.521671181
379,9,Faribault,31085,16322,233.4853054,48.75917288,63.73888813,13.7697838,379,16322,0.525363718
379,19,Martin,31085,14746,249.2349133,64.64948977,79.50543648,29.58845986,379,14746,0.474636282
380,9,Faribault,34088,34013,233.4853054,48.75917288,63.73888813,13.7697838,380,34013,0.998385582
380,19,Martin,34088,55,249.2349133,64.64948977,79.50543648,29.58845986,380,55,0.001614418
381,13,Jackson,29128,28816,234.2801241,49.52963273,64.50670703,14.5382293,381,28816,0.98949248
381,19,Martin,29128,306,249.2349133,64.64948977,79.50543648,29.58845986,381,306,0.01050752
382,13,Jackson,18781,18296,234.2801241,49.52963273,64.50670703,14.5382293,382,18296,0.974383554
