Subbasin,Area_acre,inter_acre,WLD,CC,MN,ASC_obs,County,State
171,12417,10591,249.3057614,64.54149024,79.63110527,29.54370587,Yellow Medicine,Minnesota
172,22009,6692.95,229.14529,44.48585432,59.39409691,9.437279774,Lyon,Minnesota
172,22009,15316.3,249.3057614,64.54149024,79.63110527,29.54370587,Yellow Medicine,Minnesota
173,11535,7.19861,229.14529,44.48585432,59.39409691,9.437279774,Lyon,Minnesota
173,11535,11527.8,249.3057614,64.54149024,79.63110527,29.54370587,Yellow Medicine,Minnesota
174,27195,18906.6,267.1064237,82.60749044,97.36010955,47.49372663,Renville,Minnesota
174,27195,8288.16,249.3057614,64.54149024,79.63110527,29.54370587,Yellow Medicine,Minnesota
175,10716,0.121964,224.3774624,39.61909289,54.63007856,4.677307475,Redwood,Minnesota
175,10716,10715.5,267.1064237,82.60749044,97.36010955,47.49372663,Renville,Minnesota
175,10716,0.335372,249.3057614,64.54149024,79.63110527,29.54370587,Yellow Medicine,Minnesota
176,23327,5091.93,224.3774624,39.61909289,54.63007856,4.677307475,Redwood,Minnesota
176,23327,18234.8,249.3057614,64.54149024,79.63110527,29.54370587,Yellow Medicine,Minnesota
177,15205,2938.11,224.3774624,39.61909289,54.63007856,4.677307475,Redwood,Minnesota
177,15205,6865.81,267.1064237,82.60749044,97.36010955,47.49372663,Renville,Minnesota
177,15205,5401.27,249.3057614,64.54149024,79.63110527,29.54370587,Yellow Medicine,Minnesota
178,26981,1336.36,230.169958,45.42902496,60.46463069,10.45861018,Kandiyohi,Minnesota
178,26981,25644.3,267.1064237,82.60749044,97.36010955,47.49372663,Renville,Minnesota
179,10166,10165.7,267.1064237,82.60749044,97.36010955,47.49372663,Renville,Minnesota
180,26409,26409.5,267.1064237,82.60749044,97.36010955,47.49372663,Renville,Minnesota
181,14763,14762.8,267.1064237,82.60749044,97.36010955,47.49372663,Renville,Minnesota
182,32657,32657,267.1064237,82.60749044,97.36010955,47.49372663,Renville,Minnesota
183,15846,3.5461,224.3774624,39.61909289,54.63007856,4.677307475,Redwood,Minnesota
183,15846,15842.2,267.1064237,82.60749044,97.36010955,47.49372663,Renville,Minnesota
184,14023,14023,267.1064237,82.60749044,97.36010955,47.49372663,Renville,Minnesota
185,15026,15026.1,267.1064237,82.60749044,97.36010955,47.49372663,Renville,Minnesota
186,15278,0.219669,224.3774624,39.61909289,54.63007856,4.677307475,Redwood,Minnesota
186,15278,15277.9,267.1064237,82.60749044,97.36010955,47.49372663,Renville,Minnesota
187,18407,10990.2,224.3774624,39.61909289,54.63007856,4.677307475,Redwood,Minnesota
187,18407,5484.73,267.1064237,82.60749044,97.36010955,47.49372663,Renville,Minnesota
187,18407,1932.1,249.3057614,64.54149024,79.63110527,29.54370587,Yellow Medicine,Minnesota
188,19663,19603.5,224.3774624,39.61909289,54.63007856,4.677307475,Redwood,Minnesota
188,19663,59.7178,249.3057614,64.54149024,79.63110527,29.54370587,Yellow Medicine,Minnesota
189,15818,3848.06,224.3774624,39.61909289,54.63007856,4.677307475,Redwood,Minnesota
189,15818,11969.6,267.1064237,82.60749044,97.36010955,47.49372663,Renville,Minnesota
190,16878,5567.23,224.3774624,39.61909289,54.63007856,4.677307475,Redwood,Minnesota
190,16878,11311,267.1064237,82.60749044,97.36010955,47.49372663,Renville,Minnesota
191,32347,13549.6,253.1559149,68.34691791,83.41991768,33.36805272,Douglas,Minnesota
191,32347,18797.8,255.0010618,70.18700388,85.26984466,35.23543561,Otter Tail,Minnesota
192,13895,12198.3,253.1559149,68.34691791,83.41991768,33.36805272,Douglas,Minnesota
192,13895,1696.46,255.0010618,70.18700388,85.26984466,35.23543561,Otter Tail,Minnesota
193,22968,22968.4,253.1559149,68.34691791,83.41991768,33.36805272,Douglas,Minnesota
194,26666,26665.5,253.1559149,68.34691791,83.41991768,33.36805272,Douglas,Minnesota
195,23242,13813.4,253.1559149,68.34691791,83.41991768,33.36805272,Douglas,Minnesota
195,23242,9428.2,236.8262788,52.14586221,67.11797534,17.2225039,Grant,Minnesota
196,38186,37677.2,253.1559149,68.34691791,83.41991768,33.36805272,Douglas,Minnesota
196,38186,508.604,236.8262788,52.14586221,67.11797534,17.2225039,Grant,Minnesota
197,38460,19501.7,253.1559149,68.34691791,83.41991768,33.36805272,Douglas,Minnesota
197,38460,14371.3,236.8262788,52.14586221,67.11797534,17.2225039,Grant,Minnesota
197,38460,1411.61,243.8139225,59.11259891,74.07683194,24.06796447,Pope,Minnesota
197,38460,3175.45,222.4095129,37.91125157,52.66306618,2.746698187,Stevens,Minnesota
198,14318,11374.1,253.1559149,68.34691791,83.41991768,33.36805272,Douglas,Minnesota
198,14318,2826.3,243.8139225,59.11259891,74.07683194,24.06796447,Pope,Minnesota
198,14318,117.22,222.4095129,37.91125157,52.66306618,2.746698187,Stevens,Minnesota
199,9098,888.712,253.1559149,68.34691791,83.41991768,33.36805272,Douglas,Minnesota
199,9098,8029.4,243.8139225,59.11259891,74.07683194,24.06796447,Pope,Minnesota
199,9098,179.731,222.4095129,37.91125157,52.66306618,2.746698187,Stevens,Minnesota
200,40026,23842.8,243.8139225,59.11259891,74.07683194,24.06796447,Pope,Minnesota
200,40026,16183.6,222.4095129,37.91125157,52.66306618,2.746698187,Stevens,Minnesota
201,39513,12607.7,253.1559149,68.34691791,83.41991768,33.36805272,Douglas,Minnesota
201,39513,26905.6,243.8139225,59.11259891,74.07683194,24.06796447,Pope,Minnesota
202,13903,6766.53,253.1559149,68.34691791,83.41991768,33.36805272,Douglas,Minnesota
202,13903,7136.89,243.8139225,59.11259891,74.07683194,24.06796447,Pope,Minnesota
203,10430,10429.6,243.8139225,59.11259891,74.07683194,24.06796447,Pope,Minnesota
204,29604,29604.1,243.8139225,59.11259891,74.07683194,24.06796447,Pope,Minnesota
205,26399,26399.5,243.8139225,59.11259891,74.07683194,24.06796447,Pope,Minnesota
206,24731,24730.7,243.8139225,59.11259891,74.07683194,24.06796447,Pope,Minnesota
207,14468,14467.7,243.8139225,59.11259891,74.07683194,24.06796447,Pope,Minnesota
208,32023,383.422,230.169958,45.42902496,60.46463069,10.45861018,Kandiyohi,Minnesota
208,32023,30805.3,243.8139225,59.11259891,74.07683194,24.06796447,Pope,Minnesota
208,32023,189.545,247.6632706,62.95575483,77.93697148,27.92082094,Stearns,Minnesota
208,32023,644.192,233.7713403,49.17832665,64.02132331,14.08271563,Swift,Minnesota
209,26679,19226.1,230.169958,45.42902496,60.46463069,10.45861018,Kandiyohi,Minnesota
209,26679,1298.12,243.8139225,59.11259891,74.07683194,24.06796447,Pope,Minnesota
209,26679,6154.78,233.7713403,49.17832665,64.02132331,14.08271563,Swift,Minnesota
210,24106,320.308,230.169958,45.42902496,60.46463069,10.45861018,Kandiyohi,Minnesota
210,24106,1408.28,243.8139225,59.11259891,74.07683194,24.06796447,Pope,Minnesota
210,24106,22377.3,233.7713403,49.17832665,64.02132331,14.08271563,Swift,Minnesota
211,37899,4665.32,230.169958,45.42902496,60.46463069,10.45861018,Kandiyohi,Minnesota
211,37899,33233.9,233.7713403,49.17832665,64.02132331,14.08271563,Swift,Minnesota
212,11719,11719.5,233.7713403,49.17832665,64.02132331,14.08271563,Swift,Minnesota
213,7094,7093.63,233.7713403,49.17832665,64.02132331,14.08271563,Swift,Minnesota
214,30752,7164.74,253.1559149,68.34691791,83.41991768,33.36805272,Douglas,Minnesota
214,30752,23587.2,243.8139225,59.11259891,74.07683194,24.06796447,Pope,Minnesota
215,23784,23784,243.8139225,59.11259891,74.07683194,24.06796447,Pope,Minnesota
216,26338,26338.2,243.8139225,59.11259891,74.07683194,24.06796447,Pope,Minnesota
217,43160,43160.1,243.8139225,59.11259891,74.07683194,24.06796447,Pope,Minnesota
218,37743,5856.99,243.8139225,59.11259891,74.07683194,24.06796447,Pope,Minnesota
218,37743,31886.2,233.7713403,49.17832665,64.02132331,14.08271563,Swift,Minnesota
219,28867,17612,243.8139225,59.11259891,74.07683194,24.06796447,Pope,Minnesota
219,28867,11254.9,233.7713403,49.17832665,64.02132331,14.08271563,Swift,Minnesota
220,16781,6922.9,243.8139225,59.11259891,74.07683194,24.06796447,Pope,Minnesota
220,16781,9857.99,222.4095129,37.91125157,52.66306618,2.746698187,Stevens,Minnesota
221,12512,12511.8,243.8139225,59.11259891,74.07683194,24.06796447,Pope,Minnesota
222,34113,22643.8,243.8139225,59.11259891,74.07683194,24.06796447,Pope,Minnesota
222,34113,1959.73,222.4095129,37.91125157,52.66306618,2.746698187,Stevens,Minnesota
222,34113,9509.78,233.7713403,49.17832665,64.02132331,14.08271563,Swift,Minnesota
223,35284,2940.16,243.8139225,59.11259891,74.07683194,24.06796447,Pope,Minnesota
223,35284,24431.6,222.4095129,37.91125157,52.66306618,2.746698187,Stevens,Minnesota
223,35284,7912.42,233.7713403,49.17832665,64.02132331,14.08271563,Swift,Minnesota
224,24234,191.69,243.8139225,59.11259891,74.07683194,24.06796447,Pope,Minnesota
224,24234,24042.3,233.7713403,49.17832665,64.02132331,14.08271563,Swift,Minnesota
225,15897,15896.9,233.7713403,49.17832665,64.02132331,14.08271563,Swift,Minnesota
226,30433,29633.3,230.169958,45.42902496,60.46463069,10.45861018,Kandiyohi,Minnesota
226,30433,799.559,233.7713403,49.17832665,64.02132331,14.08271563,Swift,Minnesota
227,15065,15064.7,230.169958,45.42902496,60.46463069,10.45861018,Kandiyohi,Minnesota
228,34612,237.193,245.3499519,60.7537017,75.58256866,25.66624544,Chippewa,Minnesota
228,34612,27939.5,230.169958,45.42902496,60.46463069,10.45861018,Kandiyohi,Minnesota
228,34612,6435.3,233.7713403,49.17832665,64.02132331,14.08271563,Swift,Minnesota
229,26865,26864.7,245.3499519,60.7537017,75.58256866,25.66624544,Chippewa,Minnesota
230,17174,8892.32,245.3499519,60.7537017,75.58256866,25.66624544,Chippewa,Minnesota
230,17174,8282.11,233.7713403,49.17832665,64.02132331,14.08271563,Swift,Minnesota
231,40793,14893.4,245.3499519,60.7537017,75.58256866,25.66624544,Chippewa,Minnesota
231,40793,25899.1,233.7713403,49.17832665,64.02132331,14.08271563,Swift,Minnesota
232,38965,38965.3,233.7713403,49.17832665,64.02132331,14.08271563,Swift,Minnesota
233,29691,29691.2,233.7713403,49.17832665,64.02132331,14.08271563,Swift,Minnesota
234,11404,11403.7,233.7713403,49.17832665,64.02132331,14.08271563,Swift,Minnesota
235,21817,21817.2,233.7713403,49.17832665,64.02132331,14.08271563,Swift,Minnesota
236,16411,717.382,245.3499519,60.7537017,75.58256866,25.66624544,Chippewa,Minnesota
236,16411,15693.6,233.7713403,49.17832665,64.02132331,14.08271563,Swift,Minnesota
237,18283,18282.8,245.3499519,60.7537017,75.58256866,25.66624544,Chippewa,Minnesota
238,16031,14442.9,245.3499519,60.7537017,75.58256866,25.66624544,Chippewa,Minnesota
238,16031,1588.11,233.7713403,49.17832665,64.02132331,14.08271563,Swift,Minnesota
239,32663,32662.9,245.3499519,60.7537017,75.58256866,25.66624544,Chippewa,Minnesota
240,23901,5816.95,245.3499519,60.7537017,75.58256866,25.66624544,Chippewa,Minnesota
240,23901,18084.4,233.7713403,49.17832665,64.02132331,14.08271563,Swift,Minnesota
241,25165,25070.9,245.3499519,60.7537017,75.58256866,25.66624544,Chippewa,Minnesota
241,25165,94.5052,233.7713403,49.17832665,64.02132331,14.08271563,Swift,Minnesota
242,19401,12059.6,245.3499519,60.7537017,75.58256866,25.66624544,Chippewa,Minnesota
242,19401,7341.64,233.7713403,49.17832665,64.02132331,14.08271563,Swift,Minnesota
243,11037,11036.9,245.3499519,60.7537017,75.58256866,25.66624544,Chippewa,Minnesota
244,12968,12967.8,245.3499519,60.7537017,75.58256866,25.66624544,Chippewa,Minnesota
245,36106,3443.51,239.9594359,55.29384572,70.2707165,20.31938607,Lincoln,Minnesota
245,36106,8632.65,229.14529,44.48585432,59.39409691,9.437279774,Lyon,Minnesota
245,36106,10045,228.3531314,43.68914101,58.65487607,8.76346475,Murray,Minnesota
245,36106,13985,267.8004805,83.15411974,98.08475516,48.14708642,Pipestone,Minnesota
246,32167,25537.9,239.9594359,55.29384572,70.2707165,20.31938607,Lincoln,Minnesota
246,32167,3885.29,229.14529,44.48585432,59.39409691,9.437279774,Lyon,Minnesota
246,32167,2743.4,267.8004805,83.15411974,98.08475516,48.14708642,Pipestone,Minnesota
247,15299,1784.04,239.9594359,55.29384572,70.2707165,20.31938607,Lincoln,Minnesota
247,15299,13514.9,229.14529,44.48585432,59.39409691,9.437279774,Lyon,Minnesota
248,14783,14782.6,239.9594359,55.29384572,70.2707165,20.31938607,Lincoln,Minnesota
249,13198,13197.6,239.9594359,55.29384572,70.2707165,20.31938607,Lincoln,Minnesota
250,17475,17475.3,239.9594359,55.29384572,70.2707165,20.31938607,Lincoln,Minnesota
251,16633,5472.2,239.9594359,55.29384572,70.2707165,20.31938607,Lincoln,Minnesota
251,16633,11161,229.14529,44.48585432,59.39409691,9.437279774,Lyon,Minnesota
252,27071,27071.4,229.14529,44.48585432,59.39409691,9.437279774,Lyon,Minnesota
253,11960,11959.9,229.14529,44.48585432,59.39409691,9.437279774,Lyon,Minnesota
254,12996,12996,229.14529,44.48585432,59.39409691,9.437279774,Lyon,Minnesota
255,28182,2791.05,239.9594359,55.29384572,70.2707165,20.31938607,Lincoln,Minnesota
255,28182,25390.9,229.14529,44.48585432,59.39409691,9.437279774,Lyon,Minnesota
256,10868,10867.7,229.14529,44.48585432,59.39409691,9.437279774,Lyon,Minnesota
257,15656,15656.5,229.14529,44.48585432,59.39409691,9.437279774,Lyon,Minnesota
258,20339,20338.7,229.14529,44.48585432,59.39409691,9.437279774,Lyon,Minnesota
259,14507,11387,229.14529,44.48585432,59.39409691,9.437279774,Lyon,Minnesota
259,14507,3120.16,224.3774624,39.61909289,54.63007856,4.677307475,Redwood,Minnesota
260,11468,3619.54,229.14529,44.48585432,59.39409691,9.437279774,Lyon,Minnesota
260,11468,7848.02,224.3774624,39.61909289,54.63007856,4.677307475,Redwood,Minnesota
261,27248,188.634,229.14529,44.48585432,59.39409691,9.437279774,Lyon,Minnesota
261,27248,27059.8,224.3774624,39.61909289,54.63007856,4.677307475,Redwood,Minnesota
262,14636,6124.45,224.3774624,39.61909289,54.63007856,4.677307475,Redwood,Minnesota
262,14636,8511.45,249.3057614,64.54149024,79.63110527,29.54370587,Yellow Medicine,Minnesota
263,13943,10257.9,224.3774624,39.61909289,54.63007856,4.677307475,Redwood,Minnesota
263,13943,3684.6,249.3057614,64.54149024,79.63110527,29.54370587,Yellow Medicine,Minnesota
264,14049,14049.1,224.3774624,39.61909289,54.63007856,4.677307475,Redwood,Minnesota
265,23193,18805.1,229.14529,44.48585432,59.39409691,9.437279774,Lyon,Minnesota
265,23193,3512.83,224.3774624,39.61909289,54.63007856,4.677307475,Redwood,Minnesota
265,23193,875.367,249.3057614,64.54149024,79.63110527,29.54370587,Yellow Medicine,Minnesota
266,18405,18181.2,224.3774624,39.61909289,54.63007856,4.677307475,Redwood,Minnesota
266,18405,223.721,249.3057614,64.54149024,79.63110527,29.54370587,Yellow Medicine,Minnesota
267,15027,15026.8,224.3774624,39.61909289,54.63007856,4.677307475,Redwood,Minnesota
268,22130,22130.5,224.3774624,39.61909289,54.63007856,4.677307475,Redwood,Minnesota
269,18969,18968.9,267.1064237,82.60749044,97.36010955,47.49372663,Renville,Minnesota
270,16824,16823.6,267.1064237,82.60749044,97.36010955,47.49372663,Renville,Minnesota
271,7935,52.1835,224.3774624,39.61909289,54.63007856,4.677307475,Redwood,Minnesota
271,7935,7882.39,267.1064237,82.60749044,97.36010955,47.49372663,Renville,Minnesota
272,17905,17904.9,224.3774624,39.61909289,54.63007856,4.677307475,Redwood,Minnesota
273,14364,14364.1,224.3774624,39.61909289,54.63007856,4.677307475,Redwood,Minnesota
274,13745,13744.8,224.3774624,39.61909289,54.63007856,4.677307475,Redwood,Minnesota
275,17229,17229.4,267.1064237,82.60749044,97.36010955,47.49372663,Renville,Minnesota
276,13046,13046.2,267.1064237,82.60749044,97.36010955,47.49372663,Renville,Minnesota
277,14300,328.798,247.8033607,63.06422888,78.07351703,28.04202823,Nicollet,Minnesota
277,14300,13971.5,267.1064237,82.60749044,97.36010955,47.49372663,Renville,Minnesota
278,21573,21572.8,224.3774624,39.61909289,54.63007856,4.677307475,Redwood,Minnesota
279,12927,80.4043,224.3774624,39.61909289,54.63007856,4.677307475,Redwood,Minnesota
279,12927,12846.3,267.1064237,82.60749044,97.36010955,47.49372663,Renville,Minnesota
280,14883,7500.66,224.3774624,39.61909289,54.63007856,4.677307475,Redwood,Minnesota
280,14883,7382.83,267.1064237,82.60749044,97.36010955,47.49372663,Renville,Minnesota
281,12726,6561.42,236.2611352,51.59050599,66.51367963,16.54197999,Brown,Minnesota
281,12726,6157.15,224.3774624,39.61909289,54.63007856,4.677307475,Redwood,Minnesota
281,12726,7.78285,267.1064237,82.60749044,97.36010955,47.49372663,Renville,Minnesota
282,21303,5269.6,236.2611352,51.59050599,66.51367963,16.54197999,Brown,Minnesota
282,21303,1114.27,247.8033607,63.06422888,78.07351703,28.04202823,Nicollet,Minnesota
282,21303,2820.9,224.3774624,39.61909289,54.63007856,4.677307475,Redwood,Minnesota
282,21303,12097.9,267.1064237,82.60749044,97.36010955,47.49372663,Renville,Minnesota
283,28506,21530.9,236.2611352,51.59050599,66.51367963,16.54197999,Brown,Minnesota
283,28506,6974.59,224.3774624,39.61909289,54.63007856,4.677307475,Redwood,Minnesota
284,26963,21294.8,236.2611352,51.59050599,66.51367963,16.54197999,Brown,Minnesota
284,26963,5530.62,247.8033607,63.06422888,78.07351703,28.04202823,Nicollet,Minnesota
284,26963,137.698,267.1064237,82.60749044,97.36010955,47.49372663,Renville,Minnesota
285,14510,14509.9,267.1064237,82.60749044,97.36010955,47.49372663,Renville,Minnesota
286,14758,10254.7,267.1064237,82.60749044,97.36010955,47.49372663,Renville,Minnesota
286,14758,4503.47,262.7539977,78.01929828,93.03441559,43.10819449,Sibley,Minnesota
287,10727,3752.21,247.8033607,63.06422888,78.07351703,28.04202823,Nicollet,Minnesota
287,10727,1945,267.1064237,82.60749044,97.36010955,47.49372663,Renville,Minnesota
287,10727,5029.34,262.7539977,78.01929828,93.03441559,43.10819449,Sibley,Minnesota
288,14152,52.1931,236.2611352,51.59050599,66.51367963,16.54197999,Brown,Minnesota
288,14152,4883.72,247.8033607,63.06422888,78.07351703,28.04202823,Nicollet,Minnesota
288,14152,9215.67,267.1064237,82.60749044,97.36010955,47.49372663,Renville,Minnesota
289,23631,8427.65,247.8033607,63.06422888,78.07351703,28.04202823,Nicollet,Minnesota
289,23631,385.433,267.1064237,82.60749044,97.36010955,47.49372663,Renville,Minnesota
289,23631,14817.4,262.7539977,78.01929828,93.03441559,43.10819449,Sibley,Minnesota
290,30728,12417.6,236.2611352,51.59050599,66.51367963,16.54197999,Brown,Minnesota
290,30728,18310.8,247.8033607,63.06422888,78.07351703,28.04202823,Nicollet,Minnesota
291,12945,0.809959,236.2611352,51.59050599,66.51367963,16.54197999,Brown,Minnesota
291,12945,12944.5,247.8033607,63.06422888,78.07351703,28.04202823,Nicollet,Minnesota
292,15578,1858.54,236.2611352,51.59050599,66.51367963,16.54197999,Brown,Minnesota
292,15578,13719.8,247.8033607,63.06422888,78.07351703,28.04202823,Nicollet,Minnesota
293,34933,17425.5,236.2611352,51.59050599,66.51367963,16.54197999,Brown,Minnesota
293,34933,17507.9,207.7670709,23.00413877,38.06653536,-11.97742078,Cottonwood,Minnesota
294,16781,9670.79,236.2611352,51.59050599,66.51367963,16.54197999,Brown,Minnesota
294,16781,7110.63,207.7670709,23.00413877,38.06653536,-11.97742078,Cottonwood,Minnesota
295,21297,21296.5,236.2611352,51.59050599,66.51367963,16.54197999,Brown,Minnesota
296,35285,1932.21,239.4442679,54.76895783,69.75173792,19.76263974,Blue Earth,Minnesota
296,35285,33352.9,236.2611352,51.59050599,66.51367963,16.54197999,Brown,Minnesota
297,26890,26890.4,247.8033607,63.06422888,78.07351703,28.04202823,Nicollet,Minnesota
298,17472,17472.2,247.8033607,63.06422888,78.07351703,28.04202823,Nicollet,Minnesota
299,6174,15.6326,239.4442679,54.76895783,69.75173792,19.76263974,Blue Earth,Minnesota
299,6174,6158.39,247.8033607,63.06422888,78.07351703,28.04202823,Nicollet,Minnesota
300,30351,26215.3,239.4442679,54.76895783,69.75173792,19.76263974,Blue Earth,Minnesota
300,30351,4010.54,236.2611352,51.59050599,66.51367963,16.54197999,Brown,Minnesota
300,30351,124.874,235.5558567,51.04232258,65.83097886,15.96629764,Watonwan,Minnesota
301,13929,13929.1,239.4442679,54.76895783,69.75173792,19.76263974,Blue Earth,Minnesota
302,10284,10284.1,239.4442679,54.76895783,69.75173792,19.76263974,Blue Earth,Minnesota
303,37783,9976.07,239.4442679,54.76895783,69.75173792,19.76263974,Blue Earth,Minnesota
303,37783,27807.3,236.2611352,51.59050599,66.51367963,16.54197999,Brown,Minnesota
304,31038,14847.4,239.4442679,54.76895783,69.75173792,19.76263974,Blue Earth,Minnesota
304,31038,2612.32,236.2611352,51.59050599,66.51367963,16.54197999,Brown,Minnesota
304,31038,13577.8,247.8033607,63.06422888,78.07351703,28.04202823,Nicollet,Minnesota
305,23536,9205.51,239.4442679,54.76895783,69.75173792,19.76263974,Blue Earth,Minnesota
305,23536,14330.6,247.8033607,63.06422888,78.07351703,28.04202823,Nicollet,Minnesota
306,11402,9683.71,239.4442679,54.76895783,69.75173792,19.76263974,Blue Earth,Minnesota
306,11402,1718.3,254.7438439,70.01571656,85.03506075,35.1184777,Le Sueur,Minnesota
306,11402,0.00651599,247.8033607,63.06422888,78.07351703,28.04202823,Nicollet,Minnesota
307,25356,16174.9,239.4442679,54.76895783,69.75173792,19.76263974,Blue Earth,Minnesota
307,25356,553.506,254.7438439,70.01571656,85.03506075,35.1184777,Le Sueur,Minnesota
307,25356,8627.88,247.8033607,63.06422888,78.07351703,28.04202823,Nicollet,Minnesota
308,23244,23244,247.8033607,63.06422888,78.07351703,28.04202823,Nicollet,Minnesota
309,26753,7143.72,239.4442679,54.76895783,69.75173792,19.76263974,Blue Earth,Minnesota
309,26753,19609.7,254.7438439,70.01571656,85.03506075,35.1184777,Le Sueur,Minnesota
310,17225,17225.1,247.8033607,63.06422888,78.07351703,28.04202823,Nicollet,Minnesota
311,21337,21330,254.7438439,70.01571656,85.03506075,35.1184777,Le Sueur,Minnesota
311,21337,7.07576,247.8033607,63.06422888,78.07351703,28.04202823,Nicollet,Minnesota
312,20946,12023.2,254.7438439,70.01571656,85.03506075,35.1184777,Le Sueur,Minnesota
312,20946,8922.33,247.8033607,63.06422888,78.07351703,28.04202823,Nicollet,Minnesota
313,28188,28117,229.14529,44.48585432,59.39409691,9.437279774,Lyon,Minnesota
313,28188,71.2015,228.3531314,43.68914101,58.65487607,8.76346475,Murray,Minnesota
314,36060,35767.1,229.14529,44.48585432,59.39409691,9.437279774,Lyon,Minnesota
314,36060,292.72,224.3774624,39.61909289,54.63007856,4.677307475,Redwood,Minnesota
315,17370,17370.3,229.14529,44.48585432,59.39409691,9.437279774,Lyon,Minnesota
316,20537,20537.3,229.14529,44.48585432,59.39409691,9.437279774,Lyon,Minnesota
317,15517,15516.5,229.14529,44.48585432,59.39409691,9.437279774,Lyon,Minnesota
318,9530,9516.75,229.14529,44.48585432,59.39409691,9.437279774,Lyon,Minnesota
318,9530,12.8171,224.3774624,39.61909289,54.63007856,4.677307475,Redwood,Minnesota
319,18473,4216.4,229.14529,44.48585432,59.39409691,9.437279774,Lyon,Minnesota
319,18473,14256.5,228.3531314,43.68914101,58.65487607,8.76346475,Murray,Minnesota
320,8929,8928.51,228.3531314,43.68914101,58.65487607,8.76346475,Murray,Minnesota
321,30281,13502.4,228.3531314,43.68914101,58.65487607,8.76346475,Murray,Minnesota
321,30281,16778.2,224.3774624,39.61909289,54.63007856,4.677307475,Redwood,Minnesota
322,9087,5625.43,229.14529,44.48585432,59.39409691,9.437279774,Lyon,Minnesota
322,9087,3461.17,224.3774624,39.61909289,54.63007856,4.677307475,Redwood,Minnesota
323,10278,3137.3,229.14529,44.48585432,59.39409691,9.437279774,Lyon,Minnesota
323,10278,7140.8,224.3774624,39.61909289,54.63007856,4.677307475,Redwood,Minnesota
324,17882,4745.47,229.14529,44.48585432,59.39409691,9.437279774,Lyon,Minnesota
324,17882,57.1981,228.3531314,43.68914101,58.65487607,8.76346475,Murray,Minnesota
324,17882,13079,224.3774624,39.61909289,54.63007856,4.677307475,Redwood,Minnesota
325,19358,1473.28,229.14529,44.48585432,59.39409691,9.437279774,Lyon,Minnesota
325,19358,17884.6,224.3774624,39.61909289,54.63007856,4.677307475,Redwood,Minnesota
326,33168,12733.5,207.7670709,23.00413877,38.06653536,-11.97742078,Cottonwood,Minnesota
326,33168,3215.03,228.3531314,43.68914101,58.65487607,8.76346475,Murray,Minnesota
326,33168,17219.1,224.3774624,39.61909289,54.63007856,4.677307475,Redwood,Minnesota
327,11260,11259.7,224.3774624,39.61909289,54.63007856,4.677307475,Redwood,Minnesota
328,23587,6237.14,207.7670709,23.00413877,38.06653536,-11.97742078,Cottonwood,Minnesota
328,23587,17349.7,228.3531314,43.68914101,58.65487607,8.76346475,Murray,Minnesota
329,29142,25270.3,207.7670709,23.00413877,38.06653536,-11.97742078,Cottonwood,Minnesota
329,29142,3871.42,228.3531314,43.68914101,58.65487607,8.76346475,Murray,Minnesota
330,29109,28838,207.7670709,23.00413877,38.06653536,-11.97742078,Cottonwood,Minnesota
330,29109,270.556,228.3531314,43.68914101,58.65487607,8.76346475,Murray,Minnesota
331,22306,22306.1,207.7670709,23.00413877,38.06653536,-11.97742078,Cottonwood,Minnesota
332,17992,17397.4,207.7670709,23.00413877,38.06653536,-11.97742078,Cottonwood,Minnesota
332,17992,594.139,224.3774624,39.61909289,54.63007856,4.677307475,Redwood,Minnesota
333,11841,4893.98,207.7670709,23.00413877,38.06653536,-11.97742078,Cottonwood,Minnesota
333,11841,6946.89,224.3774624,39.61909289,54.63007856,4.677307475,Redwood,Minnesota
334,26274,25982.3,207.7670709,23.00413877,38.06653536,-11.97742078,Cottonwood,Minnesota
334,26274,291.261,224.3774624,39.61909289,54.63007856,4.677307475,Redwood,Minnesota
335,35290,19270.1,236.2611352,51.59050599,66.51367963,16.54197999,Brown,Minnesota
335,35290,16019.9,207.7670709,23.00413877,38.06653536,-11.97742078,Cottonwood,Minnesota
336,16582,6293.42,236.2611352,51.59050599,66.51367963,16.54197999,Brown,Minnesota
336,16582,1948.53,207.7670709,23.00413877,38.06653536,-11.97742078,Cottonwood,Minnesota
336,16582,8340.48,224.3774624,39.61909289,54.63007856,4.677307475,Redwood,Minnesota
337,29984,7597.93,236.2611352,51.59050599,66.51367963,16.54197999,Brown,Minnesota
337,29984,22386.2,224.3774624,39.61909289,54.63007856,4.677307475,Redwood,Minnesota
338,38897,38897.4,236.2611352,51.59050599,66.51367963,16.54197999,Brown,Minnesota
339,37574,37574.1,224.3774624,39.61909289,54.63007856,4.677307475,Redwood,Minnesota
340,30679,30678.5,224.3774624,39.61909289,54.63007856,4.677307475,Redwood,Minnesota
341,24103,24103.1,224.3774624,39.61909289,54.63007856,4.677307475,Redwood,Minnesota
342,17425,17425.1,224.3774624,39.61909289,54.63007856,4.677307475,Redwood,Minnesota
343,29615,29614.7,224.3774624,39.61909289,54.63007856,4.677307475,Redwood,Minnesota
344,11986,3824.78,236.2611352,51.59050599,66.51367963,16.54197999,Brown,Minnesota
344,11986,8161.45,224.3774624,39.61909289,54.63007856,4.677307475,Redwood,Minnesota
345,23285,13848,236.2611352,51.59050599,66.51367963,16.54197999,Brown,Minnesota
