Index,County,State,WLD,CC,NM,ASC_obs,Subbasin,Area_acre,inter_acre,GW,Buffer,Unnamed: 0,original,weight
584,Murray,Minnesota,228.3531314,43.68914101,58.65487607,8.76346475,329,29142,3871.42,1.76,1.82,584,3871.42,0.13284802681516394
585,Cottonwood,Minnesota,207.7670709,23.00413877,38.06653536,-11.97742078,329,29142,25270.3,1.76,1.82,585,25270.3,0.867151973184836
586,Murray,Minnesota,228.3531314,43.68914101,58.65487607,8.76346475,330,29109,270.556,1.76,1.82,586,270.556,0.009294724204113732
587,Cottonwood,Minnesota,207.7670709,23.00413877,38.06653536,-11.97742078,330,29109,28838.0,1.76,1.82,587,28838.0,0.9907052757958864
588,Cottonwood,Minnesota,207.7670709,23.00413877,38.06653536,-11.97742078,331,22306,22306.1,1.76,1.82,588,22306.1,1.0
589,Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,332,17992,594.139,1.76,1.82,589,594.139,0.033023244981988484
590,Cottonwood,Minnesota,207.7670709,23.00413877,38.06653536,-11.97742078,332,17992,17397.4,1.76,1.82,590,17397.4,0.9669767550180116
591,Cottonwood,Minnesota,207.7670709,23.00413877,38.06653536,-11.97742078,333,11841,4893.98,1.76,1.82,591,4893.98,0.4133125353120168
592,Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,333,11841,6946.89,1.76,1.82,592,6946.89,0.5866874646879833
593,Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,334,26274,291.261,1.76,1.82,593,291.26099999999997,0.011085707034535595
594,Cottonwood,Minnesota,207.7670709,23.00413877,38.06653536,-11.97742078,334,26274,25982.3,1.76,1.82,594,25982.3,0.9889142929654644
595,Cottonwood,Minnesota,207.7670709,23.00413877,38.06653536,-11.97742078,335,35290,16019.9,1.76,1.82,595,16019.9,0.4539501275148767
596,Brown,Minnesota,236.2611352,51.59050599,66.51367963,16.54197999,335,35290,19270.1,1.76,1.82,596,19270.1,0.5460498724851233
597,Cottonwood,Minnesota,207.7670709,23.00413877,38.06653536,-11.97742078,336,16582,1948.53,1.76,1.82,597,1948.53,0.11750569729526975
598,Brown,Minnesota,236.2611352,51.59050599,66.51367963,16.54197999,336,16582,6293.42,1.76,1.82,598,6293.42,0.3795233871030965
599,Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,336,16582,8340.48,1.76,1.82,599,8340.48,0.5029709156016338
600,Brown,Minnesota,236.2611352,51.59050599,66.51367963,16.54197999,337,29984,7597.93,1.76,1.82,600,7597.93,0.25339838107692303
601,Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,337,29984,22386.2,1.76,1.82,601,22386.2,0.746601618923077
602,Brown,Minnesota,236.2611352,51.59050599,66.51367963,16.54197999,338,38897,38897.4,1.76,1.82,602,38897.4,1.0
603,Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,339,37574,37574.1,1.76,1.82,603,37574.1,1.0
604,Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,340,30679,30678.5,1.76,1.82,604,30678.5,1.0
605,Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,341,24103,24103.1,1.76,1.82,605,24103.1,1.0
606,Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,342,17425,17425.1,1.76,1.82,606,17425.1,1.0
607,Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,343,29615,29614.7,1.76,1.82,607,29614.7,1.0
608,Brown,Minnesota,236.2611352,51.59050599,66.51367963,16.54197999,344,11986,3824.78,1.76,1.82,608,3824.78,0.3190978314282306
609,Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,344,11986,8161.45,1.76,1.82,609,8161.45,0.6809021685717694
610,Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,345,23285,9437.35,1.76,1.82,610,9437.35,0.4052913097720241
611,Brown,Minnesota,236.2611352,51.59050599,66.51367963,16.54197999,345,23285,13848.0,1.76,1.82,611,13848.0,0.5947086902279761
612,Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,346,37526,14064.5,1.76,1.82,612,14064.5,0.3747964728172959
613,Brown,Minnesota,236.2611352,51.59050599,66.51367963,16.54197999,346,37526,23461.2,1.76,1.82,613,23461.2,0.6252035271827042
614,Brown,Minnesota,236.2611352,51.59050599,66.51367963,16.54197999,347,31692,31691.8,1.76,1.82,614,31691.8,1.0
615,Nicollet,Minnesota,247.8033607,63.06422888,78.07351703,28.04202823,348,29948,41.1378,1.76,1.82,615,41.1378,0.0013736530042679884
616,Brown,Minnesota,236.2611352,51.59050599,66.51367963,16.54197999,348,29948,29906.6,1.76,1.82,616,29906.6,0.998626346995732
617,Kossuth,Iowa,312.4837276,128.1571953,142.6865142,92.87616799,349,17841,17841.2,1.25,2.27,617,17841.2,1.0
618,Kossuth,Iowa,312.4837276,128.1571953,142.6865142,92.87616799,350,25133,25132.9,1.25,2.27,618,25132.9,1.0
619,Winnebago,Iowa,314.5875403,130.1985566,144.772145,94.91196498,351,15343,149.666,1.25,2.27,619,149.666,0.009754570862363088
620,Kossuth,Iowa,312.4837276,128.1571953,142.6865142,92.87616799,351,15343,15193.5,1.25,2.27,620,15193.5,0.9902454291376368
621,Faribault,Minnesota,233.4853054,48.75917288,63.73888813,13.769783800000004,352,15356,4.11415,1.76,1.82,621,4.11415,0.00026792132021212305
622,Kossuth,Iowa,312.4837276,128.1571953,142.6865142,92.87616799,352,15356,15351.7,1.25,2.27,622,15351.7,0.999732078679788
623,Martin,Minnesota,249.2349133,64.64948977,79.50543648,29.58845986,353,16255,792.648,1.76,1.82,623,792.648,0.04876199044160457
624,Kossuth,Iowa,312.4837276,128.1571953,142.6865142,92.87616799,353,16255,15462.8,1.25,2.27,624,15462.8,0.9512380095583954
625,Kossuth,Iowa,312.4837276,128.1571953,142.6865142,92.87616799,354,19756,3065.72,1.25,2.27,625,3065.72,0.1551789504267811
626,Martin,Minnesota,249.2349133,64.64948977,79.50543648,29.58845986,354,19756,4699.61,1.76,1.82,626,4699.61,0.2378823073259152
627,Faribault,Minnesota,233.4853054,48.75917288,63.73888813,13.769783800000004,354,19756,11990.7,1.76,1.82,627,11990.7,0.6069387422473038
628,Faribault,Minnesota,233.4853054,48.75917288,63.73888813,13.769783800000004,355,29273,5560.92,1.76,1.82,628,5560.92,0.18996676814770685
629,Kossuth,Iowa,312.4837276,128.1571953,142.6865142,92.87616799,355,29273,23712.2,1.25,2.27,629,23712.2,0.8100332318522931
630,Kossuth,Iowa,312.4837276,128.1571953,142.6865142,92.87616799,356,12440,5671.73,1.25,2.27,630,5671.73,0.4559088910485037
631,Winnebago,Iowa,314.5875403,130.1985566,144.772145,94.91196498,356,12440,6768.76,1.25,2.27,631,6768.76,0.5440911089514963
632,Kossuth,Iowa,312.4837276,128.1571953,142.6865142,92.87616799,357,26538,3018.25,1.25,2.27,632,3018.25,0.11373163742282395
633,Winnebago,Iowa,314.5875403,130.1985566,144.772145,94.91196498,357,26538,23520.1,1.25,2.27,633,23520.1,0.8862683625771759
634,Faribault,Minnesota,233.4853054,48.75917288,63.73888813,13.769783800000004,358,31737,8632.74,1.76,1.82,634,8632.74,0.2720109248776024
635,Kossuth,Iowa,312.4837276,128.1571953,142.6865142,92.87616799,358,31737,23104.0,1.25,2.27,635,23104.0,0.7279890751223976
636,Faribault,Minnesota,233.4853054,48.75917288,63.73888813,13.769783800000004,359,17827,229.321,1.76,1.82,636,229.321,0.01286350157772414
637,Kossuth,Iowa,312.4837276,128.1571953,142.6865142,92.87616799,359,17827,2695.24,1.25,2.27,637,2695.24,0.15118643295792886
638,Winnebago,Iowa,314.5875403,130.1985566,144.772145,94.91196498,359,17827,14902.7,1.25,2.27,638,14902.7,0.8359500654643471
639,Winnebago,Iowa,314.5875403,130.1985566,144.772145,94.91196498,360,13211,6014.98,1.25,2.27,639,6014.98,0.4552846882292432
640,Faribault,Minnesota,233.4853054,48.75917288,63.73888813,13.769783800000004,360,13211,7196.49,1.76,1.82,640,7196.49,0.5447153117707568
641,Winnebago,Iowa,314.5875403,130.1985566,144.772145,94.91196498,361,19664,1454.29,1.25,2.27,641,1454.29,0.07395776704287423
642,Faribault,Minnesota,233.4853054,48.75917288,63.73888813,13.769783800000004,361,19664,18209.5,1.76,1.82,642,18209.5,0.9260422329571256
643,Winnebago,Iowa,314.5875403,130.1985566,144.772145,94.91196498,362,13007,0.0221849,1.25,2.27,643,0.0221849,1.705595422682085e-06
644,Kossuth,Iowa,312.4837276,128.1571953,142.6865142,92.87616799,362,13007,260.607,1.25,2.27,644,260.607,0.020035704750479392
645,Faribault,Minnesota,233.4853054,48.75917288,63.73888813,13.769783800000004,362,13007,12746.5,1.76,1.82,645,12746.5,0.979962589654098
646,Freeborn,Minnesota,228.5530317,43.90104446,58.79821579,8.858981006,363,10880,2530.02,1.76,1.82,646,2530.02,0.23252813062647
647,Faribault,Minnesota,233.4853054,48.75917288,63.73888813,13.769783800000004,363,10880,8350.47,1.76,1.82,647,8350.47,0.76747186937353
648,Faribault,Minnesota,233.4853054,48.75917288,63.73888813,13.769783800000004,364,33475,13247.8,1.76,1.82,648,13247.8,0.3957567827546856
649,Freeborn,Minnesota,228.5530317,43.90104446,58.79821579,8.858981006,364,33475,20226.8,1.76,1.82,649,20226.8,0.6042432172453144
650,Freeborn,Minnesota,228.5530317,43.90104446,58.79821579,8.858981006,365,39022,10867.0,1.76,1.82,650,10867.0,0.2784860731336667
651,Faribault,Minnesota,233.4853054,48.75917288,63.73888813,13.769783800000004,365,39022,28154.7,1.76,1.82,651,28154.7,0.7215139268663334
652,Freeborn,Minnesota,228.5530317,43.90104446,58.79821579,8.858981006,366,30399,535.4630000000002,1.76,1.82,652,535.4630000000002,0.017614266179591154
653,Winnebago,Iowa,314.5875403,130.1985566,144.772145,94.91196498,366,30399,4319.53,1.25,2.27,653,4319.53,0.14209263981027515
654,Faribault,Minnesota,233.4853054,48.75917288,63.73888813,13.769783800000004,366,30399,25544.4,1.76,1.82,654,25544.4,0.8402930940101336
655,Faribault,Minnesota,233.4853054,48.75917288,63.73888813,13.769783800000004,367,30598,30598.4,1.76,1.82,655,30598.4,1.0
656,Faribault,Minnesota,233.4853054,48.75917288,63.73888813,13.769783800000004,368,17366,17365.6,1.76,1.82,656,17365.6,1.0
657,Faribault,Minnesota,233.4853054,48.75917288,63.73888813,13.769783800000004,369,27087,27087.0,1.76,1.82,657,27087.0,1.0
658,Kossuth,Iowa,312.4837276,128.1571953,142.6865142,92.87616799,370,9778,93.14,1.25,2.27,658,93.14,0.009525436105227741
659,Emmet,Iowa,339.1546671,154.89399540000005,169.40696450000004,119.6569703,370,9778,3197.55,1.25,2.27,659,3197.55,0.32701372362326564
660,Martin,Minnesota,249.2349133,64.64948977,79.50543648,29.58845986,370,9778,6487.34,1.76,1.82,660,6487.34,0.6634608402715066
661,Emmet,Iowa,339.1546671,154.89399540000005,169.40696450000004,119.6569703,371,24985,2474.72,1.25,2.27,661,2474.72,0.09904854608299726
662,Kossuth,Iowa,312.4837276,128.1571953,142.6865142,92.87616799,371,24985,10281.4,1.25,2.27,662,10281.4,0.411504219345109
663,Martin,Minnesota,249.2349133,64.64948977,79.50543648,29.58845986,371,24985,12228.8,1.76,1.82,663,12228.8,0.4894472345718938
664,Martin,Minnesota,249.2349133,64.64948977,79.50543648,29.58845986,372,18018,18017.9,1.76,1.82,664,18017.9,1.0
665,Faribault,Minnesota,233.4853054,48.75917288,63.73888813,13.769783800000004,373,19074,5030.08,1.76,1.82,665,5030.08,0.26371561528121185
666,Martin,Minnesota,249.2349133,64.64948977,79.50543648,29.58845986,373,19074,14043.8,1.76,1.82,666,14043.8,0.7362843847187883
667,Martin,Minnesota,249.2349133,64.64948977,79.50543648,29.58845986,374,11082,11081.8,1.76,1.82,667,11081.8,1.0
668,Martin,Minnesota,249.2349133,64.64948977,79.50543648,29.58845986,375,19984,19984.1,1.76,1.82,668,19984.1,1.0
669,Martin,Minnesota,249.2349133,64.64948977,79.50543648,29.58845986,376,25250,25250.2,1.76,1.82,669,25250.2,1.0
670,Faribault,Minnesota,233.4853054,48.75917288,63.73888813,13.769783800000004,377,31212,3632.43,1.76,1.82,670,3632.43,0.11637953820862727
671,Martin,Minnesota,249.2349133,64.64948977,79.50543648,29.58845986,377,31212,27579.5,1.76,1.82,671,27579.5,0.8836204617913728
672,Faribault,Minnesota,233.4853054,48.75917288,63.73888813,13.769783800000004,378,19207,9189.35,1.76,1.82,672,9189.35,0.4784462673084582
673,Martin,Minnesota,249.2349133,64.64948977,79.50543648,29.58845986,378,19207,10017.3,1.76,1.82,673,10017.3,0.5215537326915417
674,Martin,Minnesota,249.2349133,64.64948977,79.50543648,29.58845986,379,31085,14751.8,1.76,1.82,674,14751.8,0.4745648208615758
675,Faribault,Minnesota,233.4853054,48.75917288,63.73888813,13.769783800000004,379,31085,16333.1,1.76,1.82,675,16333.1,0.5254351791384241
676,Martin,Minnesota,249.2349133,64.64948977,79.50543648,29.58845986,380,34088,54.5535,1.76,1.82,676,54.5535,0.001600388832865835
677,Faribault,Minnesota,233.4853054,48.75917288,63.73888813,13.769783800000004,380,34088,34033.1,1.76,1.82,677,34033.1,0.9983996111671342
678,Martin,Minnesota,249.2349133,64.64948977,79.50543648,29.58845986,381,29128,306.7940000000001,1.76,1.82,678,306.7940000000001,0.010532725316326107
679,Jackson,Minnesota,234.2801241,49.52963273,64.50670703,14.5382293,381,29128,28820.9,1.76,1.82,679,28820.9,0.9894672746836738
680,Martin,Minnesota,249.2349133,64.64948977,79.50543648,29.58845986,382,18781,481.73,1.76,1.82,680,481.73,0.025650091076911942
681,Jackson,Minnesota,234.2801241,49.52963273,64.50670703,14.5382293,382,18781,18299.1,1.76,1.82,681,18299.1,0.974349908923088
682,Jackson,Minnesota,234.2801241,49.52963273,64.50670703,14.5382293,383,37849,859.712,1.76,1.82,682,859.712,0.022714192079328042
683,Martin,Minnesota,249.2349133,64.64948977,79.50543648,29.58845986,383,37849,36989.4,1.76,1.82,683,36989.4,0.977285807920672
684,Cottonwood,Minnesota,207.7670709,23.00413877,38.06653536,-11.97742078,384,34076,566.194,1.76,1.82,684,566.194,0.01661563657725528
685,Watonwan,Minnesota,235.5558567,51.04232258,65.83097886,15.96629764,384,34076,1172.58,1.76,1.82,685,1172.58,0.034410755214216326
686,Jackson,Minnesota,234.2801241,49.52963273,64.50670703,14.5382293,384,34076,4477.9,1.76,1.82,686,4477.9,0.1314093032234383
687,Martin,Minnesota,249.2349133,64.64948977,79.50543648,29.58845986,384,34076,27859.3,1.76,1.82,687,27859.3,0.8175643049850899
688,Martin,Minnesota,249.2349133,64.64948977,79.50543648,29.58845986,385,25039,25038.9,1.76,1.82,688,25038.9,1.0
689,Martin,Minnesota,249.2349133,64.64948977,79.50543648,29.58845986,386,14257,14256.9,1.76,1.82,689,14256.9,1.0
690,Faribault,Minnesota,233.4853054,48.75917288,63.73888813,13.769783800000004,387,20919,2671.77,1.76,1.82,690,2671.77,0.12772118054742224
691,Martin,Minnesota,249.2349133,64.64948977,79.50543648,29.58845986,387,20919,18247.0,1.76,1.82,691,18247.0,0.8722788194525778
692,Faribault,Minnesota,233.4853054,48.75917288,63.73888813,13.769783800000004,388,15295,3601.37,1.76,1.82,692,3601.37,0.2354632251551668
693,Martin,Minnesota,249.2349133,64.64948977,79.50543648,29.58845986,388,15295,4414.83,1.76,1.82,693,4414.83,0.2886485171786806
694,Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,388,15295,7278.63,1.76,1.82,694,7278.63,0.4758882576661526
695,Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,389,13591,4371.94,1.76,1.82,695,4371.94,0.3216849695564998
696,Martin,Minnesota,249.2349133,64.64948977,79.50543648,29.58845986,389,13591,9218.81,1.76,1.82,696,9218.81,0.6783150304435002
697,Watonwan,Minnesota,235.5558567,51.04232258,65.83097886,15.96629764,390,10335,82.4891,1.76,1.82,697,82.4891,0.007981660770762044
698,Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,390,10335,4677.78,1.76,1.82,698,4677.78,0.4526228692064197
699,Martin,Minnesota,249.2349133,64.64948977,79.50543648,29.58845986,390,10335,5574.56,1.76,1.82,699,5574.56,0.5393954700228184
700,Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,391,14824,14824.2,1.76,1.82,700,14824.2,1.0
701,Martin,Minnesota,249.2349133,64.64948977,79.50543648,29.58845986,392,20246,46.0979,1.76,1.82,701,46.0979,0.002276901869045714
702,Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,392,20246,7797.89,1.76,1.82,702,7797.89,0.3851592006493328
703,Faribault,Minnesota,233.4853054,48.75917288,63.73888813,13.769783800000004,392,20246,12401.9,1.76,1.82,703,12401.9,0.6125638974816213
704,Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,393,29148,29148.0,1.76,1.82,704,29148.0,1.0
705,Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,394,12892,12892.0,1.76,1.82,705,12892.0,1.0
706,Cottonwood,Minnesota,207.7670709,23.00413877,38.06653536,-11.97742078,395,29883,29882.8,1.76,1.82,706,29882.8,1.0
707,Cottonwood,Minnesota,207.7670709,23.00413877,38.06653536,-11.97742078,396,7847,7846.76,1.76,1.82,707,7846.76,1.0
708,Watonwan,Minnesota,235.5558567,51.04232258,65.83097886,15.96629764,397,15466,943.703,1.76,1.82,708,943.703,0.06101789841887398
709,Cottonwood,Minnesota,207.7670709,23.00413877,38.06653536,-11.97742078,397,15466,14522.3,1.76,1.82,709,14522.3,0.938982101581126
710,Watonwan,Minnesota,235.5558567,51.04232258,65.83097886,15.96629764,398,11443,11443.0,1.76,1.82,710,11443.0,1.0
711,Cottonwood,Minnesota,207.7670709,23.00413877,38.06653536,-11.97742078,399,13241,503.069,1.76,1.82,711,503.069,0.037994228237259016
712,Watonwan,Minnesota,235.5558567,51.04232258,65.83097886,15.96629764,399,13241,12737.6,1.76,1.82,712,12737.6,0.9620057717627409
713,Cottonwood,Minnesota,207.7670709,23.00413877,38.06653536,-11.97742078,400,19390,19389.7,1.76,1.82,713,19389.7,1.0
714,Watonwan,Minnesota,235.5558567,51.04232258,65.83097886,15.96629764,401,13154,5376.77,1.76,1.82,714,5376.77,0.40876607727430997
715,Cottonwood,Minnesota,207.7670709,23.00413877,38.06653536,-11.97742078,401,13154,7776.89,1.76,1.82,715,7776.89,0.5912339227256901
716,Cottonwood,Minnesota,207.7670709,23.00413877,38.06653536,-11.97742078,402,15970,556.86,1.76,1.82,716,556.86,0.03486836543970545
717,Brown,Minnesota,236.2611352,51.59050599,66.51367963,16.54197999,402,15970,4860.79,1.76,1.82,717,4860.79,0.30436339842270205
718,Watonwan,Minnesota,235.5558567,51.04232258,65.83097886,15.96629764,402,15970,10552.7,1.76,1.82,718,10552.7,0.6607682361375925
719,Cottonwood,Minnesota,207.7670709,23.00413877,38.06653536,-11.97742078,403,16284,4334.29,1.76,1.82,719,4334.29,0.2661638917017567
720,Watonwan,Minnesota,235.5558567,51.04232258,65.83097886,15.96629764,403,16284,11950.0,1.76,1.82,720,11950.0,0.7338361082982432
721,Watonwan,Minnesota,235.5558567,51.04232258,65.83097886,15.96629764,404,23668,23668.3,1.76,1.82,721,23668.3,1.0
722,Watonwan,Minnesota,235.5558567,51.04232258,65.83097886,15.96629764,405,22353,22353.5,1.76,1.82,722,22353.5,1.0
723,Watonwan,Minnesota,235.5558567,51.04232258,65.83097886,15.96629764,406,17091,17091.1,1.76,1.82,723,17091.1,1.0
724,Watonwan,Minnesota,235.5558567,51.04232258,65.83097886,15.96629764,407,33431,6932.4,1.76,1.82,724,6932.4,0.20736318169853316
725,Cottonwood,Minnesota,207.7670709,23.00413877,38.06653536,-11.97742078,407,33431,26498.8,1.76,1.82,725,26498.8,0.7926368183014669
726,Martin,Minnesota,249.2349133,64.64948977,79.50543648,29.58845986,408,26971,1079.06,1.76,1.82,726,1079.06,0.04000889861144584
727,Jackson,Minnesota,234.2801241,49.52963273,64.50670703,14.5382293,408,26971,5857.44,1.76,1.82,727,5857.44,0.21717951094714594
728,Watonwan,Minnesota,235.5558567,51.04232258,65.83097886,15.96629764,408,26971,7002.2,1.76,1.82,728,7002.2,0.2596244044418902
729,Cottonwood,Minnesota,207.7670709,23.00413877,38.06653536,-11.97742078,408,26971,13031.8,1.76,1.82,729,13031.8,0.483187185999518
730,Watonwan,Minnesota,235.5558567,51.04232258,65.83097886,15.96629764,409,19916,7069.98,1.76,1.82,730,7069.98,0.3549885318797675
731,Martin,Minnesota,249.2349133,64.64948977,79.50543648,29.58845986,409,19916,12846.1,1.76,1.82,731,12846.1,0.6450114681202325
732,Martin,Minnesota,249.2349133,64.64948977,79.50543648,29.58845986,410,27786,1732.28,1.76,1.82,732,1732.28,0.062343222422081776
733,Watonwan,Minnesota,235.5558567,51.04232258,65.83097886,15.96629764,410,27786,26053.9,1.76,1.82,733,26053.9,0.9376567775779184
734,Watonwan,Minnesota,235.5558567,51.04232258,65.83097886,15.96629764,411,8785,8784.94,1.76,1.82,734,8784.94,1.0
735,Watonwan,Minnesota,235.5558567,51.04232258,65.83097886,15.96629764,412,20427,20426.8,1.76,1.82,735,20426.8,1.0
736,Martin,Minnesota,249.2349133,64.64948977,79.50543648,29.58845986,413,11275,11274.9,1.76,1.82,736,11274.9,1.0
737,Watonwan,Minnesota,235.5558567,51.04232258,65.83097886,15.96629764,414,12253,3079.91,1.76,1.82,737,3079.91,0.2513570002113746
738,Martin,Minnesota,249.2349133,64.64948977,79.50543648,29.58845986,414,12253,9173.22,1.76,1.82,738,9173.22,0.7486429997886255
739,Martin,Minnesota,249.2349133,64.64948977,79.50543648,29.58845986,415,10706,5298.28,1.76,1.82,739,5298.28,0.4948943944822845
740,Watonwan,Minnesota,235.5558567,51.04232258,65.83097886,15.96629764,415,10706,5407.6,1.76,1.82,740,5407.6,0.5051056055177154
741,Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,416,13089,349.782,1.76,1.82,741,349.782,0.026722881831416846
742,Watonwan,Minnesota,235.5558567,51.04232258,65.83097886,15.96629764,416,13089,3587.59,1.76,1.82,742,3587.59,0.2740871274953336
743,Martin,Minnesota,249.2349133,64.64948977,79.50543648,29.58845986,416,13089,9151.86,1.76,1.82,743,9151.86,0.6991899906732496
744,Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,417,10260,578.6569999999998,1.76,1.82,744,578.6569999999998,0.05639944417029394
745,Watonwan,Minnesota,235.5558567,51.04232258,65.83097886,15.96629764,417,10260,9681.32,1.76,1.82,745,9681.32,0.943600555829706
746,Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,418,25809,777.355,1.76,1.82,746,777.355,0.030120051277570562
747,Watonwan,Minnesota,235.5558567,51.04232258,65.83097886,15.96629764,418,25809,25031.2,1.76,1.82,747,25031.2,0.9698799487224294
748,Watonwan,Minnesota,235.5558567,51.04232258,65.83097886,15.96629764,419,12459,702.428,1.76,1.82,748,702.428,0.056377679438249007
749,Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,419,12459,11756.9,1.76,1.82,749,11756.9,0.943622320561751
750,Watonwan,Minnesota,235.5558567,51.04232258,65.83097886,15.96629764,420,33192,8985.79,1.76,1.82,750,8985.79,0.2707183785198957
751,Brown,Minnesota,236.2611352,51.59050599,66.51367963,16.54197999,420,33192,24206.6,1.76,1.82,751,24206.6,0.7292816214801043
752,Watonwan,Minnesota,235.5558567,51.04232258,65.83097886,15.96629764,421,11699,11699.4,1.76,1.82,752,11699.4,1.0
753,Brown,Minnesota,236.2611352,51.59050599,66.51367963,16.54197999,422,18400,6999.96,1.76,1.82,753,6999.96,0.38043550331361214
754,Watonwan,Minnesota,235.5558567,51.04232258,65.83097886,15.96629764,422,18400,11399.9,1.76,1.82,754,11399.9,0.6195644966863878
755,Brown,Minnesota,236.2611352,51.59050599,66.51367963,16.54197999,423,27978,9.1321,1.76,1.82,755,9.1321,0.0003263966804034011
756,Watonwan,Minnesota,235.5558567,51.04232258,65.83097886,15.96629764,423,27978,10975.9,1.76,1.82,756,10975.9,0.39229720704325294
757,Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,423,27978,16993.5,1.76,1.82,757,16993.5,0.6073763962763435
758,Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,424,12054,12054.0,1.76,1.82,758,12054.0,1.0
759,Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,425,16881,16881.3,1.76,1.82,759,16881.3,1.0
760,Waseca,Minnesota,250.5525746,65.88204253,80.85381573,30.87873544,426,33156,8317.63,1.76,1.82,760,8317.63,0.25086145094125484
761,Steele,Minnesota,241.969325,57.30831039,72.25652334,22.32610421,426,33156,8428.04,1.76,1.82,761,8428.04,0.25419143950752005
762,Freeborn,Minnesota,228.5530317,43.90104446,58.79821579,8.858981006,426,33156,16410.6,1.76,1.82,762,16410.6,0.4949471095512252
763,Freeborn,Minnesota,228.5530317,43.90104446,58.79821579,8.858981006,427,32027,15492.7,1.76,1.82,763,15492.7,0.4837372100502387
764,Waseca,Minnesota,250.5525746,65.88204253,80.85381573,30.87873544,427,32027,16534.4,1.76,1.82,764,16534.4,0.5162627899497613
765,Steele,Minnesota,241.969325,57.30831039,72.25652334,22.32610421,428,33261,12390.5,1.76,1.82,765,12390.5,0.3725244957292196
766,Waseca,Minnesota,250.5525746,65.88204253,80.85381573,30.87873544,428,33261,20870.4,1.76,1.82,766,20870.4,0.6274755042707805
767,Steele,Minnesota,241.969325,57.30831039,72.25652334,22.32610421,429,15509,4154.42,1.76,1.82,767,4154.42,0.2678798492699497
768,Waseca,Minnesota,250.5525746,65.88204253,80.85381573,30.87873544,429,15509,11354.1,1.76,1.82,768,11354.1,0.7321201507300503
769,Waseca,Minnesota,250.5525746,65.88204253,80.85381573,30.87873544,430,14073,14073.2,1.76,1.82,769,14073.2,1.0
770,Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,431,34783,2326.04,1.76,1.82,770,2326.04,0.06687339755292424
771,Waseca,Minnesota,250.5525746,65.88204253,80.85381573,30.87873544,431,34783,32456.7,1.76,1.82,771,32456.7,0.9331266024470758
772,Waseca,Minnesota,250.5525746,65.88204253,80.85381573,30.87873544,432,10435,509.93300000000005,1.76,1.82,772,509.93300000000005,0.0488674065525236
773,Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,432,10435,9925.1,1.76,1.82,773,9925.1,0.9511325934474764
774,Freeborn,Minnesota,228.5530317,43.90104446,58.79821579,8.858981006,433,30427,704.8380000000002,1.76,1.82,774,704.8380000000003,0.023164895585458548
775,Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,433,30427,2791.65,1.76,1.82,775,2791.65,0.09174914059847132
776,Waseca,Minnesota,250.5525746,65.88204253,80.85381573,30.87873544,433,30427,26930.5,1.76,1.82,776,26930.5,0.8850859638160701
777,Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,434,27092,719.502,1.76,1.82,777,719.502,0.02655743317788204
778,Waseca,Minnesota,250.5525746,65.88204253,80.85381573,30.87873544,434,27092,26372.8,1.76,1.82,778,26372.8,0.973442566822118
779,Waseca,Minnesota,250.5525746,65.88204253,80.85381573,30.87873544,435,15666,951.359,1.76,1.82,779,951.3589999999999,0.06072662273743847
780,Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,435,15666,14714.9,1.76,1.82,780,14714.9,0.9392733772625615
