Index,County,State,WLD,CC,NM,ASC_obs,Subbasin,Area_acre,inter_acre,GW,Buffer,Unnamed: 0,original,weight
190,Lac qui Parle,Minnesota,215.75047430000004,31.10794552,46.10084389,-3.950041518,108,24948,8334.27,1.76,1.82,190,8334.27,0.3340611038650267
191,Grant,South Dakota,236.8262788,52.14586221,67.11797534,17.2225039,108,24948,10358.4,1.94,0.96,191,10358.4,0.4151939567923156
192,Deuel,South Dakota,304.9638922,120.4408255,135.198025,85.29893394,109,12889,948.213,1.94,0.96,192,948.2130000000001,0.07356491611410335
193,Grant,South Dakota,236.8262788,52.14586221,67.11797534,17.2225039,109,12889,1078.26,1.94,0.96,193,1078.26,0.0836543123213804
194,Lac qui Parle,Minnesota,215.75047430000004,31.10794552,46.10084389,-3.950041518,109,12889,10863.0,1.76,1.82,194,10863.0,0.8427807715645163
195,Deuel,South Dakota,304.9638922,120.4408255,135.198025,85.29893394,110,16503,4897.82,1.94,0.96,195,4897.82,0.29677965875750306
196,Lac qui Parle,Minnesota,215.75047430000004,31.10794552,46.10084389,-3.950041518,110,16503,11605.4,1.76,1.82,196,11605.4,0.7032203412424969
197,Deuel,South Dakota,304.9638922,120.4408255,135.198025,85.29893394,111,27890,27890.3,1.94,0.96,197,27890.3,1.0
198,Deuel,South Dakota,304.9638922,120.4408255,135.198025,85.29893394,112,11457,11457.1,1.94,0.96,198,11457.1,1.0
199,Deuel,South Dakota,304.9638922,120.4408255,135.198025,85.29893394,113,17719,421.562,1.94,0.96,199,421.56199999999995,0.023791829366053133
200,Yellow Medicine,Minnesota,249.3057614,64.54149024,79.63110527,29.54370587,113,17719,1816.41,1.76,1.82,200,1816.41,0.1025133118705969
201,Lac qui Parle,Minnesota,215.75047430000004,31.10794552,46.10084389,-3.950041518,113,17719,15480.8,1.76,1.82,201,15480.8,0.8736948587633498
202,Deuel,South Dakota,304.9638922,120.4408255,135.198025,85.29893394,114,38820,7074.76,1.94,0.96,202,7074.76,0.1822440138216488
203,Yellow Medicine,Minnesota,249.3057614,64.54149024,79.63110527,29.54370587,114,38820,12851.1,1.76,1.82,203,12851.1,0.3310410594880096
204,Lac qui Parle,Minnesota,215.75047430000004,31.10794552,46.10084389,-3.950041518,114,38820,18894.4,1.76,1.82,204,18894.4,0.4867149266903416
205,Lac qui Parle,Minnesota,215.75047430000004,31.10794552,46.10084389,-3.950041518,115,27637,27636.6,1.76,1.82,205,27636.6,1.0
206,Lac qui Parle,Minnesota,215.75047430000004,31.10794552,46.10084389,-3.950041518,116,31884,31883.8,1.76,1.82,206,31883.8,1.0
207,Lac qui Parle,Minnesota,215.75047430000004,31.10794552,46.10084389,-3.950041518,117,10514,10514.3,1.76,1.82,207,10514.3,1.0
208,Lac qui Parle,Minnesota,215.75047430000004,31.10794552,46.10084389,-3.950041518,118,35381,15402.4,1.76,1.82,208,15402.4,0.4353272359332075
209,Yellow Medicine,Minnesota,249.3057614,64.54149024,79.63110527,29.54370587,118,35381,19978.8,1.76,1.82,209,19978.8,0.5646727640667926
210,Lac qui Parle,Minnesota,215.75047430000004,31.10794552,46.10084389,-3.950041518,119,15561,15561.2,1.76,1.82,210,15561.2,1.0
211,Lac qui Parle,Minnesota,215.75047430000004,31.10794552,46.10084389,-3.950041518,120,26810,26810.3,1.76,1.82,211,26810.3,1.0
212,Lac qui Parle,Minnesota,215.75047430000004,31.10794552,46.10084389,-3.950041518,121,20478,20477.6,1.76,1.82,212,20477.6,1.0
213,Yellow Medicine,Minnesota,249.3057614,64.54149024,79.63110527,29.54370587,122,25143,286.341,1.76,1.82,213,286.341,0.01138856981197948
214,Lac qui Parle,Minnesota,215.75047430000004,31.10794552,46.10084389,-3.950041518,122,25143,24856.5,1.76,1.82,214,24856.5,0.9886114301880206
215,Lac qui Parle,Minnesota,215.75047430000004,31.10794552,46.10084389,-3.950041518,123,10917,10917.1,1.76,1.82,215,10917.1,1.0
216,Lac qui Parle,Minnesota,215.75047430000004,31.10794552,46.10084389,-3.950041518,124,34491,34491.1,1.76,1.82,216,34491.1,1.0
217,Chippewa,Minnesota,245.3499519,60.7537017,75.58256866,25.66624544,125,25130,3.71825,1.76,1.82,217,3.71825,0.00014796049740234467
218,Lac qui Parle,Minnesota,215.75047430000004,31.10794552,46.10084389,-3.950041518,125,25130,25126.3,1.76,1.82,218,25126.3,0.9998520395025976
219,Yellow Medicine,Minnesota,249.3057614,64.54149024,79.63110527,29.54370587,126,27869,27868.9,1.76,1.82,219,27868.9,1.0
220,Yellow Medicine,Minnesota,249.3057614,64.54149024,79.63110527,29.54370587,127,22106,22105.8,1.76,1.82,220,22105.8,1.0
221,Yellow Medicine,Minnesota,249.3057614,64.54149024,79.63110527,29.54370587,128,14596,4351.99,1.76,1.82,221,4351.99,0.2981593141771928
222,Lac qui Parle,Minnesota,215.75047430000004,31.10794552,46.10084389,-3.950041518,128,14596,10244.2,1.76,1.82,222,10244.2,0.7018406858228072
223,Yellow Medicine,Minnesota,249.3057614,64.54149024,79.63110527,29.54370587,129,26154,4770.11,1.76,1.82,223,4770.11,0.18238541623253948
224,Chippewa,Minnesota,245.3499519,60.7537017,75.58256866,25.66624544,129,26154,9450.6,1.76,1.82,224,9450.6,0.36134420687305696
225,Lac qui Parle,Minnesota,215.75047430000004,31.10794552,46.10084389,-3.950041518,129,26154,11933.3,1.76,1.82,225,11933.3,0.4562703768944036
226,Chippewa,Minnesota,245.3499519,60.7537017,75.58256866,25.66624544,130,34657,23.016,1.76,1.82,226,23.016,0.0006641121700921228
227,Lac qui Parle,Minnesota,215.75047430000004,31.10794552,46.10084389,-3.950041518,130,34657,5274.68,1.76,1.82,227,5274.68,0.15219756609930127
228,Yellow Medicine,Minnesota,249.3057614,64.54149024,79.63110527,29.54370587,130,34657,29359.1,1.76,1.82,228,29359.1,0.8471383217306065
229,Lac qui Parle,Minnesota,215.75047430000004,31.10794552,46.10084389,-3.950041518,131,26883,816.826,1.76,1.82,229,816.826,0.030384214162312906
230,Yellow Medicine,Minnesota,249.3057614,64.54149024,79.63110527,29.54370587,131,26883,6410.81,1.76,1.82,230,6410.81,0.23846868732618354
231,Chippewa,Minnesota,245.3499519,60.7537017,75.58256866,25.66624544,131,26883,19655.6,1.76,1.82,231,19655.6,0.7311470985115036
232,Chippewa,Minnesota,245.3499519,60.7537017,75.58256866,25.66624544,132,21570,21569.6,1.76,1.82,232,21569.6,1.0
233,Yellow Medicine,Minnesota,249.3057614,64.54149024,79.63110527,29.54370587,133,14751,14750.9,1.76,1.82,233,14750.9,1.0
234,Renville,Minnesota,267.1064237,82.60749044,97.36010955,47.49372663,134,20932,3955.28,1.76,1.82,234,3955.28,0.1889588934815469
235,Chippewa,Minnesota,245.3499519,60.7537017,75.58256866,25.66624544,134,20932,8193.75,1.76,1.82,235,8193.75,0.3914468592525497
236,Yellow Medicine,Minnesota,249.3057614,64.54149024,79.63110527,29.54370587,134,20932,8782.93,1.76,1.82,236,8782.93,0.41959424726590333
237,Lincoln,Minnesota,239.9594359,55.29384572,70.2707165,20.31938607,135,15797,15797.5,1.76,1.82,237,15797.5,1.0
238,Lincoln,Minnesota,239.9594359,55.29384572,70.2707165,20.31938607,136,29251,29251.4,1.76,1.82,238,29251.4,1.0
239,Brookings,South Dakota,284.0802463,99.61335766,114.324197,64.32667692,137,27344,66.1741,1.94,0.96,239,66.1741,0.0024200526870280822
240,Lincoln,Minnesota,239.9594359,55.29384572,70.2707165,20.31938607,137,27344,27277.9,1.76,1.82,240,27277.9,0.9975799473129721
241,Yellow Medicine,Minnesota,249.3057614,64.54149024,79.63110527,29.54370587,138,16687,1142.95,1.76,1.82,241,1142.95,0.06849323277631457
242,Lincoln,Minnesota,239.9594359,55.29384572,70.2707165,20.31938607,138,16687,15544.1,1.76,1.82,242,15544.1,0.9315067672236856
243,Lyon,Minnesota,229.14529,44.48585432,59.39409691,9.437279774,139,22511,8103.91,1.76,1.82,243,8103.91,0.3600008173850697
244,Lincoln,Minnesota,239.9594359,55.29384572,70.2707165,20.31938607,139,22511,14406.9,1.76,1.82,244,14406.9,0.6399991826149304
245,Lyon,Minnesota,229.14529,44.48585432,59.39409691,9.437279774,140,37434,195.793,1.76,1.82,245,195.793,0.00523035306439257
246,Lincoln,Minnesota,239.9594359,55.29384572,70.2707165,20.31938607,140,37434,6963.9,1.76,1.82,246,6963.9,0.18603145007800795
247,Yellow Medicine,Minnesota,249.3057614,64.54149024,79.63110527,29.54370587,140,37434,30274.3,1.76,1.82,247,30274.3,0.8087381968575994
248,Lincoln,Minnesota,239.9594359,55.29384572,70.2707165,20.31938607,141,13906,890.7080000000002,1.76,1.82,248,890.7080000000003,0.06405046098371768
249,Yellow Medicine,Minnesota,249.3057614,64.54149024,79.63110527,29.54370587,141,13906,2036.14,1.76,1.82,249,2036.14,0.14641802434399026
250,Lyon,Minnesota,229.14529,44.48585432,59.39409691,9.437279774,141,13906,10979.5,1.76,1.82,250,10979.5,0.7895315146722921
251,Lincoln,Minnesota,239.9594359,55.29384572,70.2707165,20.31938607,142,23748,23748.2,1.76,1.82,251,23748.2,1.0
252,Lincoln,Minnesota,239.9594359,55.29384572,70.2707165,20.31938607,143,17938,17938.1,1.76,1.82,252,17938.1,1.0
253,Lyon,Minnesota,229.14529,44.48585432,59.39409691,9.437279774,144,15009,3924.12,1.76,1.82,253,3924.12,0.2614507809304005
254,Lincoln,Minnesota,239.9594359,55.29384572,70.2707165,20.31938607,144,15009,11084.9,1.76,1.82,254,11084.9,0.7385492190695995
255,Lincoln,Minnesota,239.9594359,55.29384572,70.2707165,20.31938607,145,22752,4949.51,1.76,1.82,255,4949.51,0.21754548359434786
256,Lyon,Minnesota,229.14529,44.48585432,59.39409691,9.437279774,145,22752,17802.1,1.76,1.82,256,17802.1,0.7824545164056521
257,Yellow Medicine,Minnesota,249.3057614,64.54149024,79.63110527,29.54370587,146,11273,11272.9,1.76,1.82,257,11272.9,1.0
258,Lyon,Minnesota,229.14529,44.48585432,59.39409691,9.437279774,147,10144,357.241,1.76,1.82,258,357.241,0.035215930599851085
259,Yellow Medicine,Minnesota,249.3057614,64.54149024,79.63110527,29.54370587,147,10144,9787.06,1.76,1.82,259,9787.06,0.9647840694001488
260,Yellow Medicine,Minnesota,249.3057614,64.54149024,79.63110527,29.54370587,148,26514,26513.9,1.76,1.82,260,26513.9,1.0
261,Lyon,Minnesota,229.14529,44.48585432,59.39409691,9.437279774,149,16496,908.928,1.76,1.82,261,908.928,0.055099809481409696
262,Yellow Medicine,Minnesota,249.3057614,64.54149024,79.63110527,29.54370587,149,16496,15587.1,1.76,1.82,262,15587.1,0.9449001905185902
263,Yellow Medicine,Minnesota,249.3057614,64.54149024,79.63110527,29.54370587,150,18298,18298.2,1.76,1.82,263,18298.2,1.0
264,Lyon,Minnesota,229.14529,44.48585432,59.39409691,9.437279774,151,18760,18760.2,1.76,1.82,264,18760.2,1.0
265,Lyon,Minnesota,229.14529,44.48585432,59.39409691,9.437279774,152,29484,12766.9,1.76,1.82,265,12766.9,0.43301259331363895
266,Yellow Medicine,Minnesota,249.3057614,64.54149024,79.63110527,29.54370587,152,29484,16717.0,1.76,1.82,266,16717.0,0.5669874066863609
267,Yellow Medicine,Minnesota,249.3057614,64.54149024,79.63110527,29.54370587,153,25747,1676.65,1.76,1.82,267,1676.65,0.06512134635514273
268,Lyon,Minnesota,229.14529,44.48585432,59.39409691,9.437279774,153,25747,24069.9,1.76,1.82,268,24069.9,0.9348786536448572
269,Lyon,Minnesota,229.14529,44.48585432,59.39409691,9.437279774,154,14021,1111.92,1.76,1.82,269,1111.92,0.07930435377992315
270,Yellow Medicine,Minnesota,249.3057614,64.54149024,79.63110527,29.54370587,154,14021,12909.0,1.76,1.82,270,12909.0,0.9206956462200768
271,Renville,Minnesota,267.1064237,82.60749044,97.36010955,47.49372663,155,20508,1.07119,1.76,1.82,271,1.0711899999999999,5.223387938413394e-05
272,Yellow Medicine,Minnesota,249.3057614,64.54149024,79.63110527,29.54370587,155,20508,20506.5,1.76,1.82,272,20506.5,0.9999477661206159
273,Kandiyohi,Minnesota,230.169958,45.42902496,60.46463069,10.45861018,156,21375,21375.2,1.76,1.82,273,21375.2,1.0
274,Kandiyohi,Minnesota,230.169958,45.42902496,60.46463069,10.45861018,157,27520,27520.5,1.76,1.82,274,27520.5,1.0
275,Kandiyohi,Minnesota,230.169958,45.42902496,60.46463069,10.45861018,158,17526,17525.8,1.76,1.82,275,17525.8,1.0
276,Chippewa,Minnesota,245.3499519,60.7537017,75.58256866,25.66624544,159,23635,8697.82,1.76,1.82,276,8697.82,0.3680118402580621
277,Kandiyohi,Minnesota,230.169958,45.42902496,60.46463069,10.45861018,159,23635,14936.8,1.76,1.82,277,14936.8,0.6319881597419379
278,Kandiyohi,Minnesota,230.169958,45.42902496,60.46463069,10.45861018,160,35017,15415.9,1.76,1.82,278,15415.9,0.4402391974206887
279,Chippewa,Minnesota,245.3499519,60.7537017,75.58256866,25.66624544,160,35017,19601.2,1.76,1.82,279,19601.2,0.5597608025793113
280,Kandiyohi,Minnesota,230.169958,45.42902496,60.46463069,10.45861018,161,23686,23686.3,1.76,1.82,280,23686.3,1.0
281,Kandiyohi,Minnesota,230.169958,45.42902496,60.46463069,10.45861018,162,20226,20225.6,1.76,1.82,281,20225.6,1.0
282,Chippewa,Minnesota,245.3499519,60.7537017,75.58256866,25.66624544,163,32106,213.738,1.76,1.82,282,213.738,0.006657231710646731
283,Renville,Minnesota,267.1064237,82.60749044,97.36010955,47.49372663,163,32106,11643.1,1.76,1.82,283,11643.1,0.3626440526730434
284,Kandiyohi,Minnesota,230.169958,45.42902496,60.46463069,10.45861018,163,32106,20249.3,1.76,1.82,284,20249.3,0.6306987156163099
285,Renville,Minnesota,267.1064237,82.60749044,97.36010955,47.49372663,164,10265,3708.47,1.76,1.82,285,3708.47,0.3612598851674269
286,Chippewa,Minnesota,245.3499519,60.7537017,75.58256866,25.66624544,164,10265,6556.91,1.76,1.82,286,6556.91,0.6387401148325732
287,Kandiyohi,Minnesota,230.169958,45.42902496,60.46463069,10.45861018,165,15404,82.5005,1.76,1.82,287,82.5005,0.005355731885377257
288,Chippewa,Minnesota,245.3499519,60.7537017,75.58256866,25.66624544,165,15404,1519.25,1.76,1.82,288,1519.25,0.09862601641031747
289,Renville,Minnesota,267.1064237,82.60749044,97.36010955,47.49372663,165,15404,13802.4,1.76,1.82,289,13802.4,0.8960182517043053
290,Kandiyohi,Minnesota,230.169958,45.42902496,60.46463069,10.45861018,166,15866,2384.97,1.76,1.82,290,2384.97,0.15031699321894812
291,Chippewa,Minnesota,245.3499519,60.7537017,75.58256866,25.66624544,166,15866,13481.3,1.76,1.82,291,13481.3,0.8496830067810519
292,Chippewa,Minnesota,245.3499519,60.7537017,75.58256866,25.66624544,167,22174,22173.7,1.76,1.82,292,22173.7,1.0
293,Chippewa,Minnesota,245.3499519,60.7537017,75.58256866,25.66624544,168,14917,14916.5,1.76,1.82,293,14916.5,1.0
294,Renville,Minnesota,267.1064237,82.60749044,97.36010955,47.49372663,169,28033,6155.95,1.76,1.82,294,6155.95,0.21960007205908846
295,Chippewa,Minnesota,245.3499519,60.7537017,75.58256866,25.66624544,169,28033,21876.6,1.76,1.82,295,21876.6,0.7803999279409115
296,Yellow Medicine,Minnesota,249.3057614,64.54149024,79.63110527,29.54370587,170,17354,0.0792195,1.76,1.82,296,0.0792195,4.565001842146176e-06
297,Chippewa,Minnesota,245.3499519,60.7537017,75.58256866,25.66624544,170,17354,875.183,1.76,1.82,297,875.183,0.050432179036916616
298,Renville,Minnesota,267.1064237,82.60749044,97.36010955,47.49372663,170,17354,16478.4,1.76,1.82,298,16478.4,0.9495632559612412
299,Lyon,Minnesota,229.14529,44.48585432,59.39409691,9.437279774,171,12417,904.927,1.76,1.82,299,904.927,0.07287809973347015
300,Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,171,12417,921.068,1.76,1.82,300,921.068,0.07417801166868472
301,Yellow Medicine,Minnesota,249.3057614,64.54149024,79.63110527,29.54370587,171,12417,10591.0,1.76,1.82,301,10591.0,0.8529438885978452
302,Lyon,Minnesota,229.14529,44.48585432,59.39409691,9.437279774,172,22009,6692.95,1.76,1.82,302,6692.95,0.3040971409748174
303,Yellow Medicine,Minnesota,249.3057614,64.54149024,79.63110527,29.54370587,172,22009,15316.3,1.76,1.82,303,15316.3,0.6959028590251826
304,Lyon,Minnesota,229.14529,44.48585432,59.39409691,9.437279774,173,11535,7.19861,1.76,1.82,304,7.19861,0.0006240668285611524
305,Yellow Medicine,Minnesota,249.3057614,64.54149024,79.63110527,29.54370587,173,11535,11527.8,1.76,1.82,305,11527.8,0.9993759331714388
306,Yellow Medicine,Minnesota,249.3057614,64.54149024,79.63110527,29.54370587,174,27195,8288.16,1.76,1.82,306,8288.16,0.30477047784205485
307,Renville,Minnesota,267.1064237,82.60749044,97.36010955,47.49372663,174,27195,18906.6,1.76,1.82,307,18906.6,0.6952295221579451
308,Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,175,10716,0.12196400000000003,1.76,1.82,308,0.12196400000000004,1.1381530942668547e-05
309,Yellow Medicine,Minnesota,249.3057614,64.54149024,79.63110527,29.54370587,175,10716,0.335372,1.76,1.82,309,0.335372,3.1296503847894755e-05
310,Renville,Minnesota,267.1064237,82.60749044,97.36010955,47.49372663,175,10716,10715.5,1.76,1.82,310,10715.5,0.9999573219652096
311,Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,176,23327,5091.93,1.76,1.82,311,5091.93,0.21828734674770106
312,Yellow Medicine,Minnesota,249.3057614,64.54149024,79.63110527,29.54370587,176,23327,18234.8,1.76,1.82,312,18234.8,0.7817126532522991
313,Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,177,15205,2938.11,1.76,1.82,313,2938.11,0.19323073240123928
314,Yellow Medicine,Minnesota,249.3057614,64.54149024,79.63110527,29.54370587,177,15205,5401.27,1.76,1.82,314,5401.27,0.35522541974154875
315,Renville,Minnesota,267.1064237,82.60749044,97.36010955,47.49372663,177,15205,6865.81,1.76,1.82,315,6865.81,0.4515438478572119
316,Kandiyohi,Minnesota,230.169958,45.42902496,60.46463069,10.45861018,178,26981,1336.36,1.76,1.82,316,1336.36,0.04953029318037439
317,Renville,Minnesota,267.1064237,82.60749044,97.36010955,47.49372663,178,26981,25644.3,1.76,1.82,317,25644.3,0.9504697068196256
318,Renville,Minnesota,267.1064237,82.60749044,97.36010955,47.49372663,179,10166,10165.7,1.76,1.82,318,10165.7,1.0
319,Renville,Minnesota,267.1064237,82.60749044,97.36010955,47.49372663,180,26409,26409.5,1.76,1.82,319,26409.5,1.0
320,Renville,Minnesota,267.1064237,82.60749044,97.36010955,47.49372663,181,14763,14762.8,1.76,1.82,320,14762.8,1.0
321,Renville,Minnesota,267.1064237,82.60749044,97.36010955,47.49372663,182,32657,32657.0,1.76,1.82,321,32657.0,1.0
322,Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,183,15846,3.5461,1.76,1.82,322,3.5461,0.0002237887681413752
323,Renville,Minnesota,267.1064237,82.60749044,97.36010955,47.49372663,183,15846,15842.2,1.76,1.82,323,15842.2,0.9997762112318588
324,Renville,Minnesota,267.1064237,82.60749044,97.36010955,47.49372663,184,14023,14023.0,1.76,1.82,324,14023.0,1.0
325,Renville,Minnesota,267.1064237,82.60749044,97.36010955,47.49372663,185,15026,15026.1,1.76,1.82,325,15026.1,1.0
326,Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,186,15278,0.219669,1.76,1.82,326,0.219669,1.4378012789474246e-05
327,Renville,Minnesota,267.1064237,82.60749044,97.36010955,47.49372663,186,15278,15277.9,1.76,1.82,327,15277.9,0.9999856219872104
328,Yellow Medicine,Minnesota,249.3057614,64.54149024,79.63110527,29.54370587,187,18407,1932.1,1.76,1.82,328,1932.1,0.10496533118053264
329,Renville,Minnesota,267.1064237,82.60749044,97.36010955,47.49372663,187,18407,5484.73,1.76,1.82,329,5484.73,0.2979693084652983
330,Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,187,18407,10990.2,1.76,1.82,330,10990.2,0.5970653603541691
331,Yellow Medicine,Minnesota,249.3057614,64.54149024,79.63110527,29.54370587,188,19663,59.7178,1.76,1.82,331,59.7178,0.0030370308973539416
332,Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,188,19663,19603.5,1.76,1.82,332,19603.5,0.996962969102646
333,Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,189,15818,3848.06,1.76,1.82,333,3848.06,0.2432761862374081
334,Renville,Minnesota,267.1064237,82.60749044,97.36010955,47.49372663,189,15818,11969.6,1.76,1.82,334,11969.6,0.7567238137625921
335,Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,190,16878,5567.23,1.76,1.82,335,5567.23,0.3298467908068559
336,Renville,Minnesota,267.1064237,82.60749044,97.36010955,47.49372663,190,16878,11311.0,1.76,1.82,336,11311.0,0.6701532091931441
337,Douglas,Minnesota,253.15591490000003,68.34691791,83.41991768,33.36805272,191,32347,13549.6,1.76,1.82,337,13549.6,0.4188775604839956
338,Otter Tail,Minnesota,255.00106180000003,70.18700388,85.26984466,35.23543561,191,32347,18797.8,1.76,1.82,338,18797.8,0.5811224395160043
339,Otter Tail,Minnesota,255.00106180000003,70.18700388,85.26984466,35.23543561,192,13895,1696.46,1.76,1.82,339,1696.46,0.12209350863203107
340,Douglas,Minnesota,253.15591490000003,68.34691791,83.41991768,33.36805272,192,13895,12198.3,1.76,1.82,340,12198.3,0.8779064913679689
341,Douglas,Minnesota,253.15591490000003,68.34691791,83.41991768,33.36805272,193,22968,22968.4,1.76,1.82,341,22968.4,1.0
342,Douglas,Minnesota,253.15591490000003,68.34691791,83.41991768,33.36805272,194,26666,26665.5,1.76,1.82,342,26665.5,1.0
343,Grant,Minnesota,236.8262788,52.14586221,67.11797534,17.2225039,195,23242,9428.2,1.76,1.82,343,9428.2,0.4056605397218781
344,Douglas,Minnesota,253.15591490000003,68.34691791,83.41991768,33.36805272,195,23242,13813.4,1.76,1.82,344,13813.4,0.594339460278122
345,Grant,Minnesota,236.8262788,52.14586221,67.11797534,17.2225039,196,38186,508.604,1.76,1.82,345,508.60400000000004,0.013319190555736368
346,Douglas,Minnesota,253.15591490000003,68.34691791,83.41991768,33.36805272,196,38186,37677.2,1.76,1.82,346,37677.2,0.9866808094442636
347,Pope,Minnesota,243.8139225,59.11259891,74.07683194,24.06796447,197,38460,1411.61,1.76,1.82,347,1411.61,0.03670327087373239
348,Stevens,Minnesota,222.4095129,37.91125157,52.66306618,2.746698187,197,38460,3175.45,1.76,1.82,348,3175.45,0.08256487379374862
349,Grant,Minnesota,236.8262788,52.14586221,67.11797534,17.2225039,197,38460,14371.3,1.76,1.82,349,14371.3,0.37366816380421664
350,Douglas,Minnesota,253.15591490000003,68.34691791,83.41991768,33.36805272,197,38460,19501.7,1.76,1.82,350,19501.7,0.5070636915283024
351,Stevens,Minnesota,222.4095129,37.91125157,52.66306618,2.746698187,198,14318,117.22,1.76,1.82,351,117.22,0.008187114897587727
352,Pope,Minnesota,243.8139225,59.11259891,74.07683194,24.06796447,198,14318,2826.3,1.76,1.82,352,2826.3,0.1974001265573468
353,Douglas,Minnesota,253.15591490000003,68.34691791,83.41991768,33.36805272,198,14318,11374.1,1.76,1.82,353,11374.1,0.7944127585450654
354,Stevens,Minnesota,222.4095129,37.91125157,52.66306618,2.746698187,199,9098,179.731,1.76,1.82,354,179.731,0.019755342007990246
355,Douglas,Minnesota,253.15591490000003,68.34691791,83.41991768,33.36805272,199,9098,888.712,1.76,1.82,355,888.712,0.09768381362483394
356,Pope,Minnesota,243.8139225,59.11259891,74.07683194,24.06796447,199,9098,8029.4,1.76,1.82,356,8029.4,0.8825608443671759
357,Stevens,Minnesota,222.4095129,37.91125157,52.66306618,2.746698187,200,40026,16183.6,1.76,1.82,357,16183.6,0.4043231467231627
358,Pope,Minnesota,243.8139225,59.11259891,74.07683194,24.06796447,200,40026,23842.8,1.76,1.82,358,23842.8,0.5956768532768373
359,Douglas,Minnesota,253.15591490000003,68.34691791,83.41991768,33.36805272,201,39513,12607.7,1.76,1.82,359,12607.7,0.31907484315407725
360,Pope,Minnesota,243.8139225,59.11259891,74.07683194,24.06796447,201,39513,26905.6,1.76,1.82,360,26905.6,0.6809251568459227
361,Douglas,Minnesota,253.15591490000003,68.34691791,83.41991768,33.36805272,202,13903,6766.53,1.76,1.82,361,6766.53,0.486680974896824
362,Pope,Minnesota,243.8139225,59.11259891,74.07683194,24.06796447,202,13903,7136.89,1.76,1.82,362,7136.89,0.5133190251031761
363,Pope,Minnesota,243.8139225,59.11259891,74.07683194,24.06796447,203,10430,10429.6,1.76,1.82,363,10429.6,1.0
364,Pope,Minnesota,243.8139225,59.11259891,74.07683194,24.06796447,204,29604,29604.1,1.76,1.82,364,29604.1,1.0
365,Pope,Minnesota,243.8139225,59.11259891,74.07683194,24.06796447,205,26399,26399.5,1.76,1.82,365,26399.5,1.0
366,Pope,Minnesota,243.8139225,59.11259891,74.07683194,24.06796447,206,24731,24730.7,1.76,1.82,366,24730.7,1.0
367,Pope,Minnesota,243.8139225,59.11259891,74.07683194,24.06796447,207,14468,14467.7,1.76,1.82,367,14467.7,1.0
368,Stearns,Minnesota,247.6632706,62.95575483,77.93697148,27.92082094,208,32023,189.545,1.76,1.82,368,189.545,0.005919126947746267
369,Kandiyohi,Minnesota,230.169958,45.42902496,60.46463069,10.45861018,208,32023,383.422,1.76,1.82,369,383.42199999999997,0.011973533950031758
370,Swift,Minnesota,233.7713403,49.17832665,64.02132331,14.08271563,208,32023,644.192,1.76,1.82,370,644.192,0.02011688109273557
371,Pope,Minnesota,243.8139225,59.11259891,74.07683194,24.06796447,208,32023,30805.3,1.76,1.82,371,30805.3,0.9619904580094863
372,Pope,Minnesota,243.8139225,59.11259891,74.07683194,24.06796447,209,26679,1298.12,1.76,1.82,372,1298.12,0.048656996139285584
373,Swift,Minnesota,233.7713403,49.17832665,64.02132331,14.08271563,209,26679,6154.78,1.76,1.82,373,6154.78,0.2306975523820233
374,Kandiyohi,Minnesota,230.169958,45.42902496,60.46463069,10.45861018,209,26679,19226.1,1.76,1.82,374,19226.1,0.7206454514786911
375,Kandiyohi,Minnesota,230.169958,45.42902496,60.46463069,10.45861018,210,24106,320.308,1.76,1.82,375,320.308,0.013287542031224902
376,Pope,Minnesota,243.8139225,59.11259891,74.07683194,24.06796447,210,24106,1408.28,1.76,1.82,376,1408.28,0.058420581726754885
377,Swift,Minnesota,233.7713403,49.17832665,64.02132331,14.08271563,210,24106,22377.3,1.76,1.82,377,22377.3,0.9282918762420204
378,Kandiyohi,Minnesota,230.169958,45.42902496,60.46463069,10.45861018,211,37899,4665.32,1.76,1.82,378,4665.32,0.12309804792816315
379,Swift,Minnesota,233.7713403,49.17832665,64.02132331,14.08271563,211,37899,33233.9,1.76,1.82,379,33233.9,0.8769019520718369
380,Swift,Minnesota,233.7713403,49.17832665,64.02132331,14.08271563,212,11719,11719.5,1.76,1.82,380,11719.5,1.0
381,Swift,Minnesota,233.7713403,49.17832665,64.02132331,14.08271563,213,7094,7093.63,1.76,1.82,381,7093.63,1.0
382,Douglas,Minnesota,253.15591490000003,68.34691791,83.41991768,33.36805272,214,30752,7164.74,1.76,1.82,382,7164.74,0.23298497590721104
383,Pope,Minnesota,243.8139225,59.11259891,74.07683194,24.06796447,214,30752,23587.2,1.76,1.82,383,23587.2,0.7670150240927889
384,Pope,Minnesota,243.8139225,59.11259891,74.07683194,24.06796447,215,23784,23784.0,1.76,1.82,384,23784.0,1.0
