Names	Betas
wetland 	-1.72574
pay     	0.00881997
cc	-0.4246
nm      	-0.374595
asc     	-1.1631
dems18  	0.802582
costtax 	-0.00136779
incfarm1	1.11624
incfarm23	1.06186
incfarm4	0.829697
incfarm5	0.865957
incfarm6	2.93365
farmsi1 	-0.357535
farmsi3 	-0.492465
fscaware	0.495417
fscpast 	0.618206
fscapp  	1.19397
fscresp 	0.592596
plake	-0.000397824
clake	0.112724
