0.0571917	-4.12E-05	-0.0053806	0.00377462	0.00554665	-0.00622337	-3.01E-06	0.000171635	-0.00217872	-0.000976935	-0.0015991	-0.00358452	0.00209492	0.0014938	0.00239853	4.93E-06	0.00087108
-4.12E-05	1.10E-07	3.79E-07	-2.35E-05	-2.50E-05	1.78E-05	1.69E-09	6.22E-06	6.17E-06	3.74E-06	5.28E-06	9.43E-06	-9.38E-07	-3.18E-07	-4.52E-07	-1.35E-08	3.11E-07
-0.0053806	3.79E-07	0.0161945	-0.00269662	0.00273353	-0.0116999	8.26E-07	-0.00157786	-0.00149211	-0.00216071	-0.00182737	-0.00257661	0.000187644	0.000162568	-0.000432758	2.57E-07	-0.00212611
0.00377462	-2.35E-05	-0.00269662	0.0215962	0.00545125	-0.00935285	-5.95E-07	-0.00240446	-0.00196696	-0.000585612	-0.000728258	-0.00239685	0.000241699	0.000907635	-0.000771298	4.16E-06	0.000647874
0.00554665	-2.50E-05	0.00273353	0.00545125	0.145708	-0.187589	-2.02E-05	-0.029384	-0.0309177	-0.0305096	-0.0321644	-0.0275527	-0.00436204	-0.011147	-0.00680091	1.18E-06	-0.00135358
-0.00622337	1.78E-05	-0.0116999	-0.00935285	-0.187589	0.378613	-4.52E-05	0.014027	0.0180472	0.0146484	0.0152314	0.016779	0.00110823	-0.0003407	0.00240318	-3.48E-08	0.00231428
-3.01E-06	1.69E-09	8.26E-07	-5.95E-07	-2.02E-05	-4.52E-05	9.27E-08	-1.37E-06	-4.42E-06	-7.00E-07	1.63E-06	-1.13E-05	-9.45E-07	1.16E-06	1.31E-06	-7.47E-10	-2.76E-07
0.000171635	6.22E-06	-0.00157786	-0.00240446	-0.029384	0.014027	-1.37E-06	0.029408	0.0232293	0.0228033	0.0226046	0.0233545	7.72E-06	0.00295492	6.93E-05	-1.07E-06	9.41E-05
-0.00217872	6.17E-06	-0.00149211	-0.00196696	-0.0309177	0.0180472	-4.42E-06	0.0232293	0.0289411	0.0251362	0.024384	0.0262333	-0.00365472	0.00571624	-0.00185921	-9.62E-07	0.00033626
-0.000976935	3.74E-06	-0.00216071	-0.000585612	-0.0305096	0.0146484	-7.00E-07	0.0228033	0.0251362	0.0300468	0.0238345	0.0249168	-0.00226044	0.00520843	-0.00109563	-7.28E-07	0.000513184
-0.0015991	5.28E-06	-0.00182737	-0.000728258	-0.0321644	0.0152314	1.63E-06	0.0226046	0.024384	0.0238345	0.0322384	0.0242207	-0.00121637	0.00461691	-0.00090277	-4.80E-07	0.000367179
-0.00358452	9.43E-06	-0.00257661	-0.00239685	-0.0275527	0.016779	-1.13E-05	0.0233545	0.0262333	0.0249168	0.0242207	0.115316	-0.00161925	0.00646224	-0.00112807	-9.61E-08	0.00039797
0.00209492	-9.38E-07	0.000187644	0.000241699	-0.00436204	0.00110823	-9.45E-07	7.72E-06	-0.00365472	-0.00226044	-0.00121637	-0.00161925	0.0151741	0.00458184	0.00641756	5.44E-07	-0.000137558
0.0014938	-3.18E-07	0.000162568	0.000907635	-0.011147	-0.0003407	1.16E-06	0.00295492	0.00571624	0.00520843	0.00461691	0.00646224	0.00458184	0.0180643	0.00514332	7.19E-07	0.000202466
0.00239853	-4.52E-07	-0.000432758	-0.000771298	-0.00680091	0.00240318	1.31E-06	6.93E-05	-0.00185921	-0.00109563	-0.00090277	-0.00112807	0.00641756	0.00514332	0.00828899	3.10E-07	8.74E-05
4.93E-06	-1.35E-08	2.57E-07	4.16E-06	1.18E-06	-3.48E-08	-7.47E-10	-1.07E-06	-9.62E-07	-7.28E-07	-4.80E-07	-9.61E-08	5.44E-07	7.19E-07	3.10E-07	4.30E-09	-5.12E-08
0.00087108	3.11E-07	-0.00212611	0.000647874	-0.00135358	0.00231428	-2.76E-07	9.41E-05	0.00033626	0.000513184	0.000367179	0.00039797	-0.000137558	0.000202466	8.74E-05	-5.12E-08	0.000809689
