Names	Betas
wetland 	-1.72344
pay     	0.0076045
cc	-0.344215
nm      	-0.383593
asc     	-1.69105
dems18  	0.768101
costtax 	-0.00128268
incfarm1	1.05224
incfarm23	0.990444
incfarm4	0.736512
incfarm5	0.805311
incfarm6	2.88644
farmsi2 	0.814997
farmsi3 	0.117802
farmsi4	0.653514
fscaware	0.382075
fscpast 	0.605754
fscapp  	1.34377
fsresp	0.553043
clake	0.079887
