0.0501028	-2.54E-05	-0.00581094	-0.0004145	0.00379967	-0.00579891	-1.87E-06	0.00143715	-0.00107897	-0.00023841	-0.00107058	-0.00384069	0.0015777	0.00080002	0.00209633	0.00110114
-2.54E-05	6.69E-08	1.33E-06	-1.04E-05	-2.09E-05	1.71E-05	-8.81E-10	3.15E-06	3.14E-06	1.50E-06	3.80E-06	9.20E-06	8.29E-07	1.54E-06	4.22E-07	1.02E-07
-0.00581094	1.33E-06	0.0156336	-0.00313181	0.00261953	-0.0117419	1.14E-06	-0.00157384	-0.00139308	-0.00186927	-0.00166453	-0.00258103	-6.69E-05	6.98E-05	-0.000544021	-0.0019838
-0.0004145	-1.04E-05	-0.00313181	0.0170152	0.00388904	-0.00845988	1.06E-07	-0.00128387	-0.000925354	0.000138822	-0.000217891	-0.00207469	-0.000218688	0.000284105	-0.00100817	0.000725625
0.00379967	-2.09E-05	0.00261953	0.00388904	0.142341	-0.184692	-1.89E-05	-0.0278909	-0.0295279	-0.0289432	-0.0308143	-0.0263649	-0.00455159	-0.0112689	-0.00705455	-0.00126019
-0.00579891	1.71E-05	-0.0117419	-0.00845988	-0.184692	0.372795	-4.47E-05	0.0133574	0.0176005	0.0136385	0.014682	0.0164101	0.00151024	0.000137865	0.00310374	0.00214433
-1.87E-06	-8.81E-10	1.14E-06	1.06E-07	-1.89E-05	-4.47E-05	8.96E-08	-1.40E-06	-4.43E-06	-6.40E-07	1.57E-06	-1.14E-05	-9.77E-07	1.26E-06	1.23E-06	-2.66E-07
0.00143715	3.15E-06	-0.00157384	-0.00128387	-0.0278909	0.0133574	-1.40E-06	0.0281281	0.0219793	0.0215927	0.021505	0.022299	0.000132074	0.00297239	0.000117545	0.000132604
-0.00107897	3.14E-06	-0.00139308	-0.000925354	-0.0295279	0.0176005	-4.43E-06	0.0219793	0.0275451	0.0238603	0.0232408	0.0250828	-0.00338733	0.00572855	-0.00170326	0.000318817
-0.00023841	1.50E-06	-0.00186927	0.000138822	-0.0289432	0.0136385	-6.40E-07	0.0215927	0.0238603	0.0286832	0.0227084	0.023748	-0.00206753	0.00522864	-0.000983572	0.000455784
-0.00107058	3.80E-06	-0.00166453	-0.000217891	-0.0308143	0.014682	1.57E-06	0.021505	0.0232408	0.0227084	0.0309919	0.0231437	-0.00113622	0.00454837	-0.000855256	0.000348002
-0.00384069	9.20E-06	-0.00258103	-0.00207469	-0.0263649	0.0164101	-1.14E-05	0.022299	0.0250828	0.023748	0.0231437	0.113453	-0.00150448	0.00633443	-0.000939969	0.000398578
0.0015777	8.29E-07	-6.69E-05	-0.000218688	-0.00455159	0.00151024	-9.77E-07	0.000132074	-0.00338733	-0.00206753	-0.00113622	-0.00150448	0.0148412	0.0043908	0.00620093	-4.28E-05
0.00080002	1.54E-06	6.98E-05	0.000284105	-0.0112689	0.000137865	1.26E-06	0.00297239	0.00572855	0.00522864	0.00454837	0.00633443	0.0043908	0.0177668	0.00498521	0.000225144
0.00209633	4.22E-07	-0.000544021	-0.00100817	-0.00705455	0.00310374	1.23E-06	0.000117545	-0.00170326	-0.000983572	-0.000855256	-0.000939969	0.00620093	0.00498521	0.00807168	0.000124342
0.00110114	1.02E-07	-0.0019838	0.000725625	-0.00126019	0.00214433	-2.66E-07	0.000132604	0.000318817	0.000455784	0.000348002	0.000398578	-4.28E-05	0.000225144	0.000124342	0.000708928
