Subbasin,WLD_w,CC_w,NM_w,ASC_w,GW_w,Buffer_w
136,239.9594359,55.29384572,70.2707165,20.31938607,19.77,61.91
137,240.0662105857624,55.401101273958176,70.37732824385698,20.425886032470373,19.770338807376188,61.84105269894658
138,240.59959594807475,55.92724678874098,70.91183978690043,20.951189553264573,19.770000000000003,61.910000000000004
139,236.0663345366786,51.4029599817092,66.35512455721354,16.40181890856879,19.770000000000003,61.91
140,247.46160453096732,62.716239463345936,77.78393187513313,27.72252857427752,19.77,61.91
141,232.7897974222717,48.11461773984682,63.05381219138805,13.078226884327385,19.77,61.91
142,239.9594359,55.29384572,70.2707165,20.31938607,19.77,61.91
143,239.9594359,55.29384572,70.2707165,20.31938607,19.77,61.91
144,237.1320690093497,52.46808792818095,67.42701581431162,17.47425088074317,19.77,61.91
145,231.4978585994753,46.83708403579656,61.76025637857831,11.804632850688417,19.77,61.91
146,249.3057614,64.54149024,79.63110527,29.54370587,19.77,61.91
147,248.59579163831728,63.835212357305394,78.91844018804562,28.835639363992225,19.77,61.90999999999999
148,249.3057614,64.54149024,79.63110527,29.54370587,19.77,61.91
149,248.19492326680455,63.43642852177948,78.5160499648903,28.435845622758354,19.769999999999996,61.90999999999999
150,249.3057614,64.54149024,79.63110527,29.54370587,19.77,61.91
151,229.14529,44.48585432,59.39409691,9.437279774,19.77,61.91
152,240.5760233966605,55.85714731972662,70.8682257991266,20.837370163902012,19.769999999999996,61.90999999999998
153,230.45816704072232,45.79190433311896,60.71195814060348,10.746637311761697,19.77,61.91
154,247.70694824372436,62.95099099371898,78.02622239957131,27.949178741632934,19.77,61.91
155,249.30669119764752,64.5424338972754,79.63203132467117,29.54464346921932,19.77,61.91
156,230.169958,45.42902496,60.46463069,10.45861018,19.77,61.91
157,230.169958,45.42902496,60.46463069,10.45861018,19.77,61.91
158,230.169958,45.42902496,60.46463069,10.45861018,19.77,61.91
159,235.75637549024518,51.06868744844732,66.02821086324693,16.055200018005994,19.77,61.91
160,238.66712356861305,54.0071783112509,68.92705978143145,18.971248298471032,19.769999999999996,61.91
161,230.169958,45.42902496,60.46463069,10.45861018,19.77,61.91
162,230.169958,45.42902496,60.46463069,10.45861018,19.77,61.91
163,243.66580434962538,59.01359427778098,73.94520028515649,23.990415652342918,19.77,61.91
164,253.2096924041164,68.64859891068562,83.44992058115037,33.55163878819357,19.770000000000003,61.91000000000001
165,264.76284774813996,80.25302042008053,95.01467515224974,45.142618957909235,19.77,61.91
166,243.06814085987003,58.45014237039085,73.31008568067905,23.380279433746345,19.77,61.91
167,245.3499519,60.7537017,75.58256866,25.66624544,19.77,61.91
168,245.3499519,60.7537017,75.58256866,25.66624544,19.77,61.91
169,250.12767467503153,65.5527952820681,80.36491820871375,30.459561882192396,19.77,61.90999999999999
170,266.0091161589146,81.50527378230518,96.26173977591456,46.39283724882315,19.770000000000003,61.91
171,245.98737290053458,61.231179723764185,76.30174410540938,26.233847753389597,19.770000000000003,61.91
172,243.1750196865554,58.442628696296154,73.47708888584052,23.42939917898494,19.77,61.91
173,249.2931799185511,64.52897418289663,79.61847602437321,29.53115811643257,19.77,61.91
174,261.68130734492394,77.10150692635133,91.95683244392058,42.02309022569999,19.769999999999996,61.91
175,267.10538028050865,82.60643576357835,97.35906836097945,47.49267754070676,19.77,61.910000000000004
176,243.86422915235667,59.101246247876574,74.17369748350572,24.115685741184162,19.770000000000003,61.91000000000001
177,252.52662747606172,67.88330839256196,82.80556137931194,32.84397493904038,19.769999999999996,61.90999999999999
178,265.27694972483215,80.76603014477918,95.53266566503389,45.65936645426219,19.77,61.91
179,267.1064237,82.60749044,97.36010955,47.49372663,19.77,61.91
180,267.1064237,82.60749044,97.36010955,47.49372663,19.77,61.91
181,267.1064237,82.60749044,97.36010955,47.49372663,19.77,61.91
182,267.1064237,82.60749044,97.36010955,47.49372663,19.77,61.91
183,267.0968614383868,82.59787011946793,97.35054704900213,47.48414479630109,19.770000000000003,61.910000000000004
184,267.1064237,82.60749044,97.36010955,47.49372663,19.77,61.91
185,267.1064237,82.60749044,97.36010955,47.49372663,19.77,61.91
186,267.1058093424479,82.60687235227022,97.35949517706793,47.49311101497778,19.77,61.90999999999999
187,239.72598861030386,55.0443036716604,69.98655739325956,20.045396024373943,19.77,61.91
188,224.4531704142815,39.69478298078808,54.70600745058384,4.752827495231528,19.77,61.91
189,256.7114849530503,72.14943703157849,86.96491057294656,37.0775114696293,19.770000000000003,61.91000000000001
190,253.01241294068467,68.4279054662032,83.265745956871,33.37086817788206,19.77,61.910000000000004
191,254.2281711677934,69.41623315780556,84.49495175954407,34.45323082054725,19.769999999999996,61.91
192,253.38119535896257,68.57158046226188,83.64578175570125,33.59604804899952,19.77,61.91
193,253.15591490000003,68.34691791,83.41991768,33.36805272,19.77,61.91
194,253.15591490000003,68.34691791,83.41991768,33.36805272,19.77,61.91
195,246.53162590621218,61.7747889106738,76.80686295184067,26.818440671572873,19.770000000000003,61.910000000000004
196,252.9384173650783,68.1311329619276,83.20278900354491,33.153007078639476,19.77,61.91
197,244.1725952846226,59.44125251310897,74.4460434502677,24.465383208219123,19.770000000000003,61.910000000000004
198,251.0600800920808,66.27488187341886,81.32378149536932,31.281513574574067,19.77,61.91
199,244.30363251235912,59.59580253841637,74.56646391983922,24.555223649843413,19.77,61.91
200,235.1596242567765,50.540403438720446,65.41875078472408,15.447282994334968,19.77,61.91
201,246.79471725977658,62.05903779655972,77.05797555706559,27.035388669687826,19.769999999999996,61.91
202,248.36049246871073,63.60676628342827,78.62393401648782,28.5941404861365,19.77,61.91
203,243.8139225,59.11259891,74.07683194,24.06796447,19.77,61.91
204,243.8139225,59.11259891,74.07683194,24.06796447,19.77,61.91
205,243.8139225,59.11259891,74.07683194,24.06796447,19.77,61.91
206,243.8139225,59.11259891,74.07683194,24.06796447,19.77,61.91
207,243.8139225,59.11259891,74.07683194,24.06796447,19.77,61.91
208,243.47131537593475,58.77165972672508,73.73440897073506,23.726945887332395,19.77,61.91
209,231.664662409803,46.95978128788156,61.94747979567764,11.95687273603605,19.77,61.91
210,234.31018027548103,49.70887361066756,64.56151227104262,14.61790422242674,19.770000000000003,61.91000000000001
211,233.32801716902696,48.71679493086724,63.5835013913975,13.636595323619183,19.77,61.91
212,233.7713403,49.17832665,64.02132331,14.08271563,19.77,61.91
213,233.7713403,49.17832665,64.02132331,14.08271563,19.77,61.91
214,245.9904663742393,61.264056499734494,76.25363054603291,26.234745306861186,19.769999999999996,61.91
215,243.8139225,59.11259891,74.07683194,24.06796447,19.77,61.91
216,243.8139225,59.11259891,74.07683194,24.06796447,19.77,61.91
217,243.8139225,59.11259891,74.07683194,24.06796447,19.77,61.91
218,235.32974867829492,50.71992748670981,65.58173761231052,15.632227014792635,19.77,61.90999999999999
219,239.89842556743085,55.23933088125171,70.15629512864211,20.174821210096233,19.769999999999996,61.90999999999999
220,231.23983043499604,46.65779644932916,61.497243567486834,11.542715224867521,19.769999999999996,61.91
221,243.8139225,59.11259891,74.07683194,24.06796447,19.77,61.91
222,239.78471481011815,55.12525027466321,70.04348325491944,20.059516011423604,19.770000000000003,61.91
223,226.74097077392094,42.20454061907718,56.99450305673842,7.065440054062443,19.769999999999996,61.91
224,233.85077676844443,49.2569063906667,64.10086202604654,14.161698593603582,19.77,61.91
225,233.7713403,49.17832665,64.02132331,14.08271563,19.77,61.91
226,230.26457670244946,45.527529931549175,60.55807526563303,10.553825885152664,19.770000000000003,61.910000000000004
227,230.169958,45.42902496,60.46463069,10.45861018,19.77,61.91
228,230.9435789760678,46.23113962631372,61.22951738919713,11.236645424390874,19.77,61.90999999999999
229,245.3499519,60.7537017,75.58256866,25.66624544,19.77,61.91
230,239.76634097850354,55.17165155595705,70.00733235080729,20.080262785862477,19.769999999999996,61.90999999999998
231,237.99870792893768,53.404512609911016,68.2423504962644,18.311878904431673,19.77,61.91
232,233.7713403,49.17832665,64.02132331,14.08271563,19.77,61.91
233,233.7713403,49.17832665,64.02132331,14.08271563,19.77,61.91
234,233.7713403,49.17832665,64.02132331,14.08271563,19.77,61.91
235,233.7713403,49.17832665,64.02132331,14.08271563,19.77,61.91
236,234.2774823179994,49.68432718696478,64.52670618786031,14.589072640333534,19.770000000000003,61.91000000000001
237,245.3499519,60.7537017,75.58256866,25.66624544,19.77,61.91
238,244.20291819045354,59.60698861887438,74.43725533583711,24.518724508595234,19.769999999999996,61.90999999999998
239,245.3499519,60.7537017,75.58256866,25.66624544,19.77,61.91
240,236.5892650091323,51.99546366933562,66.83502153786924,16.901837300042885,19.769999999999996,61.91
241,245.3064700249305,60.71023197934654,75.53915200148141,25.622745095272787,19.770000000000003,61.910000000000004
242,240.96847947519498,56.373454020878356,71.20766781286993,21.28291191109729,19.77,61.91
243,245.3499519,60.7537017,75.58256866,25.66624544,19.77,61.91
244,245.3499519,60.7537017,75.58256866,25.66624544,19.77,61.91
245,244.92858641129405,60.27236092068985,75.21181695037015,25.281136220644257,19.77,61.91
246,241.02771913523964,56.364512360136914,71.32915049418506,21.378322512109783,19.769999999999996,61.90999999999998
247,230.40634918785457,45.74619581929708,60.66244127982848,10.706263959591672,19.77,61.91
248,239.9594359,55.29384572,70.2707165,20.31938607,19.77,61.91
249,239.9594359,55.29384572,70.2707165,20.31938607,19.77,61.91
250,239.9594359,55.29384572,70.2707165,20.31938607,19.77,61.91
251,232.7030641621564,48.041603697094004,62.972424454934114,13.01741240470072,19.77,61.91
252,229.14529,44.48585432,59.39409691,9.437279774,19.77,61.91
253,229.14529,44.48585432,59.39409691,9.437279774,19.77,61.91
254,229.14529,44.48585432,59.39409691,9.437279774,19.77,61.91
255,230.2162883487372,45.55624314678346,60.471282452755894,10.515008702532299,19.77,61.90999999999999
256,229.14529,44.48585432,59.39409691,9.437279774,19.77,61.91
257,229.14529,44.48585432,59.39409691,9.437279774,19.77,61.91
258,229.14529,44.48585432,59.39409691,9.437279774,19.77,61.91
259,228.11983877698898,43.439124681433334,58.36946496998307,8.413518047483725,19.77,61.90999999999999
260,225.88234597691644,41.15520324532774,56.1337598120326,6.179711659946271,19.77,61.91
261,224.41046886163738,39.6527842454587,54.66305865116539,4.710259556380148,19.770000000000003,61.91000000000001
262,238.8744165007762,54.112614909462934,69.1693271740811,19.13826352274034,19.77,61.91
263,230.96529173443787,46.20536258882087,61.23712772734201,11.24877826762808,19.77,61.91
264,224.3774624,39.61909289,54.63007856,4.677307475,19.77,61.91
265,229.18406169942227,44.505684889764865,59.43633423040501,9.475201437370286,19.77,61.91
266,224.6804783151772,39.922037067676136,54.933978516788066,4.979570957431019,19.769999999999996,61.90999999999999
267,224.3774624,39.61909289,54.63007856,4.677307475,19.77,61.91
268,224.3774624,39.61909289,54.63007856,4.677307475,19.77,61.91
269,267.1064237,82.60749044,97.36010955,47.49372663,19.77,61.91
270,267.1064237,82.60749044,97.36010955,47.49372663,19.77,61.91
271,266.82540711454664,82.32476761393374,97.07908592949076,47.21213485837232,19.77,61.91
272,224.3774624,39.61909289,54.63007856,4.677307475,19.77,61.91
273,224.3774624,39.61909289,54.63007856,4.677307475,19.77,61.91
274,224.3774624,39.61909289,54.63007856,4.677307475,19.77,61.91
275,267.1064237,82.60749044,97.36010955,47.49372663,19.77,61.91
276,267.1064237,82.60749044,97.36010955,47.49372663,19.77,61.91
277,266.66260018609324,82.1581441876069,96.9166647317598,47.04648563330726,19.770000000000003,61.910000000000004
278,224.3774624,39.61909289,54.63007856,4.677307475,19.77,61.91
279,266.8406489020839,82.34010194460994,97.09432809859562,47.22740784287772,19.770000000000003,61.910000000000004
280,245.57280417497878,60.94312583415937,75.82595094570401,25.91603198317037,19.77,61.91
281,230.53054666560166,45.81757273118042,60.783126497407295,10.8206491081209,19.770000000000003,61.91
282,252.80843742786698,68.22011355414597,83.06256079327686,33.150050233348715,19.770000000000003,61.91
283,233.35349370798735,48.66139661166169,63.606055688548324,13.638987398874788,19.77,61.91
284,238.78617691552725,54.10237342368062,69.04233969180413,19.05891406290446,19.77,61.91
285,267.1064237,82.60749044,97.36010955,47.49372663,19.77,61.91
286,265.7782766520787,81.20739911791907,96.0401198102124,46.155477211100106,19.77,61.91
287,258.313384353885,73.61988493627123,88.58536548221906,38.633171328766,19.770000000000003,61.91
288,260.33116291228157,75.74870374235482,90.59052852529953,40.66677904152813,19.77,61.91
289,257.4929470772687,72.760512415991,87.76926923014356,37.80648113645694,19.769999999999996,61.91
290,243.13905213304565,58.4276027830062,73.40209134892841,23.394763841843634,19.769999999999996,61.91
291,247.80263852884661,63.06351099490124,78.07279375690956,28.041308697783162,19.769999999999996,61.90999999999999
292,246.42634056943604,61.69538130445726,76.6943957499794,26.67003996578381,19.77,61.91
293,221.98049751921397,37.26360798834433,52.256557301090325,2.248644192709069,19.769999999999996,61.90999999999999
294,224.18761886863416,39.47787902842293,54.46004427252787,4.457728079423596,19.769999999999996,61.90999999999999
295,236.2611352,51.59050599,66.51367963,16.54197999,19.77,61.91
296,236.43544330997238,51.7645577764268,66.6909954611968,16.718343078440068,19.77,61.91
297,247.8033607,63.06422888,78.07351703,28.04202823,19.77,61.91
298,247.8033607,63.06422888,78.07351703,28.04202823,19.77,61.91
299,247.78219551118045,63.0432252875907,78.05244631929108,28.02106485216773,19.77,61.91
300,239.00765074236585,54.33362480644734,69.30772980996888,19.321442568257666,19.77,61.91
301,239.4442679,54.76895783,69.75173792,19.76263974,19.77,61.91
302,239.4442679,54.76895783,69.75173792,19.76263974,19.77,61.91
303,237.10158841088327,52.429723297706246,67.36863502876724,17.3923415938533,19.770000000000003,61.910000000000004
304,242.83315750860845,58.13032168742228,73.11968123401559,23.113503055155405,19.770000000000003,61.910000000000004
305,244.53392865021232,59.8197589738224,74.81867921632153,24.80377035567073,19.769999999999996,61.91
306,241.74994039851794,57.06667065482549,72.05496102150929,22.076790949838834,19.77,61.91
307,242.62255894391393,57.92437955163862,72.91697759405672,22.91503827387791,19.77,61.91
308,247.8033607,63.06422888,78.07351703,28.04202823,19.77,61.91
309,250.65853865443813,65.94451462489505,80.9540954391303,31.018149340051583,19.77,61.91
310,247.8033607,63.06422888,78.07351703,28.04202823,19.77,61.91
311,254.74154231031835,70.01341132103383,85.03275217626918,35.116131021445504,19.770000000000003,61.910000000000004
312,251.78735239704662,67.05453739328068,82.06959793386369,32.10406758960102,19.77,61.91
313,229.14328906068647,44.48384187579557,59.3922296879057,9.435577762595287,19.77,61.90999999999999
314,229.10658657621494,44.44634778874749,59.355424408267815,9.398640116581763,19.769999999999996,61.90999999999999
315,229.14529,44.48585432,59.39409691,9.437279774,19.77,61.91
316,229.14529,44.48585432,59.39409691,9.437279774,19.77,61.91
317,229.14529,44.48585432,59.39409691,9.437279774,19.77,61.91
318,229.1388773558063,44.47930861154652,59.38768938918054,9.430877695047903,19.77,61.91
319,228.53393990981925,43.870989122656056,58.82360164907941,8.917261591166985,19.77,61.91
320,228.3531314,43.68914101,58.65487607,8.76346475,19.77,61.91
321,226.15025002988847,41.43396504363923,56.42477304752747,6.499362850057298,19.77,61.91
322,227.32918036005856,42.63205986897618,57.579438248622864,7.62416229087872,19.77,61.91
323,225.8328000139053,41.10462918895983,56.08425343370769,6.130247327078955,19.77,61.91
324,225.6554742401818,40.92366186265612,55.90723664179168,5.953588079837237,19.770000000000003,61.910000000000004
325,224.74032987549467,39.989489972717244,54.992656122971155,5.039577103113757,19.770000000000003,61.910000000000004
326,218.3858819023829,33.6349091699158,48.66124591809509,-1.320584566463296,19.770000000000003,61.91
327,224.3774624,39.61909289,54.63007856,4.677307475,19.77,61.91
328,222.90949667033843,38.21934281443019,53.210638377457485,3.2788891657087507,19.769999999999996,61.91
329,210.50188841732256,25.752100502251245,40.80165579872181,-9.222035062940312,19.77,61.90999999999998
330,207.95841265479672,23.19640016098228,38.25789830871978,-11.784639969249557,19.770000000000003,61.91000000000001
331,207.7670709,23.00413877,38.06653536,-11.97742078,19.77,61.91
332,208.31559992775124,23.552818470269262,38.61351730486335,-11.42742760872669,19.77,61.910000000000004
333,217.51217937660982,32.751924078569964,47.78415852625789,-2.2063004850067305,19.770000000000003,61.91
334,207.95120883389794,23.18832728376657,38.25015394736908,-11.792791341825266,19.77,61.91
335,223.3262510775979,38.613720945293906,53.60009486119941,3.595594373810628,19.77,61.91
336,226.93577851672603,42.210172368722866,57.19387239567206,7.223202717894809,19.77,61.91
