ID,Generation,Cost,Reach Outlet NO3 kg/yr,N_reduction_kg,Reach Outlet Sediment tons/yr,S_reduction_ton,N_reduction_pct,S_reduction_pct,# PND Lake small,# PND Marsh small,# PND Marsh med,# PND Marsh large,# RES Marsh 50 ha,# RES Marsh 250 ha,# RES Marsh 500 ha,# RAMO area m^2,# RAMO sediment reduced Mg/yr,SWAT (1st) Outlet Average Daily FlowOut m^3/sec,SWAT (1st) WYLD m^3,SWAT (1st) LeSueur NO3 kg/yr,SWAT (1st) Reach Outlet NO3 kg/yr,SWAT (1st) Reach Outlet P kg/yr,SWAT (1st) Reach Outlet Sediment tons/yr,SWAT (1st) Sediment Transport Subbasin tons/yr,Point Source Sediment tons/yr,Point Source Mineral P kg/yr,Adjusted Point Source Sediment tons/yr,Adjusted Point Source Mineral P kg/yr,SWAT (2nd) Outlet Average Daily FlowOut m^3/sec,SWAT (2nd) WYLD m^3,SWAT (2nd) LeSueur NO3 kg/yr,SWAT (2nd) Reach Outlet P kg/yr,SWAT (2nd) Sediment Transport Subbasin tons/yr,SWAT (2nd) NO3 YIELD (SQ) kg/ha,SWAT (2nd) NO3 YIELD (LAT) kg/ha,SWAT (2nd) NO3 YIELD (TILE) kg/ha,SWAT (1st) HRU Sediment Transport HRU 1300 t/ha,SWAT (1st) HRU NO3 Leached HRU 1300 kg/ha,SWAT (2nd) HRU Sediment Transport HRU 1300 t/ha,SWAT (2nd) HRU NO3 Leached HRU 1300 kg/ha,Dominates,Superiors,RawFitness,Score
20019110,1,27582186.22,5007290.839,22876221.5,19941.4019,585953.494,82,96.7,1,4,1,0,90,12,3,3103998,6902.5175,224.029281,163309264.7,1702780.161,5005253.257,1068840.103,19941.4019,1206075.679,1023660.702,451434.368,949726.2386,418829.2782,224.029281,163309264.7,1702784.384,1015984.367,1206075.679,0.1345,0.6332,10.5944,1602.849618,1253.988519,1602.849618,1253.988519,2,0,0,999999.5625
20022638,3,27582981.56,7295056.043,20588456.3,19572.9451,586321.9508,73.8,96.8,3,4,3,3,66,13,3,3744061,8325.8579,223.798747,163009001,3317676.11,7293872.785,1135446.419,19572.9451,1351388.253,1023660.702,451434.368,1029266.577,453906.5685,223.798747,163009001,3317656.797,1112654.421,1351388.253,0.1357,0.6303,10.5977,1910.535921,1253.646113,1910.535921,1253.646113,0,0,0,999999.5625
20023134,24,27675034.88,5926539.982,21956972.36,19904.3182,585990.5777,78.7,96.7,2,4,2,2,81,10,1,3103998,6902.5175,223.198213,163106686.6,2451729.463,5925514.173,1106860.646,19904.3182,1329380.69,1023660.702,451434.368,1000878.708,441387.5182,223.198213,163106686.6,2451701.226,1073745.549,1329380.69,0.1349,0.6281,10.5976,1866.491407,1252.376781,1866.491407,1252.376781,0,0,0,999999.5625
20021754,24,27710746.84,4988647.731,22894864.61,20006.9881,585887.9078,82.1,96.7,1,5,1,0,90,13,3,3103998,6902.5175,224.233843,163471531.7,1702838.677,4986181.474,1090754.592,20006.9881,1283460.402,1023660.702,451434.368,949101.7781,418553.8915,224.233843,163471531.7,1702843.601,1037652.731,1283460.402,0.1363,0.6326,10.602,1798.786929,1254.81092,1798.786929,1254.81092,2,0,0,999999.5625
20020662,8,27784816,7476591.552,20406920.79,19439.6093,586455.2866,73.2,96.8,2,3,2,0,56,17,4,3103998,6902.5175,224.257255,163517184.6,3261917.275,7475930.969,1102234.644,19439.6093,1235556.172,1023660.702,451434.368,1045169.807,460919.8929,224.257255,163517184.6,3261890.924,1085583.438,1235556.172,0.1364,0.632,10.6001,1698.709439,1254.050125,1698.709439,1254.050125,0,0,0,999999.5625
20023213,27,27935364.86,5004399.368,22879112.97,19918.2788,585976.6171,82.1,96.7,1,5,1,1,90,14,3,3103998,6902.5175,223.865232,163201331.1,1702838.677,5002515.023,1109336.395,19918.2788,1355394.968,1023660.702,451434.368,949271.1902,418628.6022,223.865232,163201331.1,1702843.601,1056312.958,1355394.968,0.1352,0.6314,10.5979,1880.375697,1253.673007,1880.375697,1253.673007,2,0,0,999999.5625
20023838,24,27974048.29,7565755.661,20317756.68,19409.967,586484.9289,72.9,96.8,2,5,1,0,55,16,3,3947440,8778.1221,223.656151,163163597.1,3311920.183,7565071.633,1104154.007,19409.967,1220052.814,1023660.702,451434.368,1043820.938,460325.042,223.656151,163163597.1,3311889.131,1087319.961,1220052.814,0.1353,0.6277,10.5855,1680.90976,1254.186012,1680.90976,1254.186012,0,0,0,999999.5625
20024792,6,28149885.98,4938667.884,22944844.46,27642.259,578252.6369,82.3,95.4,2,0,2,2,90,13,4,0,0,225.189331,163965203.3,1708510.51,4945436.452,1156118.613,27730.9024,1401808.275,1023660.702,451434.368,967691.3602,426751.8969,224.81504,163713018.2,1706234.847,1094332.853,1411884.223,0.1372,0.6328,10.601,2001.338252,1256.385268,2017.330713,1253.78456,2,0,0,999999.5625
20024754,4,28239861.12,5830286.625,22053225.72,19818.4801,586076.4158,79.1,96.7,3,5,3,2,81,10,2,3744061,8325.8579,223.219021,163119821.9,2450912.434,5831374.401,1113307.725,19841.1319,1332123.956,1023660.702,451434.368,998761.9773,440454.04,223.001758,162966744.2,2450884.338,1074229.605,1335116.513,0.1355,0.6263,10.5945,1877.073395,1254.935115,1881.28161,1253.787527,0,0,0,999999.5625
20025224,24,28260700.56,4985634.363,22897877.98,20030.0927,585864.8032,82.1,96.7,1,3,2,0,92,12,3,3103998,6902.5175,224.174588,163420642.5,1702098.331,4983190.171,1073017.241,20030.0927,1220941.026,1023660.702,451434.368,949764.607,418846.1989,224.174588,163420642.5,1702103.264,1020186.212,1220941.026,0.1333,0.633,10.5966,1635.255176,1253.91893,1635.255176,1253.91893,2,0,0,999999.5625
20022152,12,28327889.37,6102069.789,21781442.55,19632.191,586262.7049,78.1,96.8,3,2,0,2,73,13,3,4827161,10734.4022,224.408731,163097026.9,3156898.902,6101301.95,1105694.04,19631.3831,1275341.955,1023660.702,451434.368,1003623.557,442597.9963,224.397894,163090708.2,3156882.274,1073394.853,1275556.201,0.1357,0.6285,10.5937,1800.032482,1253.380638,1800.400743,1253.193978,0,0,0,999999.5625
20023532,12,28463356.55,4989781.974,22893730.37,20000.5784,585894.3175,82.1,96.7,1,4,1,1,90,13,3,3103998,6902.5175,224.155422,163403824.5,1702838.677,4991274.405,1076909.219,19987.6595,1224298.712,1023660.702,451434.368,949853.0926,418885.2212,224.129152,163375642.1,1702843.601,1020493.477,1226989.451,0.1336,0.6324,10.5965,1644.064542,1254.373046,1646.818045,1253.619548,2,0,0,999999.5625
20023545,12,28564065.6,4998161.919,22885350.42,19953.1959,585941.7,82.1,96.7,1,4,0,0,90,12,3,3744061,8325.8579,223.975704,163297914.2,1702780.161,4996166.343,1069085.471,19953.1959,1207631.408,1023660.702,451434.368,949748.062,418838.9022,223.975704,163297914.2,1702784.384,1016233.812,1207631.408,0.1345,0.6335,10.5902,1605.275036,1253.73491,1605.275036,1253.73491,2,0,0,999999.5625
20022156,12,28876801.54,4773193.205,23110319.14,20295.5506,585599.3453,82.9,96.7,2,5,0,0,90,12,4,357578,795.1643,224.346115,163290211.3,1612176.684,4771434.854,1076182.742,20295.5506,1233657.11,1023660.702,451434.368,961357.8749,423958.8301,224.346115,163290211.3,1612179.964,1027916.728,1233657.11,0.134,0.63,10.5927,1669.91077,1252.720011,1669.91077,1252.720011,2,0,0,999999.5625
20023292,2,29022039.14,4984703.097,22898809.24,20126.8833,585768.0126,82.1,96.7,0,1,0,0,92,11,3,3103998,6902.5175,224.623575,163805543.2,1707569.451,4982782.803,1073867.776,20126.8833,1204740.064,1023660.702,451434.368,955986.8368,421590.2022,224.623575,163805543.2,1707570.62,1023488.002,1204740.064,0.1349,0.6361,10.5805,1604.754603,1253.12022,1604.754603,1253.12022,2,0,0,999999.5625
20023884,26,29059905.45,4958956.189,22924556.15,20015.6826,585879.2133,82.2,96.7,2,6,2,1,91,13,3,4530616,10074.9601,224.117832,163411492.4,1662037.412,4956833.751,1096988.776,20015.6826,1309018.083,1023660.702,451434.368,942152.7565,415489.3729,224.117832,163411492.4,1662041.988,1041366.994,1309018.083,0.1347,0.6303,10.5958,1780.709299,1253.807617,1780.709299,1253.807617,2,0,0,999999.5625
20021960,4,29124471.1,4974694.147,22908818.19,19878.2406,586016.6553,82.2,96.7,1,5,2,1,89,14,4,3744061,8325.8579,224.303941,163487531.7,1707077.172,4972696.955,1105371.143,19878.2406,1327172.061,1023660.702,451434.368,952492.7234,420049.2982,224.303941,163487531.7,1707075.793,1053701.091,1327172.061,0.1357,0.6337,10.6012,1824.290014,1252.442099,1824.290014,1252.442099,3,0,0,999999.5625
20022827,11,29194899.22,4938331.096,22945181.24,20039.5585,585855.3374,82.3,96.7,1,6,1,0,91,13,3,3103998,6902.5175,224.201922,163446485.1,1662021.954,4936266.201,1079031.353,20039.5585,1245409.244,1023660.702,451434.368,946197.3626,417273.044,224.201922,163446485.1,1662026.531,1024791.385,1245409.244,0.1344,0.6328,10.5864,1686.312622,1254.309631,1686.312622,1254.309631,2,0,0,999999.5625
20022054,8,29347963.61,4881879.609,23001632.73,19925.6366,585969.2593,82.5,96.7,1,5,1,0,90,13,4,3744061,8325.8579,224.285291,163471259.6,1702852.03,4879252.429,1122740.522,19925.6366,1406737.751,1023660.702,451434.368,947560.421,417874.1529,224.285291,163471259.6,1702856.96,1068895.574,1406737.751,0.1372,0.6321,10.5951,2017.576597,1252.815851,2017.576597,1252.815851,2,0,0,999999.5625
20022864,13,29505148.91,6855505.766,21028006.57,19562.1153,586332.7806,75.4,96.8,1,3,1,0,54,16,5,3469290,7714.8358,224.983535,163489961.7,3311037.466,6854104.958,1133902.645,19562.1153,1333981.563,1023660.702,451434.368,1034046.942,456014.7096,224.983535,163489961.7,3311008.713,1112592.64,1333981.563,0.1362,0.6339,10.5959,1861.190724,1253.634716,1861.190724,1253.634716,0,0,0,999999.5625
20021766,25,29518931.77,4983913.031,22899599.31,19831.0591,586063.8368,82.1,96.7,1,4,3,0,91,12,3,3687174,8199.3554,223.886821,163182371.3,1702749.972,4981827.011,1072021.822,19831.0591,1206521.527,1023660.702,451434.368,946704.0007,417496.4717,223.886821,163182371.3,1702753.582,1018067.463,1206521.527,0.1343,0.6309,10.5984,1618.636629,1254.443437,1618.636629,1254.443437,3,0,0,999999.5625
20025330,28,29556539.73,5698026.846,22185485.49,97769.42,508125.4759,79.6,83.9,1,5,2,2,144,1,5,3103998,6902.5175,225.056506,163437992.5,1342748.173,5695160.993,1113430.348,97769.42,1303546.497,1023660.702,451434.368,921668.8189,406455.9563,225.056506,163437992.5,1342757.152,1047601.437,1303546.497,0.1351,0.6344,10.6024,1778.366008,1255.290489,1778.366008,1255.290489,0,35,89,999910.5625
20025308,28,29572275.68,5521885.305,22361627.04,97850.5477,508044.3482,80.2,83.9,2,4,1,1,150,2,2,3103998,6902.5175,225.029731,163371360,1351651.914,5518761.479,1103721.867,97850.5477,1297464.585,1023660.702,451434.368,920393.0907,405893.3598,225.029731,163371360,1351661.613,1037179.84,1297464.585,0.1345,0.6303,10.5906,1773.88732,1253.684006,1773.88732,1253.684006,0,25,58,999941.5625
20024845,8,29592109.06,4436355.254,23447157.09,20506.6459,585388.25,84.1,96.6,1,4,1,0,123,11,2,3103998,6902.5175,225.380047,163520221.9,1341695.444,4434818.28,1108422.01,20506.6459,1353691.052,1023660.702,451434.368,955115.5275,421205.9551,225.380047,163520221.9,1341701.899,1057756.51,1353691.052,0.1356,0.632,10.5913,1881.499372,1253.630803,1881.499372,1253.630803,0,0,0,999999.5625
20024325,16,29601402.87,4771130.228,23112382.11,20300.1962,585594.6997,82.9,96.6,2,5,0,0,90,12,5,0,0,224.412011,163297459.6,1613300.883,4771533.873,1076572.944,20303.2208,1233922.238,1023660.702,451434.368,962453.6648,424442.0735,224.395127,163289906.1,1613305.133,1027091.303,1234572.501,0.134,0.6302,10.5924,1671.164715,1254.087536,1672.057382,1253.67479,0,0,0,999999.5625
20024884,10,29658383.73,4983876.119,22899636.22,19830.7625,586064.1334,82.1,96.7,1,4,3,0,91,12,3,3103998,6902.5175,223.885394,163181742.1,1702748.402,4981805.455,1071688.802,19830.7625,1204572.787,1023660.702,451434.368,947871.2996,418011.2505,223.885394,163181742.1,1702752,1018076.17,1204572.787,0.1343,0.6308,10.5981,1613.333965,1254.199854,1613.333965,1254.199854,1,0,0,999999.5625
20024414,19,29669118.35,7353618.173,20529894.17,19479.9714,586414.9245,73.6,96.8,1,1,2,0,57,17,5,3103998,6902.5175,224.502173,163655361.8,3261917.275,7352956.795,1102233.257,19479.9714,1234307.647,1023660.702,451434.368,1045749.173,461175.3934,224.502173,163655361.8,3261890.924,1085813.85,1234307.647,0.1362,0.6323,10.5967,1698.45395,1253.988213,1698.45395,1253.988213,0,0,0,999999.5625
20024028,3,29900164.4,7514738.173,20368774.17,19385.9185,586508.9774,73,96.8,2,4,2,1,57,16,5,3744061,8325.8579,224.687416,163810373.2,3268998.159,7535852.404,1141324.613,19454.8005,1306357.757,1023660.702,451434.368,1047369.263,461889.853,224.226648,163499894.2,3260444.124,1110285.221,1314311.556,0.1366,0.6316,10.5957,1833.873263,1255.176478,1842.864536,1253.389924,0,0,0,999999.5625
20024550,25,29910939.33,4970724.338,22912788,19830.438,586064.4579,82.2,96.7,1,4,3,0,91,12,3,3469290,7714.8358,223.879325,163177836.3,1702416.64,4968695.592,1093660.544,19830.438,1299649.48,1023660.702,451434.368,947118.9539,417679.466,223.879325,163177836.3,1702418.512,1039776.967,1299649.48,0.1344,0.631,10.5899,1775.790632,1254.535429,1775.790632,1254.535429,1,0,0,999999.5625
20023589,14,29975601.24,7478682.507,20404829.83,19318.2859,586576.61,73.2,96.8,3,4,2,0,56,17,4,4770274,10607.8997,223.918174,163184274,3255106.591,7477937.362,1133209.45,19318.2859,1349362.192,1023660.702,451434.368,1038799.734,458110.691,223.918174,163184274,3255081.288,1114068.864,1349362.192,0.1367,0.6264,10.6011,1906.4788,1253.51893,1906.4788,1253.51893,0,0,0,999999.5625
20025329,28,29997479.45,5023609.067,22859903.27,19908.7365,585986.1594,82,96.7,3,3,2,0,90,14,3,3744061,8325.8579,224.031131,163612804.7,1838499.211,5021647.57,1105304.788,19908.7365,1322362.15,1023660.702,451434.368,953177.1335,420351.1233,224.031131,163612804.7,1838496.598,1053808.386,1322362.15,0.1354,0.6322,10.5877,1817.101957,1252.098206,1817.101957,1252.098206,0,4,8,999991.5625
