ID,Generation,Cost,Reach Outlet NO3 kg/yr,N_reduction_kg,Reach Outlet Sediment tons/yr,S_reduction_ton,N_reduction_pct,S_reduction_pct,# PND Lake small,# PND Marsh small,# PND Marsh med,# PND Marsh large,# RES Marsh 50 ha,# RES Marsh 250 ha,# RES Marsh 500 ha,# RAMO area m^2,# RAMO sediment reduced Mg/yr,SWAT (1st) Outlet Average Daily FlowOut m^3/sec,SWAT (1st) WYLD m^3,SWAT (1st) LeSueur NO3 kg/yr,SWAT (1st) Reach Outlet NO3 kg/yr,SWAT (1st) Reach Outlet P kg/yr,SWAT (1st) Reach Outlet Sediment tons/yr,SWAT (1st) Sediment Transport Subbasin tons/yr,Point Source Sediment tons/yr,Point Source Mineral P kg/yr,Adjusted Point Source Sediment tons/yr,Adjusted Point Source Mineral P kg/yr,SWAT (2nd) Outlet Average Daily FlowOut m^3/sec,SWAT (2nd) WYLD m^3,SWAT (2nd) LeSueur NO3 kg/yr,SWAT (2nd) Reach Outlet P kg/yr,SWAT (2nd) Sediment Transport Subbasin tons/yr,SWAT (2nd) NO3 YIELD (SQ) kg/ha,SWAT (2nd) NO3 YIELD (LAT) kg/ha,SWAT (2nd) NO3 YIELD (TILE) kg/ha,SWAT (1st) HRU Sediment Transport HRU 1300 t/ha,SWAT (1st) HRU NO3 Leached HRU 1300 kg/ha,SWAT (2nd) HRU Sediment Transport HRU 1300 t/ha,SWAT (2nd) HRU NO3 Leached HRU 1300 kg/ha,Dominates,Superiors,RawFitness,Score
20020154,16,24386119.56,7046051.062,20837461.28,20889.0743,585005.8216,74.7,96.6,3,1,0,1,64,14,2,3103998,6902.5175,224.937598,163465762.9,3181238.511,7044998.76,1136246.584,20872.7348,1328921.096,1023660.702,451434.368,1025697.043,452332.404,224.937598,163465762.9,3181218.504,1112404.718,1328921.096,0.1372,0.6313,10.6002,1866.270221,1254.563843,1866.270221,1254.563843,1,0,0,999999.5625
20023044,20,24398530.96,7153066.98,20730445.36,20030.5751,585864.3208,74.3,96.7,0,1,0,0,62,13,3,3469290,7714.8358,225.10102,163810354.9,3254231.782,7152187.061,1135245.975,20030.5751,1339512.742,1023660.702,451434.368,1045640.273,461127.3691,225.10102,163810354.9,3254199.43,1119136.083,1339512.742,0.1366,0.6356,10.5994,1870.232238,1253.566089,1870.232238,1253.566089,1,0,0,999999.5625
20021904,2,24402358,6692541.829,21190970.51,21211.5209,584683.375,76,96.5,1,4,4,0,69,12,1,3103998,6902.5175,225.064408,163611582.5,3240028.022,6691557.927,1105337.23,21208.3716,1229463.807,1023660.702,451434.368,1021977.351,450692.0198,225.064408,163611582.5,3240002.702,1081062.147,1229463.807,0.1365,0.6313,10.5964,1708.188172,1253.178483,1708.188172,1253.178483,1,0,0,999999.5625
20024289,14,24430413.9,6752698.46,21130813.88,20950.2073,584944.6886,75.8,96.5,2,4,1,0,67,11,2,3103998,6902.5175,224.163849,163196874.8,3232965.281,6751566.748,1099037.654,20947.8472,1226181.587,1023660.702,451434.368,1008122.965,444582.2354,224.163849,163196874.8,3232967.824,1069043.447,1226181.587,0.1343,0.6352,10.5895,1691.513303,1253.21731,1691.513303,1253.21731,1,0,0,999999.5625
20021126,27,24484456.66,7010670.151,20872842.19,20905.6704,584989.2255,74.9,96.5,4,2,0,1,64,15,2,4827161,10734.4022,224.929315,163440430.6,3180097.421,7008645.481,1139965.084,20877.8036,1347669.725,1023660.702,451434.368,1023165.042,451215.7911,224.914725,163430074.3,3180078.17,1114540.331,1347778.306,0.1363,0.6313,10.5995,1906.787178,1254.714388,1906.897747,1254.610409,1,0,0,999999.5625
20024534,24,24536932.77,6669626.848,21213885.49,21196.6277,584698.2682,76.1,96.5,0,1,2,0,68,12,1,3103998,6902.5175,225.285393,163706442.5,3241561.975,6667928.279,1105526.179,21193.3289,1226342.513,1023660.702,451434.368,1025843.001,452396.7716,225.285393,163706442.5,3241534.539,1082813.218,1226342.513,0.1361,0.6331,10.5874,1702.436282,1253.093638,1702.436282,1253.093638,1,0,0,999999.5625
20025250,25,24544919.72,5545285.389,22338226.95,105566.0361,500328.8598,80.1,82.6,2,4,0,0,149,1,2,0,0,225.070053,163396177.2,1352304.102,5542265.675,1118780.06,105566.0361,1342363.64,1023660.702,451434.368,929890.6611,410081.7884,225.070053,163396177.2,1352310.73,1056123.315,1342363.64,0.1351,0.6306,10.6,1864.492701,1254.233883,1864.492701,1254.233883,0,0,0,999999.5625
20019617,22,24619334.17,5827650.825,22055861.52,21146.7863,584748.1096,79.1,96.5,3,4,1,2,87,12,1,3744061,8325.8579,223.30699,163072839.9,2186258.634,5826124.395,1104098.833,21134.1703,1315535.581,1023660.702,451434.368,975976.7506,430405.7544,223.30699,163072839.9,2186255.449,1061377.314,1315535.581,0.1347,0.6284,10.6032,1794.077228,1254.629842,1794.077228,1254.629842,2,0,0,999999.5625
20023930,28,24746644.41,7237912.521,20645599.82,19879.6066,586015.2893,74,96.7,0,1,1,0,66,14,3,3103998,6902.5175,224.988119,163770436.3,3272794.834,7237028.562,1102298.368,19879.6066,1236508.163,1023660.702,451434.368,1043460.428,460166.0574,224.988119,163770436.3,3272767.76,1085255.635,1236508.163,0.137,0.6352,10.5995,1698.938752,1254.04795,1698.938752,1254.04795,1,0,0,999999.5625
20021561,16,24785020.45,5752827.005,22130685.34,21283.2478,584611.6481,79.4,96.5,3,2,1,0,84,11,2,3744061,8325.8579,223.424997,163369106.5,2176163.247,5751384.203,1114373.865,21271.7485,1332529.002,1023660.702,451434.368,978672.5206,431594.5891,223.424997,163369106.5,2176153.769,1072587.038,1332529.002,0.1359,0.6309,10.5953,1880.889619,1252.80904,1880.889619,1252.80904,3,0,0,999999.5625
20016367,3,24830913.63,5373456.651,22510055.69,28005.105,577889.7909,80.7,95.4,0,1,1,0,87,12,2,0,0,224.418975,163746589.5,1839274.061,5371794.539,1148255.993,27962.2935,1439898.888,1023660.702,451434.368,975127.4992,430031.2347,224.411766,163739200.1,1839274.693,1105275.45,1440010.187,0.1388,0.6354,10.592,2099.917446,1253.794022,2100.137024,1253.758558,3,0,0,999999.5625
20024528,24,24880843.92,7016338.452,20867173.89,20865.1574,585029.7385,74.8,96.6,4,1,1,1,66,14,2,3687174,8199.3554,224.842832,163394778.9,3176274.952,7015080.081,1131697.989,20849.1861,1326773.736,1023660.702,451434.368,1024433.389,451775.1325,224.842832,163394778.9,3176254.838,1107427.625,1326773.736,0.1354,0.6314,10.5986,1869.045639,1254.775581,1869.045639,1254.775581,1,0,0,999999.5625
20020698,9,25047379.64,6684038.647,21199473.69,21127.6592,584767.2367,76,96.5,2,4,3,1,67,13,1,3744061,8325.8579,224.843494,163428496.5,3239254.153,6683028.589,1135041.427,21112.1349,1351055.5,1023660.702,451434.368,1020280.036,449943.5041,224.843494,163428496.5,3239227.711,1110191.89,1351055.5,0.1363,0.631,10.5947,1905.09657,1254.969353,1905.09657,1254.969353,1,0,0,999999.5625
20023855,25,25058628.32,7079707.682,20803804.66,19825.7766,586069.1193,74.6,96.7,0,2,1,0,66,13,3,3103998,6902.5175,225.331209,163696126.2,3193682.981,7078505.19,1113400.191,19825.7766,1231310.623,1023660.702,451434.368,1029966.359,454215.1725,225.331209,163696126.2,3193660.538,1091031.735,1231310.623,0.137,0.6355,10.5967,1694.506848,1253.860885,1694.506848,1253.860885,1,0,0,999999.5625
20012469,15,25069199.78,5659461.827,22224050.51,21488.1285,584406.7674,79.7,96.5,1,5,2,0,81,11,1,3103998,6902.5175,224.197166,163491999.6,2183833.199,5658103.561,1095403.505,21496.5398,1259986.398,1023660.702,451434.368,981983.3156,433054.6498,224.197166,163491999.6,2183825.955,1055012.068,1259986.398,0.136,0.6336,10.5983,1753.4374,1253.190983,1753.4374,1253.190983,3,0,0,999999.5625
20015677,3,25087137.34,7079486.923,20804025.42,20832.0914,585062.8045,74.6,96.6,2,3,1,1,63,14,2,3469290,7714.8358,224.756447,163379294.9,3183016.64,7078294.36,1134482.983,20810.9011,1337414.905,1023660.702,451434.368,1027176.385,452984.7936,224.755872,163376303.8,3182994.773,1111244.62,1337436.015,0.1361,0.6306,10.5886,1879.593278,1254.088776,1879.645401,1254.075447,1,0,0,999999.5625
20023334,3,25116629.32,5755629.106,22127883.23,21250.6839,584644.212,79.4,96.5,3,2,1,0,84,10,2,4530616,10074.9601,223.405341,163367836.6,2176920.097,5754158.39,1113582.913,21260.0865,1332597.348,1023660.702,451434.368,976893.448,430810.018,223.405341,163367836.6,2176913.785,1071232.377,1332597.348,0.1361,0.6311,10.5912,1867.878676,1253.016028,1867.878676,1253.016028,3,0,0,999999.5625
20025320,28,25364555,7710963.898,20172548.44,22592.8538,583302.0421,72.3,96.3,3,2,1,1,71,11,2,3103998,6902.5175,224.045037,163737271.5,3084329.202,7710396.079,1141990.374,22589.9997,1326767.73,1023660.702,451434.368,1032109.899,455160.4736,224.045037,163737271.5,3084318.665,1121530.465,1326767.73,0.1363,0.633,10.591,1859.058459,1253.217001,1859.058459,1253.217001,0,35,68,999931.5625
20020654,8,25400553.38,6697155.965,21186356.38,21119.6672,584775.2287,76,96.5,2,4,3,0,67,13,1,3103998,6902.5175,224.887242,163449828,3240374.753,6696278.25,1130907.939,21116.7737,1324383.539,1023660.702,451434.368,1021773.335,450602.0487,224.887242,163449828,3240347.742,1106602.937,1324383.539,0.1373,0.6303,10.6009,1854.506516,1253.441433,1854.506516,1253.441433,0,0,0,999999.5625
20024410,19,25442917.26,5150096.572,22733415.77,27107.3941,578787.5018,81.5,95.5,1,4,3,0,92,11,3,0,0,223.852343,163180858,1702840.216,5148245.098,1132365.491,27107.3941,1408633.467,1023660.702,451434.368,956978.5411,422027.544,223.852343,163180858,1702844.639,1082443.561,1408633.467,0.1364,0.6312,10.5972,2015.479064,1254.790648,2015.479064,1254.790648,3,0,0,999999.5625
20023830,24,25478304.11,6690966.821,21192545.52,21103.1538,584791.7421,76,96.5,2,4,3,2,70,12,1,3103998,6902.5175,224.683185,163476092.4,3240776.537,6690080.185,1127243.433,21100.2746,1334681.781,1023660.702,451434.368,1021479.138,450472.308,224.683185,163476092.4,3240749.454,1102851.563,1334681.781,0.1353,0.6298,10.6004,1874.830912,1252.797987,1874.830912,1252.797987,0,0,0,999999.5625
20017733,2,25486257.69,5351204.918,22532307.42,26552.0087,579342.8872,80.8,95.6,2,4,1,0,89,11,1,0,0,224.010552,163500601.5,1802900.793,5349496.87,1145088.021,26513.932,1446162.307,1023660.702,451434.368,969378.5709,427495.9574,224.010552,163500601.5,1802906.586,1099856.494,1446162.307,0.1381,0.6325,10.5919,2120.444106,1254.158514,2120.444106,1254.158514,3,0,0,999999.5625
20023056,21,25488655.25,7013727.302,20869785.04,20849.3688,585045.5271,74.8,96.6,1,0,1,1,69,15,2,3469290,7714.8358,224.79722,163593400.7,3184768.371,7012423.282,1121027.592,20831.8207,1317201.508,1023660.702,451434.368,1022648.619,450988.0492,224.79722,163593400.7,3184757.59,1095968.682,1317201.508,0.1347,0.6352,10.5989,1857.772099,1254.359111,1857.772099,1254.359111,0,0,0,999999.5625
20021466,12,25503414.16,7004652.103,20878860.24,20901.757,584993.1389,74.9,96.6,4,3,0,1,64,15,2,3744061,8325.8579,224.891206,163416446.3,3169105.95,7003386.77,1136778.35,20875.1002,1343247.518,1023660.702,451434.368,1023704.528,451453.705,224.891206,163416446.3,3169086.974,1112192.072,1343247.518,0.1363,0.6306,10.5969,1899.169983,1253.526361,1899.169983,1253.526361,0,0,0,999999.5625
20016341,2,25596780.43,5654638.556,22228873.78,21487.0557,584407.8402,79.7,96.5,1,5,2,0,81,11,1,3103998,6902.5175,224.192718,163490983.8,2184200.017,5653227.196,1094598.103,21495.4655,1242161.303,1023660.702,451434.368,981993.7937,433059.271,224.192718,163490983.8,2184192.566,1054211.644,1242161.303,0.1368,0.6342,10.5947,1721.359701,1253.456743,1721.359701,1253.456743,2,0,0,999999.5625
20025327,28,25627612.3,6185065.499,21698446.84,32829.353,573065.5429,77.8,94.6,2,2,3,1,96,8,1,3744061,8325.8579,224.222891,163515786.9,1780496.334,6182873.44,1152136.882,32829.353,1409553.859,1023660.702,451434.368,954866.7103,421096.2267,224.222891,163515786.9,1780497.408,1100427.692,1409553.859,0.1373,0.6321,10.5843,2039.452529,1255.157658,2039.452529,1255.157658,0,17,57,999942.5625
20010822,4,25687595.19,5659900.139,22223612.2,21339.9274,584554.9685,79.7,96.5,1,3,1,0,90,13,1,3103998,6902.5175,222.583564,163489939,2184185.377,5658450.264,1071806.04,21337.0485,1215644.772,1023660.702,451434.368,980652.3931,432467.7131,222.583564,163489939,2184177.982,1030821.285,1215644.772,0.1353,0.634,10.5932,1650.151625,1253.826574,1650.151625,1253.826574,2,0,0,999999.5625
20019398,13,25695688.39,5836738.45,22046773.89,21139.2668,584755.6291,79.1,96.5,3,4,1,1,87,11,1,3103998,6902.5175,223.377539,163133357.9,2186561.933,5835245.218,1076622.538,21134.4607,1219768.915,1023660.702,451434.368,977522.1352,431087.2692,223.377539,163133357.9,2186561.853,1034470.096,1219768.915,0.135,0.6312,10.5999,1655.439422,1253.450724,1655.439422,1253.450724,0,0,0,999999.5625
20025325,28,25696120.42,5792314.789,22091197.55,21395.021,584499.8749,79.2,96.5,3,2,0,0,84,11,2,4530616,10074.9601,223.478899,163375655.2,2051792.82,5790816.768,1088208.821,21404.0115,1234790.748,1023660.702,451434.368,975865.6654,430356.7663,223.478899,163375655.2,2051794.376,1045515.611,1234790.748,0.1364,0.6312,10.6005,1709.76684,1253.369124,1709.76684,1253.369124,0,6,21,999978.5625
20021603,18,25724639.77,5261955.485,22621556.86,26180.4975,579714.3984,81.1,95.7,1,3,2,0,89,11,3,0,0,223.95462,163488991.2,2178875.479,5260301.413,1111351.474,26139.3753,1349610.999,1023660.702,451434.368,973314.8234,429231.8446,223.95462,163488991.2,2178869.044,1067796.485,1349610.999,0.1355,0.6326,10.5964,1891.013306,1253.714544,1891.013306,1253.714544,2,0,0,999999.5625
20024920,11,25727407.2,5627612.895,22255899.45,21234.1029,584660.793,79.8,96.5,2,3,1,1,84,11,1,3469290,7714.8358,223.882294,163607457.8,2183833.199,5626174.629,1108699,21234.7051,1338029.178,1023660.702,451434.368,980746.1082,432509.0415,223.882294,163607457.8,2183825.955,1067803.498,1338029.178,0.1366,0.6322,10.5994,1877.79023,1253.467363,1877.79023,1253.467363,2,0,0,999999.5625
20020914,18,25773201.44,7007784.686,20875727.65,20893.1084,585001.7875,74.9,96.6,4,2,0,1,64,15,2,3469290,7714.8358,224.912729,163428182,3176364.414,7006066.225,1129034.246,20877.2204,1323950.108,1023660.702,451434.368,1024689.828,451888.2222,224.912729,163428182,3176344.266,1104811.26,1323950.108,0.1351,0.6309,10.5987,1873.616673,1254.244817,1873.616673,1254.244817,0,0,0,999999.5625
20021213,2,25797875.19,5925206.23,21958306.11,19985.8161,585909.0798,78.8,96.7,1,4,1,1,81,10,1,3103998,6902.5175,223.542337,163301743.3,2451703.238,5924266.32,1099041.558,19985.8161,1276220.51,1023660.702,451434.368,1002162.901,441953.8472,223.542337,163301743.3,2451675.025,1066392.112,1276220.51,0.137,0.6301,10.5906,1797.557426,1253.982608,1797.557426,1253.982608,0,0,0,999999.5625
20023858,25,25836085.39,5597060.531,22286451.81,21269.9641,584624.9318,79.9,96.5,0,2,1,0,86,11,2,3103998,6902.5175,224.216336,163721515.8,2184200.017,5595551.461,1082317.928,21263.1493,1220804.236,1023660.702,451434.368,979231.444,431841.0746,224.216336,163721515.8,2184192.566,1040894.282,1220804.236,0.1355,0.6354,10.5953,1660.481711,1254.042411,1660.481711,1254.042411,2,0,0,999999.5625
20016639,14,25862228.44,7590416.915,20293095.43,19675.4369,586219.459,72.8,96.8,1,4,1,0,55,17,3,3947440,8778.1221,225.053058,164174274.2,3312011.71,7593440.837,1124059.328,19754.5453,1221674.271,1023660.702,451434.368,1046330.453,461431.738,224.259465,163580547.7,3311980.504,1094050.116,1228509.384,0.1364,0.6328,10.5944,1681.705564,1257.955974,1692.713955,1254.270857,0,0,0,999999.5625
20018576,8,25908126.22,5371909.322,22511603.02,20764.9355,585129.9604,80.7,96.6,1,3,2,0,88,11,1,3103998,6902.5175,223.8378,163486433.6,2178653.622,5370176.892,1074506.74,20749.6297,1216272.45,1023660.702,451434.368,965134.8515,425624.4769,223.8378,163486433.6,2178649.495,1027574.242,1216272.45,0.1349,0.6328,10.596,1651.570687,1253.76486,1651.570687,1253.76486,3,0,0,999999.5625
20018804,18,26136591.07,5012247.457,22871264.88,20018.7543,585876.1416,82,96.7,1,3,1,1,89,13,3,3744061,8325.8579,224.273808,163487229.4,1702327.159,5010200.844,1103997.539,20018.7543,1329678.667,1023660.702,451434.368,948115.2686,418118.8407,224.273808,163487229.4,1702329.567,1050553.311,1329678.667,0.1352,0.6331,10.6015,1833.183135,1253.745335,1833.183135,1253.745335,3,0,0,999999.5625
20022102,10,26219598.21,6016748.109,21866764.23,19918.8974,585975.9985,78.4,96.7,1,3,2,1,82,9,1,3568844,7936.219,223.379207,163206809.5,2451475.239,6015216.072,1128970.539,19918.8974,1372844.76,1023660.702,451434.368,999229.9847,440660.4314,223.379207,163206809.5,2451447.045,1095323.749,1372844.76,0.1374,0.6303,10.5935,1964.110872,1254.325971,1964.110872,1254.325971,0,0,0,999999.5625
20025240,25,26415415.22,7469203.044,20414309.3,19755.0123,586139.8836,73.2,96.7,1,2,1,0,54,13,3,3103998,6902.5175,226.130934,163715488.6,3323669.545,7468460.409,1132529.012,19755.0123,1257683.728,1023660.702,451434.368,1047924.037,462134.5087,226.130934,163715488.6,3323637.494,1117171.897,1257683.728,0.1369,0.6341,10.5987,1748.118946,1253.516217,1748.118946,1253.516217,0,0,0,999999.5625
20024623,28,26427492.9,7077963.621,20805548.72,19816.1092,586078.7867,74.6,96.7,0,2,2,0,66,13,3,3744061,8325.8579,225.293523,163672827.5,3193682.981,7076700.948,1112989.959,19816.1092,1230550.225,1023660.702,451434.368,1026702.955,452776.0114,225.293523,163672827.5,3193660.538,1089395.912,1230550.225,0.1368,0.6354,10.5957,1693.369928,1253.653636,1693.369928,1253.653636,0,0,0,999999.5625
20020838,15,26440306.4,4955159.536,22928352.8,27811.7899,578083.106,82.2,95.4,2,1,2,0,89,13,4,0,0,224.939125,163768922.7,1706233.378,4953430.019,1142015.723,27811.7899,1412813.288,1023660.702,451434.368,965002.6071,425566.1571,224.939125,163768922.7,1706235.598,1095241.415,1412813.288,0.1372,0.6347,10.6011,2022.170191,1254.015503,2022.170191,1254.015503,2,0,0,999999.5625
20019693,26,26445222.39,4986894.803,22896617.54,27458.6433,578436.2526,82.1,95.5,1,5,1,0,90,13,3,0,0,224.237538,163474885.2,1702336.641,4985005.739,1105458.114,27458.6433,1342625.433,1023660.702,451434.368,958611.5889,422747.7179,224.237538,163474885.2,1702339.025,1056175.563,1342625.433,0.1351,0.6328,10.6012,1860.746699,1254.449146,1860.746699,1254.449146,2,0,0,999999.5625
20021058,24,26453229.22,4977743.941,22905768.4,26933.2283,578961.6676,82.1,95.6,1,5,1,0,90,13,3,0,0,224.305129,163520410.2,1709210.049,4978464.475,1139266.882,26950.0161,1437477.275,1023660.702,451434.368,959060.6715,422945.7633,224.243976,163477415.5,1702856.76,1088085.992,1438714.113,0.1378,0.6329,10.5995,2106.766058,1255.534393,2107.840701,1254.891832,2,0,0,999999.5625
20018437,2,26504618.32,7586039.569,20297472.77,19696.207,586198.6889,72.8,96.7,2,4,1,0,55,17,3,3103998,6902.5175,224.185351,163303132.5,3312797.042,7585409.556,1120013.605,19696.207,1268783.859,1023660.702,451434.368,1047517.018,461955.0133,224.185351,163303132.5,3312765.703,1104507.338,1268783.859,0.1361,0.627,10.5939,1768.287775,1253.899881,1768.287775,1253.899881,0,0,0,999999.5625
20020449,28,26513338.72,6008742.485,21874769.86,19963.7806,585931.1153,78.5,96.7,1,3,1,1,81,9,1,4530616,10074.9601,223.505736,163307300.4,2451993.541,6007779.192,1126352.636,19963.7806,1365404.869,1023660.702,451434.368,999493.6293,440776.6984,223.505736,163307300.4,2451965.241,1092867.287,1365404.869,0.1367,0.6301,10.5873,1959.804437,1252.954414,1959.804437,1252.954414,0,0,0,999999.5625
20021406,10,26679577.86,5926805.816,21956706.52,19940.3633,585954.5326,78.7,96.7,1,4,2,1,82,10,1,3568844,7936.219,223.413826,163201342.1,2451667.835,5925732.343,1112830.157,19940.3633,1328365.298,1023660.702,451434.368,998657.2562,440407.8577,223.413826,163201342.1,2451639.455,1078931.066,1328365.298,0.1365,0.6303,10.5942,1880.737383,1253.243743,1880.737383,1253.243743,0,0,0,999999.5625
20023081,22,26764307.09,7587785.192,20295727.15,19677.7062,586217.1897,72.8,96.8,1,1,2,0,55,18,3,3947440,8778.1221,224.452556,163708355.4,3312011.71,7586728.625,1107962.064,19677.7062,1224840.152,1023660.702,451434.368,1044838.612,460773.8362,224.452556,163708355.4,3311980.504,1091507.405,1224840.152,0.136,0.6329,10.5936,1685.123798,1253.496753,1685.123798,1253.496753,0,0,0,999999.5625
20019038,27,26780701.6,5006238.268,22877274.07,20036.7788,585858.1171,82,96.7,1,3,1,0,90,12,3,3103998,6902.5175,224.266399,163489744.4,1702127.208,5004227.784,1074259.702,20036.7788,1227811.705,1023660.702,451434.368,949710.7544,418822.45,224.266399,163489744.4,1702132.142,1021399.204,1227811.705,0.1338,0.6335,10.5969,1648.403885,1254.08344,1648.403885,1254.08344,3,0,0,999999.5625
20015400,21,26824880.41,7582831.588,20300680.75,19700.4347,586194.4612,72.8,96.7,1,4,1,0,54,17,3,4288028,9535.5049,224.257018,163586321,3312797.042,7582134.644,1118532.836,19700.4347,1263619.48,1023660.702,451434.368,1045571.726,461097.1395,224.257018,163586321,3312765.703,1102401.855,1263619.48,0.136,0.6313,10.5952,1757.493272,1252.328229,1757.493272,1252.328229,0,0,0,999999.5625
20025277,26,26850006.61,7468031.365,20415480.98,19725.4562,586169.4397,73.2,96.7,1,2,2,0,56,14,3,3687174,8199.3554,226.045916,163701490.3,3322461.919,7467678.537,1128106.781,19725.4562,1243471.934,1023660.702,451434.368,1046346.104,461438.6408,226.045916,163701490.3,3322430.351,1112205.208,1243471.934,0.1368,0.6353,10.5925,1711.090546,1253.928688,1711.090546,1253.928688,0,0,0,999999.5625
20023988,2,26937294.7,7462231.678,20421280.66,19719.5894,586175.3065,73.2,96.7,0,2,1,0,54,13,3,3687174,8199.3554,226.130368,163716743.7,3324006.258,7461543.85,1125158.383,19719.5894,1230504.35,1023660.702,451434.368,1046662.807,461578.3063,226.130368,163716743.7,3323974.09,1109386.291,1230504.35,0.1363,0.6351,10.5847,1698.582242,1252.630198,1698.582242,1252.630198,0,0,0,999999.5625
20023463,9,26972372.09,6020672.633,21862839.71,19910.2973,585984.5986,78.4,96.7,2,4,2,1,82,9,1,3744061,8325.8579,223.314928,163166504.1,2451986.403,6019584.361,1143383.547,19910.2973,1410540.649,1023660.702,451434.368,998222.4756,440216.1194,223.314928,163166504.1,2451958.162,1109339.022,1410540.649,0.1379,0.6296,10.5954,2050.596909,1253.341117,2050.596909,1253.341117,0,0,0,999999.5625
20025290,27,26997542.82,7461195.146,20422317.19,19575.3208,586319.5751,73.2,96.8,1,2,1,0,53,16,3,3103998,6902.5175,226.086176,163712882.2,3277482.664,7460495.836,1123213.421,19575.3208,1230822.343,1023660.702,451434.368,1046041.678,461304.3887,226.086176,163712882.2,3277454.101,1107105.251,1230822.343,0.1368,0.6353,10.5954,1690.036843,1253.506731,1690.036843,1253.506731,0,0,0,999999.5625
20025315,28,27000436.81,5735778.764,22147733.58,21271.3957,584623.5002,79.4,96.5,2,1,1,0,84,11,2,4530616,10074.9601,223.575378,163475467.3,2176920.097,5730490.48,1112652.092,21226.93,1329984.343,1023660.702,451434.368,976590.6923,430676.5028,224.01523,163803931.4,2178898.837,1082491.388,1323830.974,0.1376,0.6319,10.6044,1860.232203,1252.093181,1851.975897,1254.796572,0,5,13,999986.5625
20024250,12,27022433.94,5920839.15,21962673.19,19982.169,585912.7269,78.8,96.7,1,5,1,1,81,10,1,3103998,6902.5175,223.518795,163288115.3,2441822.066,5919801.394,1097078.861,19982.169,1272693.048,1023660.702,451434.368,1001921.882,441847.5577,223.518795,163288115.3,2441794.526,1064337.155,1272693.048,0.137,0.6295,10.588,1792.245069,1252.898559,1792.245069,1252.898559,0,0,0,999999.5625
20024680,1,27030401.1,6861182.517,21022329.82,19705.3195,586189.5764,75.4,96.7,1,0,0,1,54,15,5,3103998,6902.5175,225.631329,163812582.7,3316054.736,6860201.26,1139607.249,19705.3195,1337070.456,1023660.702,451434.368,1035885.164,456825.3659,225.631329,163812582.7,3316027.451,1118953.659,1337070.456,0.1365,0.6362,10.5948,1871.574871,1253.840669,1871.574871,1253.840669,0,0,0,999999.5625
20025243,25,27112205.4,4948625.032,22934887.31,20132.6618,585762.2341,82.3,96.7,0,1,1,0,91,12,3,3103998,6902.5175,224.623432,163788324.3,1703314.395,4946747.68,1105397.714,20132.6618,1329036.23,1023660.702,451434.368,955185.8871,421236.9837,224.623432,163788324.3,1703316.634,1054642.285,1329036.23,0.1357,0.636,10.5934,1840.618751,1254.99146,1840.618751,1254.99146,2,0,0,999999.5625
20024923,12,27285508.91,7233220.118,20650292.22,19659.762,586235.1339,74.1,96.8,1,2,3,0,66,14,3,3103998,6902.5175,224.865856,163679930,3272726.789,7232332.939,1100034.951,19659.762,1229118.951,1023660.702,451434.368,1043357.601,460120.7106,224.865856,163679930,3272699.88,1082953.518,1229118.951,0.1364,0.6338,10.5985,1688.834485,1253.670545,1688.834485,1253.670545,0,0,0,999999.5625
20020225,19,27299507.18,6116591.679,21766920.66,19749.1933,586145.7026,78.1,96.7,0,2,3,0,79,14,3,3687174,8199.3554,226.027931,163721982.7,3158683.331,6115173.372,1097086.389,19749.1933,1236567.991,1023660.702,451434.368,1002691.915,442187.1427,226.027931,163721982.7,3158667.646,1065299.857,1236567.991,0.1367,0.6347,10.5981,1694.762155,1253.779237,1694.762155,1253.779237,0,0,0,999999.5625
20022706,6,27311843.52,6860882.884,21022629.46,19705.1549,586189.741,75.4,96.7,1,0,0,1,54,15,5,3469290,7714.8358,225.632475,163812133.8,3316121.295,6859892.886,1139286.332,19705.1549,1337140.906,1023660.702,451434.368,1035184.348,456516.3058,225.632475,163812133.8,3316094.205,1118379.815,1337140.906,0.1364,0.636,10.5995,1871.322888,1253.662139,1871.322888,1253.662139,0,0,0,999999.5625
20022893,14,27372516.34,7677644.097,20205868.24,19529.0629,586365.833,72.5,96.8,2,9,1,0,57,15,4,4187098,9311.0617,223.658281,163082489.3,3304929.947,7676947.174,1136886.493,19529.0629,1339603.095,1023660.702,451434.368,1041591.732,459341.9617,223.658281,163082489.3,3304899.88,1118962.168,1339603.095,0.1364,0.6254,10.604,1888.724003,1253.79222,1888.724003,1253.79222,0,0,0,999999.5625
20024551,25,27450827.08,6921708.721,20961803.62,19598.8054,586296.0905,75.2,96.8,4,2,0,0,65,15,4,3103998,6902.5175,224.278525,163356493,3183640.954,6920495.458,1111861.066,19598.8054,1264451.714,1023660.702,451434.368,1027719.511,453224.3128,224.278525,163356493,3183619.149,1088493.146,1264451.714,0.1357,0.6313,10.5932,1756.911799,1253.627757,1756.911799,1253.627757,0,0,0,999999.5625
20021622,19,27503476.82,6077994.715,21805517.63,19654.55,586240.3459,78.2,96.8,1,2,0,1,73,13,3,3103998,6902.5175,224.564085,163180355,3145777.234,6076678.122,1116429.844,19654.55,1296973.074,1023660.702,451434.368,1005927.747,443614.1441,224.564085,163180355,3145761.209,1085728.76,1296973.074,0.1374,0.63,10.5841,1845.835193,1254.456076,1845.835193,1254.456076,0,0,0,999999.5625
