id,Cluster,c2,c1,c0
6967500969,2,1,0,0
6967500969,2,1,0,0
6967500969,2,1,0,0
6967500969,2,1,0,0
6967500969,2,1,0,0
6967500969,2,1,0,0
6967500969,2,1,0,0
6967500969,2,1,0,0
6967500969,2,1,0,0
6967500969,2,1,0,0
6967500969,2,1,0,0
6967500969,2,1,0,0
6967500969,2,1,0,0
6967500969,2,1,0,0
6967500969,2,1,0,0
6967500969,2,1,0,0
6966018516,1,0,1,0
6966018516,1,0,1,0
6966018516,1,0,1,0
6966018516,1,0,1,0
6966018516,1,0,1,0
6966018516,1,0,1,0
6966018516,1,0,1,0
6966018516,1,0,1,0
6966018516,1,0,1,0
6966018516,1,0,1,0
6966018516,1,0,1,0
6966018516,1,0,1,0
6966018516,1,0,1,0
6966018516,1,0,1,0
6966018516,1,0,1,0
6966018516,1,0,1,0
6954002510,0,0,0,1
6954002510,0,0,0,1
6954002510,0,0,0,1
6954002510,0,0,0,1
6954002510,0,0,0,1
6954002510,0,0,0,1
6954002510,0,0,0,1
6954002510,0,0,0,1
6954002510,0,0,0,1
6954002510,0,0,0,1
6954002510,0,0,0,1
6954002510,0,0,0,1
6954002510,0,0,0,1
6954002510,0,0,0,1
6954002510,0,0,0,1
6954002510,0,0,0,1
6954000142,1,0,1,0
6954000142,1,0,1,0
6954000142,1,0,1,0
6954000142,1,0,1,0
6954000142,1,0,1,0
6954000142,1,0,1,0
6954000142,1,0,1,0
6954000142,1,0,1,0
6954000142,1,0,1,0
6954000142,1,0,1,0
6954000142,1,0,1,0
6954000142,1,0,1,0
6954000142,1,0,1,0
6954000142,1,0,1,0
6954000142,1,0,1,0
6954000142,1,0,1,0
6952091365,1,0,1,0
6952091365,1,0,1,0
6952091365,1,0,1,0
6952091365,1,0,1,0
6952091365,1,0,1,0
6952091365,1,0,1,0
6952091365,1,0,1,0
6952091365,1,0,1,0
6952091365,1,0,1,0
6952091365,1,0,1,0
6952091365,1,0,1,0
6952091365,1,0,1,0
6952091365,1,0,1,0
6952091365,1,0,1,0
6952091365,1,0,1,0
6952091365,1,0,1,0
6950969532,1,0,1,0
6950969532,1,0,1,0
6950969532,1,0,1,0
6950969532,1,0,1,0
6950969532,1,0,1,0
6950969532,1,0,1,0
6950969532,1,0,1,0
6950969532,1,0,1,0
6950969532,1,0,1,0
6950969532,1,0,1,0
6950969532,1,0,1,0
6950969532,1,0,1,0
6950969532,1,0,1,0
6950969532,1,0,1,0
6950969532,1,0,1,0
6950969532,1,0,1,0
6950966877,2,1,0,0
6950966877,2,1,0,0
6950966877,2,1,0,0
6950966877,2,1,0,0
6950966877,2,1,0,0
6950966877,2,1,0,0
6950966877,2,1,0,0
6950966877,2,1,0,0
6950966877,2,1,0,0
6950966877,2,1,0,0
6950966877,2,1,0,0
6950966877,2,1,0,0
6950966877,2,1,0,0
6950966877,2,1,0,0
6950966877,2,1,0,0
6950966877,2,1,0,0
6950963846,0,0,0,1
6950963846,0,0,0,1
6950963846,0,0,0,1
6950963846,0,0,0,1
6950963846,0,0,0,1
6950963846,0,0,0,1
6950963846,0,0,0,1
6950963846,0,0,0,1
6950963846,0,0,0,1
6950963846,0,0,0,1
6950963846,0,0,0,1
6950963846,0,0,0,1
6950963846,0,0,0,1
6950963846,0,0,0,1
6950963846,0,0,0,1
6950963846,0,0,0,1
6949522020,1,0,1,0
6949522020,1,0,1,0
6949522020,1,0,1,0
6949522020,1,0,1,0
6949522020,1,0,1,0
6949522020,1,0,1,0
6949522020,1,0,1,0
6949522020,1,0,1,0
6949522020,1,0,1,0
6949522020,1,0,1,0
6949522020,1,0,1,0
6949522020,1,0,1,0
6949522020,1,0,1,0
6949522020,1,0,1,0
6949522020,1,0,1,0
6949522020,1,0,1,0
6949520595,1,0,1,0
6949520595,1,0,1,0
6949520595,1,0,1,0
6949520595,1,0,1,0
6949520595,1,0,1,0
6949520595,1,0,1,0
6949520595,1,0,1,0
6949520595,1,0,1,0
6949520595,1,0,1,0
6949520595,1,0,1,0
6949520595,1,0,1,0
6949520595,1,0,1,0
6949520595,1,0,1,0
6949520595,1,0,1,0
6949520595,1,0,1,0
6949520595,1,0,1,0
6949519165,1,0,1,0
6949519165,1,0,1,0
6949519165,1,0,1,0
6949519165,1,0,1,0
6949519165,1,0,1,0
6949519165,1,0,1,0
6949519165,1,0,1,0
6949519165,1,0,1,0
6949519165,1,0,1,0
6949519165,1,0,1,0
6949519165,1,0,1,0
6949519165,1,0,1,0
6949519165,1,0,1,0
6949519165,1,0,1,0
6949519165,1,0,1,0
6949519165,1,0,1,0
6949517026,0,0,0,1
6949517026,0,0,0,1
6949517026,0,0,0,1
6949517026,0,0,0,1
6949517026,0,0,0,1
6949517026,0,0,0,1
6949517026,0,0,0,1
6949517026,0,0,0,1
6949517026,0,0,0,1
6949517026,0,0,0,1
6949517026,0,0,0,1
6949517026,0,0,0,1
6949517026,0,0,0,1
6949517026,0,0,0,1
6949517026,0,0,0,1
6949517026,0,0,0,1
6949515466,0,0,0,1
6949515466,0,0,0,1
6949515466,0,0,0,1
6949515466,0,0,0,1
6949515466,0,0,0,1
6949515466,0,0,0,1
6949515466,0,0,0,1
6949515466,0,0,0,1
6949515466,0,0,0,1
6949515466,0,0,0,1
6949515466,0,0,0,1
6949515466,0,0,0,1
6949515466,0,0,0,1
6949515466,0,0,0,1
6949515466,0,0,0,1
6949515466,0,0,0,1
6949513982,2,1,0,0
6949513982,2,1,0,0
6949513982,2,1,0,0
6949513982,2,1,0,0
6949513982,2,1,0,0
6949513982,2,1,0,0
6949513982,2,1,0,0
6949513982,2,1,0,0
6949513982,2,1,0,0
6949513982,2,1,0,0
6949513982,2,1,0,0
6949513982,2,1,0,0
6949513982,2,1,0,0
6949513982,2,1,0,0
6949513982,2,1,0,0
6949513982,2,1,0,0
6949512250,2,1,0,0
6949512250,2,1,0,0
6949512250,2,1,0,0
6949512250,2,1,0,0
6949512250,2,1,0,0
6949512250,2,1,0,0
6949512250,2,1,0,0
6949512250,2,1,0,0
6949512250,2,1,0,0
6949512250,2,1,0,0
6949512250,2,1,0,0
6949512250,2,1,0,0
6949512250,2,1,0,0
6949512250,2,1,0,0
6949512250,2,1,0,0
6949512250,2,1,0,0
6949510004,1,0,1,0
6949510004,1,0,1,0
6949510004,1,0,1,0
6949510004,1,0,1,0
6949510004,1,0,1,0
6949510004,1,0,1,0
6949510004,1,0,1,0
6949510004,1,0,1,0
6949510004,1,0,1,0
6949510004,1,0,1,0
6949510004,1,0,1,0
6949510004,1,0,1,0
6949510004,1,0,1,0
6949510004,1,0,1,0
6949510004,1,0,1,0
6949510004,1,0,1,0
6949508507,1,0,1,0
6949508507,1,0,1,0
6949508507,1,0,1,0
6949508507,1,0,1,0
6949508507,1,0,1,0
6949508507,1,0,1,0
6949508507,1,0,1,0
6949508507,1,0,1,0
6949508507,1,0,1,0
6949508507,1,0,1,0
6949508507,1,0,1,0
6949508507,1,0,1,0
6949508507,1,0,1,0
6949508507,1,0,1,0
6949508507,1,0,1,0
6949508507,1,0,1,0
6949506509,1,0,1,0
6949506509,1,0,1,0
6949506509,1,0,1,0
6949506509,1,0,1,0
6949506509,1,0,1,0
6949506509,1,0,1,0
6949506509,1,0,1,0
6949506509,1,0,1,0
6949506509,1,0,1,0
6949506509,1,0,1,0
6949506509,1,0,1,0
6949506509,1,0,1,0
6949506509,1,0,1,0
6949506509,1,0,1,0
6949506509,1,0,1,0
6949506509,1,0,1,0
6949504595,1,0,1,0
6949504595,1,0,1,0
6949504595,1,0,1,0
6949504595,1,0,1,0
6949504595,1,0,1,0
6949504595,1,0,1,0
6949504595,1,0,1,0
6949504595,1,0,1,0
6949504595,1,0,1,0
6949504595,1,0,1,0
6949504595,1,0,1,0
6949504595,1,0,1,0
6949504595,1,0,1,0
6949504595,1,0,1,0
6949504595,1,0,1,0
6949504595,1,0,1,0
6949502871,2,1,0,0
6949502871,2,1,0,0
6949502871,2,1,0,0
6949502871,2,1,0,0
6949502871,2,1,0,0
6949502871,2,1,0,0
6949502871,2,1,0,0
6949502871,2,1,0,0
6949502871,2,1,0,0
6949502871,2,1,0,0
6949502871,2,1,0,0
6949502871,2,1,0,0
6949502871,2,1,0,0
6949502871,2,1,0,0
6949502871,2,1,0,0
6949502871,2,1,0,0
6949501136,1,0,1,0
6949501136,1,0,1,0
6949501136,1,0,1,0
6949501136,1,0,1,0
6949501136,1,0,1,0
6949501136,1,0,1,0
6949501136,1,0,1,0
6949501136,1,0,1,0
6949501136,1,0,1,0
6949501136,1,0,1,0
6949501136,1,0,1,0
6949501136,1,0,1,0
6949501136,1,0,1,0
6949501136,1,0,1,0
6949501136,1,0,1,0
6949501136,1,0,1,0
6949498386,2,1,0,0
6949498386,2,1,0,0
6949498386,2,1,0,0
6949498386,2,1,0,0
6949498386,2,1,0,0
6949498386,2,1,0,0
6949498386,2,1,0,0
6949498386,2,1,0,0
6949498386,2,1,0,0
6949498386,2,1,0,0
6949498386,2,1,0,0
6949498386,2,1,0,0
6949498386,2,1,0,0
6949498386,2,1,0,0
6949498386,2,1,0,0
6949498386,2,1,0,0
6949496064,0,0,0,1
6949496064,0,0,0,1
6949496064,0,0,0,1
6949496064,0,0,0,1
6949496064,0,0,0,1
6949496064,0,0,0,1
6949496064,0,0,0,1
6949496064,0,0,0,1
6949496064,0,0,0,1
6949496064,0,0,0,1
6949496064,0,0,0,1
6949496064,0,0,0,1
6949496064,0,0,0,1
6949496064,0,0,0,1
6949496064,0,0,0,1
6949496064,0,0,0,1
6949493789,1,0,1,0
6949493789,1,0,1,0
6949493789,1,0,1,0
6949493789,1,0,1,0
