"FA1","FA2","id"
-31058.0509827318,4037.66411718164,6946999089
NA,NA,6946997925
NA,NA,6946997286
NA,NA,6946996370
16984.0729134115,-2208.045349737,6946995349
-104332.602436235,13563.231883001,6946993526
NA,NA,6946896808
29643.5883535893,-3852.7091743695,6946894306
NA,NA,6946892816
126935.731629748,-16501.870157242,6946891262
-9441.16408227865,1227.07273015224,6946889776
61843.2000206372,-8039.9269003239,6946884857
108292.932685854,-14078.614606797,6946883630
22729.1544707787,-2955.4515600701,6946882172
-120656.024208461,15685.5188139254,6946879942
-43333.6547176878,5633.88272180189,6946742831
30654.7409230711,-3985.37616512872,6946742021
NA,NA,6946740972
99311.594751913,-12910.394602884,6946739593
13345.3710706562,-1734.31380096567,6946738484
NA,NA,6946737162
105339.393832745,-13694.0542660269,6946736097
69393.8864483329,-9021.17851675763,6946735108
NA,NA,6946734321
NA,NA,6946589637
10630.2650104998,-1381.49418433801,6946589608
-24311.9607893671,3160.7537318761,6946588901
-221913.147258868,28849.0170963606,6946588875
NA,NA,6946588448
NA,NA,6946588193
NA,NA,6946587636
-12616.643879393,1639.91789505316,6946587356
-177855.517615326,23120.3951040805,6946586671
NA,NA,6946586125
-180085.420904547,23410.7110864946,6946585546
-351424.994303127,45684.8466381287,6946584969
232790.734404341,-30262.4099213772,6946584818
-52711.1287068691,6852.7662060087,6946583955
NA,NA,6946583813
NA,NA,6946513673
-231504.849892747,30095.0136915958,6946511637
49841.0239417044,-6479.80383732864,6946260193
-262822.686085475,34166.8525150519,6946258184
176028.510552093,-22883.9046508664,6946255870
3164.39456625849,-411.998646437929,6946253329
NA,NA,6946252003
231043.117086968,-30035.9644892756,6946250964
43344.2347529699,-5634.05376638442,6946249196
9534.51763346302,-1239.95224421537,6946247015
-12868.2531635567,1672.1392811211,6946167103
31748.8695697011,-4126.67312728933,6946164683
204229.26728935,-26549.4421447507,6946161348
30105.1480685116,-3913.14913392565,6946157221
NA,NA,6946154289
129631.261456202,-16851.955086615,6946149478
-177824.358586287,23116.8905264053,6946147157
-10931.8468981401,1420.72330087327,6946144634
62455.2789748199,-8119.40587949419,6945891488
-74237.6687851774,9650.65596514893,6945889965
NA,NA,6945888906
95172.0959659959,-12372.8361443902,6945887634
-5537.01566341397,719.934687637932,6945886504
45641.4714340135,-5933.43937467086,6945885329
19792.352733811,-2572.92909110932,6945884181
6709.4485002449,-871.765320495612,6945882081
NA,NA,6945880499
1058.66307822825,-138.477594657479,6945876874
-111197.900201797,14455.0948303847,6945874059
39288.1334355189,-5107.00469021319,6945872667
NA,NA,6945870973
-109801.334933263,14273.9805395352,6945868936
-472593.086698557,61436.4491478455,6945867319
210327.519015628,-27342.0302715429,6945865748
240169.792863184,-31222.3793781294,6945864732
-213817.487936228,27796.2238019035,6945771977
NA,NA,6945769093
30262.5082798085,-3933.92849383654,6945765963
NA,NA,6945762450
164054.68275978,-21327.0237458245,6945759082
-56526.6798252128,7348.3584841964,6945753660
-60849.0792620844,7909.74364837018,6945749841
106232.871076444,-13810.4774627901,6945491577
-120443.147068887,15657.2122696376,6945489960
NA,NA,6945488925
132302.397145113,-17199.2089657595,6945484811
-20271.2245086217,2635.20825125219,6945483564
85056.3462013394,-11057.1956656854,6945482225
240453.566386975,-31259.0998728375,6945480813
NA,NA,6945479131
NA,NA,6945476052
30213.6428614361,-3928.17658672236,6945473463
-133234.542331397,17320.2484299426,6945471288
NA,NA,6945469617
162576.815312664,-21135.1366015361,6945357761
-63069.8144394928,8198.93649051502,6945346677
25478.098046604,-3312.50107305137,6945339362
-31078.3032889859,4039.94331378389,6945333858
53425.434197229,-6945.73217274954,6945330465
187959.876141935,-24434.6643899873,6945096694
129372.402997398,-16818.2775860038,6945095461
NA,NA,6945093820
NA,NA,6945090035
159801.704362089,-20774.1819066435,6945087838
NA,NA,6945086238
36707.6393929509,-4771.91578709343,6945075683
NA,NA,6945073672
NA,NA,6945071639
-16357.997622676,2126.07585465546,6945069066
NA,NA,6945066152
-21382.595753431,2780.20461148736,6941915788
-153714.359507395,19983.3785051444,6941781008
NA,NA,6941005128
NA,NA,6940815398
-183543.786164567,23860.1823283817,6940155468
27150.6205961389,-3529.76204794122,6937754838
-12056.5457840511,1567.2011435822,6936574728
-83931.9067552929,10911.3213110392,6934585817
-146980.782595031,19107.9403821831,6934559667
165607.767972933,-21529.1385974127,6934348442
100173.311100803,-13022.1074487129,6934185982
85310.9257080328,-11090.4334004547,6933987919
-51622.6693738381,6710.92167446704,6933706763
NA,NA,6933503691
216824.93065371,-28187.4702822265,6933154498
NA,NA,6933133137
-359.146055384589,47.4895804897089,6932752643
NA,NA,6932751625
116629.83800999,-15161.1814421329,6932688717
NA,NA,6932441494
NA,NA,6932293849
2416.57995894922,-314.40955784229,6932088242
-126860.316407198,16491.8012297574,6931894923
NA,NA,6931885688
NA,NA,6931787072
131184.091054065,-17054.1405068748,6931585020
-28737.1223334968,3735.68015369536,6931498222
120732.554146994,-15694.1269687794,6931279978
-231089.716434565,30041.8510776822,6930958766
3875.37207021661,-503.258427868098,6930668529
47090.6911790664,-6121.78351096083,6930465140
NA,NA,6930456202
-412902.420244319,53677.0453882283,6930330199
297993.703129656,-38738.5698304619,6930202534
NA,NA,6930096244
86221.919281321,-11208.6977066853,6930079051
51724.4862816265,-6723.96369767176,6929947545
87825.7490928905,-11417.0527509475,6929858535
NA,NA,6929566355
103822.995823204,-13497.4221043098,6929551675
-616371.707867683,80127.123631211,6929344611
-37400.6160357782,4862.04753960264,6929143264
NA,NA,6928839973
-83385.3738908734,10840.5376776611,6928802489
1843.03979068821,-239.730853005505,6928795921
-5367.27581984479,697.660336163615,6928735471
133345.940530658,-17335.2213264172,6928713560
131005.843935192,-17031.2092844855,6928704976
75673.0770691609,-9837.50452385893,6928541618
NA,NA,6928526475
83047.2258292191,-10796.0978766187,6928506433
-10693.7036475578,1390.13882973652,6928504611
-199056.276918637,25877.2618762246,6928482714
-115608.470279461,15028.5973972496,6928473662
108165.98917357,-14061.7189696135,6928311009
161642.889917771,-21013.2431966963,6928285300
102653.699993749,-13344.632618341,6928282907
-14720.9810266008,1913.14230628765,6928248814
77424.2580456596,-10064.9787349595,6928220423
13417.0311404935,-1743.75724505973,6928200982
-140158.342414486,18221.0660933,6928197304
NA,NA,6928055902
-150223.61381787,19529.1940170363,6928055608
76212.5916096735,-9907.37947717941,6928052617
NA,NA,6928043253
26653.8208444907,-3465.15439466683,6928029902
NA,NA,6928014492
NA,NA,6927954841
NA,NA,6927954250
129092.430871987,-16781.4664043806,6927948667
-10406.2314522819,1352.76225763926,6927942980
102511.443349304,-13326.4982180864,6927914142
41102.9206977261,-5343.46310424386,6927913113
-141017.068789688,18331.9324756769,6927899941
NA,NA,6927866573
95820.9032572366,-12456.4907115622,6927857741
34790.1130781046,-4522.86786459461,6927775381
-49710.2349995553,6462.16060871912,6927608649
NA,NA,6927564241
-305317.92587116,39691.1057217772,6927545653
-22880.1927827978,2974.24229434262,6927471449
-316846.657043444,41189.7029764366,6927238205
-45191.9579278489,5875.3042409217,6927085272
-115155.348019649,14970.1727851172,6926902789
242348.590849041,-31505.5750064661,6926883676
-76807.6059752385,9985.05612153573,6926684241
114225.544402116,-14848.9342533899,6926133812
82728.7410276393,-10754.492885699,6925691377
88940.5030990442,-11562.473355053,6925479410
NA,NA,6925475963
219792.171383339,-28572.8929225626,6925475627
NA,NA,6925411481
NA,NA,6925391133
-22977.7804278826,2986.98420534858,6925351988
50970.0242027109,-6626.46150606141,6925276018
NA,NA,6925148928
NA,NA,6925117930
-57758.2272606301,7508.12880539811,6925112112
146306.334047911,-19020.0966295048,6925090735
161833.359169645,-21038.1390130025,6925029626
93514.1393949477,-12157.3957553157,6924889661
119990.23161229,-15598.365550436,6924789209
NA,NA,6924648234
NA,NA,6924604682
102006.228186951,-13261.0462797875,6924597547
209106.377502462,-27183.8081620112,6924548198
-6388.39152925691,830.938931336612,6924513479
-214052.806085478,27826.8754947923,6924372074
46868.0806111326,-6092.88953065035,6924359661
-95974.1877580916,12476.3358320189,6924334238
NA,NA,6924333898
NA,NA,6924327658
-242344.819265274,31504.3371975092,6924319094
-148453.528063938,19299.5115979057,6924303569
635.826480447852,-83.3388709180369,6924255499
NA,NA,6924252974
NA,NA,6924251283
NA,NA,6924246168
163233.326245791,-21220.6017211903,6924239246
NA,NA,6924231184
34040.4396755026,-4425.4407718001,6924226818
NA,NA,6924224030
-172026.985525858,22363.7577913117,6924223908
NA,NA,6924215880
-420533.297974218,54668.6703221851,6924211132
NA,NA,6924209904
-306433.034610368,39836.1106383294,6924194655
11986.9288324576,-1557.6704517147,6924101928
NA,NA,6924100619
85442.5293959481,-11107.5034886338,6924088968
NA,NA,6924079621
-97391.696222578,12660.8016503777,6924077360
NA,NA,6924077001
-41813.8507441632,5436.20421813283,6924072627
NA,NA,6924068010
-91001.7274240265,11830.1700920617,6924044928
170735.625735215,-22195.3995099879,6924025722
NA,NA,6924025410
NA,NA,6924025148
-477054.308227083,62017.0677270317,6923978329
-22339.5139126877,2903.79287032082,6923974560
NA,NA,6923965588
NA,NA,6923951616
NA,NA,6923932384
168431.717459145,-21896.1529536603,6923929952
NA,NA,6923929001
-102045.875309941,13265.6183892591,6923914852
NA,NA,6923909650
-33834.8079886771,4397.88631230213,6923898758
83006.21435889,-10790.4631033603,6923852238
27166.4709429502,-3531.20730725116,6923844220
116910.933215606,-15198.3509875321,6923841359
NA,NA,6923831732
10687.5259763652,-1389.21749268734,6923662174
-98605.2365160828,12818.6274435138,6923650451
NA,NA,6923571354
NA,NA,6923512631
NA,NA,6923443435
161816.440537533,-21035.9136668781,6923432743
NA,NA,6923419162
189754.479106579,-24668.2704238674,6922251457
