concern,att_wld_unfav,att_nm_unfav,comp,norm_control,aware,past,appreciate,social,Cluster,id,income,areaf,unemploy,costlive,hrwage,taxcost,cashrent,crp2018,landvalu,impstrea,implakes,impwetl,imptotal,childcar,foodcost,healthc,housecos,othercos,dfl08to18,dflmean
-0.829624412011313,-0.728019581815653,0.820273686357912,-0.6677398781363821,-0.393837037713848,-0.19019959044811302,0.181576254066812,-0.106428325018919,-0.14730413676436802,1,6949501136,3.0,2.0,4.6,46138.0,14.79,464.0,225.0,177.0,6435.0,0.0,0.0,83.99,2.0,198.0,775.0,417.0,698.0,431.0,0.5033792979999999,0.485067304
-0.528142988126707,-0.0768722884975548,0.300222418944646,0.275712521160049,-0.414885250669314,0.323972002927448,0.208646924757856,0.121196836482529,0.158090506105666,2,6949498386,2.0,1.0,4.6,46138.0,14.79,464.0,225.0,177.0,6435.0,0.0,0.0,83.99,2.0,198.0,775.0,417.0,698.0,431.0,0.5033792979999999,0.485067304
1.0204115475701199,-0.152447232029869,-0.9629330963626279,0.5943611324982869,0.135743354656126,-0.20266160642183104,-0.7258290333106651,-0.23145258351678602,-0.0833343698565465,0,6949496064,3.0,2.0,3.0,47201.0,15.13,478.0,215.0,232.0,7565.0,344.4,5253.0,0.0,42.0,237.0,746.0,417.0,874.0,474.0,0.597152583,0.573103888
0.127918604624473,0.9790542642295841,-0.602436470573464,-0.166512295768447,0.5090107018210901,-0.281811526894961,0.181725298152716,-0.0944776640891115,-0.148278747257445,1,6949493789,4.0,3.0,3.3,46153.0,14.79,459.0,119.0,129.0,3410.0,4.4,10017.0,11.03,16.0,220.0,748.0,417.0,764.0,442.0,0.47751278700000005,0.458586311
-1.0047587188340101,0.8950451481976679,0.383944870509218,-0.9655048426714959,-0.378525638438193,-0.283817257160706,0.155368074337741,-0.21386742797638397,-0.149973788439273,1,6949491780,2.0,,4.5,44271.0,14.19,417.0,215.0,213.0,6510.0,207.9,700.0,0.0,24.0,189.0,749.0,417.0,698.0,423.0,0.5474074489999999,0.516861187
1.1692713705180902,0.44888220342104906,0.760795187991977,0.130219782290628,0.498324712323581,-0.0957552998631426,0.24540317378014,0.0946551925069213,-0.07867309939210801,1,6949489833,3.0,3.0,4.0,46304.0,14.84,468.0,224.0,216.0,6922.0,95.0,284.0,0.0,10.0,225.0,762.0,417.0,698.0,427.0,0.510246648,0.48386545
-1.0826859398448299,0.522742575396796,0.37552296695901605,-0.5478321869307321,-0.0643893388971563,-0.163274038310672,0.243080238311658,-0.007609492960257241,-0.145639897971721,1,6949488002,6.0,3.0,3.8,43375.0,13.9,394.0,207.0,197.0,6875.0,229.6,2004.0,0.0,20.0,233.0,756.0,417.0,698.0,425.0,0.473061071,0.44646149700000004
0.23398431519864604,-0.188998811666358,-0.546571441854224,0.0315339276703374,-0.133175949578965,-0.27561247470321504,0.239020957278401,-0.152392226684102,-0.00265860659955445,1,6949485959,4.0,2.0,3.0,47201.0,15.13,478.0,215.0,232.0,7565.0,344.4,5253.0,0.0,42.0,237.0,746.0,417.0,874.0,474.0,0.597152583,0.573103888
0.820025050696393,0.12514998749341902,0.306487165009612,-0.160714839220635,-0.132111783337236,-0.136202731914674,-0.725662829873571,-0.228560498422928,-0.0824624990059239,0,6949478309,,3.0,3.3,43036.0,13.79,385.0,202.0,183.0,6275.0,263.0,1492.0,51.44,19.0,212.0,757.0,417.0,698.0,425.0,0.513802024,0.493156702
0.26031804340361303,-0.16611602085196803,0.293726520725844,0.0519599381871941,-0.238883666429183,-0.306591803112396,0.15955311278792403,-0.0406332979652163,-0.18227215802634197,1,6949476839,,2.0,3.0,47201.0,15.13,478.0,209.0,232.0,7565.0,344.4,5253.0,0.0,42.0,237.0,746.0,417.0,874.0,474.0,0.597152583,0.573103888
0.775808311324797,-0.33750123477231503,0.28820868432002,0.216536501209964,-0.304587642230569,-0.278797498364187,-0.683156394191611,0.0114211517730449,0.0009107525973678711,0,6949474644,3.0,2.0,3.7,49421.0,15.84,546.0,237.0,226.0,6446.0,188.5,3302.0,0.0,32.0,219.0,762.0,417.0,711.0,431.0,0.45252079,0.418157076
0.32913094683493,-0.10656758722075199,0.252066117996061,0.0519180445588929,0.26017963848223896,-0.131301276612426,0.201012164986384,0.13782822808947,-0.0784394079845765,1,6949471920,6.0,4.0,3.7,49421.0,15.84,546.0,237.0,226.0,6446.0,188.5,3302.0,0.0,32.0,219.0,762.0,417.0,711.0,431.0,0.45252079,0.418157076
0.0688192960841504,0.339553664050767,-0.49481357646983604,-0.34930165445244,0.26150811837640503,-0.30919177653719604,-0.726095448903145,-0.23608844771583498,-0.0847319341506168,0,6949467324,1.0,3.0,4.4,45400.0,14.55,445.0,209.0,219.0,6585.0,136.2,199.0,0.0,12.0,203.0,784.0,417.0,698.0,433.0,0.490212387,0.463059358
0.0204006837102648,0.36499024402589597,0.318283833867659,-0.529631731636032,-0.0243894213252733,-0.309027054520864,0.200696922918754,-0.21375516991073898,-0.15034965116399,1,6949465030,,3.0,3.0,47201.0,15.13,478.0,215.0,232.0,7565.0,344.4,5253.0,0.0,42.0,237.0,746.0,417.0,874.0,474.0,0.597152583,0.573103888
0.544202566424141,-0.0040508615094652705,0.212864675021108,0.193309034298718,0.11035335743388301,-0.19822145305708602,-0.7074440409269829,-0.0258558799727366,0.00141866032655346,0,6949463084,2.0,1.0,3.0,47201.0,15.13,478.0,215.0,232.0,7565.0,344.4,5253.0,0.0,42.0,237.0,746.0,417.0,874.0,474.0,0.597152583,0.573103888
0.0834117137643052,-0.0757797306527374,0.22895307413263397,0.272945013624088,0.419099043546933,-0.18791719100120702,0.19688779646663,-0.0302297503359286,-0.0644230966332124,1,6949461204,6.0,3.0,4.8,50857.0,16.3,579.0,228.0,222.0,6745.0,95.5,5867.0,0.0,23.0,256.0,743.0,417.0,764.0,440.0,0.5040713029999999,0.456636592
0.128026886815245,-0.279334478252258,0.302945052400086,-0.0913949464172027,-0.33009455963963596,-0.272550722143054,0.22523317777303503,-0.125634307419017,0.211747881175596,1,6949458706,3.0,2.0,3.8,43375.0,13.9,394.0,207.0,197.0,6875.0,229.6,2004.0,0.0,20.0,233.0,756.0,417.0,698.0,425.0,0.473061071,0.44646149700000004
0.548942889723099,-0.0152443372323704,0.29473950833959,-0.10653468715630197,-0.0976772434747073,-0.30906110951071003,0.169070179191625,-0.214599235232145,-0.15031864916201002,1,6949455558,,,4.4,45400.0,14.55,445.0,209.0,219.0,6585.0,136.2,199.0,0.0,12.0,203.0,784.0,417.0,698.0,433.0,0.490212387,0.463059358
0.28601207972140996,-0.6045684432456839,-0.18743213969764497,0.0509986355551514,-0.155671463142516,-0.28075065758122103,0.201461103273191,-0.16021469974364003,0.0255163621702754,1,6949418183,4.0,1.0,3.8,45515.0,14.59,448.0,216.0,217.0,6071.0,0.0,2003.0,0.0,1.0,228.0,753.0,417.0,698.0,424.0,0.5851084010000001,0.557988585
0.370313175719786,-0.374863147270772,-0.6212598007917679,-0.189612366930659,0.16081134303694,-0.28349506969190197,0.156536866787271,-0.169183346543497,-0.18381641334344898,1,6949416279,,2.0,3.0,47201.0,15.13,478.0,215.0,232.0,7565.0,344.4,5253.0,0.0,42.0,237.0,746.0,417.0,874.0,474.0,0.597152583,0.573103888
-1.09676757820552,0.231846371752543,-1.46410987211799,0.0782006672986316,0.36528937230302,-0.27759072772405496,0.230044907318383,0.0492054270238743,0.00021006241813021498,2,6949408889,6.0,3.0,3.5,46497.0,14.9,474.0,175.0,171.0,4481.0,149.0,6257.0,32.77,18.0,210.0,770.0,417.0,698.0,429.0,0.52325088,0.512927345
0.18045121079268203,-0.289104826549917,0.294408118171224,0.0133576058176218,-0.284914990092579,-0.10093179842475901,0.245101739751204,0.0990746605756052,0.0485298105688685,1,6949405911,4.0,2.0,3.5,45104.0,14.46,437.0,229.0,214.0,5854.0,38.3,9834.0,0.0,22.0,237.0,757.0,417.0,709.0,429.0,0.515466703,0.486323499
-0.482493727435849,1.2153441702710202,0.310845057859577,-0.470538155360279,0.374891230332479,-0.301398033477799,0.24579319272909303,0.134621738903018,0.00111149809421816,1,6949403352,,,3.1,64020.0,20.52,858.0,197.0,189.0,7866.0,89.4,5422.0,0.0,46.0,651.0,764.0,486.0,1113.0,549.0,0.428145138,0.38766035200000004
0.858923949539489,-0.414009926842395,0.269790821045005,0.109762964888018,-0.0755143248858518,-0.28111523774978003,0.201524372112702,-0.161263888367652,-0.00280261771143393,1,6949399112,5.0,4.0,4.2,43738.0,14.02,404.0,150.0,174.0,5396.0,150.7,1837.0,0.0,19.0,196.0,765.0,417.0,698.0,428.0,0.5994114229999999,0.5770359970000001
-0.0170436741972178,-0.278704816322906,0.32903284204020194,-0.27500404237116804,-0.544370520615987,-0.31046910103255604,-0.725873783421942,-0.239764331500193,-0.18394886860290402,0,6949394536,2.0,1.0,3.8,45515.0,14.59,448.0,216.0,217.0,6071.0,0.0,2003.0,0.0,1.0,228.0,753.0,417.0,698.0,424.0,0.5851084010000001,0.557988585
0.784567577236229,-0.25967210504033605,0.28087880799202597,-0.0972190316668542,-0.0401106085084325,-0.282944019334542,0.192525187930978,-0.210474493204973,-0.0853009794478391,1,6949392066,5.0,2.0,4.8,50857.0,16.3,579.0,215.0,222.0,6745.0,95.5,5867.0,0.0,23.0,256.0,743.0,417.0,764.0,440.0,0.5040713029999999,0.456636592
-0.0462277481474725,0.578128942393015,2.07685422234804,-0.42787910948187,0.0810159191171123,-0.280592232026132,0.154808407040241,-0.20458645228118102,0.100531943304121,1,6949389471,5.0,3.0,4.0,46304.0,14.84,468.0,224.0,216.0,6922.0,95.0,284.0,0.0,10.0,225.0,762.0,417.0,698.0,427.0,0.510246648,0.48386545
0.462855460855788,-0.7102731740248309,0.271871886704711,0.16155417217665802,-0.268781852813241,-0.18662748854870398,0.19258057997315897,-0.20329680903191702,-0.00220987339346982,0,6949385903,3.0,2.0,3.8,45515.0,14.59,448.0,216.0,217.0,6071.0,0.0,2003.0,0.0,1.0,228.0,753.0,417.0,698.0,424.0,0.5851084010000001,0.557988585
-0.8880790088837941,-0.240618984070983,0.294140539218338,-0.0829714133224561,-0.263928555184954,-0.308022301346835,0.155122060432968,-0.211934470757395,-0.0684637992615941,1,6948985749,6.0,2.0,3.6,44917.0,14.4,433.0,167.0,170.0,4453.0,341.6,4.0,0.0,36.0,215.0,787.0,417.0,698.0,434.0,0.588319113,0.5632020529999999
-0.0735289441746726,-0.153268552649643,0.293832369631992,0.0313160916895812,-0.23990990809107698,-0.30798822738624104,-0.72234008988757,-0.09098906796353,-0.181796551442159,0,6948796897,,2.0,3.3,46153.0,14.79,459.0,141.0,129.0,3410.0,4.4,10017.0,11.03,16.0,220.0,748.0,417.0,764.0,442.0,0.47751278700000005,0.458586311
1.08014302217926,0.23709483515178098,0.31004033381158097,0.41155956775426095,0.197614618274149,0.0110622165757534,-0.15213160330074402,-0.103808897351728,-0.0686916332359943,0,6948796210,5.0,2.0,3.7,44212.0,14.17,415.0,150.0,170.0,5078.0,0.0,0.0,0.0,0.0,224.0,777.0,417.0,698.0,431.0,0.592261355,0.572932135
1.4314067609161498,-0.164349670895919,-0.611271180648848,0.526815627543714,0.428566346395286,0.050694357323751,0.245217998328946,0.116855951902925,0.21922657658401,2,6948795512,5.0,2.0,2.8,41053.0,13.16,336.0,150.0,164.0,5718.0,21.5,1911.0,77.27,10.0,184.0,751.0,417.0,698.0,424.0,0.5561905970000001,0.538722106
-1.29603847240483,1.1500915399224498,0.311927136590948,-0.0700071010201776,0.109099487439363,-0.305771018683854,0.154731375327791,-0.205455730652655,0.106405910994436,1,6948794673,7.0,2.0,3.1,64137.0,20.56,860.0,131.0,131.0,18090.0,31.3,1071.0,0.0,22.0,707.0,784.0,486.0,1113.0,555.0,0.666003954,0.627656542
0.532089222340527,-0.557942398473801,-0.718252857279172,0.688503621943751,0.7705435181015551,-0.222002265096447,-0.7235510414103721,-0.0951812874129264,0.21411965438791897,2,6948793617,,1.0,3.1,64020.0,20.52,858.0,35.0,189.0,7866.0,89.4,5422.0,0.0,46.0,651.0,764.0,486.0,1113.0,549.0,0.428145138,0.38766035200000004
-0.978389697815131,0.595483620630522,0.356780819990937,-0.40589686751145,-0.463258457306549,-0.3092247381176261,0.0171088942001017,-0.218654829825265,-0.15016968965802602,1,6948792859,4.0,2.0,4.4,45400.0,14.55,445.0,195.0,219.0,6585.0,136.2,199.0,0.0,12.0,203.0,784.0,417.0,698.0,433.0,0.490212387,0.463059358
-0.354712009463424,-0.145401777501663,0.287861062918216,0.0474239694954883,-0.189410951263186,-0.300301845541247,0.24294987342807897,0.0429854143439287,0.21378637984571497,1,6948790989,3.0,2.0,3.9,44509.0,14.27,423.0,197.0,187.0,6552.0,254.2,54.0,0.0,19.0,199.0,764.0,417.0,698.0,427.0,0.476013148,0.45567552899999997
0.37340717302396903,-0.0183619640810509,0.7573796356854721,-0.000716858214753962,-0.21800197354204603,-0.18903879851165303,-0.7105338483602321,-0.180545708587399,-0.181605724760072,0,6948790357,,2.0,4.8,50857.0,16.3,579.0,228.0,222.0,6745.0,95.5,5867.0,0.0,23.0,256.0,743.0,417.0,764.0,440.0,0.5040713029999999,0.456636592
0.568809538549444,-0.47124440012188895,0.263923389713105,0.301758719258349,-0.137482989982586,0.12915201042656402,-0.7227375793711039,-0.0871829805913268,0.18413880938726498,0,6948788893,1.0,2.0,3.1,64437.0,20.65,866.0,200.0,202.0,7757.0,23.8,833.0,0.0,13.0,741.0,756.0,486.0,1113.0,546.0,0.54005066,0.501171081
-0.917985278194307,-0.23116230520069603,0.344721934592361,-0.508812818621406,-0.6315721998264361,-0.13913804627761903,-0.72567017064393,-0.228688234244183,-0.0825010072570711,0,6948788159,2.0,2.0,3.2,53785.0,17.24,638.0,220.0,214.0,6024.0,0.0,600.0,0.0,3.0,368.0,746.0,417.0,903.0,482.0,0.577500197,0.5347631939999999
0.00146325489766433,-0.140266050776689,0.348727246528401,-0.45699751824701706,-0.6205454847841501,-0.281997187070173,0.156276925892582,-0.16487274069503602,-0.0674674961833595,1,6948756355,,2.0,4.4,45400.0,14.55,445.0,209.0,219.0,6585.0,136.2,199.0,0.0,12.0,203.0,784.0,417.0,698.0,433.0,0.490212387,0.463059358
-0.35618082133462,-0.00226442166740276,0.28549822125696694,0.0134175228321676,-0.0851919364494966,-0.152981876669139,0.24563881722062803,0.108127774141336,-0.0791962452936077,1,6948754791,5.0,2.0,3.6,44597.0,14.29,425.0,183.0,183.0,5444.0,303.4,977.0,7.81,22.0,190.0,775.0,417.0,698.0,430.0,0.5482342889999999,0.523649458
0.119564683548878,-0.137747481411932,0.28931653979452004,-0.031511811041521,-0.14392032378554,-0.218201741559091,0.223099234971451,0.17807170178631898,0.106686558537479,1,6948752656,5.0,3.0,3.5,45104.0,14.46,437.0,229.0,214.0,5854.0,38.3,9834.0,0.0,22.0,237.0,757.0,417.0,709.0,429.0,0.515466703,0.486323499
-0.43908531198517897,-0.38091508710471705,-0.5933889620493179,0.154493155482752,0.22442557693995896,-0.27650638010563106,0.237747701082726,-0.205998750345161,-0.00343412692504971,1,6948751048,6.0,4.0,3.9,44509.0,14.27,423.0,197.0,187.0,6552.0,254.2,54.0,0.0,19.0,199.0,764.0,417.0,698.0,427.0,0.476013148,0.45567552899999997
-0.480016903942715,0.7413615098228828,0.286000188628003,-0.154617808349976,0.302679249657912,-0.162702033162627,-0.362678894631276,-0.0846140453899119,-0.145900241340943,1,6948748993,3.0,2.0,4.2,43738.0,14.02,404.0,150.0,174.0,5396.0,150.7,1837.0,0.0,19.0,196.0,765.0,417.0,698.0,428.0,0.5994114229999999,0.5770359970000001
-0.112064371201887,0.16519282900669102,-1.4929277509777001,0.22153356270814803,0.0593185485685969,-0.22372767421955603,0.24388186038208604,0.0299161590401819,-0.145860416795309,2,6948747287,3.0,2.0,3.9,44509.0,14.27,423.0,197.0,187.0,6552.0,254.2,54.0,0.0,19.0,199.0,764.0,417.0,698.0,427.0,0.476013148,0.45567552899999997
0.804400261117716,0.419895687263313,0.29117458089884096,-0.0275541131766533,0.10411948727217998,-0.0733543719242235,-0.7062558674907728,0.0164930725575309,0.0035831394598021603,0,6948745823,3.0,2.0,3.8,43375.0,13.9,394.0,207.0,197.0,6875.0,229.6,2004.0,0.0,20.0,233.0,756.0,417.0,698.0,425.0,0.473061071,0.44646149700000004
0.416394430043044,-0.18383743174048997,0.21410963304975503,0.319167691105322,-0.0461385123400492,-0.24775661800278798,0.202465488459159,-0.10394221953707401,0.147734632291176,2,6948744309,4.0,2.0,4.7,45944.0,14.73,459.0,217.0,219.0,6966.0,243.6,0.0,0.0,31.0,224.0,770.0,417.0,698.0,429.0,0.537740966,0.5079635570000001
0.54462538963839,0.7924928567261159,0.38452636622214004,-0.109098469676622,-0.183165543532975,0.132621474395385,0.244453224988875,0.0319448717147586,-0.141377672106063,1,6948742656,3.0,2.0,3.5,45104.0,14.46,437.0,229.0,214.0,5854.0,38.3,9834.0,0.0,22.0,237.0,757.0,417.0,709.0,429.0,0.515466703,0.486323499
0.16848020222319401,0.18319788324020497,-0.561965047676715,0.217863105293865,0.109986402794083,-0.21971587824004898,0.040947295892105,-0.215391772203562,-0.18352056358927898,1,6948731395,3.0,2.0,4.0,47920.0,15.36,508.0,209.0,223.0,5987.0,18.6,0.0,0.0,4.0,256.0,742.0,417.0,704.0,423.0,0.455309006,0.43189364399999997
0.253755374802073,0.41383320147528707,-0.0811258348991486,-0.0594579185923916,0.0771099903395573,-0.27839308260005297,0.238075117348392,-0.21142830182589,-0.149984857299371,1,6948722483,5.0,2.0,3.8,43375.0,13.9,394.0,207.0,197.0,6875.0,229.6,2004.0,0.0,20.0,233.0,756.0,417.0,698.0,425.0,0.473061071,0.44646149700000004
-0.5289232654881629,-0.000765436228208038,0.28891245812415195,0.00155541219771349,-0.1253077075771,-0.305195314514131,0.20268505505092102,-0.107937256817961,0.0197551800786891,1,6948718920,2.0,2.0,2.7,47338.0,15.17,482.0,223.0,215.0,7567.0,182.3,0.0,0.0,29.0,241.0,749.0,417.0,874.0,475.0,0.6016706270000001,0.576371249
-0.869590945923356,0.0306422883310412,-0.598414719161901,-0.28269348987700393,0.065211293931904,-0.306435716434658,0.24163243229797798,-0.0597686447403451,-0.148172910124821,1,6948716744,6.0,2.0,4.8,50857.0,16.3,579.0,228.0,222.0,6745.0,95.5,5867.0,0.0,23.0,256.0,743.0,417.0,764.0,440.0,0.5040713029999999,0.456636592
-0.670991760586697,0.014687069925432,0.272219243849615,0.07282017225734501,0.0297928037413833,-0.301521600929524,0.219978350040186,0.0516968962171563,0.103843274546937,1,6948714093,6.0,2.0,4.7,45944.0,14.73,459.0,217.0,219.0,6966.0,243.6,0.0,0.0,31.0,224.0,770.0,417.0,698.0,429.0,0.537740966,0.5079635570000001
0.976858641671481,-0.788434935085374,0.229680222071025,0.19054903693291,0.18346343989629701,-0.27663561239919104,-0.711163255217655,-0.177751066962942,-0.00172719193696929,0,6948712233,1.0,3.0,4.7,45944.0,14.73,459.0,217.0,219.0,6966.0,243.6,0.0,0.0,31.0,224.0,770.0,417.0,698.0,429.0,0.537740966,0.5079635570000001
-1.4038863853415502,-0.216818085755448,0.304833994678575,-0.21366616298344898,-0.336132924338969,-0.310010026574703,-0.7121856055579742,-0.238118490126481,-0.14945480134323,0,6948710186,,2.0,2.7,47338.0,15.17,482.0,223.0,215.0,7567.0,182.3,0.0,0.0,29.0,241.0,749.0,417.0,874.0,475.0,0.6016706270000001,0.576371249
0.47349969177447,-0.325846326024409,-0.5653178095852021,0.167111061759746,-0.033486720240338,-0.228769248263891,-0.7198679976346091,0.0236545086605923,-0.0629030585283009,0,6948708312,2.0,2.0,4.2,43738.0,14.02,404.0,150.0,174.0,5396.0,150.7,1837.0,0.0,19.0,196.0,765.0,417.0,698.0,428.0,0.5994114229999999,0.5770359970000001
