"FA1","FA2","id"
-8600.36588282198,3445.00786578421,6946255870
-24261.8093957467,9727.91500957338,6946253329
35474.2242285071,-14219.3849696099,6946252003
106519.673472847,-42697.2888462477,6946250964
-225952.906609894,90574.291635841,6946249196
1116.29798932979,-447.883557998165,6946247015
-96770.7858036954,38790.9726249645,6946167103
-54752.1460992278,21946.7420504084,6946164683
-101139.631663803,40541.1501986899,6946161348
76109.5770218577,-30508.579855263,6946157221
NA,NA,6946154289
-118980.961880225,47691.876973854,6946149478
26491.046224254,-10616.1235443044,6946147157
-22747.1726137813,9119.0041529757,6946144634
314996.779530491,-126265.331784272,6945891488
-19560.547125008,7839.58226602717,6945889965
NA,NA,6945888906
-39370.4737845236,15782.2383653159,6945887634
51702.0630326131,-20722.3114754646,6945886504
-24700.5649465779,9900.99423649515,6945885329
193571.93831691,-77590.943535241,6945884181
164100.997953222,-65779.5920302262,6945882081
98396.2150815964,-39439.6237533929,6945880499
33053.0332770621,-13246.4066346905,6945876874
119237.387189831,-47794.3110682803,6945874059
-73536.0489863818,29477.5137698914,6945872667
NA,NA,6945870973
161113.30318021,-64579.2687454134,6945868936
25936.726687354,-10398.1062691581,6945867319
56811.0645528216,-22772.3660008391,6945865748
661.540219202722,-265.979686146964,6945864732
-81360.7527177952,32615.0559012838,6945771977
NA,NA,6945769093
81054.7420672469,-32488.7848567475,6945765963
64638.7714322541,-25909.5602394392,6945762450
42198.1130372859,-16914.1092989727,6945759082
-17622.7534453584,7064.35882467434,6945753660
84988.7728094197,-34066.3513718163,6945749841
71439.8449242081,-28636.5594756809,6945491577
-79993.5483684204,32066.4935593692,6945489960
NA,NA,6945488925
-6283.65133816078,2516.93472222239,6945484811
42396.5782720075,-16993.3981605854,6945483564
-215979.056216629,86576.7048616172,6945482225
-129390.429406519,51865.9467904105,6945480813
NA,NA,6945479131
NA,NA,6945476052
-27340.4626173882,10961.2176078799,6945473463
-8275.88131789851,3316.60063992611,6945471288
NA,NA,6945469617
-47570.4782781959,19067.1562449947,6945357761
168820.235023898,-67669.979330387,6945346677
-54267.6353569127,21754.9053243996,6945339362
137273.243003333,-55025.5618049758,6945333858
2828.21873804845,-1133.74799441508,6945330465
-18809.6010320709,7538.85870632458,6945096694
-18823.4464537791,7546.51189791142,6945095461
-4916.37149510812,1972.18606587115,6945093820
NA,NA,6945090035
-34501.0887314841,13830.7979656021,6945087838
NA,NA,6945086238
173757.15857131,-69649.2610030866,6945075683
NA,NA,6945073672
-19835.941269434,7953.34278057939,6945071639
75166.6547421652,-30128.9226055696,6945069066
NA,NA,6945066152
32805.7736421797,-13152.0054519957,6941915788
-6446.41831288927,2583.36451467228,6941781008
NA,NA,6941005128
NA,NA,6940815398
-17553.6420435305,7035.20642268534,6940155468
135882.522777456,-54469.3676254789,6937754838
69948.2286695287,-28041.7894278868,6936574728
24009.3006924321,-9625.34496667983,6934585817
84225.3930963925,-33764.3253977353,6934559667
40290.0010274581,-16151.2315990315,6934348442
108934.523474931,-43668.0441352991,6934185982
-19323.3129941213,7743.15470181589,6933987919
-5312.96385558994,2128.52449305654,6933706763
-33618.7517386089,13474.6055444989,6933503691
104516.251983305,-41897.5203032082,6933154498
NA,NA,6933133137
-2558.16191921616,1023.76664373771,6932752643
NA,NA,6932751625
23179.6808104518,-9292.76352409177,6932688717
NA,NA,6932441494
NA,NA,6932293849
193671.286934304,-77635.0160612467,6932088242
24173.5154973997,-9692.56908729131,6931894923
NA,NA,6931885688
-119555.880341045,47921.2295885481,6931787072
47674.5301957863,-19112.597682705,6931585020
-205499.801200208,82373.6601322346,6931498222
-4305.20536902176,1723.61084868502,6931279978
267498.959423995,-107229.939344513,6930958766
-101649.827012031,40742.5616707608,6930668529
121129.499682747,-48557.632190182,6930465140
NA,NA,6930456202
66613.1083077013,-26703.3906433663,6930330199
38372.4634449065,-15384.9719428419,6930202534
NA,NA,6930096244
217574.224720402,-87216.9859571808,6930079051
92405.7619679553,-37042.3642270168,6929947545
3438.26647865094,-1379.58417127621,6929858535
NA,NA,6929566355
-71671.5508148366,28727.1475112477,6929551675
-38259.4123691188,15335.6962031405,6929344611
69892.4207948724,-28017.3691542085,6929143264
NA,NA,6928839973
-5734.38407108283,2297.38803414659,6928802489
46523.7528567939,-18650.0283725332,6928795921
57129.4565501699,-22901.9650613351,6928735471
13508.245560125,-5417.78809007413,6928713560
174178.946158898,-69819.9867208779,6928704976
101880.549615373,-40840.2498204804,6928541618
NA,NA,6928526475
-33085.8834346419,13260.3089239957,6928506433
35717.51604964,-14320.222246117,6928504611
169207.020427142,-67827.5015159416,6928482714
232881.406445906,-93351.6941427453,6928473662
-176297.200694961,70666.2183147022,6928311009
-9030.06126568633,3616.88193154631,6928285300
-181632.468281963,72804.1433102714,6928282907
8994.1698374817,-3606.32573664729,6928248814
85422.5792246894,-34244.0281757928,6928220423
153891.047133564,-61687.8687837411,6928200982
-42865.4255773332,17180.6175705092,6928197304
169739.229643702,-68041.0372647529,6928055902
27814.665997686,-11151.7490676145,6928055608
100375.89097497,-40237.5065617608,6928052617
NA,NA,6928043253
-18604.1477685478,7455.66620093667,6928029902
NA,NA,6928014492
NA,NA,6927954841
-25468.3002944915,10207.9302233722,6927954250
65313.4129255863,-26182.8576198898,6927948667
477.274786970572,-193.992638990979,6927942980
126535.805100682,-50723.456706749,6927914142
82837.1112744442,-33206.5200543345,6927913113
-192724.607530528,77253.7405028715,6927899941
NA,NA,6927866573
-10649.8197566469,4268.3566751239,6927857741
-54086.7947763658,21677.3494319588,6927775381
-36107.9422294185,14470.9716214249,6927608649
-89011.1563997235,35677.5483640534,6927564241
-9717.28571591453,3893.36046666146,6927545653
78417.533613027,-31433.2237616296,6927471449
10909.2939828768,-4375.52503377125,6927238205
-178419.443476992,71516.9185401312,6927085272
117406.869930928,-47064.2377170563,6926902789
-155701.98149959,62411.5455072334,6926883676
255728.148849216,-102509.993437137,6926684241
155752.523144303,-62435.5925419033,6926133812
-73764.0481893941,29567.0261573065,6925691377
-57897.1409007062,23206.3462165339,6925479410
NA,NA,6925475963
-34392.4596662748,13783.7620703642,6925475627
NA,NA,6925411481
-9835.73925496812,3940.19891902155,6925391133
262960.63435477,-105409.056442561,6925351988
58024.6196378376,-23260.4581398783,6925276018
NA,NA,6925148928
NA,NA,6925117930
-110856.695048538,44434.7729015875,6925112112
81174.8598165706,-32540.8199594942,6925090735
61806.8243304566,-24776.3654674578,6925029626
-6952.72064360284,2786.21992277717,6924889661
109820.210690206,-44022.7459226436,6924789209
NA,NA,6924648234
1056.30578856286,-424.992372160198,6924604682
-235931.75925748,94571.5992923912,6924597547
-18973.2388904801,7602.02150155768,6924548198
168317.678905127,-67471.4236562648,6924513479
143839.686916823,-57659.875985483,6924372074
95460.8153815399,-38266.5559076643,6924359661
-144307.904531321,57844.4916124825,6924334238
NA,NA,6924333898
NA,NA,6924327658
-36029.18744769,14441.4593697255,6924319094
57348.049444154,-22989.0988782483,6924303569
-125176.808431983,50176.5558145443,6924255499
-16858.62283764,6757.48473423316,6924252974
NA,NA,6924251283
NA,NA,6924246168
196174.638218572,-78637.8528196691,6924239246
NA,NA,6924231184
140745.552051839,-56418.7242751432,6924226818
-186352.317656013,74698.3941102458,6924224030
254910.769068149,-102181.636853477,6924223908
NA,NA,6924215880
151033.361663884,-60543.5361768676,6924211132
NA,NA,6924209904
-29895.3477798978,11980.8905666869,6924194655
210402.360454691,-84340.5292673423,6924101928
NA,NA,6924100619
196702.899782021,-78849.6394443697,6924088968
NA,NA,6924079621
30885.0381902598,-12382.4166845474,6924077360
NA,NA,6924077001
-13441.9981249154,5385.7441599136,6924072627
NA,NA,6924068010
155944.454565813,-62512.6827853472,6924044928
-110236.817773803,44186.1267972052,6924025722
NA,NA,6924025410
NA,NA,6924025148
-273681.516246334,109703.280599065,6923978329
-27187.1903522249,10897.0472345556,6923974560
NA,NA,6923965588
-16157.3110518637,6474.00568968039,6923951616
NA,NA,6923932384
-18428.8021015308,7386.63721604067,6923929952
NA,NA,6923929001
7031.80426214814,-2816.50938021113,6923914852
NA,NA,6923909650
-31367.2797691806,12572.5087484156,6923898758
67943.2063240014,-27235.6549075511,6923852238
53051.9923762099,-21265.2384691777,6923844220
-35118.7699927648,14076.0291014478,6923841359
93320.6787111469,-37408.9023229514,6923831732
-130631.577228,52362.9977567636,6923662174
40758.1338950108,-16340.4371754912,6923650451
NA,NA,6923571354
-101873.68484163,40835.4537505427,6923512631
NA,NA,6923443435
-47608.4991806902,19084.2496477452,6923432743
NA,NA,6923419162
179786.424407115,-72067.1397490964,6922251457
