"id","aware","past","appreciate","resp"
6967500969,-0.27377877799617,0.251060592892704,0.277409011173474,0.00348355721932048
6966018516,-0.249872655858451,0.218860796898411,-0.154588384075506,0.0430828466116051
6954002510,-0.30903357044496,-0.725915149655524,-0.235558600221277,-0.0737864061458599
6954000142,-0.252322751505304,0.227540887354783,-0.208272521772267,-0.0849347041709959
6952091365,-0.307019394158646,0.172243311465837,-0.0917972794038498,-0.148537999255325
6950969532,-0.212033955507561,0.207731560517342,-0.0508014885847387,0.213601755944855
6950966877,-0.282397784341272,0.242390001304313,-0.131463679432305,-0.148892734002472
6950963846,-0.220873619173925,-0.315826959691287,0.221770038302072,-0.142315131343478
6949522020,-0.301740293189875,0.248974888071882,0.174453417752275,-0.0801136945102878
6949520595,-0.273844517245157,0.239567638348835,0.334038356935443,-0.0774722427378655
6949519165,-0.308226713195415,-0.0318567047009383,-0.216938824417375,-0.0682826029071679
6949517026,-0.304178122788856,-0.688225270499534,-0.107670860711204,0.148201548758731
6949515466,-0.304021202762212,-0.685684001230465,-0.00934236423389376,0.0285955394129583
6949513982,-0.0575160828182497,-0.0017675994894319,0.146499886655114,0.218637806101481
6949512250,0.208591145115845,0.250863765285095,0.25345499246962,0.113059303432397
6949510004,-0.304927255466134,0.197509897021424,0.032755032755544,-0.146766894199788
6949508507,-0.109839810157475,0.209941430290145,0.0202442026423184,0.0473430191423747
6949506509,-0.250667837023897,0.171790446830936,-0.106996865533122,-0.0833910082178534
6949504595,-0.139539581587597,0.231161998642359,-0.0498537108447088,-0.0641462282070184
6949502871,-0.0980470339333264,0.181795712887342,0.339153740697345,-0.035893503622189
6949501136,-0.19020502122364,0.181575484592249,-0.106472935544704,-0.147300400626825
6949498386,0.323974581038631,0.212458632197905,0.12128221048659,0.158093920245173
6949496064,-0.202643510738116,-0.725647620838628,-0.231325777001911,-0.0833418588465673
6949493789,-0.281818204449939,0.181719969505976,-0.0944996600241204,-0.14827456747401
6949491780,-0.283824091015181,0.156568393595919,-0.21388340101813,-0.149970909331969
6949489833,-0.0957628607352299,0.247475389764481,0.0946917740193023,-0.0786767709582726
6949488002,-0.16327685235467,0.245302180987528,-0.00757598683836378,-0.145637919681485
6949485959,-0.275620207704907,0.2415035755755,-0.15240468590457,-0.0026670599088765
6949478309,-0.136183077181548,-0.72549502439187,-0.228432008946068,-0.082470067645606
6949476839,-0.306596547151048,0.160490367390287,-0.0406464151154238,-0.182268996291633
6949474644,-0.278779442070319,-0.685103297705672,0.011533977170029,0.000900604159127183
6949471920,-0.131308090208439,0.199886054025214,0.137812993662761,-0.0784400021686238
6949467324,-0.309174564838978,-0.725892221414565,-0.235964268579761,-0.0847392742804483
6949465030,-0.30903211786108,0.205039742645944,-0.213697314877197,-0.150349486420672
6949463084,-0.198201886178678,-0.708319807093496,-0.025734637838597,0.00140695107336931
6949461204,-0.187923038064214,0.196023605977943,-0.0302961148561144,-0.0644235642082605
6949458706,-0.272556879193463,0.228483295684743,-0.12560927704676,0.211748217378198
6949455558,-0.309069349204579,0.169509876237685,-0.214638754461667,-0.150314896811082
6949418183,-0.280754786701636,0.205754945323688,-0.160134825461454,0.025515013030818
6949416279,-0.283500888525143,0.157663896829181,-0.169175469246891,-0.183812741060553
6949408889,-0.27759438900177,0.23299149579674,0.0492342311474502,0.000200655066941613
6949405911,-0.100930904605151,0.247193284866698,0.0991101562254615,0.0485302510258726
6949403352,-0.30140121001328,0.247851008233025,0.13467576531879,0.00110350249309668
6949399112,-0.281119441890017,0.205814244858851,-0.161184009528053,-0.00281249758230313
6949394536,-0.310451691879145,-0.725684537437375,-0.239638812050574,-0.183950339794697
6949392066,-0.282953958643042,0.191940775663,-0.210546060248016,-0.0853014294110477
6949389471,-0.280599430730731,0.156044005456057,-0.204605424731396,0.100530389818266
6949385903,-0.186640131304061,0.191988185486651,-0.203367280579893,-0.00221543365729057
6948985749,-0.308029504964432,0.156339085273114,-0.211952175599823,-0.0684658183132408
6948796897,-0.307968554396964,-0.722373491429999,-0.0908393192579858,-0.181797960438159
6948796210,0.0110805423857227,-0.143412863362458,-0.103553398085467,-0.0686947535070629
6948795512,0.0506887823120405,0.2472949458293,0.116884402483304,0.219227078865819
6948794673,-0.305778459410541,0.155973024514267,-0.205475478699355,0.106402163413459
6948793617,-0.221983302682283,-0.723512694246731,-0.0950703707278687,0.214116271408143
6948792859,-0.309266557435563,-0.0186859137363669,-0.21962540327922,-0.150131681405009
6948790989,-0.300306559814645,0.245186983039992,0.043028288881534,0.213787869765271
6948790357,-0.189024492841265,-0.711215822747397,-0.180454647351368,-0.181606881816276
6948788893,0.129175657540534,-0.722766210676873,-0.0870244786686158,0.184136061100187
