id,PROBY            
6949392066.0000000,0                    
6949392066.0000000,0                    
6949392066.0000000,0                    
6949392066.0000000,0                    
6949392066.0000000,0                    
6949392066.0000000,0                    
6949392066.0000000,0                    
6949392066.0000000,0                    
6949392066.0000000,0                    
6949392066.0000000,0                    
6949389471.0000000,.5745580             
6949389471.0000000,.4254420             
6949389471.0000000,.3754095             
6949389471.0000000,.6245905             
6949389471.0000000,.6695061             
6949389471.0000000,.3304939             
6949389471.0000000,.3179727             
6949389471.0000000,.6820273             
6949389471.0000000,.5243032             
6949389471.0000000,.4756968             
6949389471.0000000,.7401863             
6949389471.0000000,.2598137             
6949389471.0000000,.5331164             
6949389471.0000000,.4668836             
6949389471.0000000,.3903488             
6949389471.0000000,.6096512             
6949385903.0000000,.6568311             
6949385903.0000000,.3431689             
6949385903.0000000,.5614035             
6949385903.0000000,.4385965             
6949385903.0000000,.7321769             
6949385903.0000000,.2678231             
6949385903.0000000,.4676569             
6949385903.0000000,.5323431             
6949385903.0000000,.6120062             
6949385903.0000000,.3879938             
6949385903.0000000,.8188076             
6949385903.0000000,.1811924             
6949385903.0000000,.6924103             
6949385903.0000000,.3075897             
6949385903.0000000,.4902222             
6949385903.0000000,.5097778             
6948985749.0000000,.6625600             
6948985749.0000000,.3374400             
6948985749.0000000,.5785597             
6948985749.0000000,.4214403             
6948985749.0000000,.7535368             
6948985749.0000000,.2464632             
6948985749.0000000,.5250825             
6948985749.0000000,.4749175             
6948985749.0000000,.6199061             
6948985749.0000000,.3800939             
6948985749.0000000,.8441767             
6948985749.0000000,.1558233             
6948985749.0000000,.7039774             
6948985749.0000000,.2960226             
6948985749.0000000,0                    
6948985749.0000000,0                    
6948796210.0000000,.6376906             
6948796210.0000000,.3623094             
6948796210.0000000,.5231932             
6948796210.0000000,.4768068             
6948796210.0000000,.7310141             
6948796210.0000000,.2689859             
6948796210.0000000,.4680111             
6948796210.0000000,.5319889             
6948796210.0000000,.5963212             
6948796210.0000000,.4036788             
6948796210.0000000,.8188381             
6948796210.0000000,.1811619             
6948796210.0000000,.6600034             
6948796210.0000000,.3399966             
6948796210.0000000,.4911612             
6948796210.0000000,.5088388             
6948795512.0000000,.6644088             
6948795512.0000000,.3355912             
6948795512.0000000,.5825886             
6948795512.0000000,.4174114             
6948795512.0000000,.7401685             
6948795512.0000000,.2598315             
6948795512.0000000,.4909009             
6948795512.0000000,.5090991             
6948795512.0000000,.6232628             
6948795512.0000000,.3767372             
6948795512.0000000,.8290798             
6948795512.0000000,.1709202             
6948795512.0000000,.7087158             
6948795512.0000000,.2912842             
6948795512.0000000,.5072260             
6948795512.0000000,.4927740             
6948794673.0000000,.5315680             
6948794673.0000000,.4684320             
6948794673.0000000,.2843195             
6948794673.0000000,.7156805             
6948794673.0000000,.6198794             
6948794673.0000000,.3801206             
6948794673.0000000,.2240479             
6948794673.0000000,.7759521             
6948794673.0000000,.4782636             
6948794673.0000000,.5217364             
6948794673.0000000,.6757856             
6948794673.0000000,.3242144             
6948794673.0000000,.4459033             
6948794673.0000000,.5540967             
6948794673.0000000,.3204762             
6948794673.0000000,.6795238             
6948792859.0000000,.5485041             
6948792859.0000000,.4514959             
6948792859.0000000,.3198437             
6948792859.0000000,.6801563             
6948792859.0000000,.6421695             
6948792859.0000000,.3578305             
6948792859.0000000,.2675531             
6948792859.0000000,.7324469             
6948792859.0000000,.4982391             
6948792859.0000000,.5017609             
6948792859.0000000,.7073734             
6948792859.0000000,.2926266             
6948792859.0000000,.4804991             
6948792859.0000000,.5195009             
6948792859.0000000,.3533949             
6948792859.0000000,.6466051             
6948790989.0000000,.5668536             
6948790989.0000000,.4331464             
6948790989.0000000,.3597033             
6948790989.0000000,.6402967             
6948790989.0000000,.6623444             
6948790989.0000000,.3376556             
6948790989.0000000,.3070108             
6948790989.0000000,.6929892             
6948790989.0000000,.5176398             
6948790989.0000000,.4823602             
6948790989.0000000,.7327018             
6948790989.0000000,.2672982             
6948790989.0000000,.5192995             
6948790989.0000000,.4807005             
6948790989.0000000,.3824111             
6948790989.0000000,.6175889             
6948788893.0000000,.7323448             
6948788893.0000000,.2676552             
6948788893.0000000,.7344452             
6948788893.0000000,.2655548             
6948788893.0000000,.8086775             
6948788893.0000000,.1913225             
6948788893.0000000,.6754589             
6948788893.0000000,.3245411             
6948788893.0000000,.7009562             
6948788893.0000000,.2990438             
6948788893.0000000,.9017671             
6948788893.0000000,.0982329             
6948788893.0000000,.8206911             
6948788893.0000000,.1793089             
6948788893.0000000,.6286465             
6948788893.0000000,.3713535             
6948788159.0000000,0                    
6948788159.0000000,0                    
6948788159.0000000,0                    
6948788159.0000000,0                    
6948788159.0000000,0                    
6948788159.0000000,0                    
6948788159.0000000,0                    
6948788159.0000000,0                    
6948788159.0000000,0                    
6948788159.0000000,0                    
6948788159.0000000,0                    
6948788159.0000000,0                    
6948788159.0000000,0                    
6948788159.0000000,0                    
6948788159.0000000,0                    
6948788159.0000000,0                    
6948754791.0000000,.6475541             
6948754791.0000000,.3524459             
6948754791.0000000,.5389361             
6948754791.0000000,.4610639             
6948754791.0000000,.7307935             
6948754791.0000000,.2692065             
6948754791.0000000,.4643654             
6948754791.0000000,.5356346             
6948754791.0000000,.6020602             
6948754791.0000000,.3979398             
6948754791.0000000,.8173745             
6948754791.0000000,.1826255             
6948754791.0000000,.6739669             
6948754791.0000000,.3260331             
6948754791.0000000,.4888664             
6948754791.0000000,.5111336             
6948752656.0000000,.6575019             
6948752656.0000000,.3424981             
6948752656.0000000,.5652133             
6948752656.0000000,.4347867             
6948752656.0000000,.6708758             
6948752656.0000000,.3291242             
6948752656.0000000,.3259183             
6948752656.0000000,.6740817             
6948752656.0000000,.6167006             
6948752656.0000000,.3832994             
6948752656.0000000,.7437752             
6948752656.0000000,.2562248             
6948752656.0000000,.6934691             
6948752656.0000000,.3065309             
6948752656.0000000,.3960559             
6948752656.0000000,.6039441             
6948751048.0000000,.5549590             
6948751048.0000000,.4450410             
6948751048.0000000,.3358127             
6948751048.0000000,.6641873             
6948751048.0000000,.6518263             
6948751048.0000000,.3481737             
6948751048.0000000,.2844462             
6948751048.0000000,.7155538             
6948751048.0000000,.5059728             
6948751048.0000000,.4940272             
6948751048.0000000,.7181973             
6948751048.0000000,.2818027             
6948751048.0000000,.4954536             
6948751048.0000000,.5045464             
6948751048.0000000,.3657366             
6948751048.0000000,.6342634             
6948748993.0000000,.6596539             
6948748993.0000000,.3403461             
6948748993.0000000,.5709746             
6948748993.0000000,.4290254             
6948748993.0000000,.7363860             
6948748993.0000000,.2636140             
6948748993.0000000,.4800245             
6948748993.0000000,.5199755             
6948748993.0000000,.6187013             
6948748993.0000000,.3812987             
6948748993.0000000,.8240057             
6948748993.0000000,.1759943             
6948748993.0000000,.6992936             
6948748993.0000000,.3007064             
6948748993.0000000,.4996703             
6948748993.0000000,.5003297             
6948747287.0000000,.5677888             
6948747287.0000000,.4322112             
6948747287.0000000,.3606084             
6948747287.0000000,.6393916             
6948747287.0000000,.6630256             
6948747287.0000000,.3369744             
6948747287.0000000,.3066643             
6948747287.0000000,.6933357             
6948747287.0000000,.5176850             
6948747287.0000000,.4823150             
6948747287.0000000,.7331869             
6948747287.0000000,.2668131             
6948747287.0000000,.5188348             
6948747287.0000000,.4811652             
6948747287.0000000,.3834220             
6948747287.0000000,.6165780             
6948745823.0000000,.5864935             
6948745823.0000000,.4135065             
6948745823.0000000,.4018214             
6948745823.0000000,.5981786             
6948745823.0000000,.6664875             
6948745823.0000000,.3335125             
6948745823.0000000,.3146353             
6948745823.0000000,.6853647             
6948745823.0000000,.5385272             
6948745823.0000000,.4614728             
6948745823.0000000,.7374904             
6948745823.0000000,.2625096             
6948745823.0000000,.5586490             
6948745823.0000000,.4413510             
6948745823.0000000,.3877403             
6948745823.0000000,.6122597             
6948744309.0000000,.6187572             
6948744309.0000000,.3812428             
6948744309.0000000,.4783445             
6948744309.0000000,.5216555             
6948744309.0000000,.7134996             
6948744309.0000000,.2865004             
6948744309.0000000,.4233153             
6948744309.0000000,.5766847             
6948744309.0000000,.5734389             
6948744309.0000000,.4265611             
6948744309.0000000,.7974617             
6948744309.0000000,.2025383             
6948744309.0000000,.6235282             
6948744309.0000000,.3764718             
6948744309.0000000,.4623002             
6948744309.0000000,.5376998             
6948742656.0000000,0                    
6948742656.0000000,0                    
6948742656.0000000,0                    
6948742656.0000000,0                    
6948742656.0000000,0                    
6948742656.0000000,0                    
6948742656.0000000,0                    
6948742656.0000000,0                    
6948742656.0000000,0                    
6948742656.0000000,0                    
6948742656.0000000,0                    
6948742656.0000000,0                    
6948742656.0000000,0                    
6948742656.0000000,0                    
6948742656.0000000,0                    
6948742656.0000000,0                    
6948731395.0000000,.5554349             
6948731395.0000000,.4445651             
6948731395.0000000,.3372402             
6948731395.0000000,.6627598             
6948731395.0000000,.6543292             
6948731395.0000000,.3456708             
6948731395.0000000,.2861571             
6948731395.0000000,.7138429             
6948731395.0000000,.5061784             
6948731395.0000000,.4938216             
6948731395.0000000,.7199175             
6948731395.0000000,.2800825             
6948731395.0000000,.4970768             
6948731395.0000000,.5029232             
6948731395.0000000,.3676267             
6948731395.0000000,.6323733             
6948722483.0000000,.5839128             
6948722483.0000000,.4160872             
6948722483.0000000,.3928035             
6948722483.0000000,.6071965             
6948722483.0000000,.6622672             
6948722483.0000000,.3377328             
6948722483.0000000,.3062930             
6948722483.0000000,.6937070             
6948722483.0000000,.5345885             
6948722483.0000000,.4654115             
6948722483.0000000,.7328645             
6948722483.0000000,.2671355             
6948722483.0000000,.5505848             
6948722483.0000000,.4494152             
6948722483.0000000,.3818208             
6948722483.0000000,.6181792             
6948718920.0000000,.6338003             
6948718920.0000000,.3661997             
6948718920.0000000,.5133405             
6948718920.0000000,.4866595             
6948718920.0000000,.7283924             
6948718920.0000000,.2716076             
6948718920.0000000,.4580465             
6948718920.0000000,.5419535             
6948718920.0000000,.5894830             
6948718920.0000000,.4105170             
6948718920.0000000,.8137841             
6948718920.0000000,.1862159             
6948718920.0000000,.6516155             
6948718920.0000000,.3483845             
6948718920.0000000,.4853295             
6948718920.0000000,.5146705             
6948716744.0000000,.6938411             
6948716744.0000000,.3061589             
6948716744.0000000,.6504114             
6948716744.0000000,.3495886             
6948716744.0000000,.7380938             
6948716744.0000000,.2619062             
6948716744.0000000,.4825366             
6948716744.0000000,.5174634             
6948716744.0000000,.6562717             
6948716744.0000000,.3437283             
6948716744.0000000,.8257809             
6948716744.0000000,.1742191             
6948716744.0000000,.7607747             
6948716744.0000000,.2392253             
6948716744.0000000,.5008411             
6948716744.0000000,.4991589             
6948714093.0000000,.6599249             
6948714093.0000000,.3400751             
6948714093.0000000,.5712449             
6948714093.0000000,.4287551             
